t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,RealPower,VT/Ti,PaCO2_e
5.0,8.61,0.356,3.065,403,62.8169532,59.5096496,0.95,65.3,8.7,39.2,41.4,0.78,0.2,18.34,2.44,16.05,4.6,20.8,0.09,131,17,114.0,33.0,0,,0,REST,21.0,54,648,759,447,18.6,0.31,0,5.5,0,80,367,0,18.0,82.0,0.95,0,1.47,5.5,6.97,0.21,0.31,0.486,0,0,0,,2,98.5,0,0.24,34.98
13.0,7.36,2.672,19.671,1074,809.7499828,724.9163278,0.9,425.9,121.5,23.7,26.4,10.05,2.9,15.94,4.55,14.57,5.6,20.82,0.08,113,32,104.0,40.0,0,,0,REST,21.0,54,648,759,5696,237.3,3.96,0,70.7,0,2037,3659,0,35.8,64.2,0.9,0,2.04,6.11,8.15,0.25,0.19,1.294,8,0,0,,23,90.1,0,1.31,41.38
17.0,14.6,1.279,18.672,1024,759.4407049,643.9911716,0.85,205.1,54.5,23.2,27.4,9.43,2.7,16.04,4.26,14.79,5.34,20.81,0.08,114,30,105.0,38.0,0,,0,REST,21.0,54,648,759,5285,220.2,3.67,1,65.6,0,2742,2543,0,51.9,48.1,0.85,0,1.68,2.43,4.11,0.41,0.18,1.271,4,0,0,,22,90.6,0,0.76,39.72
21.0,14.29,0.791,11.3,751,404.2708208,337.820698,0.84,131.4,29.3,25.5,30.5,5.02,1.4,16.61,3.7,14.92,5.13,20.8,0.08,118,26,106.0,37.0,0,,0,REST,21.0,54,648,759,2805,116.9,1.95,1,34.8,0,1574,1232,0,56.1,43.9,0.84,0,1.6,2.6,4.2,0.38,0.22,1.053,4,0,0,,12,94.3,0,0.49,38.37
26.0,14.56,0.944,13.748,773,492.2784692,410.2409678,0.83,156.8,35.0,25.9,31.0,6.11,1.7,16.61,3.71,14.95,5.15,20.8,0.09,118,26,106.0,37.0,0,,0,REST,21.0,54,648,759,3414,142.3,2.37,1,42.4,0,1942,1472,0,56.9,43.1,0.83,0,1.38,2.74,4.12,0.33,0.24,1.138,5,0,0,,14,93.1,0,0.68,38.5
30.0,15.08,0.927,13.975,704,523.4027959,437.2983562,0.84,151.8,36.0,24.7,29.5,6.5,1.9,16.38,3.88,14.93,5.13,20.76,0.09,117,28,106.0,37.0,0,,0,REST,21.0,54,648,759,3632,151.3,2.52,1,45.1,0,2039,1593,0,56.1,43.9,0.84,0,1.42,2.56,3.98,0.36,0.2,1.145,4,0,0,,15,93.0,0,0.65,38.37
34.0,13.95,0.821,11.456,707,411.8920106,345.803945,0.84,136.1,30.7,25.4,30.3,5.11,1.5,16.58,3.74,15.17,4.99,20.79,0.08,118,27,108.0,36.0,0,,0,REST,21.0,54,648,759,2861,119.2,1.99,1,35.5,0,1567,1294,0,54.8,45.2,0.84,0,1.55,2.75,4.3,0.36,0.2,1.059,4,0,0,,12,94.3,0,0.53,37.47
39.0,17.24,0.376,6.483,407,177.4084499,143.0911185,0.81,66.2,10.4,29.7,36.9,2.2,0.6,17.61,2.77,15.92,4.22,20.79,0.09,125,20,113.0,30.0,0,,0,REST,21.0,54,648,759,1223,51.0,0.85,1,15.2,0,807,416,0,66.0,34.0,0.81,0,1.74,1.74,3.48,0.5,0.21,0.812,5,0,0,,5,96.8,0,0.22,32.54
43.0,10.99,0.691,7.593,467,305.4747024,238.5423528,0.78,111.5,26.8,22.3,28.6,3.79,1.1,16.14,3.88,14.27,5.4,20.79,0.07,115,28,102.0,38.0,0,,0,REST,21.0,54,648,759,2093,87.2,1.45,1,26.0,0,1565,528,0,74.8,25.2,0.78,0,3.06,2.4,5.46,0.56,0.21,0.88,4,0,0,,9,96.2,0,0.23,40.1
47.0,17.44,0.465,8.11,488,281.9886635,211.2027705,0.75,78.1,15.1,24.4,32.6,3.5,1.0,16.8,3.25,15.03,4.8,20.79,0.09,120,23,107.0,34.0,0,,0,REST,21.0,54,648,759,1918,79.9,1.33,1,23.8,0,1643,275,0,85.7,14.3,0.75,0,1.35,2.09,3.44,0.39,0.21,0.909,4,0,0,,8,95.9,0,0.34,36.26
