t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,RealPower,VT/Ti,PaCO2_e
3.0,17.7,0.567,10.035,412,310.1582434,285.9353509,0.92,97.3,19.9,28.4,30.8,4.72,1.3,17.16,3.51,16.13,4.48,20.82,0.08,123,25,116,32,0,,0,NONE,20.6,48,652,764,2195,91.4,1.52,0,33.4,0,585,1610,0,26.7,73.3,0.92,0,2.36,1.03,3.39,0.7,0.15,1.002,0,0,0,,11,94.7,0,0.24,34.41
10.0,6.73,1.194,8.031,1072,290.0687963,261.7681121,0.9,198.1,47.8,26.1,28.9,4.41,1.3,16.59,4.0,15.58,4.87,20.85,0.08,119,29,112,35,0,,0,NONE,20.6,48,652,764,2044,85.2,1.42,0,31.1,0,681,1363,0,33.3,66.7,0.9,0,5.31,3.61,8.92,0.6,0.16,0.905,7,0,0,,10,95.8,0,0.22,36.92
19.0,6.98,1.078,7.521,965,271.6266632,247.6103364,0.91,177.9,43.8,25.9,28.4,4.13,1.2,16.5,4.06,15.35,4.99,20.77,0.1,118,29,110,36,0,,0,NONE,20.6,48,652,764,1918,79.9,1.33,0,29.2,0,579,1339,0,30.2,69.8,0.91,0,4.41,4.19,8.6,0.51,0.16,0.876,9,0,0,,10,96.0,0,0.24,37.7
28.0,6.66,1.948,12.972,1494,480.9790876,444.4473848,0.92,320.6,81.7,26.0,28.1,7.32,2.1,16.46,4.19,15.39,4.99,20.85,0.07,118,30,110,36,0,,0,NONE,20.6,48,652,764,3405,141.9,2.36,1,51.8,0,883,2522,0,25.9,74.1,0.92,0,4.47,4.54,9.01,0.5,0.17,1.113,9,0,0,,17,93.2,0,0.44,37.7
37.0,6.51,2.76,17.961,2622,502.7702576,548.6322839,1.09,480.7,103.4,34.8,31.9,7.65,2.2,17.42,3.75,16.51,4.55,20.85,0.07,125,27,118,33,0,,0,NONE,20.6,48,652,764,3693,153.9,2.56,1,56.2,0,0,3693,0,0.0,100.0,1.09,0,3.43,5.79,9.22,0.37,0.2,1.254,9,0,0,,18,90.6,0,0.8,34.86
45.0,7.66,1.6,12.261,1688,335.6674131,382.527949,1.14,279.5,61.2,34.9,30.6,5.11,1.5,17.47,3.82,16.72,4.49,20.86,0.07,125,27,120,32,0,,0,NONE,20.6,48,652,764,2491,103.8,1.73,1,37.9,0,0,2491,0,0.0,100.0,1.14,0,4.03,3.8,7.83,0.51,0.16,1.089,8,0,0,,12,93.6,0,0.4,34.47
54.0,6.76,1.546,10.458,1241,295.5940448,335.3373044,1.13,267.5,60.9,33.8,29.8,4.5,1.3,17.3,3.94,16.4,4.71,20.8,0.08,124,28,118,34,0,,0,NONE,20.6,48,652,764,2191,91.3,1.52,1,33.3,0,0,2191,0,0.0,100.0,1.13,0,4.92,3.95,8.87,0.55,0.17,1.019,9,0,0,,10,94.5,0,0.31,35.89
64.0,6.26,1.217,7.622,1407,222.001458,237.0182486,1.07,210.6,46.4,32.4,30.3,3.38,1.0,17.3,3.81,16.27,4.71,20.86,0.07,124,27,117,34,0,,0,NONE,20.6,48,652,764,1622,67.6,1.13,2,24.7,0,0,1622,0,0.0,100.0,1.07,0,5.55,4.03,9.58,0.58,0.18,0.882,10,0,0,,8,96.0,0,0.22,35.89
74.0,6.38,1.11,7.085,1087,222.0070751,228.6325985,1.03,189.2,44.0,29.9,29.0,3.38,1.0,17.05,3.96,16.14,4.74,20.84,0.08,122,28,116,34,0,,0,NONE,20.6,48,652,764,1609,67.0,1.12,2,24.5,0,0,1609,0,0.0,100.0,1.03,0,4.47,4.93,9.4,0.48,0.15,0.85,10,0,0,,8,96.3,0,0.25,36.08
79.0,9.04,0.895,8.087,786,269.3870895,255.8714866,0.95,151.1,34.8,27.7,29.1,4.1,1.2,16.88,3.89,15.9,4.74,20.85,0.08,121,28,114,34,0,,0,NONE,20.6,48,652,764,1918,79.9,1.33,2,29.2,0,328,1590,0,17.1,82.9,0.95,0,3.49,3.15,6.64,0.53,0.15,0.908,5,0,0,,9,95.7,0,0.26,36.09
