t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,RealPower,VT/Ti,PaCO2_e
10.0,14.72,1.013,14.909,969,624.4001557,414.0738605,0.66,164.3333333,34.2,22.2,33.5,7.14,2.0,16.22,3.38,14.84,4.3,20.87,0.06,117,24,107,31,0,,0,REST,18.0,41,656,770,4163,173.4,2.89,0,47.6,0,4163,0,0,100.0,0.0,0.66,0,1.98,2.09,4.08,0.49,0.2,1.173,0,0,0,,17,92.6,0,0.51,33.48
20.0,14.87,0.732,10.892,929,328.3805858,238.1783984,0.73,127.95,19.6,30.0,41.4,3.75,1.1,17.47,2.68,16.08,3.76,20.86,0.06,126,19,116,27,0,,0,REST,18.0,41,656,770,2221,92.6,1.54,0,25.4,0,2083,139,0,93.8,6.2,0.73,0,1.64,2.39,4.04,0.41,0.26,1.037,10,0,0,,9,94.6,0,0.45,30.0
30.0,12.67,0.64,8.11,711,267.5143682,189.6169774,0.71,109.9,18.25,27.0,38.1,3.06,0.9,17.17,2.85,15.74,3.92,20.87,0.06,124,21,114,28,0,,0,REST,18.0,41,656,770,1803,75.1,1.25,0,20.6,0,1792,11,0,99.4,0.6,0.71,0,2.13,2.6,4.73,0.45,0.23,0.909,10,0,0,,7,96.0,0,0.3,31.04
40.0,7.88,0.802,6.323,973,241.4215877,165.7484754,0.69,133.3,25.5,23.9,34.8,2.76,0.8,16.62,3.18,14.67,4.59,20.88,0.05,120,23,106,33,0,,0,REST,18.0,41,656,770,1618,67.4,1.12,1,18.5,0,1618,0,0,100.0,0.0,0.69,0,3.7,3.91,7.61,0.49,0.26,0.801,10,0,0,,6,96.9,0,0.22,35.37
50.0,9.06,0.879,7.956,878,334.37577,223.9347789,0.67,142.4,30.05,21.9,32.7,3.82,1.1,16.21,3.42,14.58,4.6,20.88,0.06,117,25,105,33,0,,0,REST,18.0,41,656,770,2233,93.0,1.55,1,25.5,0,2233,0,0,100.0,0.0,0.67,0,2.78,3.84,6.62,0.42,0.22,0.901,10,0,0,,9,96.1,0,0.32,35.4
60.0,13.02,0.918,11.948,838,480.7501409,321.5564582,0.67,150.45,30.05,23.0,34.3,5.49,1.6,16.39,3.27,14.58,4.58,20.86,0.06,118,24,105,33,0,,0,REST,18.0,41,656,770,3209,133.7,2.23,1,36.7,0,3209,0,0,100.0,0.0,0.67,0,1.92,2.68,4.61,0.42,0.25,1.077,10,0,0,,13,94.1,0,0.48,35.27
70.0,12.82,0.92,11.788,962,431.6644678,303.8658002,0.7,154.1,28.85,25.2,35.8,4.93,1.4,16.76,3.14,14.94,4.5,20.86,0.06,121,23,108,33,0,,0,REST,18.0,41,656,770,2906,121.1,2.02,1,33.2,0,2906,0,0,100.0,0.0,0.7,0,1.89,2.79,4.68,0.4,0.27,1.071,10,0,0,,11,94.2,0,0.49,34.81
80.0,14.53,0.766,11.121,790,397.2145495,280.35863,0.71,129.05,23.5,25.4,36.0,4.54,1.3,16.86,3.07,14.82,4.6,20.86,0.06,122,22,107,33,0,,0,REST,18.0,41,656,770,2675,111.5,1.86,2,30.6,0,2675,0,0,100.0,0.0,0.71,0,1.81,2.32,4.13,0.44,0.28,1.046,10,0,0,,11,94.5,0,0.42,35.43
90.0,11.61,0.881,10.235,921,379.7024347,274.662081,0.72,147.1,28.7666667,24.8,34.3,4.34,1.2,16.69,3.26,14.81,4.69,20.86,0.06,121,24,107,34,0,,0,REST,18.0,41,656,770,2567,107.0,1.78,2,29.3,0,2424,143,0,94.4,5.6,0.72,0,2.22,2.95,5.17,0.43,0.26,1.01,10,0,0,,10,94.9,0,0.4,35.99
100.0,16.04,0.89,14.278,909,521.9576055,385.2614647,0.74,148.85,29.25,25.2,34.1,5.97,1.7,16.72,3.29,15.02,4.64,20.85,0.06,121,24,109,34,0,,0,REST,18.0,41,656,770,3542,147.6,2.46,2,40.5,0,3166,376,0,89.4,10.6,0.74,0,1.72,2.02,3.74,0.46,0.26,1.155,10,0,0,,14,92.9,0,0.52,35.72
110.0,18.75,0.919,17.238,960,532.1442873,426.42828,0.8,159.3,27.7333333,29.9,37.3,6.08,1.7,17.33,3.02,15.83,4.27,20.86,0.06,125,22,114,31,0,,0,REST,18.0,41,656,770,3664,152.7,2.54,3,41.9,0,2484,1180,0,67.8,32.2,0.8,0,1.44,1.76,3.2,0.45,0.27,1.236,10,0,0,,14,91.5,0,0.64,33.3
