TSI%,TSI Fit Factor,O2Hb1,HHb1,tHb1,HbDiff1,O2Hb2,HHb2,tHb2,HbDiff2,O2Hb3,HHb3,tHb3,HbDiff3,O2Hb2-2,HHb2-2,tHb2-2,HbDiff2-2,Event,Event Time
62.1182022,99.9555435,1.1968548,8.5326624,9.7291174,-7.3358941,0.321107,7.5190864,7.839694,-7.1979332,-0.6214084,6.5887976,5.9671884,-7.210206,4.8333793,13.4946232,18.3275814,-8.6617403,,
62.1452637,99.9550018,1.1139553,8.5587025,9.6722584,-7.4448333,0.2429533,7.5407066,7.7831597,-7.2977057,-0.6759438,6.6036353,5.9274912,-7.2795782,4.8413138,13.5243864,18.3652782,-8.6835709,,
62.1416321,99.9544449,1.0069519,8.5675449,9.5740967,-7.560679,0.1307607,7.5477991,7.6780601,-7.4169908,-0.7682482,6.6025491,5.8341002,-7.3707972,4.8267603,13.5532503,18.3795872,-8.7269869,,
62.1186104,99.9539948,0.8712188,8.5766125,9.4474316,-7.7054787,-0.0041397,7.5525103,7.5478706,-7.5566025,-0.8904252,6.6024132,5.7117882,-7.4928384,4.7807617,13.5895386,18.3698788,-8.8092728,,
62.0903397,99.9540558,0.7507828,8.6197796,9.370162,-7.8690825,-0.1065275,7.5840187,7.4769912,-7.6904974,-0.9955828,6.6333833,5.6375999,-7.6289659,4.7426157,13.6313429,18.373539,-8.889226,,
62.0429382,99.9546356,0.6530589,8.6721478,9.3248062,-8.0191746,-0.1958335,7.6422224,7.4458895,-7.8380065,-1.0763079,6.6830568,5.6065493,-7.7593651,4.702796,13.6805038,18.3828793,-8.9782047,,
62.0432816,99.9542923,0.5656794,8.7330923,9.2983723,-8.1674976,-0.268975,7.6895247,7.4200506,-7.9584517,-1.1417654,6.7278557,5.5858903,-7.8696222,4.6694555,13.7298298,18.3988628,-9.0608692,,
62.0030518,99.9539185,0.5010597,8.787631,9.28829,-8.2866554,-0.3402069,7.7411242,7.4004173,-8.0812817,-1.2026669,6.7733622,5.5704951,-7.9760284,4.6360235,13.7817287,18.4173317,-9.1462021,,
61.9991837,99.9536591,0.4043209,8.8423052,9.2462273,-8.4380693,-0.4315201,7.7874985,7.3554778,-8.2189693,-1.2806292,6.8110857,5.5302572,-8.0917149,4.612011,13.8318882,18.4434776,-9.2203732,,
61.9516525,99.9543457,0.3110129,8.9055462,9.2161579,-8.5946169,-0.508161,7.8379693,7.3293085,-8.3460798,-1.3743583,6.8575578,5.4829993,-8.2319155,4.5720358,13.8593006,18.430912,-9.2877607,,
61.9161301,99.9543304,0.2169652,8.9448566,9.1614218,-8.7279749,-0.6129382,7.8825455,7.2691069,-8.4954329,-1.4609447,6.8874083,5.4262638,-8.3483524,4.5214415,13.9024324,18.4234524,-9.3814878,,
61.8499641,99.9535599,0.1063705,8.9719448,9.0779171,-8.8656597,-0.729099,7.9014564,7.1718574,-8.6305046,-1.5746137,6.9084368,5.333622,-8.4830494,4.4696512,13.937602,18.4068336,-9.4684467,,
61.8067093,99.9540176,-0.0101633,9.0064726,8.9959097,-9.0167189,-0.829767,7.9291306,7.0988631,-8.7588463,-1.6829207,6.9338598,5.2507391,-8.6167812,4.4252186,13.969202,18.394001,-9.5444784,,
61.7596664,99.9536591,-0.0595627,9.0790787,9.0191174,-9.1387243,-0.8907291,8.0077906,7.1165609,-8.898468,-1.7213179,7.0029259,5.2814083,-8.7242441,4.397809,14.0316982,18.4290867,-9.6343861,,
61.6823807,99.9535675,-0.1393693,9.131506,8.9917374,-9.2709579,-0.9669986,8.0550022,7.0875039,-9.0219498,-1.8035303,7.0525894,5.2488589,-8.8561201,4.3643785,14.078723,18.4426804,-9.714838,,
61.6451187,99.9532852,-0.2279052,9.188509,8.9602051,-9.4164963,-1.0412012,8.096941,7.0552397,-9.1380901,-1.8829672,7.0982718,5.2151046,-8.9812393,4.3341632,14.1161089,18.449852,-9.7824421,,
61.6515427,99.9537659,-0.2874586,9.2677469,8.9798889,-9.5552883,-1.0805833,8.174736,7.0936546,-9.2552681,-1.9088751,7.1678123,5.2587376,-9.0766869,4.3008909,14.1775255,18.4779949,-9.8771305,,
61.6272659,99.9535675,-0.3293001,9.3524971,9.0227966,-9.68188,-1.1317422,8.2584686,7.1262259,-9.3901587,-1.9422852,7.2376075,5.2951231,-9.1798916,4.2873373,14.2317171,18.5186329,-9.9448757,,
61.5956497,99.9536362,-0.3937111,9.4206057,9.026495,-9.8143978,-1.1843911,8.3145323,7.1296411,-9.4988728,-2.0001888,7.2921386,5.2917495,-9.292326,4.2574263,14.278409,18.5354118,-10.0214787,,
61.5626335,99.9531937,-0.4597068,9.4827662,9.0226583,-9.9425535,-1.2544843,8.371151,7.1161666,-9.6255836,-2.0595431,7.3425345,5.2827916,-9.4020777,4.2318792,14.3235216,18.5549774,-10.0921364,,
61.4844742,99.9528275,-0.5052703,9.5447588,9.0390892,-10.0501118,-1.3082836,8.4346838,7.1259003,-9.7429152,-2.1074831,7.4058065,5.2981234,-9.5132895,4.1987476,14.3774128,18.5757389,-10.1791592,,
61.4721756,99.9535294,-0.5657045,9.6169987,9.0508947,-10.182785,-1.3520865,8.5029297,7.1503425,-9.8549633,-2.1499283,7.4655027,5.3153739,-9.6154308,4.1639323,14.4362364,18.5997486,-10.2728004,,
61.426857,99.9537582,-0.6480141,9.6733961,9.0249825,-10.3214912,-1.4344071,8.55826,7.1233521,-9.9926138,-2.2275891,7.5115023,5.2837129,-9.7390919,4.1266565,14.4840698,18.6103077,-10.3579092,,
61.3537788,99.9534912,-0.7230224,9.7191191,8.995697,-10.4422235,-1.5136886,8.6023273,7.0881376,-10.115963,-2.3054485,7.5552125,5.2495642,-9.8606615,4.0951605,14.5306702,18.6254082,-10.4360027,,
61.3456306,99.9528122,-0.8020458,9.7857265,8.9832811,-10.5878525,-1.5899751,8.6615047,7.0710297,-10.2514267,-2.3621058,7.6089983,5.2466917,-9.9711037,4.0631032,14.5732212,18.6359043,-10.5106115,,
