TSI%,TSI Fit Factor,O2Hb1,HHb1,tHb1,HbDiff1,O2Hb2,HHb2,tHb2,HbDiff2,O2Hb3,HHb3,tHb3,HbDiff3,O2Hb2-2,HHb2-2,tHb2-2,HbDiff2-2,Event,Event Time
61.7483597,99.9606018,-1.6427463,1.9186332,0.2754868,-3.5614514,-2.6019309,1.4688905,-1.1335402,-4.0707397,-3.893043,0.9839613,-2.9092822,-4.8770051,-0.8124183,-0.0561668,-0.8690947,-0.7568269,,
61.7260742,99.9608154,-1.6174958,1.893714,0.2758182,-3.5112813,-2.5955067,1.4548036,-1.1412032,-4.0502291,-3.8863099,0.9643866,-2.9221227,-4.8506961,-0.8076852,-0.0631693,-0.8713641,-0.7450911,,
61.762764,99.9601059,-1.6360528,1.8762738,0.2398208,-3.5123982,-2.6180301,1.4313986,-1.1871316,-4.0493474,-3.897963,0.9407738,-2.9573894,-4.8387365,-0.8168246,-0.0784998,-0.895834,-0.7389001,,
61.7643127,99.9599457,-1.6222845,1.8533329,0.2306484,-3.4756889,-2.6104734,1.4110727,-1.1999007,-4.0214648,-3.8897483,0.9217957,-2.9681528,-4.8115444,-0.8201644,-0.0889463,-0.9096204,-0.7317935,,
61.7671204,99.9600143,-1.621637,1.833421,0.2113839,-3.4551296,-2.6122632,1.3954515,-1.217312,-4.0076332,-3.8896499,0.9057897,-2.9840598,-4.7954397,-0.8385593,-0.094415,-0.9334842,-0.7447197,,
61.7689095,99.95961,-1.6539398,1.8065112,0.1521712,-3.4605222,-2.6379962,1.3650682,-1.2734282,-4.0029826,-3.9158311,0.8836445,-3.0323863,-4.7994752,-0.8684669,-0.1154842,-0.9844611,-0.7535583,,
61.7882385,99.9600067,-1.6870878,1.7863619,0.0988741,-3.4735208,-2.6607587,1.3431545,-1.3181041,-4.0038319,-3.9430816,0.860424,-3.0828576,-4.8035059,-0.8894717,-0.130475,-1.0204569,-0.7595726,,
61.8283882,99.9601898,-1.5804957,1.7730032,0.1921075,-3.3535705,-2.5598269,1.3343679,-1.2259588,-3.8941131,-3.8440099,0.8511729,-2.993037,-4.6951828,-0.8312302,-0.1321463,-0.9638864,-0.6996595,,
61.8438835,99.9600372,-1.4491323,1.7752119,0.3256795,-3.2244167,-2.4282882,1.333968,-1.0948201,-3.7621753,-3.7258358,0.8621269,-2.863909,-4.5879626,-0.7448016,-0.1331228,-0.878434,-0.6122541,,
61.8546677,99.9602127,-1.4129479,1.7682552,0.3549073,-3.1812749,-2.3971539,1.3329178,-1.0647362,-3.7299912,-3.6917171,0.858459,-2.8334584,-4.5501761,-0.7409655,-0.1368748,-0.8783499,-0.6046662,,
61.9006577,99.9604568,-1.3953341,1.7763968,0.3806627,-3.171803,-2.3714983,1.3372875,-1.0347106,-3.7087052,-3.6650155,0.8588207,-2.8063951,-4.5238366,-0.7324261,-0.1283507,-0.8612863,-0.6046506,,
61.8877754,99.9604874,-1.3718094,1.7663386,0.3941292,-3.1382201,-2.361259,1.3295081,-1.0322509,-3.6906865,-3.6585453,0.8479241,-2.8108213,-4.5064697,-0.7060609,-0.1211541,-0.8277245,-0.585482,,
61.8374252,99.9607086,-1.3961899,1.7259486,0.3293584,-3.122211,-2.4160645,1.288334,-1.1282303,-3.7043171,-3.7314415,0.7962497,-2.9353919,-4.5276918,-0.7139672,-0.1094671,-0.8239435,-0.6050752,,
61.8459091,99.9615021,-1.4015756,1.7311304,0.3291548,-3.1327784,-2.4212964,1.2850487,-1.1367476,-3.7062645,-3.7561944,0.7828091,-2.9735854,-4.5390034,-0.6075038,-0.03172,-0.6397322,-0.5763582,,
61.8382683,99.9627838,-1.370418,1.749362,0.378544,-3.1198525,-2.3774891,1.3140079,-1.0639811,-3.6914158,-3.7210279,0.8072982,-2.913929,-4.5283256,-0.4288482,0.0967165,-0.3326386,-0.526138,,
61.847084,99.9627609,-1.226236,1.7845875,0.5579516,-3.0108957,-2.2407882,1.3589994,-0.8822891,-3.5997074,-3.5786762,0.8552566,-2.7236197,-4.4339323,-0.2334437,0.1902159,-0.0437333,-0.4242318,,
61.9069405,99.9633408,-1.1674893,1.7982918,0.6304023,-2.9658539,-2.1550899,1.3693972,-0.786193,-3.5244079,-3.4996104,0.8704261,-2.6293845,-4.3700361,-0.1580074,0.2149728,0.0564605,-0.3735521,,
61.8220024,99.9631653,-1.2664099,1.7288454,0.4620355,-2.9953279,-2.2847898,1.301348,-0.9839422,-3.5860572,-3.6432164,0.7978119,-2.8456047,-4.4410286,-0.1998267,0.2008546,0.0005226,-0.4012534,,
61.7856255,99.9617157,-1.4834688,1.6048969,0.1210281,-3.0884373,-2.5315194,1.1532801,-1.3787391,-3.6847179,-3.9033761,0.6483555,-3.2552204,-4.5517316,-0.3900041,0.0935737,-0.296937,-0.484151,,
61.6962051,99.9607315,-1.7049135,1.4511282,-0.2541853,-3.1561124,-2.8013911,0.9917004,-1.8101912,-3.7930076,-4.1877146,0.4792892,-3.7086258,-4.6670046,-0.6556399,-0.0607859,-0.7169346,-0.5954288,,
61.6433907,99.9597626,-1.9217256,1.3168805,-0.6052452,-3.2386761,-3.0439351,0.8438531,-2.200582,-3.8877025,-4.4435887,0.3301041,-4.1136847,-4.7736926,-0.8975147,-0.1933176,-1.0913432,-0.7047732,,
61.5925064,99.959137,-2.0472682,1.2263218,-0.8213463,-3.2736592,-3.1910894,0.7549708,-2.4366186,-3.9459736,-4.5913205,0.241009,-4.3505116,-4.8323298,-1.0502803,-0.2718312,-1.3226234,-0.7790261,,
61.6028519,99.9587173,-2.0630646,1.1955272,-0.8679376,-3.2586608,-3.2116714,0.7177216,-2.4944494,-3.929306,-4.6156454,0.2058934,-4.4099526,-4.8215394,-1.0732406,-0.2894721,-1.3632247,-0.7843457,,
