t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,RealPower,VT/Ti,PaCO2_e
5.0,9.85,1.305,12.857,1229,382.5660805,418.0819477,1.09,222.4,52.8,31.8,29.1,4.63,1.3,17.04,4.05,15.59,5.47,20.76,0.06,120,28,110,39,0,,0,NONE,18.2,48,640,751,2811,117.1,1.95,0,34.0,0,0,2811,0,0.0,100.0,1.09,0,1.43,4.66,6.09,0.23,0.24,1.109,0,0,0,,11,93.6,0,0.91,40.16
12.0,8.78,1.14,10.015,1187,304.7579958,316.869164,1.04,193.9,44.9,30.8,29.7,3.69,1.1,17.01,3.94,15.46,5.42,20.77,0.06,120,28,109,38,0,,0,NONE,18.2,48,640,751,2213,92.2,1.54,0,26.8,0,0,2213,0,0.0,100.0,1.04,0,1.7,5.13,6.83,0.25,0.24,1.001,7,0,0,,9,95.0,0,0.67,39.84
17.0,11.93,0.67,7.992,535,258.8271778,247.4530151,0.96,112.4,25.9,27.7,28.9,3.13,0.9,16.78,3.87,14.92,5.5,20.71,0.07,118,27,105,39,0,,0,NONE,18.2,48,640,751,1846,76.9,1.28,0,22.3,0,277,1569,0,15.0,85.0,0.96,0,1.36,3.67,5.03,0.27,0.22,0.903,5,0,0,,7,96.0,0,0.49,40.35
21.0,13.76,0.887,12.206,707,468.5691922,416.3347968,0.89,143.1,37.8,24.0,27.0,5.67,1.6,16.13,4.26,14.47,5.73,20.73,0.08,114,30,102,40,0,,0,NONE,18.2,48,640,751,3291,137.1,2.29,0,39.8,0,1252,2039,0,38.0,62.0,0.89,0,1.46,2.9,4.36,0.33,0.2,1.087,4,0,0,,13,93.9,0,0.61,41.8
25.0,15.35,0.973,14.931,860,576.0892633,502.156135,0.87,157.2,40.8,24.1,27.6,6.97,2.0,16.16,4.19,14.52,5.66,20.76,0.07,114,30,102,40,0,,0,NONE,18.2,48,640,751,4031,167.9,2.8,0,48.8,0,1765,2265,0,43.8,56.2,0.87,0,1.54,2.37,3.91,0.39,0.21,1.174,4,0,0,,16,92.5,0,0.63,41.36
28.0,18.07,1.006,18.181,872,668.2734203,591.0610735,0.88,164.3,40.8,25.3,28.6,8.09,2.3,16.33,4.06,14.71,5.51,20.73,0.07,115,29,104,39,0,,0,NONE,18.2,48,640,751,4689,195.4,3.26,1,56.8,0,1849,2840,0,39.4,60.6,0.88,0,1.35,1.97,3.32,0.41,0.22,1.26,3,0,0,,19,90.9,0,0.75,40.41
31.0,18.69,1.191,22.262,951,831.273269,752.9700751,0.91,193.8,50.1,25.2,27.8,10.06,2.9,16.27,4.21,14.89,5.49,20.76,0.06,115,30,105,39,0,,0,NONE,18.2,48,640,751,5861,244.2,4.07,1,71.0,0,1884,3977,0,32.1,67.9,0.91,0,1.43,1.78,3.21,0.45,0.21,1.348,3,0,0,,23,88.8,0,0.83,40.28
37.0,10.15,3.421,34.731,3209,1040.1625063,1102.7352719,1.06,584.4,135.2,32.7,30.9,12.59,3.6,17.08,3.95,16.26,4.79,20.8,0.06,120,28,114,34,0,,0,NONE,18.2,48,640,751,7588,316.2,5.27,1,91.9,0,0,7588,0,0.0,100.0,1.06,0,2.27,3.64,5.91,0.38,0.2,1.541,6,0,0,,29,82.6,0,1.51,35.84
41.0,14.53,1.084,15.748,1062,389.227772,434.177491,1.12,191.3,37.5,37.8,33.9,4.71,1.3,17.65,3.46,16.43,4.78,20.75,0.08,124,24,116,34,0,,0,NONE,18.2,48,640,751,2874,119.7,2.0,2,34.8,0,0,2874,0,0.0,100.0,1.12,0,1.62,2.51,4.13,0.39,0.25,1.197,4,0,0,,11,92.1,0,0.67,35.78
47.0,11.67,1.352,15.782,1183,424.0395625,482.7161588,1.14,235.0,51.5,35.3,31.0,5.13,1.5,17.38,3.81,16.1,5.14,20.77,0.06,122,27,113,36,0,,0,NONE,18.2,48,640,751,3146,131.1,2.18,2,38.1,0,0,3146,0,0.0,100.0,1.14,0,1.32,3.82,5.14,0.26,0.24,1.198,6,0,0,,12,92.1,0,1.02,38.06
