t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,RealPower,VT/Ti,PaCO2_e
1.0,22.06,0.68,15.0,505,478.901092,412.8465632,0.86,115.2,23.1,28.1,32.6,8.87,2.5,16.94,3.4,15.92,4.33,20.69,0.07,121,24,114,31,0,,0,REST,19.8,52,649,761,3343,139.3,2.32,0,61.9,0,1574,1770,0,47.1,52.9,0.86,0,1.42,1.3,2.72,0.52,0.17,1.176,0,0,0,,26,88.8,0,0.48,33.32
4.0,22.3,0.558,12.446,439,380.9394107,319.1536036,0.84,95.5,17.8,28.6,34.1,7.05,2.0,17.11,3.19,16.1,4.15,20.69,0.09,122,23,115,30,0,,0,REST,19.8,52,649,761,2645,110.2,1.84,0,49.0,0,1464,1181,0,55.4,44.6,0.84,0,1.05,1.64,2.69,0.39,0.17,1.095,3,0,0,,21,90.7,0,0.53,32.17
7.0,19.48,0.644,12.545,533,388.3786976,330.1083502,0.85,109.7,21.0,28.8,33.9,7.19,2.1,17.03,3.26,15.99,4.17,20.66,0.08,122,23,114,30,0,,0,REST,19.8,52,649,761,2704,112.7,1.88,0,50.1,0,1385,1319,0,51.2,48.8,0.85,0,1.2,1.88,3.08,0.39,0.17,1.098,3,0,0,,21,90.7,0,0.54,32.3
10.0,20.2,0.533,10.768,457,320.2861452,276.1997308,0.86,91.5,16.9,29.2,33.9,5.93,1.7,17.17,3.17,16.04,4.15,20.66,0.07,123,23,115,30,0,,0,REST,19.8,52,649,761,2236,93.2,1.55,0,41.4,0,1051,1186,0,47.0,53.0,0.86,0,1.17,1.8,2.97,0.39,0.16,1.032,3,0,0,,18,92.0,0,0.46,32.17
13.0,18.52,0.704,13.037,487,434.8098527,365.5987819,0.84,118.0,24.5,27.0,32.1,8.05,2.3,16.76,3.48,15.74,4.36,20.66,0.09,120,25,112,31,0,,0,REST,19.8,52,649,761,3021,125.9,2.1,0,55.9,0,1641,1380,0,54.3,45.7,0.84,0,1.18,2.06,3.24,0.36,0.16,1.115,3,0,0,,24,90.3,0,0.6,33.52
16.0,20.83,0.643,13.396,424,445.476234,370.2723322,0.83,107.9,22.0,26.8,32.2,8.25,2.4,16.78,3.42,15.71,4.34,20.66,0.08,120,24,112,31,0,,0,REST,19.8,52,649,761,3088,128.7,2.14,0,57.2,0,1779,1309,0,57.6,42.4,0.83,0,1.12,1.76,2.88,0.39,0.16,1.127,3,0,0,,24,90.0,0,0.57,33.39
19.0,22.39,0.558,12.493,438,392.9819418,318.2509634,0.81,94.9,17.8,27.8,34.3,7.28,2.1,17.01,3.19,15.85,4.21,20.66,0.11,121,23,113,30,0,,0,REST,19.8,52,649,761,2711,113.0,1.88,1,50.2,0,1760,952,0,64.9,35.1,0.81,0,1.02,1.66,2.68,0.38,0.17,1.097,3,0,0,,22,90.7,0,0.55,32.55
21.0,22.9,0.527,12.069,471,367.1407915,284.670777,0.78,90.4,16.3,28.5,36.8,6.8,1.9,17.15,3.09,16.01,4.12,20.66,0.24,122,22,114,29,0,,0,REST,19.8,52,649,761,2513,104.7,1.74,1,46.5,0,1926,586,0,76.7,23.3,0.78,0,1.12,1.5,2.62,0.43,0.18,1.082,2,0,0,,20,91.0,0,0.47,31.97
24.0,19.42,0.701,13.612,457,439.1444762,368.4596753,0.84,118.4,23.5,27.9,33.3,8.13,2.3,16.89,3.35,15.72,4.33,20.66,0.08,121,24,112,31,0,,0,REST,19.8,52,649,761,3050,127.1,2.12,1,56.5,0,1675,1374,0,54.9,45.1,0.84,0,1.17,1.92,3.09,0.38,0.18,1.134,3,0,0,,24,89.9,0,0.6,33.32
27.0,19.23,0.636,12.231,500,376.1465936,313.6285317,0.83,107.8,20.8,28.9,34.7,6.97,2.0,16.95,3.27,15.84,4.22,20.54,0.17,121,23,113,30,0,,0,REST,19.8,52,649,761,2609,108.7,1.81,1,48.3,0,1480,1129,0,56.7,43.3,0.83,0,1.06,2.06,3.12,0.34,0.17,1.087,3,0,0,,21,90.9,0,0.6,32.62
30.0,20.69,0.645,13.345,453,403.9297074,336.0472242,0.83,109.7,20.8,29.5,35.4,7.48,2.1,17.01,3.22,15.86,4.23,20.54,0.18,121,23,113,30,0,,0,REST,19.8,52,649,761,2801,116.7,1.94,1,51.9,0,1606,1194,0,57.4,42.6,0.83,0,1.03,1.87,2.9,0.36,0.19,1.125,3,0,0,,22,90.1,0,0.63,32.68
33.0,20.27,0.63,12.77,487,371.8484127,325.2426601,0.87,107.8,19.9,30.5,34.9,6.89,2.0,17.11,3.16,15.9,4.17,20.54,0.08,122,23,114,30,0,,0,REST,19.8,52,649,761,2603,108.5,1.81,1,48.2,0,1114,1490,0,42.8,57.2,0.87,0,1.11,1.85,2.96,0.38,0.19,1.106,3,0,0,,20,90.5,0,0.57,32.3
