t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,RealPower,VT/Ti,PaCO2_e
1.0,22.64,0.819,18.543,733,493.0547064,476.304167,0.97,141.2,26.8,34.4,35.6,8.78,2.5,17.24,3.27,16.32,4.05,20.45,0.15,122,23,116,29,0,,0,NONE,20.6,52,644,757,3523,146.8,2.45,0,62.8,0,409,3115,0,11.6,88.4,0.97,0,1.4,1.25,2.65,0.53,0.17,1.268,0,0,0,,26,86.6,0,0.58,31.38
4.0,20.83,0.685,14.271,437,388.0750308,383.1037055,0.99,117.5,22.9,33.0,33.4,6.91,2.0,17.15,3.34,16.15,4.2,20.45,0.08,122,24,115,30,0,,0,NONE,20.6,52,644,757,2786,116.1,1.93,0,49.6,0,122,2664,0,4.4,95.6,0.99,0,1.12,1.76,2.88,0.39,0.16,1.154,3,0,0,,20,89.7,0,0.61,32.34
7.0,20.34,0.519,10.556,470,268.9716223,265.7985133,0.99,90.1,16.3,34.0,34.4,4.79,1.4,17.36,3.14,16.45,3.96,20.45,0.08,123,22,117,28,0,,0,NONE,20.6,52,644,757,1932,80.5,1.34,0,34.4,0,78,1854,0,4.0,96.0,0.99,0,1.17,1.78,2.95,0.4,0.14,1.023,3,0,0,,14,92.4,0,0.44,30.8
10.0,17.19,0.558,9.593,439,254.9975508,246.8567996,0.97,96.2,17.9,32.9,34.0,4.54,1.3,17.24,3.21,15.98,4.24,20.45,0.08,122,23,113,30,0,,0,NONE,20.6,52,645,757,1823,76.0,1.27,0,32.5,0,199,1624,0,10.9,89.1,0.97,0,1.16,2.33,3.49,0.33,0.18,0.982,3,0,0,,13,93.1,0,0.48,32.59
14.0,15.75,0.732,11.528,849,307.9801495,288.7453761,0.94,127.4,22.8,33.9,36.1,5.48,1.6,17.4,3.11,16.27,4.08,20.61,0.07,124,22,116,29,0,,0,NONE,20.6,52,645,757,2187,91.1,1.52,0,38.9,0,466,1721,0,21.3,78.7,0.94,0,1.75,2.06,3.81,0.46,0.2,1.062,4,0,0,,16,91.7,0,0.42,31.57
18.0,20.2,0.489,9.879,457,266.0928325,247.775017,0.93,85.0,15.3,31.8,34.2,4.74,1.4,17.38,3.13,16.48,3.91,20.61,0.08,123,22,117,28,0,,0,NONE,20.6,52,645,757,1887,78.6,1.31,0,33.6,0,443,1444,0,23.5,76.5,0.93,0,1.27,1.7,2.97,0.43,0.13,0.995,4,0,0,,14,92.9,0,0.39,30.48
21.0,16.48,0.457,7.533,474,197.1702459,174.0303336,0.88,80.0,13.2,32.4,36.7,3.51,1.0,17.51,2.89,16.31,3.95,20.61,0.08,124,21,116,28,0,,0,NONE,20.6,52,645,757,1383,57.6,0.96,0,24.6,0,554,829,0,40.1,59.9,0.88,0,2.17,1.47,3.64,0.6,0.18,0.877,3,0,0,,10,94.6,0,0.21,30.74
24.0,17.19,0.708,12.172,362,428.5412726,368.1703358,0.86,116.5,26.6,25.6,29.8,7.63,2.2,16.45,3.76,15.66,4.43,20.61,0.08,117,27,111,31,0,,0,NONE,20.6,52,645,757,2990,124.6,2.08,1,53.2,0,1438,1552,0,48.1,51.9,0.86,0,1.25,2.24,3.49,0.36,0.11,1.085,3,0,0,,23,91.2,0,0.57,33.81
28.0,16.95,0.562,9.525,543,266.0204984,233.5449983,0.88,97.4,17.2,31.3,35.7,4.74,1.4,17.33,3.06,15.99,4.23,20.64,0.08,123,22,114,30,0,,0,NONE,20.6,52,645,757,1864,77.7,1.29,1,33.2,0,777,1087,0,41.7,58.3,0.88,0,1.1,2.44,3.54,0.31,0.21,0.979,4,0,0,,14,93.1,0,0.51,32.53
31.0,19.67,0.408,8.026,439,205.661344,182.4380905,0.89,71.8,11.6,32.3,36.4,3.66,1.0,17.6,2.84,16.55,3.74,20.64,0.08,125,20,118,27,0,,0,NONE,20.6,52,645,757,1444,60.2,1.0,1,25.7,0,556,887,0,38.5,61.5,0.89,0,1.13,1.92,3.05,0.37,0.14,0.905,3,0,0,,11,94.2,0,0.36,29.4
34.0,18.02,0.52,9.369,458,288.1441191,244.3166197,0.85,88.5,16.9,28.1,33.2,5.13,1.5,17.02,3.25,15.92,4.2,20.64,0.08,121,23,113,30,0,,0,NONE,20.6,52,645,757,2005,83.6,1.39,1,35.7,0,1041,964,0,51.9,48.1,0.85,0,1.48,1.85,3.33,0.44,0.15,0.972,3,0,0,,15,93.2,0,0.35,32.34
41.0,9.2,1.408,12.957,1207,410.1414492,363.4811109,0.89,238.7,49.0,30.0,33.9,7.3,2.1,16.95,3.48,15.65,4.53,20.71,0.07,120,25,111,32,0,,0,NONE,20.6,52,645,757,2879,120.0,2.0,1,51.3,0,1118,1761,0,38.8,61.2,0.89,0,2.39,4.13,6.52,0.37,0.23,1.113,7,0,0,,22,90.6,0,0.59,34.44
45.0,15.46,0.382,5.907,347,171.1818518,143.9636413,0.84,66.1,11.7,28.2,33.5,3.05,0.9,17.3,3.06,16.04,4.11,20.71,0.1,123,22,114,29,0,,0,NONE,20.6,52,645,757,1189,49.6,0.83,1,21.2,0,645,544,0,54.3,45.7,0.84,0,1.69,2.19,3.88,0.44,0.13,0.771,4,0,0,,9,95.7,0,0.23,31.76
49.0,17.29,0.36,6.225,347,180.0857142,145.5103497,0.81,62.4,10.7,27.8,34.5,3.21,0.9,17.33,2.97,16.19,3.94,20.71,0.13,123,21,115,28,0,,0,NONE,20.6,52,645,757,1242,51.7,0.86,1,22.1,0,814,428,0,65.5,34.5,0.81,0,1.26,2.21,3.47,0.36,0.12,0.794,4,0,0,,9,95.5,0,0.29,30.68
52.0,17.75,0.366,6.497,334,198.2028626,157.7990914,0.8,62.8,11.1,26.5,33.3,3.53,1.0,17.16,3.03,15.98,3.98,20.71,0.08,122,22,113,28,0,,0,NONE,20.6,52,645,757,1363,56.8,0.95,1,24.3,0,948,415,0,69.6,30.4,0.8,0,1.6,1.78,3.38,0.47,0.11,0.813,3,0,0,,10,95.3,0,0.23,30.93
58.0,10.14,0.84,8.514,771,286.466955,237.257572,0.83,139.9,29.3,27.2,32.9,5.1,1.5,16.65,3.49,15.39,4.47,20.6,0.1,118,25,109,32,0,,0,NONE,20.6,52,645,757,1985,82.7,1.38,1,35.3,0,1164,821,0,58.6,41.4,0.83,0,2.7,3.22,5.92,0.46,0.19,0.93,6,0,0,,15,93.8,0,0.31,34.06
66.0,7.55,0.796,6.008,645,205.0518519,166.2675956,0.81,132.8,27.5,26.7,33.0,3.65,1.0,16.68,3.45,15.41,4.42,20.67,0.09,118,25,109,31,0,,0,NONE,20.6,52,645,757,1415,59.0,0.98,1,25.2,0,913,502,0,64.6,35.4,0.81,0,2.75,5.2,7.95,0.35,0.19,0.779,8,0,0,,11,95.7,0,0.29,33.74
72.0,8.56,1.305,11.17,1276,369.9777284,313.2218846,0.85,219.0,45.4,28.6,33.7,6.59,1.9,16.78,3.48,15.71,4.38,20.68,0.07,119,25,112,31,0,,0,NONE,20.6,52,645,757,2574,107.2,1.79,2,45.8,0,1348,1226,0,52.4,47.6,0.85,0,2.58,4.43,7.01,0.37,0.21,1.048,6,0,0,,19,91.9,0,0.51,33.49
77.0,13.89,0.649,9.014,602,276.3718819,231.7028202,0.84,110.9,20.8,29.1,34.7,4.92,1.4,17.09,3.2,16.08,4.08,20.69,0.08,121,23,114,29,0,,0,NONE,20.6,52,645,757,1919,80.0,1.33,2,34.2,0,1059,860,0,55.2,44.8,0.84,0,1.67,2.65,4.32,0.39,0.17,0.955,5,0,0,,15,93.5,0,0.39,31.57
82.0,12.99,0.686,8.909,634,264.7593673,225.1479409,0.85,117.3,21.9,30.2,35.5,4.72,1.3,17.1,3.19,16.16,4.06,20.6,0.12,121,23,115,29,0,,0,NONE,20.6,52,645,757,1844,76.8,1.28,2,32.8,0,941,902,0,51.1,48.9,0.85,0,2.14,2.48,4.62,0.46,0.18,0.95,5,0,0,,14,93.6,0,0.32,31.44
86.0,14.67,0.442,6.484,414,188.8085858,159.9828475,0.85,75.9,13.7,28.9,34.1,3.36,1.0,17.17,3.1,15.99,4.05,20.6,0.1,122,22,114,29,0,,0,NONE,20.6,52,645,757,1314,54.7,0.91,2,23.4,0,685,629,0,52.1,47.9,0.85,0,1.96,2.13,4.09,0.48,0.14,0.812,4,0,0,,10,95.3,0,0.23,31.38
90.0,13.67,0.603,8.241,537,256.329891,209.7463608,0.82,102.7,19.2,28.4,34.7,4.57,1.3,17.03,3.18,15.81,4.16,20.67,0.09,121,23,112,30,0,,0,NONE,20.6,52,645,757,1772,73.8,1.23,2,31.6,0,1099,673,0,62.0,38.0,0.82,0,1.92,2.47,4.39,0.44,0.18,0.916,4,0,0,,13,94.0,0,0.31,32.08
93.0,18.75,0.504,9.45,366,302.4538504,240.4936881,0.8,85.4,16.2,26.9,33.8,5.39,1.5,16.94,3.21,15.81,4.12,20.67,0.12,120,23,112,29,0,,0,NONE,20.6,52,645,757,2080,86.6,1.44,2,37.0,0,1454,626,0,69.9,30.1,0.8,0,1.45,1.75,3.2,0.45,0.14,0.975,3,0,0,,16,93.2,0,0.35,31.83
97.0,17.49,0.509,8.904,442,276.964678,225.8003242,0.82,86.7,16.1,27.7,34.0,4.93,1.4,17.03,3.16,15.99,3.97,20.67,0.08,121,22,114,28,0,,0,NONE,20.6,52,645,757,1913,79.7,1.33,2,34.1,0,1206,707,0,63.0,37.0,0.82,0,1.25,2.18,3.43,0.36,0.13,0.95,4,0,0,,15,93.6,0,0.41,30.87
100.0,17.44,0.438,7.64,459,225.326644,178.9464674,0.79,75.5,13.0,28.5,35.9,4.01,1.1,17.24,2.97,16.08,3.94,20.67,0.12,122,21,114,28,0,,0,NONE,20.6,52,645,757,1549,64.5,1.08,2,27.6,0,1088,461,0,70.3,29.7,0.79,0,1.54,1.9,3.44,0.45,0.15,0.883,3,0,0,,12,94.5,0,0.28,30.68
103.0,19.29,0.435,8.392,349,274.334489,215.2470298,0.78,73.4,14.0,25.7,32.7,4.89,1.4,16.87,3.22,15.8,4.06,20.67,0.1,120,23,112,29,0,,0,NONE,20.6,52,645,757,1882,78.4,1.31,2,33.5,0,1383,498,0,73.5,26.5,0.78,0,1.39,1.72,3.11,0.45,0.11,0.924,3,0,0,,14,93.9,0,0.31,31.44
106.0,18.24,0.634,11.562,396,412.4242604,322.4015027,0.78,104.8,22.0,24.9,31.9,7.35,2.1,16.53,3.47,15.18,4.46,20.67,0.08,117,25,108,32,0,,0,NONE,20.6,52,645,757,2827,117.8,1.96,2,50.3,0,2106,721,0,74.5,25.5,0.78,0,1.25,2.04,3.29,0.38,0.16,1.063,3,0,0,,22,91.6,0,0.51,34.0
110.0,16.71,0.464,7.755,471,248.0252561,192.8517783,0.78,78.7,14.4,26.5,34.1,4.42,1.3,16.96,3.1,15.59,4.19,20.67,0.08,120,22,111,30,0,,0,NONE,20.6,52,645,757,1698,70.8,1.18,2,30.2,0,1289,409,0,75.9,24.1,0.78,0,1.2,2.39,3.59,0.33,0.17,0.89,4,0,0,,13,94.4,0,0.39,32.27
