t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,RealPower,VT/Ti,PaCO2_e
9.0,5.7,2.805,15.998,2791,562.8078489,498.8461287,0.89,471.5,106.1,27.7,31.3,6.81,1.9,16.81,3.78,15.87,4.52,20.92,0.05,121,27,114,33,0,,0,NONE,19.6,40,655,768,3951,164.6,2.74,0,47.8,0,1532,2418,0,38.8,61.2,0.89,0,7.74,2.78,10.52,0.74,0.19,1.204,0,0,0,,18,91.2,0,0.36,34.82
15.0,11.13,2.55,28.386,2736,758.5618537,762.3270546,1.0,451.3,83.5,36.4,36.2,9.18,2.6,17.7,3.27,16.75,4.1,20.9,0.06,128,24,121,30,0,,0,NONE,19.6,40,655,768,5468,227.8,3.8,0,66.2,0,0,5468,0,0.0,100.0,1.0,0,2.52,2.87,5.39,0.47,0.24,1.453,6,0,0,,24,84.3,0,1.01,32.1
21.0,9.27,2.779,25.771,2703,635.5927818,696.8023958,1.1,497.4,91.6,39.5,36.1,7.69,2.2,17.9,3.3,17.02,4.09,20.91,0.06,129,24,123,29,0,,0,NONE,19.6,40,655,768,4673,194.7,3.25,1,56.6,0,0,4673,0,0.0,100.0,1.1,0,2.6,3.87,6.47,0.4,0.23,1.411,6,0,0,,20,85.8,0,1.07,32.03
27.0,10.1,2.211,22.333,2008,557.0007267,614.1639923,1.1,394.9,74.1,38.8,35.2,6.74,1.9,17.86,3.35,16.89,4.2,20.91,0.06,129,24,122,30,0,,0,NONE,19.6,40,655,768,4101,170.9,2.85,1,49.6,0,0,4101,0,0.0,100.0,1.1,0,2.42,3.52,5.94,0.41,0.23,1.349,6,0,0,,18,87.7,0,0.91,32.75
33.0,9.92,2.57,25.488,2496,580.4348313,666.6861717,1.15,464.9,82.0,42.7,37.2,7.03,2.0,18.09,3.19,17.32,3.93,20.9,0.06,130,23,125,28,0,,0,NONE,19.6,40,656,768,4316,179.8,3.0,1,52.2,0,0,4316,0,0.0,100.0,1.15,0,2.1,3.95,6.05,0.35,0.23,1.406,6,0,0,,18,85.9,0,1.22,31.0
39.0,10.87,2.19,23.804,2155,527.5888538,609.094055,1.15,397.3,68.6,43.7,37.8,6.39,1.8,18.14,3.13,17.33,3.93,20.88,0.07,131,23,125,28,0,,0,NONE,19.6,40,656,768,3928,163.7,2.73,1,47.6,0,0,3928,0,0.0,100.0,1.15,0,1.52,4.0,5.52,0.28,0.24,1.377,6,0,0,,17,86.9,0,1.44,31.0
45.0,9.49,1.659,15.75,1834,373.5367814,420.4355464,1.13,298.4,54.0,40.4,35.9,4.52,1.3,17.99,3.25,17.13,4.06,20.9,0.06,130,23,124,29,0,,0,NONE,19.6,40,656,768,2764,115.2,1.92,2,33.5,0,0,2764,0,0.0,100.0,1.13,0,2.29,4.03,6.32,0.36,0.22,1.197,6,0,0,,12,91.3,0,0.72,31.84
56.0,12.4,1.488,18.446,1501,485.6915916,502.9250874,1.04,263.6,49.6,36.2,35.0,5.88,1.7,17.72,3.33,16.79,4.19,20.89,0.07,128,24,121,30,0,,0,NONE,19.6,40,655,768,3524,146.8,2.45,2,42.7,0,0,3524,0,0.0,100.0,1.04,0,1.66,3.18,4.84,0.34,0.22,1.266,11,0,0,,15,89.8,0,0.9,32.69
61.0,11.3,1.935,21.864,1533,644.5149802,637.6355113,0.99,336.1,68.9,32.7,33.0,7.8,2.2,17.37,3.56,16.34,4.41,20.89,0.07,125,26,118,32,0,,0,NONE,19.6,40,656,768,4630,192.9,3.22,2,56.0,0,169,4461,0,3.6,96.4,0.99,0,2.01,3.3,5.31,0.38,0.21,1.34,5,0,0,,20,87.9,0,0.96,34.11
67.0,11.3,1.825,20.621,1863,557.4495045,569.2959564,1.02,321.2,61.4,35.6,34.8,6.75,1.9,17.6,3.36,16.73,4.14,20.85,0.06,127,24,121,30,0,,0,NONE,19.6,40,656,768,4032,168.0,2.8,3,48.8,0,0,4032,0,0.0,100.0,1.02,0,1.98,3.33,5.31,0.37,0.21,1.314,6,0,0,,18,88.6,0,0.92,32.36
