t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,RealPower,VT/Ti,PaCO2_e
8.0,6.34,1.379,8.746,1232,322.8020892,292.5284127,0.91,226.6,56.5,25.7,28.4,3.84,1.1,16.43,4.1,15.08,5.18,20.8,0.06,117,29,108,37,0,,0,NONE,18.3,52,650,762,2276,94.8,1.58,0,27.1,0,729,1548,0,32.0,68.0,0.91,0,1.81,7.65,9.46,0.19,0.19,0.942,0,0,0,,10,95.2,0,0.76,38.83
12.0,15.96,1.437,22.931,1329,795.6405142,678.6551459,0.85,240.7,52.2,27.4,32.1,9.47,2.7,16.75,3.63,15.47,4.85,20.81,0.06,120,26,111,35,0,,0,NONE,18.3,52,650,762,5543,231.0,3.85,0,66.0,0,2782,2762,0,50.2,49.8,0.85,0,1.62,2.14,3.76,0.43,0.24,1.36,4,0,0,,25,87.3,0,0.89,36.71
16.0,14.78,1.14,16.847,1102,529.2130555,475.2255666,0.9,194.7,39.5,29.9,33.3,6.3,1.8,17.08,3.46,15.82,4.63,20.79,0.06,122,25,113,33,0,,0,NONE,18.3,52,650,762,3725,155.2,2.59,0,44.3,0,1297,2428,0,34.8,65.2,0.9,0,1.63,2.43,4.06,0.4,0.24,1.227,4,0,0,,17,90.7,0,0.7,35.29
20.0,14.18,1.177,16.695,1151,528.0663731,486.4265562,0.92,200.5,42.1,29.7,32.3,6.28,1.8,17.03,3.58,15.88,4.7,20.79,0.06,122,26,114,34,0,,0,NONE,18.3,52,650,762,3736,155.7,2.59,1,44.5,0,1005,2731,0,26.9,73.1,0.92,0,2.12,2.11,4.23,0.5,0.22,1.223,4,0,0,,16,90.8,0,0.56,35.74
23.0,17.96,1.027,18.449,882,572.1520773,534.0452058,0.93,175.5,36.5,30.0,32.2,6.81,1.9,17.09,3.55,15.85,4.72,20.78,0.06,122,25,113,34,0,,0,NONE,18.3,52,650,762,4059,169.1,2.82,1,48.3,0,923,3136,0,22.7,77.3,0.93,0,1.27,2.07,3.34,0.38,0.22,1.266,3,0,0,,18,89.8,0,0.81,35.87
29.0,11.72,1.6,18.75,1519,537.1191401,530.4960195,0.99,277.3,55.6,33.4,33.8,6.39,1.8,17.33,3.48,16.25,4.55,20.78,0.06,124,25,116,33,0,,0,NONE,18.3,52,650,762,3857,160.7,2.68,1,45.9,0,162,3694,0,4.2,95.8,0.99,0,1.56,3.56,5.12,0.3,0.24,1.273,6,0,0,,17,89.6,0,1.03,34.78
32.0,17.05,0.844,14.386,818,399.9075352,377.1764328,0.94,147.4,27.3,33.0,35.0,4.76,1.4,17.46,3.23,16.1,4.64,20.78,0.07,125,23,115,33,0,,0,NONE,18.3,52,650,762,2843,118.5,1.97,1,33.8,0,552,2292,0,19.4,80.6,0.94,0,1.74,1.78,3.52,0.49,0.26,1.158,3,0,0,,12,92.1,0,0.49,35.36
36.0,15.62,1.099,17.172,1224,468.6618343,454.8987228,0.97,192.5,35.8,34.3,35.3,5.58,1.6,17.52,3.26,16.41,4.42,20.79,0.06,125,23,117,32,0,,0,NONE,18.3,52,650,762,3353,139.7,2.33,1,39.9,0,336,3017,0,10.0,90.0,0.97,0,1.42,2.42,3.84,0.37,0.25,1.235,4,0,0,,15,90.5,0,0.77,33.94
40.0,16.35,0.748,12.229,745,348.647894,335.2466386,0.96,129.9,25.2,31.8,33.1,4.15,1.2,17.37,3.37,16.39,4.36,20.78,0.06,124,24,117,31,0,,0,NONE,18.3,52,650,762,2489,103.7,1.73,1,29.6,0,327,2163,0,13.1,86.9,0.96,0,1.42,2.25,3.67,0.39,0.19,1.087,4,0,0,,11,93.2,0,0.53,33.56
46.0,9.16,0.981,8.986,796,272.9052543,254.3178717,0.93,168.5,34.1,30.6,32.8,3.25,0.9,17.18,3.48,15.81,4.74,20.79,0.06,123,25,113,34,0,,0,NONE,18.3,52,650,762,1935,80.6,1.34,1,23.0,0,450,1486,0,23.2,76.8,0.93,0,2.17,4.38,6.55,0.33,0.24,0.954,6,0,0,,9,95.0,0,0.45,36.0
