HR,HRR
66.0,0.011303282037314503
66.0,0.011303282037314503
67.0,0.019474329293204466
66.0,0.011303282037314503
64.0,-0.005038812474465423
63.0,-0.013209859730355386
63.0,-0.013209859730355386
64.0,-0.005038812474465423
67.0,0.019474329293204466
67.0,0.019474329293204466
64.0,-0.005038812474465423
64.0,-0.005038812474465423
63.0,-0.013209859730355386
62.0,-0.021380906986245347
64.0,-0.005038812474465423
65.0,0.00313223478142454
66.0,0.011303282037314503
67.0,0.019474329293204466
68.0,0.02764537654909443
68.0,0.02764537654909443
68.0,0.02764537654909443
68.0,0.02764537654909443
68.0,0.02764537654909443
68.0,0.02764537654909443
68.0,0.02764537654909443
66.0,0.011303282037314503
64.0,-0.005038812474465423
64.0,-0.005038812474465423
64.0,-0.005038812474465423
65.0,0.00313223478142454
65.0,0.00313223478142454
65.0,0.00313223478142454
65.0,0.00313223478142454
65.0,0.00313223478142454
66.0,0.011303282037314503
67.0,0.019474329293204466
67.0,0.019474329293204466
67.0,0.019474329293204466
70.0,0.043987471060874354
72.0,0.06032956557265428
74.0,0.0766716600844342
73.0,0.06850061282854424
72.0,0.06032956557265428
70.0,0.043987471060874354
70.0,0.043987471060874354
72.0,0.06032956557265428
73.0,0.06850061282854424
75.0,0.08484270734032416
76.0,0.09301375459621412
75.0,0.08484270734032416
74.0,0.0766716600844342
73.0,0.06850061282854424
72.0,0.06032956557265428
72.0,0.06032956557265428
70.0,0.043987471060874354
69.0,0.03581642380498439
69.0,0.03581642380498439
69.0,0.03581642380498439
70.0,0.043987471060874354
70.0,0.043987471060874354
69.0,0.03581642380498439
68.5,0.03173090017703941
68.0,0.02764537654909443
68.0,0.02764537654909443
68.0,0.02764537654909443
68.0,0.02764537654909443
67.0,0.019474329293204466
66.0,0.011303282037314503
65.0,0.00313223478142454
65.0,0.00313223478142454
66.0,0.011303282037314503
66.0,0.011303282037314503
68.0,0.02764537654909443
69.0,0.03581642380498439
70.0,0.043987471060874354
72.0,0.06032956557265428
73.0,0.06850061282854424
73.0,0.06850061282854424
70.0,0.043987471060874354
69.0,0.03581642380498439
68.0,0.02764537654909443
68.0,0.02764537654909443
68.0,0.02764537654909443
69.0,0.03581642380498439
70.0,0.043987471060874354
71.0,0.05215851831676432
71.0,0.05215851831676432
72.0,0.06032956557265428
72.0,0.06032956557265428
72.0,0.06032956557265428
73.0,0.06850061282854424
73.0,0.06850061282854424
72.0,0.06032956557265428
72.0,0.06032956557265428
72.0,0.06032956557265428
73.0,0.06850061282854424
73.0,0.06850061282854424
73.0,0.06850061282854424
73.0,0.06850061282854424
74.0,0.0766716600844342
74.0,0.0766716600844342
74.0,0.0766716600844342
74.0,0.0766716600844342
74.0,0.0766716600844342
75.0,0.08484270734032416
74.0,0.0766716600844342
75.0,0.08484270734032416
75.0,0.08484270734032416
75.0,0.08484270734032416
74.0,0.0766716600844342
74.0,0.0766716600844342
75.0,0.08484270734032416
75.0,0.08484270734032416
75.0,0.08484270734032416
75.0,0.08484270734032416
76.0,0.09301375459621412
77.0,0.10118480185210409
77.0,0.10118480185210409
76.0,0.09301375459621412
76.0,0.09301375459621412
75.0,0.08484270734032416
75.0,0.08484270734032416
74.0,0.0766716600844342
73.0,0.06850061282854424
72.0,0.06032956557265428
75.0,0.08484270734032416
76.0,0.09301375459621412
79.0,0.11752689636388403
80.0,0.125697943619774
83.0,0.15021108538744388
84.0,0.15838213264333384
86.0,0.17472422715511376
87.0,0.18289527441100373
90.0,0.20740841617867362
92.0,0.22375051069045354
92.0,0.22375051069045354
93.0,0.2319215579463435
94.0,0.24009260520223347
95.0,0.24826365245812343
96.0,0.2564346997140134
97.0,0.26460574696990335
98.0,0.2727767942257933
99.0,0.2809478414816833
100.0,0.28911888873757324
101.0,0.2972899359934632
101.0,0.2972899359934632
102.0,0.30546098324935317
102.0,0.30546098324935317
102.0,0.30546098324935317
102.0,0.30546098324935317
102.0,0.30546098324935317
103.0,0.31363203050524313
103.0,0.31363203050524313
103.0,0.31363203050524313
104.0,0.3218030777611331
103.0,0.31363203050524313
103.0,0.31363203050524313
104.0,0.3218030777611331
104.0,0.3218030777611331
104.0,0.3218030777611331
104.5,0.32588860138907805
105.0,0.32997412501702306
104.0,0.3218030777611331
105.0,0.32997412501702306
105.0,0.32997412501702306
104.0,0.3218030777611331
105.0,0.32997412501702306
105.0,0.32997412501702306
105.0,0.32997412501702306
107.0,0.346316219528803
107.0,0.346316219528803
107.0,0.346316219528803
107.0,0.346316219528803
107.0,0.346316219528803
107.0,0.346316219528803
107.0,0.346316219528803
107.0,0.346316219528803
107.0,0.346316219528803
107.0,0.346316219528803
107.0,0.346316219528803
107.0,0.346316219528803
107.0,0.346316219528803
108.0,0.35448726678469294
108.0,0.35448726678469294
108.0,0.35448726678469294
108.0,0.35448726678469294
108.0,0.35448726678469294
108.0,0.35448726678469294
109.0,0.3626583140405829
108.0,0.35448726678469294
108.0,0.35448726678469294
107.0,0.346316219528803
107.0,0.346316219528803
107.0,0.346316219528803
107.0,0.346316219528803
106.0,0.338145172272913
107.0,0.346316219528803
107.0,0.346316219528803
107.0,0.346316219528803
107.0,0.346316219528803
107.0,0.346316219528803
107.0,0.346316219528803
106.0,0.338145172272913
107.0,0.346316219528803
107.0,0.346316219528803
107.0,0.346316219528803
108.0,0.35448726678469294
107.0,0.346316219528803
106.0,0.338145172272913
107.0,0.346316219528803
106.0,0.338145172272913
106.0,0.338145172272913
105.0,0.32997412501702306
105.0,0.32997412501702306
106.0,0.338145172272913
106.0,0.338145172272913
106.0,0.338145172272913
107.0,0.346316219528803
107.0,0.346316219528803
107.0,0.346316219528803
107.0,0.346316219528803
106.0,0.338145172272913
106.0,0.338145172272913
107.0,0.346316219528803
106.0,0.338145172272913
106.0,0.338145172272913
106.0,0.338145172272913
105.0,0.32997412501702306
105.0,0.32997412501702306
105.0,0.32997412501702306
104.0,0.3218030777611331
102.0,0.30546098324935317
102.0,0.30546098324935317
102.0,0.30546098324935317
102.0,0.30546098324935317
102.0,0.30546098324935317
102.0,0.30546098324935317
102.0,0.30546098324935317
103.0,0.31363203050524313
103.0,0.31363203050524313
103.0,0.31363203050524313
103.0,0.31363203050524313
103.0,0.31363203050524313
102.0,0.30546098324935317
101.0,0.2972899359934632
101.0,0.2972899359934632
101.0,0.2972899359934632
101.0,0.2972899359934632
103.0,0.31363203050524313
103.0,0.31363203050524313
103.0,0.31363203050524313
104.0,0.3218030777611331
105.0,0.32997412501702306
104.0,0.3218030777611331
104.0,0.3218030777611331
104.0,0.3218030777611331
104.0,0.3218030777611331
104.0,0.3218030777611331
104.0,0.3218030777611331
104.0,0.3218030777611331
104.0,0.3218030777611331
104.0,0.3218030777611331
104.0,0.3218030777611331
104.0,0.3218030777611331
103.0,0.31363203050524313
104.0,0.3218030777611331
104.0,0.3218030777611331
105.0,0.32997412501702306
106.0,0.338145172272913
107.0,0.346316219528803
107.0,0.346316219528803
106.0,0.338145172272913
105.0,0.32997412501702306
105.0,0.32997412501702306
105.0,0.32997412501702306
106.0,0.338145172272913
106.0,0.338145172272913
106.0,0.338145172272913
106.0,0.338145172272913
106.0,0.338145172272913
106.0,0.338145172272913
106.0,0.338145172272913
105.0,0.32997412501702306
105.0,0.32997412501702306
106.0,0.338145172272913
105.0,0.32997412501702306
106.0,0.338145172272913
106.0,0.338145172272913
106.0,0.338145172272913
106.0,0.338145172272913
106.0,0.338145172272913
106.0,0.338145172272913
106.0,0.338145172272913
106.0,0.338145172272913
107.0,0.346316219528803
107.0,0.346316219528803
106.0,0.338145172272913
104.0,0.3218030777611331
104.0,0.3218030777611331
103.0,0.31363203050524313
103.0,0.31363203050524313
103.0,0.31363203050524313
104.0,0.3218030777611331
104.0,0.3218030777611331
105.0,0.32997412501702306
105.0,0.32997412501702306
105.0,0.32997412501702306
106.0,0.338145172272913
105.0,0.32997412501702306
104.5,0.32588860138907805
104.0,0.3218030777611331
104.0,0.3218030777611331
104.0,0.3218030777611331
104.0,0.3218030777611331
104.0,0.3218030777611331
104.5,0.32588860138907805
105.0,0.32997412501702306
106.0,0.338145172272913
106.0,0.338145172272913
106.0,0.338145172272913
106.0,0.338145172272913
106.0,0.338145172272913
106.0,0.338145172272913
106.0,0.338145172272913
106.0,0.338145172272913
106.0,0.338145172272913
107.0,0.346316219528803
107.0,0.346316219528803
108.0,0.35448726678469294
108.0,0.35448726678469294
108.0,0.35448726678469294
107.0,0.346316219528803
107.0,0.346316219528803
107.0,0.346316219528803
108.0,0.35448726678469294
108.0,0.35448726678469294
108.0,0.35448726678469294
107.0,0.346316219528803
106.0,0.338145172272913
105.0,0.32997412501702306
105.0,0.32997412501702306
104.0,0.3218030777611331
104.0,0.3218030777611331
104.0,0.3218030777611331
103.0,0.31363203050524313
103.0,0.31363203050524313
105.0,0.32997412501702306
105.0,0.32997412501702306
105.0,0.32997412501702306
103.0,0.31363203050524313
102.0,0.30546098324935317
100.0,0.28911888873757324
98.0,0.2727767942257933
95.0,0.24826365245812343
94.0,0.24009260520223347
93.0,0.2319215579463435
94.0,0.24009260520223347
94.0,0.24009260520223347
94.0,0.24009260520223347
94.0,0.24009260520223347
94.0,0.24009260520223347
94.0,0.24009260520223347
93.0,0.2319215579463435
92.0,0.22375051069045354
90.0,0.20740841617867362
90.0,0.20740841617867362
90.0,0.20740841617867362
90.0,0.20740841617867362
90.0,0.20740841617867362
90.0,0.20740841617867362
91.0,0.21557946343456358
91.0,0.21557946343456358
92.0,0.22375051069045354
92.0,0.22375051069045354
93.0,0.2319215579463435
94.0,0.24009260520223347
92.0,0.22375051069045354
90.0,0.20740841617867362
89.0,0.19923736892278365
89.0,0.19923736892278365
90.0,0.20740841617867362
90.0,0.20740841617867362
91.0,0.21557946343456358
91.0,0.21557946343456358
91.0,0.21557946343456358
92.0,0.22375051069045354
91.0,0.21557946343456358
92.0,0.22375051069045354
92.0,0.22375051069045354
92.0,0.22375051069045354
92.0,0.22375051069045354
92.0,0.22375051069045354
92.0,0.22375051069045354
92.0,0.22375051069045354
92.0,0.22375051069045354
93.0,0.2319215579463435
93.0,0.2319215579463435
93.0,0.2319215579463435
92.0,0.22375051069045354
90.0,0.20740841617867362
87.0,0.18289527441100373
87.0,0.18289527441100373
87.0,0.18289527441100373
88.0,0.1910663216668937
89.0,0.19923736892278365
89.0,0.19923736892278365
88.0,0.1910663216668937
87.0,0.18289527441100373
86.0,0.17472422715511376
86.0,0.17472422715511376
86.0,0.17472422715511376
88.0,0.1910663216668937
88.0,0.1910663216668937
89.0,0.19923736892278365
89.0,0.19923736892278365
88.0,0.1910663216668937
88.0,0.1910663216668937
87.0,0.18289527441100373
87.0,0.18289527441100373
87.0,0.18289527441100373
87.0,0.18289527441100373
87.0,0.18289527441100373
87.0,0.18289527441100373
87.0,0.18289527441100373
87.0,0.18289527441100373
