t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,RealPower,VT/Ti,PaCO2_e
5.0,10.56,1.006,10.627,854,429.2850773,334.8512682,0.78,163.2,38.5,23.0,29.5,5.25,1.5,16.22,3.83,14.16,5.46,20.83,0.06,117,28,102,39,0,,0,NONE,19.7,43,657,769,2941,122.6,2.04,0,36.0,0,2208,733,0,75.1,24.9,0.78,0,2.02,3.66,5.68,0.36,0.26,1.026,0,0,0,,12,94.7,0,0.5,40.98
11.0,9.49,1.092,10.367,1068,419.1479096,324.271465,0.77,177.4,41.6,23.1,29.9,5.13,1.5,16.25,3.81,14.25,5.43,20.85,0.07,117,28,103,39,0,,0,NONE,19.7,43,657,769,2868,119.5,1.99,0,35.1,0,2215,652,0,77.3,22.7,0.77,0,2.38,3.94,6.32,0.38,0.26,1.016,6,0,0,,12,94.8,0,0.46,40.78
14.0,21.82,0.442,9.644,208,368.9838324,276.3988122,0.75,73.0,15.5,22.0,29.4,4.51,1.3,16.52,3.51,14.72,4.89,20.85,0.08,119,25,106,35,0,,0,NONE,19.7,43,657,769,2510,104.6,1.74,0,30.7,0,2150,360,0,85.6,14.4,0.75,0,1.15,1.6,2.75,0.42,0.16,0.984,3,0,0,,10,95.2,0,0.38,37.27
18.0,14.89,0.545,8.114,439,311.2918428,218.1412931,0.7,90.2,17.9,22.7,32.4,3.81,1.1,16.55,3.28,14.35,5.0,20.85,0.07,119,24,104,36,0,,0,NONE,19.7,43,657,769,2094,87.2,1.45,0,25.6,0,2094,0,0,100.0,0.0,0.7,0,2.04,1.99,4.03,0.51,0.25,0.909,4,0,0,,9,95.9,0,0.27,37.99
21.0,18.13,0.638,11.565,536,478.0979536,332.8257604,0.7,103.3,22.4,21.5,30.9,5.85,1.7,16.19,3.51,14.02,5.2,20.82,0.07,117,25,101,38,0,,0,NONE,19.7,43,657,769,3212,133.8,2.23,0,39.3,0,3212,0,0,100.0,0.0,0.7,0,1.54,1.77,3.31,0.47,0.25,1.063,3,0,0,,14,94.2,0,0.41,39.29
25.0,14.29,1.078,15.4,951,709.1187552,498.7776225,0.7,169.1,42.5,20.3,28.9,8.67,2.5,15.69,3.94,13.56,5.59,20.85,0.07,113,28,98,40,0,,0,NONE,19.7,43,657,769,4772,198.9,3.31,1,58.4,0,4772,0,0,100.0,0.0,0.7,0,1.67,2.53,4.2,0.4,0.25,1.188,4,0,0,,20,92.3,0,0.65,41.82
28.0,16.95,0.756,12.814,687,518.3963247,371.3271298,0.72,123.0,26.8,22.4,31.3,6.34,1.8,16.27,3.54,14.11,5.25,20.82,0.08,117,26,102,38,0,,0,NONE,19.7,43,657,769,3499,145.8,2.43,1,42.8,0,3388,111,0,96.8,3.2,0.72,0,1.34,2.2,3.54,0.38,0.26,1.108,3,0,0,,15,93.6,0,0.56,39.61
32.0,17.05,0.702,11.966,624,462.1985615,335.1542183,0.73,115.6,24.0,23.3,32.1,5.65,1.6,16.47,3.42,14.26,5.18,20.82,0.07,119,25,103,37,0,,0,NONE,19.7,43,657,769,3127,130.3,2.17,1,38.2,0,2933,193,0,93.8,6.2,0.73,0,1.27,2.25,3.52,0.36,0.27,1.078,4,0,0,,13,94.0,0,0.55,39.16
36.0,15.11,0.898,13.572,858,577.3936839,424.3704619,0.73,144.0,34.2,21.7,29.5,7.06,2.0,16.04,3.81,13.98,5.42,20.84,0.07,116,27,101,39,0,,0,NONE,19.7,43,657,769,3915,163.1,2.72,1,47.9,0,3541,374,0,90.5,9.5,0.73,0,1.55,2.42,3.97,0.39,0.25,1.133,4,0,0,,16,93.2,0,0.58,40.72
43.0,8.33,3.873,32.275,3335,1157.7844738,1051.8112136,0.91,645.4,153.2,27.4,30.1,14.16,4.0,16.66,3.96,15.48,4.99,20.87,0.06,120,29,112,36,0,,0,NONE,19.7,43,657,769,8168,340.3,5.67,2,99.9,0,2552,5617,0,31.2,68.8,0.91,0,2.96,4.24,7.2,0.41,0.23,1.509,7,0,0,,33,83.8,0,1.31,37.92
