t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,RealPower,VT/Ti,PaCO2_e
5.0,9.13,2.254,20.584,1821,637.2601589,551.9421826,0.87,388.2,73.6,31.3,36.1,9.49,2.7,17.22,3.27,15.76,4.43,20.82,0.06,124,24,114,32,0,,0,REST,19.3,37,654,769,4453,185.5,3.09,0,66.3,0,2035,2418,0,45.7,54.3,0.87,0,3.2,3.37,6.57,0.49,0.28,1.314,0,0,0,,22,89.6,0,0.7,34.28
13.0,7.82,1.499,11.726,1426,339.5997765,308.233877,0.91,261.5,48.0,32.9,36.3,5.06,1.4,17.44,3.2,16.0,4.39,20.84,0.06,126,23,116,32,0,,0,REST,19.3,37,654,769,2395,99.8,1.66,0,35.7,0,755,1640,0,31.5,68.5,0.91,0,1.6,6.07,7.67,0.21,0.27,1.069,8,0,0,,12,94.1,0,0.94,34.02
18.0,10.56,1.502,15.866,1440,476.1553846,429.013323,0.9,260.4,49.6,31.8,35.3,7.09,2.0,17.34,3.3,16.24,4.2,20.85,0.07,125,24,117,30,0,,0,REST,19.3,37,654,769,3354,139.7,2.33,0,49.9,0,1133,2220,0,33.8,66.2,0.9,0,1.66,4.02,5.68,0.29,0.23,1.2,5,0,0,,16,92.0,0,0.9,32.79
26.0,10.24,1.162,11.898,1117,361.3802178,321.2249825,0.89,201.3,38.2,30.9,34.8,5.38,1.5,17.32,3.29,15.99,4.41,20.87,0.06,125,24,115,32,0,,0,REST,19.3,37,654,769,2538,105.8,1.76,1,37.8,0,963,1576,0,37.9,62.1,0.89,0,2.37,3.49,5.86,0.4,0.24,1.075,8,0,0,,12,94.0,0,0.49,34.15
33.0,6.84,3.147,21.53,3078,568.4598643,554.1122653,0.97,558.3,98.7,37.0,38.0,8.47,2.4,17.74,3.14,16.74,4.03,20.88,0.06,128,23,121,29,0,,0,REST,19.3,37,654,769,4070,169.6,2.83,1,60.6,0,351,3720,0,8.6,91.4,0.97,0,5.01,3.76,8.77,0.57,0.26,1.333,7,0,0,,20,89.2,0,0.63,31.68
39.0,10.03,1.699,17.047,1873,396.0881739,421.236535,1.06,306.6,51.2,41.3,38.8,5.9,1.7,18.05,3.01,17.13,3.89,20.86,0.06,130,22,124,28,0,,0,REST,19.3,37,654,769,2892,120.5,2.01,1,43.1,0,0,2892,0,0.0,100.0,1.06,0,1.95,4.03,5.98,0.33,0.25,1.232,6,0,0,,14,91.4,0,0.87,30.77
46.0,9.68,0.501,4.848,592,107.533056,110.5102824,1.03,91.1,14.0,38.8,37.7,1.6,0.5,18.18,2.79,17.12,3.79,20.85,0.07,131,20,124,27,0,,0,REST,19.3,37,654,769,779,32.5,0.54,1,11.6,0,0,779,0,0.0,100.0,1.03,0,1.76,4.44,6.2,0.28,0.19,0.686,7,0,0,,4,97.6,0,0.28,30.13
51.0,10.71,1.188,12.729,994,343.2507912,331.3656853,0.97,209.8,37.8,34.9,36.1,5.11,1.5,17.66,3.18,16.38,4.34,20.86,0.07,128,23,118,31,0,,0,REST,19.3,37,654,769,2453,102.2,1.7,1,36.5,0,290,2163,0,11.8,88.2,0.97,0,2.64,2.96,5.6,0.47,0.26,1.105,5,0,0,,12,93.6,0,0.45,33.7
58.0,12.5,0.967,12.088,949,321.106801,306.6078381,0.95,171.3,29.9,34.9,36.6,4.78,1.4,17.71,3.09,16.55,4.19,20.86,0.06,128,22,119,30,0,,0,REST,19.3,37,654,769,2289,95.4,1.59,1,34.1,0,353,1936,0,15.4,84.6,0.95,0,2.03,2.77,4.8,0.42,0.25,1.082,7,0,0,,11,93.9,0,0.48,32.72
63.0,8.52,0.307,2.616,367,59.5920069,52.15883,0.88,55.9,7.5,33.9,38.7,0.89,0.3,18.21,2.44,17.17,3.42,20.86,0.06,131,18,124,25,0,,0,REST,19.3,37,654,769,417,17.4,0.29,2,6.2,0,178,240,0,42.6,57.4,0.88,0,4.59,2.45,7.04,0.65,0.14,0.418,5,0,0,,2,98.7,0,0.07,27.72
