t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,RealPower,VT/Ti,PaCO2_e
10.0,10.86,1.507,16.366,1618,586.0524285,502.6219146,0.86,249.25,56.7,26.6,31.0,8.74,2.5,16.54,3.76,14.84,5.2,20.74,0.05,118,27,106,37,0,,0,REST,17.8,47,649,761,4087,170.3,2.84,0,61.0,0,1986,2101,0,48.6,51.4,0.86,0,2.25,3.28,5.52,0.41,0.26,1.214,0,0,0,,20,91.8,0,0.67,38.88
20.0,17.95,0.599,10.75,633,339.5675477,279.6078143,0.82,102.2,19.1333333,28.0,34.0,5.06,1.4,17.06,3.19,15.31,4.68,20.74,0.05,122,23,109,33,0,,0,REST,17.8,47,649,761,2350,97.9,1.63,0,35.0,0,1416,934,0,60.3,39.7,0.82,0,1.39,1.95,3.34,0.42,0.24,1.031,10,0,0,,12,94.6,0,0.43,35.59
30.0,13.82,1.21,16.721,1150,574.5039348,482.5799752,0.84,202.35,42.8,27.4,32.6,8.57,2.4,16.73,3.54,14.92,5.08,20.74,0.05,119,25,106,36,0,,0,REST,17.8,47,649,761,3991,166.3,2.77,1,59.5,0,2179,1811,0,54.6,45.4,0.84,0,1.56,2.78,4.34,0.36,0.28,1.223,10,0,0,,20,91.6,0,0.78,38.11
40.0,13.97,0.922,12.873,933,420.8358455,370.2766679,0.88,155.8,32.5,28.3,32.1,6.28,1.8,16.91,3.53,15.52,4.71,20.76,0.05,121,25,111,34,0,,0,REST,17.8,47,649,761,2950,122.9,2.05,1,44.0,0,1210,1740,0,41.0,59.0,0.88,0,1.92,2.38,4.3,0.45,0.22,1.11,10,0,0,,15,93.5,0,0.48,35.76
50.0,17.66,0.705,12.447,625,368.8755639,330.5611937,0.9,121.3333333,23.0666667,30.4,33.9,5.5,1.6,17.22,3.27,15.6,4.72,20.72,0.06,123,23,111,34,0,,0,REST,17.8,47,649,761,2595,108.1,1.8,1,38.7,0,920,1675,0,35.4,64.6,0.9,0,1.2,2.2,3.4,0.35,0.25,1.095,10,0,0,,13,93.7,0,0.59,35.81
60.0,10.91,1.727,18.84,1757,541.4104501,527.2925558,0.97,298.95,59.2,33.4,34.3,8.07,2.3,17.31,3.43,16.13,4.58,20.76,0.04,124,24,115,33,0,,0,REST,17.8,47,649,761,3876,161.5,2.69,2,57.8,0,345,3531,0,8.9,91.1,0.97,0,3.0,2.5,5.5,0.54,0.26,1.275,10,0,0,,19,90.5,0,0.58,34.9
70.0,4.97,1.616,8.026,1711,262.0077703,254.9952516,0.97,272.4,62.7,29.3,30.1,3.91,1.1,16.86,3.88,15.62,5.0,20.78,0.04,120,28,112,36,0,,0,REST,17.8,47,649,761,1875,78.1,1.3,2,28.0,0,171,1704,0,9.1,90.9,0.97,0,5.25,6.83,12.08,0.43,0.22,0.905,10,0,0,,9,96.0,0,0.31,37.63
80.0,8.44,1.42,11.983,1562,406.2380541,387.7057426,0.95,237.3,56.1,28.0,29.4,6.06,1.7,16.71,3.95,15.55,4.96,20.77,0.04,119,28,111,35,0,,0,REST,17.8,47,649,761,2896,120.6,2.01,2,43.2,0,451,2445,0,15.6,84.4,0.95,0,3.23,3.88,7.11,0.45,0.2,1.079,10,0,0,,14,94.0,0,0.44,37.37
90.0,7.13,2.171,15.489,2278,455.5711702,457.0456934,1.0,373.9,78.3,32.9,32.8,6.79,1.9,17.22,3.61,16.06,4.73,20.78,0.04,123,26,115,34,0,,0,REST,17.8,47,649,761,3282,136.8,2.28,3,49.0,0,0,3282,0,0.0,100.0,1.0,0,4.42,3.99,8.41,0.53,0.25,1.19,10,0,0,,16,92.2,0,0.49,35.89
100.0,8.32,1.639,13.639,1576,399.074369,417.5417868,1.05,281.9,61.3,32.7,31.3,5.95,1.7,17.2,3.74,16.02,4.83,20.77,0.04,123,27,114,34,0,,0,REST,17.8,47,649,761,2903,120.9,2.02,3,43.3,0,0,2903,0,0.0,100.0,1.05,0,3.03,4.18,7.21,0.42,0.23,1.135,10,0,0,,14,93.1,0,0.54,36.53
110.0,6.23,1.297,8.081,1331,239.4771486,242.6947393,1.01,222.8,47.6,31.9,31.5,3.57,1.0,17.18,3.67,15.66,5.08,20.77,0.04,123,26,112,36,0,,0,REST,17.8,47,649,761,1729,72.1,1.2,3,25.8,0,0,1729,0,0.0,100.0,1.01,0,2.65,6.98,9.63,0.28,0.26,0.907,10,0,0,,8,95.9,0,0.49,38.14
120.0,4.74,1.651,7.825,1766,208.3974025,211.5014692,1.01,289.6,54.6,36.0,35.4,3.11,0.9,17.54,3.31,15.89,4.81,20.77,0.04,125,24,113,34,0,,0,REST,17.8,47,649,761,1505,62.7,1.05,3,22.5,0,0,1505,0,0.0,100.0,1.01,0,2.54,10.12,12.66,0.2,0.31,0.893,10,0,0,,7,96.1,0,0.65,36.41
