t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,RealPower,VT/Ti,PaCO2_e
1.0,25.64,0.558,14.308,519,462.9763619,402.327618,0.87,94.9,19.6,27.0,31.1,8.58,2.5,17.01,3.51,15.76,4.64,20.86,0.07,120,25,111,33,0,,0,NONE,18.2,46,639,752,3237,134.9,2.25,0,60.0,0,1447,1790,0,44.7,55.3,0.87,0,1.05,1.29,2.34,0.45,0.17,1.156,0,0,0,,25,89.3,0,0.53,34.94
4.0,20.0,0.612,12.24,525,423.6561171,360.5679345,0.85,102.6,22.5,25.6,30.1,7.85,2.2,16.76,3.68,15.57,4.75,20.87,0.07,118,26,110,33,0,,0,NONE,18.2,46,639,752,2950,122.9,2.05,0,54.7,0,1500,1451,0,50.8,49.2,0.85,0,1.27,1.73,3.0,0.42,0.16,1.088,3,0,0,,23,90.9,0,0.48,35.64
7.0,23.08,0.372,8.585,583,253.2092432,217.5180272,0.86,64.6,11.8,27.5,32.0,4.69,1.3,17.37,3.17,16.23,4.23,20.87,0.07,122,22,114,30,0,,0,NONE,18.2,46,639,752,1767,73.6,1.23,0,32.7,0,850,917,0,48.1,51.9,0.86,0,1.13,1.47,2.6,0.43,0.12,0.934,3,0,0,,14,93.6,0,0.33,32.34
9.0,21.13,0.53,11.197,458,350.5838447,300.7679175,0.86,90.9,17.8,27.7,32.3,6.5,1.9,17.15,3.36,15.86,4.55,20.87,0.07,121,24,112,32,0,,0,NONE,18.2,46,639,752,2445,101.9,1.7,0,45.3,0,1186,1259,0,48.5,51.5,0.86,0,1.06,1.78,2.84,0.37,0.18,1.049,2,0,0,,19,91.7,0,0.5,34.37
12.0,30.61,0.295,9.031,316,283.96951,237.3768405,0.84,50.6,9.7,24.3,29.0,5.26,1.5,17.15,3.29,16.32,4.08,20.87,0.07,121,23,115,29,0,,0,NONE,18.2,46,639,752,1971,82.1,1.37,0,36.5,0,1104,867,0,56.0,44.0,0.84,0,0.9,1.06,1.96,0.46,0.02,0.956,3,0,0,,16,93.3,0,0.33,31.39
14.0,24.19,0.481,11.637,395,398.2514522,335.2194669,0.84,80.9,17.3,25.0,29.7,7.38,2.1,16.82,3.6,15.72,4.56,20.87,0.07,119,25,111,32,0,,0,NONE,18.2,46,639,752,2768,115.3,1.92,0,51.3,0,1495,1273,0,54.0,46.0,0.84,0,1.07,1.41,2.48,0.43,0.12,1.066,2,0,0,,22,91.3,0,0.45,34.43
16.0,24.29,0.41,9.96,461,315.703459,264.1480301,0.84,70.2,13.6,26.2,31.3,5.85,1.7,17.12,3.32,16.05,4.33,20.87,0.07,121,23,113,31,0,,0,NONE,18.2,46,639,752,2191,91.3,1.52,0,40.6,0,1221,970,0,55.7,44.3,0.84,0,1.18,1.29,2.47,0.48,0.12,0.998,2,0,0,,17,92.6,0,0.35,32.97
19.0,24.79,0.371,9.198,349,298.2600487,249.9074853,0.84,63.2,12.6,25.0,29.9,5.53,1.6,17.04,3.4,15.87,4.46,20.87,0.07,120,24,112,31,0,,0,NONE,18.2,46,639,752,2071,86.3,1.44,0,38.4,0,1146,925,0,55.3,44.7,0.84,0,0.99,1.43,2.42,0.41,0.1,0.964,3,0,0,,16,93.2,0,0.37,33.8
22.0,21.28,0.502,10.681,443,371.1093063,305.8282845,0.82,84.2,18.0,24.8,30.1,6.88,2.0,16.77,3.59,15.44,4.76,20.87,0.08,118,25,109,34,0,,0,NONE,18.2,46,639,752,2569,107.0,1.78,1,47.6,0,1542,1026,0,60.0,40.0,0.82,0,1.06,1.76,2.82,0.38,0.15,1.029,3,0,0,,20,92.0,0,0.47,35.7
24.0,24.9,0.426,10.606,410,370.5624508,300.9920023,0.81,71.4,15.1,23.9,29.4,6.87,2.0,16.76,3.54,15.59,4.59,20.87,0.07,118,25,110,32,0,,0,NONE,18.2,46,639,752,2558,106.6,1.78,1,47.4,0,1639,919,0,64.1,35.9,0.81,0,1.0,1.41,2.41,0.41,0.11,1.026,2,0,0,,20,92.1,0,0.43,34.62
