t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,RealPower,VT/Ti,PaCO2_e
4.0,10.0,1.278,12.78,1392,418.5077992,383.3398039,0.92,216.5,47.7,28.9,31.5,7.41,2.1,16.94,3.73,15.86,4.68,20.89,0.05,119,26,111,33,0,,0,REST,18.1,44,640,750,2958,123.2,2.05,0,52.4,0,848,2109,0,28.7,71.3,0.92,0,3.53,2.47,6.0,0.59,0.2,1.107,0,0,0,,22,90.8,0,0.36,35.11
7.0,20.69,0.522,10.8,500,297.4104002,268.5371768,0.9,91.6,16.3,31.4,34.8,5.27,1.5,17.55,3.12,16.16,4.4,20.86,0.07,123,22,114,31,0,,0,REST,18.1,44,640,750,2096,87.3,1.46,0,37.1,0,694,1401,0,33.1,66.9,0.9,0,0.98,1.92,2.9,0.34,0.21,1.033,3,0,0,,16,92.2,0,0.53,33.34
13.0,11.19,0.694,7.769,668,257.897892,231.4475478,0.9,117.3,25.8,27.1,30.2,4.57,1.3,16.9,3.72,15.69,4.78,20.89,0.06,119,26,110,34,0,,0,REST,18.1,44,640,750,1815,75.6,1.26,0,32.2,0,635,1180,0,35.0,65.0,0.9,0,2.5,2.86,5.36,0.47,0.17,0.89,6,0,0,,14,94.4,0,0.28,35.74
19.0,9.13,1.315,12.009,699,500.7097784,421.0950438,0.84,209.5,57.4,22.7,27.0,8.87,2.5,15.93,4.37,14.78,5.23,20.88,0.06,112,31,104,37,0,,0,REST,18.1,44,640,750,3479,145.0,2.42,0,61.6,0,1888,1591,0,54.3,45.7,0.84,0,2.89,3.68,6.57,0.44,0.15,1.08,6,0,0,,26,91.3,0,0.46,38.59
23.0,18.69,0.249,4.654,839,81.6177932,69.2805244,0.85,46.8,4.7,41.0,48.3,1.45,0.4,18.8,1.89,17.67,2.96,20.88,0.06,132,13,124,21,0,,0,REST,18.1,44,640,750,568,23.7,0.39,0,10.1,0,293,275,0,51.6,48.4,0.85,0,1.6,1.61,3.21,0.5,0.17,0.668,4,0,0,,4,96.6,0,0.16,24.23
31.0,6.62,1.153,7.636,1259,257.7768008,234.7838857,0.91,194.2,44.1,27.8,30.5,4.57,1.3,16.84,3.82,15.57,4.88,20.91,0.05,118,27,109,34,0,,0,REST,18.1,44,640,750,1820,75.8,1.26,1,32.2,0,554,1266,0,30.4,69.6,0.91,0,4.57,4.49,9.06,0.5,0.2,0.883,8,0,0,,13,94.5,0,0.25,36.37
38.0,8.78,0.899,7.898,902,227.1460833,239.4530371,1.05,155.7,34.0,32.1,30.4,4.02,1.1,17.32,3.78,15.8,4.7,20.89,0.06,122,27,111,33,0,,0,REST,18.1,44,640,750,1655,69.0,1.15,1,29.3,0,0,1655,0,0.0,100.0,1.05,0,2.97,3.86,6.83,0.43,0.17,0.897,7,0,0,,12,94.3,0,0.3,35.24
41.0,19.11,1.03,19.682,453,777.4773342,659.6281532,0.85,166.8,43.0,23.6,27.8,13.77,3.9,16.19,4.17,15.3,4.92,20.89,0.06,114,29,108,35,0,,0,REST,18.1,44,640,750,5411,225.5,3.76,1,95.9,0,2799,2612,0,51.7,48.3,0.85,0,1.83,1.31,3.14,0.58,0.13,1.294,3,0,0,,41,85.8,0,0.56,36.63
43.0,38.96,0.327,12.74,223,219.826209,202.1906749,0.92,61.5,6.6,45.5,49.5,3.89,1.1,18.81,2.02,17.67,3.09,20.89,0.07,132,14,124,22,0,,0,REST,18.1,44,639,750,1555,64.8,1.08,1,27.5,0,426,1129,0,27.4,72.6,0.92,0,0.32,1.22,1.54,0.21,0.22,1.105,2,0,0,,12,90.8,0,1.02,25.05
49.0,11.21,0.946,10.609,183,388.5832983,331.0597061,0.85,156.4,37.0,25.3,29.7,6.88,2.0,16.53,3.91,14.88,5.21,20.89,0.08,116,27,105,37,0,,0,REST,18.1,44,640,750,2707,112.8,1.88,1,47.9,0,1368,1339,0,50.5,49.5,0.85,0,0.56,4.79,5.35,0.1,0.21,1.026,6,0,0,,20,92.3,0,1.69,38.46
