t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,RealPower,VT/Ti,PaCO2_e
5.0,8.96,1.349,12.081,1795,339.2899818,369.5196426,1.09,233.8,50.4,33.8,31.0,5.29,1.5,17.33,3.74,16.23,4.83,20.76,0.07,125,27,117,35,0,,0,REST,21.2,40,655,767,2491,103.8,1.73,0,38.8,0,0,2491,0,0.0,100.0,1.09,0,2.4,4.3,6.7,0.36,0.22,1.082,0,0,0,,16,92.1,0,0.56,36.8
10.0,11.95,1.275,15.239,1400,422.1596999,465.7817682,1.1,221.7,47.6,34.1,30.9,6.58,1.9,17.39,3.73,16.52,4.63,20.78,0.07,125,27,119,33,0,,0,REST,21.2,40,655,767,3109,129.5,2.16,0,48.5,0,0,3109,0,0.0,100.0,1.1,0,2.18,2.84,5.02,0.43,0.19,1.183,5,0,0,,19,90.1,0,0.58,35.5
14.0,13.92,0.621,8.645,580,226.132583,239.3027215,1.06,109.4,21.1,33.9,32.1,3.53,1.0,17.62,3.4,16.51,4.5,20.79,0.08,127,24,119,32,0,,0,REST,21.2,40,655,767,1649,68.7,1.15,0,25.7,0,0,1649,0,0.0,100.0,1.06,0,0.82,3.49,4.31,0.19,0.18,0.937,4,0,0,,10,94.4,0,0.76,34.66
21.0,10.53,0.475,5.0,824,111.1569865,115.179091,1.04,86.0,13.4,38.4,37.0,1.73,0.5,18.11,2.82,16.63,4.25,20.79,0.06,130,20,120,31,0,,0,REST,21.2,40,655,767,807,33.6,0.56,0,12.6,0,0,807,0,0.0,100.0,1.04,0,2.1,3.6,5.7,0.37,0.24,0.699,7,0,0,,5,96.7,0,0.23,33.04
29.0,6.42,0.839,5.39,677,177.1039178,165.1322689,0.93,142.1,31.4,27.9,29.9,2.76,0.8,16.94,3.74,15.62,4.94,20.82,0.07,122,27,112,36,0,,0,REST,21.3,40,655,767,1256,52.3,0.87,0,19.6,0,290,966,0,23.1,76.9,0.93,0,2.98,6.36,9.34,0.32,0.2,0.732,8,0,0,,8,96.5,0,0.28,37.51
32.0,21.35,0.412,8.797,940,199.3593359,181.1623413,0.91,74.8,10.5,36.6,40.3,3.11,0.9,18.16,2.55,16.61,4.0,20.82,0.08,131,18,120,29,0,,0,REST,21.3,40,655,767,1407,58.6,0.98,0,21.9,0,438,968,0,31.2,68.8,0.91,0,1.34,1.47,2.81,0.48,0.25,0.944,3,0,0,,9,94.3,0,0.31,31.42
37.0,14.42,0.665,9.591,453,325.6158135,284.7544027,0.87,112.1,24.6,26.4,30.1,5.08,1.5,16.86,3.7,15.77,4.67,20.82,0.14,121,27,114,34,0,,0,REST,21.3,40,655,767,2280,95.0,1.58,1,35.5,0,976,1303,0,42.8,57.2,0.87,0,0.59,3.57,4.16,0.14,0.15,0.982,5,0,0,,15,93.7,0,1.13,35.76
44.0,7.99,1.124,8.98,1015,321.5211598,280.0957741,0.87,187.3,42.7,26.2,30.1,5.01,1.4,16.66,3.8,15.18,5.05,20.84,0.06,120,27,109,36,0,,0,REST,21.3,40,655,767,2249,93.7,1.56,1,35.1,0,989,1260,0,44.0,56.0,0.87,0,3.54,3.97,7.51,0.47,0.22,0.953,7,0,0,,15,94.1,0,0.32,38.22
53.0,6.11,0.698,4.265,722,152.3422529,129.519347,0.85,116.3,25.9,25.2,29.6,2.37,0.7,16.66,3.71,14.98,5.02,20.81,0.07,120,27,108,36,0,,0,REST,21.3,40,655,767,1061,44.2,0.74,1,16.5,0,542,518,0,51.1,48.9,0.85,0,2.46,7.36,9.82,0.25,0.2,0.63,9,0,0,,7,97.2,0,0.28,38.03
58.0,12.22,0.833,10.179,1295,332.5371618,279.3146399,0.84,141.9,27.9,28.0,33.4,5.18,1.5,17.03,3.35,15.5,4.66,20.82,0.06,123,24,112,34,0,,0,REST,21.3,40,655,767,2310,96.2,1.6,1,36.0,0,1262,1048,0,54.6,45.4,0.84,0,2.31,2.6,4.91,0.47,0.24,1.008,5,0,0,,15,93.4,0,0.36,35.7
64.0,10.89,1.384,15.071,1182,533.8087177,467.1999916,0.88,230.5,52.4,26.8,30.6,8.32,2.4,16.65,3.79,15.79,4.56,20.79,0.07,120,27,114,33,0,,0,REST,21.3,40,655,767,3738,155.7,2.6,1,58.3,0,1592,2146,0,42.6,57.4,0.88,0,2.07,3.44,5.51,0.38,0.17,1.178,6,0,0,,25,90.2,0,0.67,35.05
68.0,13.92,0.94,13.086,753,422.771719,373.2728672,0.88,160.1,32.8,28.6,32.4,6.59,1.9,17.03,3.49,15.64,4.7,20.81,0.07,123,25,113,34,0,,0,REST,21.3,40,655,767,2966,123.6,2.06,1,46.2,0,1185,1781,0,40.0,60.0,0.88,0,1.86,2.45,4.31,0.43,0.23,1.117,4,0,0,,19,91.5,0,0.51,35.95
72.0,14.85,1.977,29.361,2174,816.6036283,793.1505801,0.97,346.1,65.2,34.7,35.7,12.73,3.6,17.51,3.3,16.63,4.17,20.82,0.06,126,24,120,30,0,,0,REST,21.3,40,655,767,5842,243.4,4.06,2,91.1,0,573,5270,0,9.8,90.2,0.97,0,2.12,1.92,4.04,0.52,0.23,1.468,4,0,0,,38,80.8,0,0.93,32.52
76.0,16.95,0.784,13.288,455,368.3929575,353.2237873,0.96,137.4,26.0,32.8,34.3,5.74,1.6,17.53,3.32,16.41,4.41,20.82,0.13,126,24,118,32,0,,0,REST,21.3,40,655,767,2628,109.5,1.83,2,41.0,0,369,2259,0,14.1,85.9,0.96,0,0.69,2.85,3.54,0.19,0.21,1.123,4,0,0,,17,91.3,0,1.14,34.08
80.0,14.63,0.516,7.551,519,166.9247903,180.5508009,1.08,92.6,15.2,39.1,36.1,2.6,0.7,17.95,2.95,16.7,4.14,20.64,0.08,129,21,120,30,0,,0,REST,21.3,40,655,767,1223,51.0,0.85,2,19.1,0,0,1223,0,0.0,100.0,1.08,0,0.86,3.24,4.1,0.21,0.21,0.878,4,0,0,,8,95.1,0,0.6,32.33
86.0,9.6,1.025,9.84,1068,284.8571697,282.6045404,0.99,178.0,35.9,32.2,32.4,4.44,1.3,17.37,3.5,16.23,4.6,20.83,0.06,125,25,117,33,0,,0,REST,21.3,40,655,767,2047,85.3,1.42,2,31.9,0,55,1992,0,2.7,97.3,0.99,0,3.03,3.22,6.25,0.48,0.22,0.993,6,0,0,,13,93.6,0,0.34,35.31
93.0,9.8,0.892,8.745,1234,221.0010945,224.7356253,1.02,158.6,28.1,36.5,35.9,3.45,1.0,17.78,3.15,16.49,4.36,20.82,0.07,128,23,119,31,0,,0,REST,21.3,41,655,767,1597,66.5,1.11,2,24.9,0,0,1597,0,0.0,100.0,1.02,0,1.63,4.49,6.12,0.27,0.25,0.942,7,0,0,,10,94.3,0,0.55,33.75
98.0,12.3,0.331,4.07,441,81.5756036,79.6838038,0.98,61.0,8.0,39.3,40.3,1.27,0.4,18.43,2.42,16.96,3.86,20.82,0.07,133,17,122,28,0,,0,REST,21.3,41,655,767,584,24.3,0.41,2,9.1,0,46,538,0,7.9,92.1,0.98,0,1.6,3.28,4.88,0.33,0.22,0.61,5,0,0,,4,97.3,0,0.21,30.51
105.0,7.51,1.072,8.05,397,291.5629773,269.0655113,0.92,177.4,43.7,25.8,28.0,4.55,1.3,16.55,4.08,15.05,5.24,20.82,0.07,119,29,108,38,0,,0,REST,21.3,41,655,767,2064,86.0,1.43,2,32.2,0,543,1520,0,26.3,73.7,0.92,0,2.54,5.45,7.99,0.32,0.19,0.906,7,0,0,,13,94.7,0,0.42,39.45
114.0,7.87,1.566,12.331,2019,346.770731,328.1914721,0.95,274.0,50.9,34.0,35.9,5.41,1.5,17.5,3.25,16.27,4.42,20.83,0.06,126,23,117,32,0,,0,REST,21.3,41,655,767,2467,102.8,1.71,3,38.5,0,451,2016,0,18.3,81.7,0.95,0,3.37,4.25,7.62,0.44,0.27,1.091,9,0,0,,16,91.9,0,0.46,34.14
118.0,12.68,0.474,6.013,549,165.754042,154.1675657,0.93,83.3,14.9,30.9,33.2,2.58,0.7,17.57,3.14,16.55,4.16,20.83,0.07,127,23,119,30,0,,0,REST,21.3,41,655,767,1175,49.0,0.82,3,18.3,0,280,895,0,23.9,76.1,0.93,0,2.13,2.6,4.73,0.45,0.15,0.779,4,0,0,,8,96.1,0,0.22,32.46
125.0,8.04,1.251,10.062,389,404.2319543,360.4675194,0.89,201.7,54.6,23.5,26.4,6.3,1.8,16.12,4.36,14.88,5.37,20.83,0.07,116,31,107,39,106,1.65,73,WARMUP,21.3,41,655,767,2841,118.4,1.97,3,44.3,0,1050,1791,0,37.0,63.0,0.89,0,1.8,5.66,7.46,0.24,0.16,1.003,7,0,0,,19,93.4,106,0.7,40.29
