t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,RealPower,VT/Ti,PaCO2_e
2.0,19.74,0.71,14.013,834,400.3025588,383.9007935,0.96,123.3,23.8,31.6,32.9,7.0,2.0,17.37,3.35,15.83,4.57,20.78,0.05,124,24,113,33,0,,0,NONE,17.8,64,651,763,2856,119.0,1.98,0,49.9,0,399,2457,0,14.0,86.0,0.96,0,1.42,1.62,3.04,0.47,0.21,1.147,0,0,0,,21,89.9,0,0.5,34.95
6.0,14.6,0.486,7.095,476,215.3476254,192.6662476,0.89,83.6,16.2,28.2,31.5,3.76,1.1,17.2,3.33,16.15,4.3,20.78,0.06,123,24,116,31,0,,0,NONE,17.6,65,651,763,1515,63.1,1.05,0,26.5,0,544,970,0,35.9,64.1,0.89,0,1.33,2.78,4.11,0.32,0.14,0.851,4,0,0,,11,94.9,0,0.37,33.21
9.0,17.91,0.876,15.69,382,598.1365146,510.9126926,0.85,143.0,35.0,24.1,28.3,10.46,3.0,16.32,4.0,15.12,4.87,20.78,0.07,117,29,108,35,0,,0,NONE,17.6,65,651,763,4168,173.7,2.89,0,72.9,0,2075,2094,0,49.8,50.2,0.85,0,1.19,2.16,3.35,0.36,0.14,1.196,3,0,0,,31,88.7,0,0.74,36.88
12.0,21.35,0.878,18.747,688,635.7545455,554.1690562,0.87,146.9,31.9,27.1,31.1,11.11,3.2,16.73,3.63,15.54,4.55,20.71,0.07,120,26,111,33,0,,0,NONE,17.6,65,652,763,4448,185.3,3.09,0,77.8,0,1948,2500,0,43.8,56.2,0.87,0,1.11,1.7,2.81,0.4,0.17,1.273,3,0,0,,33,86.4,0,0.79,34.82
15.0,19.05,0.681,12.971,688,365.8618549,344.7858034,0.94,117.0,22.5,31.8,33.8,6.4,1.8,17.18,3.3,15.93,4.34,20.54,0.1,123,24,114,31,0,,0,NONE,17.6,65,652,763,2601,108.4,1.81,0,45.5,0,511,2089,0,19.7,80.3,0.94,0,1.13,2.02,3.15,0.36,0.19,1.113,3,0,0,,19,90.6,0,0.6,33.47
18.0,21.35,0.673,14.37,627,399.5227406,383.6878399,0.96,116.0,22.4,32.2,33.6,6.98,2.0,17.24,3.33,16.22,4.25,20.56,0.11,123,24,116,30,0,,0,NONE,17.6,65,651,763,2851,118.8,1.98,1,49.9,0,386,2466,0,13.5,86.5,0.96,0,1.17,1.64,2.81,0.42,0.17,1.157,3,0,0,,21,89.6,0,0.58,32.89
21.0,19.74,0.676,13.342,645,385.1406272,355.2251852,0.92,117.4,22.1,31.1,33.7,6.73,1.9,17.37,3.27,16.46,4.15,20.79,0.06,124,23,118,30,0,,0,NONE,17.6,65,651,763,2726,113.6,1.89,1,47.7,0,723,2003,0,26.5,73.5,0.92,0,1.25,1.79,3.04,0.41,0.17,1.125,3,0,0,,20,90.3,0,0.54,32.24
24.0,19.87,0.583,11.583,459,335.6291349,307.4002779,0.92,101.2,19.0,30.4,33.2,5.87,1.7,17.36,3.26,16.11,4.33,20.79,0.06,124,23,115,31,0,,0,NONE,17.6,65,651,763,2372,98.8,1.65,1,41.5,0,681,1691,0,28.7,71.3,0.92,0,1.14,1.88,3.02,0.38,0.18,1.064,3,0,0,,17,91.6,0,0.51,33.4
26.0,23.62,0.574,13.559,502,403.8015168,367.5557181,0.91,99.0,19.1,29.5,32.4,7.06,2.0,17.25,3.33,16.34,4.18,20.77,0.06,123,24,117,30,0,,0,NONE,17.6,65,652,763,2850,118.7,1.98,1,49.8,0,873,1977,0,30.6,69.4,0.91,0,1.07,1.47,2.54,0.42,0.14,1.132,2,0,0,,21,90.2,0,0.54,32.43
29.0,19.42,0.651,12.641,628,356.3420829,327.1651301,0.92,113.6,20.7,31.7,34.5,6.23,1.8,17.45,3.18,16.46,4.09,20.79,0.06,125,23,118,29,0,,0,NONE,17.6,65,651,763,2519,105.0,1.75,1,44.0,0,704,1815,0,27.9,72.1,0.92,0,1.21,1.88,3.09,0.39,0.18,1.102,3,0,0,,18,90.9,0,0.54,31.85
32.0,24.69,0.56,13.827,517,374.4545409,353.6482041,0.94,98.3,17.6,32.3,34.2,6.55,1.9,17.55,3.14,16.76,3.96,20.78,0.06,126,23,120,28,0,,0,NONE,17.6,65,651,763,2663,111.0,1.85,1,46.6,0,505,2158,0,19.0,81.0,0.94,0,1.01,1.42,2.43,0.42,0.15,1.141,3,0,0,,19,90.0,0,0.55,31.02
35.0,20.0,0.625,12.5,563,323.7117334,314.0206624,0.97,110.3,19.3,34.3,35.3,5.66,1.6,17.65,3.09,16.63,4.02,20.75,0.06,126,22,119,29,0,,0,NONE,17.6,65,652,763,2315,96.5,1.61,1,40.5,0,237,2079,0,10.2,89.8,0.97,0,1.05,1.95,3.0,0.35,0.18,1.097,3,0,0,,17,91.0,0,0.6,31.4
