O2Hb1,HHb1,tHb1,O2Hb2,HHb2,tHb2,O2Hb3,HHb3,tHb3,O2Hb1-2,HHb1-2,tHb1-2,O2Hb2-2,HHb2-2,tHb2-2,O2Hb3-2,HHb3-2,tHb3-2,TSI%,TSI Fit Factor,Event,Event Time
4.7320285,-4.0156522,0.7164766,4.5442271,-3.8921056,0.6521004,3.6234066,-4.1289358,-0.5051295,19.4059639,-1.476321,17.9291611,12.2789459,-2.793911,9.4851789,8.1301765,-3.9035637,4.2265086,70.3050156,99.9879913,,
4.6422229,-4.0377979,0.6045245,4.4455881,-3.9105065,0.5350603,3.5290458,-4.1405725,-0.6111267,19.3551044,-1.5083295,17.8462906,12.2038898,-2.8137515,9.3902836,8.0556927,-3.9103768,4.1452117,70.2432098,99.9876251,,
4.5460844,-4.0595031,0.4866809,4.3515348,-3.9263921,0.425122,3.4378369,-4.151134,-0.7128972,19.2760048,-1.5335937,17.7419319,12.1301718,-2.8291786,9.3011351,7.9919777,-3.9188938,4.0729799,70.1936798,99.9875412,,
4.4353118,-4.064661,0.3707508,4.2621794,-3.9442916,0.3178672,3.3530719,-4.1653047,-0.8118325,19.1595592,-1.5277144,17.6313629,12.0682201,-2.8478525,9.2205124,7.9267821,-3.9262505,4.0004282,70.2285767,99.9873886,,
4.3645315,-4.0763502,0.2882814,4.1867995,-3.9457951,0.2409845,3.281292,-4.1659527,-0.8842605,19.1216335,-1.5415211,17.5796299,12.0087204,-2.8452868,9.163578,7.8797555,-3.9232044,3.9564481,70.1711426,99.9874039,,
4.3013625,-4.070219,0.231244,4.1307311,-3.9316077,0.1991035,3.2182171,-4.1535215,-0.9349041,19.1151676,-1.542865,17.5718193,11.9841366,-2.8338361,9.1504431,7.8423591,-3.9146163,3.927639,70.1201935,99.9878311,,
4.2364154,-4.0524492,0.184066,4.0838013,-3.9165654,0.167215,3.158005,-4.1392927,-0.9808884,19.050848,-1.5221823,17.528183,11.9461241,-2.8304105,9.1158552,7.7906699,-3.9172645,3.873302,70.099617,99.9883041,,
4.1721187,-4.0371847,0.1350345,4.0202899,-3.8994472,0.1208229,3.0914352,-4.1279879,-1.0361521,19.0175629,-1.5253335,17.491745,11.8943624,-2.8375413,9.056963,7.7260866,-3.9239297,3.8020539,70.0697174,99.9885178,,
4.1175008,-4.0393724,0.0782284,3.9499798,-3.8928108,0.0571491,3.015265,-4.1228285,-1.1071632,19.0191727,-1.5493995,17.4692898,11.8394184,-2.8522387,8.9873219,7.6547251,-3.9342964,3.720325,69.9855042,99.9885712,,
4.0495119,-4.0431409,0.0064707,3.8749537,-3.8916855,-0.0167519,2.9371579,-4.123107,-1.185549,18.9835987,-1.5665343,17.4165821,11.7782536,-2.8684561,8.9099398,7.5829835,-3.9439163,3.6389637,69.930336,99.9886169,,
3.9655831,-4.0391817,-0.0734986,3.805383,-3.896312,-0.0909487,2.8627815,-4.1247811,-1.2615994,18.9123116,-1.5636692,17.3481636,11.7208242,-2.8838859,8.83708,7.5129485,-3.9524217,3.5604241,69.9281158,99.9886551,,
3.905169,-4.0515146,-0.1462457,3.7324409,-3.897934,-0.1655125,2.7906165,-4.1240468,-1.3330302,18.8792686,-1.5909388,17.2878456,11.6500311,-2.8949037,8.75527,7.4498749,-3.960654,3.4891181,69.8487625,99.9885712,,
3.8299611,-4.0610251,-0.2309645,3.6553001,-3.8997917,-0.2445114,2.7181177,-4.1247325,-1.406215,18.8268661,-1.6178455,17.20854,11.568532,-2.8977094,8.6709623,7.3847971,-3.9646904,3.4200034,69.801384,99.988533,,
3.7524757,-4.0648122,-0.3122364,3.5841835,-3.9068248,-0.3226603,2.645268,-4.1280184,-1.4823499,18.7745323,-1.6317869,17.1422634,11.5105419,-2.9150288,8.5956535,7.3216581,-3.9702687,3.3512874,69.7789536,99.988472,,
3.673568,-4.072835,-0.3991672,3.5125504,-3.9138951,-0.4013637,2.5733838,-4.1313629,-1.5575792,18.6944466,-1.6416295,17.0523338,11.445302,-2.924624,8.5208187,7.2612457,-3.9751606,3.2859826,69.7501678,99.9884796,,
3.5932178,-4.081717,-0.4883997,3.437346,-3.9187253,-0.4813982,2.5058827,-4.1361504,-1.6298679,18.6099129,-1.6534679,16.9559612,11.3797026,-2.9305129,8.4493303,7.206666,-3.9793823,3.2271812,69.7341156,99.9884491,,
3.5339077,-4.0915003,-0.5574928,3.3698871,-3.9235516,-0.5536826,2.4440897,-4.1379395,-1.6934494,18.5709457,-1.6717304,16.8987331,11.3239117,-2.9415641,8.3824883,7.1565943,-3.9810138,3.1754766,69.6865387,99.988205,,
3.4723587,-4.099854,-0.6273952,3.3090179,-3.9267764,-0.6177773,2.384207,-4.1376514,-1.7530445,18.5344448,-1.6957302,16.838232,11.2657623,-2.9521012,8.3138008,7.1026726,-3.9848752,3.1176953,69.6425018,99.9881821,,
3.4161751,-4.1060271,-0.6897527,3.2501442,-3.9272213,-0.6770956,2.3283718,-4.1380663,-1.8092945,18.4711189,-1.7104232,16.7602119,11.2026377,-2.9597831,8.2429953,7.0405197,-3.9901607,3.0502563,69.6058197,99.9881668,,
3.3592651,-4.1076746,-0.7483094,3.1910462,-3.9287713,-0.7377435,2.2698572,-4.1379805,-1.8677235,18.4075813,-1.7225873,16.6845131,11.1396275,-2.9705663,8.1692028,6.9774375,-3.9984658,2.9788694,69.5746307,99.9880524,,
3.2891967,-4.1082258,-0.8189286,3.1332393,-3.936152,-0.8029305,2.2072399,-4.1400137,-1.9323744,18.3164711,-1.7221024,16.5938835,11.0733051,-2.9839592,8.0894833,6.9113679,-4.0067501,2.9045155,69.5642853,99.9880219,,
3.2302196,-4.1101718,-0.8798523,3.072329,-3.9411952,-0.8688835,2.144501,-4.1449976,-2.0000961,18.2538795,-1.7290245,16.5243721,11.0020256,-2.9944654,8.0076981,6.837626,-4.0138125,2.8237104,69.5437851,99.9879456,,
3.1747317,-4.1174746,-0.942643,3.0104825,-3.9443765,-0.933911,2.0814886,-4.1465497,-2.0646613,18.1788406,-1.7497534,16.4286022,10.9259205,-3.0113795,7.9146814,6.7575798,-4.021574,2.7359033,69.493515,99.9878769,,
3.1252689,-4.1168003,-0.9914312,2.9557621,-3.9472098,-0.991465,2.0236132,-4.1464806,-2.1224675,18.1314297,-1.7616589,16.3692875,10.8502712,-3.0227385,7.8276701,6.6807966,-4.0293951,2.6512995,69.4583588,99.9876785,,
3.0656328,-4.1168828,-1.05115,2.8967319,-3.9473197,-1.0506057,1.9625747,-4.1472883,-2.1843135,18.04282,-1.7644432,16.2778931,10.7731266,-3.0317249,7.74154,6.6054487,-4.0368657,2.5684805,69.4329681,99.9877167,,
3.0104232,-4.1208925,-1.1103691,2.8360713,-3.9497216,-1.1136672,1.902449,-4.1487961,-2.2459471,17.9721336,-1.7805727,16.1910763,10.696352,-3.0456188,7.6508703,6.5292177,-4.0450802,2.4840341,69.3954697,99.9875946,,
2.9554546,-4.1226506,-1.1670963,2.7781818,-3.954092,-1.1759276,1.8429005,-4.149364,-2.3060637,17.8918285,-1.793123,16.0982227,10.6154976,-3.0578635,7.5577722,6.451632,-4.0533304,2.3981988,69.3611603,99.9874039,,
2.8960273,-4.1241736,-1.2280462,2.7224488,-3.9587371,-1.2363052,1.78213,-4.151433,-2.3689022,17.7926807,-1.7992938,15.9929028,10.5409946,-3.0747459,7.4663849,6.3705869,-4.0607824,2.3097029,69.3364182,99.9874039,,
2.8375697,-4.1261401,-1.2884706,2.6598454,-3.9603462,-1.3005177,1.7206562,-4.1510687,-2.4300127,17.7266884,-1.821969,15.9042377,10.4556332,-3.0860054,7.3697648,6.2907314,-4.0675178,2.2231116,69.2999496,99.9872284,,
2.7780385,-4.1299887,-1.3518503,2.6004736,-3.9646156,-1.3641585,1.6620815,-4.1541324,-2.4916511,17.627491,-1.8298801,15.7971268,10.3734264,-3.1002021,7.2733612,6.217442,-4.0780783,2.1392612,69.276947,99.9871445,,
2.7309077,-4.136631,-1.4056236,2.5423112,-3.9685769,-1.4262822,1.6007471,-4.1550589,-2.5539119,17.5630722,-1.8567317,15.7058544,10.2973452,-3.1171885,7.1802926,6.1379313,-4.0870957,2.050734,69.2168579,99.9869766,,
2.679816,-4.1401381,-1.460222,2.4822762,-3.9701066,-1.487847,1.5428338,-4.1561236,-2.61289,17.4839745,-1.8640856,15.6194019,10.2161522,-3.1295066,7.086782,6.0623732,-4.0939302,1.9683416,69.1770706,99.9867706,,
2.6229098,-4.1433382,-1.520328,2.4285591,-3.9751396,-1.5465964,1.4866071,-4.160006,-2.6729989,17.4069386,-1.8764629,15.5299892,10.1356916,-3.1412203,6.9946074,5.9895163,-4.103404,1.8860102,69.1588287,99.9867783,,
2.5678353,-4.1427002,-1.574765,2.3714767,-3.977164,-1.6057028,1.4340692,-4.1610017,-2.7265325,17.3291664,-1.8982623,15.430418,10.0524578,-3.1561115,6.8964815,5.9127336,-4.1113691,1.8012621,69.1449203,99.9865341,,
2.5159132,-4.1473637,-1.6313505,2.3089671,-3.9768682,-1.667917,1.3761852,-4.1591921,-2.7826068,17.2443027,-1.9137615,15.3300552,9.9708853,-3.167294,6.8037262,5.8411398,-4.1178966,1.7231419,69.0941391,99.9862823,,
2.4763057,-4.1520748,-1.6756694,2.2548149,-3.9799085,-1.7251095,1.3227546,-4.1608119,-2.8376575,17.2029991,-1.9337565,15.2687578,9.894968,-3.1806529,6.7144499,5.768167,-4.1255465,1.6425194,69.044693,99.9859924,,
2.4232335,-4.1551747,-1.7318411,2.2069135,-3.9869473,-1.7800491,1.2664113,-4.1601095,-2.8932979,17.1061859,-1.9441923,15.1615086,9.821805,-3.1993794,6.6225586,5.6971035,-4.1324849,1.5645171,69.0058594,99.985939,,
2.3759611,-4.1607189,-1.7846578,2.1502388,-3.9909451,-1.8407214,1.2115425,-4.160984,-2.9490416,17.0435677,-1.966583,15.0764971,9.7410192,-3.211158,6.529995,5.6231337,-4.1382995,1.4847322,68.9603729,99.9856415,,
2.3212669,-4.1583843,-1.8370174,2.0920753,-3.9933572,-1.9012969,1.1566743,-4.163178,-3.0061035,16.9614677,-1.9708631,14.9901199,9.6590824,-3.2284927,6.4307237,5.5445747,-4.1459541,1.3985188,68.9494247,99.9853668,,
2.2683313,-4.1604905,-1.8920593,2.0384352,-3.9969857,-1.9585654,1.1018786,-4.163209,-3.0609307,16.8803368,-1.9869823,14.892868,9.5797586,-3.2420535,6.3378377,5.473454,-4.1555371,1.3178151,68.9180756,99.9852066,,
2.2022581,-4.1569643,-1.9546061,1.9819809,-3.9997029,-2.0177369,1.0478016,-4.1633463,-3.115145,16.7652874,-1.9911501,14.773653,9.4949045,-3.2546856,6.2403522,5.3966455,-4.159894,1.2366495,68.9216461,99.9850769,,
2.148073,-4.1600819,-2.0119088,1.9217653,-3.9990513,-2.0773005,0.9960445,-4.1648011,-3.1683569,16.6684914,-2.0008264,14.6671782,9.4072361,-3.2644501,6.1429195,5.3265352,-4.1694975,1.1569371,68.9000092,99.9848785,,
2.1085422,-4.1641421,-2.0555,1.8683058,-4.0016222,-2.1333311,0.9427153,-4.1639786,-3.2208629,16.6240177,-2.0303755,14.5931568,9.3289433,-3.2804286,6.0486479,5.2585468,-4.1787558,1.0796901,68.8440094,99.9845276,,
2.0602677,-4.1662612,-2.1058936,1.8187138,-4.0076156,-2.1889157,0.8913608,-4.1662478,-3.274487,16.5374641,-2.0316734,14.5053053,9.2464657,-3.2929993,5.9535971,5.1826968,-4.1850271,0.9975685,68.8194733,99.984314,,
2.015244,-4.1722732,-2.1569293,1.7592179,-4.0072317,-2.2480283,0.8364075,-4.1659055,-3.3290977,16.473238,-2.067776,14.404974,9.1592999,-3.3058307,5.8536005,5.1070089,-4.192421,0.9144872,68.7651291,99.9840775,,
1.955171,-4.1693468,-2.2140758,1.6986974,-4.0059023,-2.307219,0.7847711,-4.1647935,-3.379622,16.3653603,-2.0690079,14.2958632,9.0761166,-3.3184552,5.7577934,5.0322075,-4.1998339,0.8322724,68.7589188,99.9837799,,
1.9100345,-4.169867,-2.2597322,1.6482618,-4.0088863,-2.3606386,0.7323542,-4.1636972,-3.4309433,16.3038807,-2.0837195,14.2196751,8.9996634,-3.3319778,5.6678176,4.9587622,-4.2057958,0.7528659,68.7206116,99.9835052,,
1.8700526,-4.1755147,-2.3053622,1.5949396,-4.011075,-2.4161487,0.6792776,-4.1635122,-3.4838345,16.2558823,-2.1118226,14.1435719,8.9175673,-3.345798,5.5718989,4.8904123,-4.2136307,0.6766812,68.6636658,99.9832306,,
1.8207972,-4.1752367,-2.3543391,1.5434538,-4.0147653,-2.4713247,0.6270212,-4.16324,-3.5358181,16.1724739,-2.1171856,14.0548019,8.8432703,-3.3592331,5.4841676,4.8214216,-4.2203789,0.600942,68.6363525,99.9829483,,
1.7764876,-4.1797895,-2.4032016,1.4901154,-4.0176268,-2.5275252,0.5780944,-4.1643319,-3.5858376,16.1050148,-2.1416566,13.9628706,8.7541189,-3.3710415,5.3832073,4.7503848,-4.2282343,0.5220499,68.6005707,99.9826202,,
1.7359574,-4.1835637,-2.4475064,1.4350451,-4.0172763,-2.5822444,0.5265484,-4.1634731,-3.6365247,16.0394554,-2.1583705,13.8805952,8.676013,-3.3828883,5.2932544,4.676733,-4.234262,0.4423699,68.5496521,99.9823074,,
1.693181,-4.1862783,-2.4929976,1.3822534,-4.0183144,-2.6360743,0.4746501,-4.1625109,-3.6874607,15.9839802,-2.1751776,13.8083162,8.6035089,-3.399873,5.2037654,4.6091504,-4.2425289,0.3665207,68.503624,99.9820251,,
1.648432,-4.1871705,-2.5386384,1.3285381,-4.0196252,-2.6911006,0.4264767,-4.1634903,-3.7366135,15.9109545,-2.1890998,13.7213688,8.5214443,-3.4113548,5.110219,4.5406518,-4.2493114,0.2912399,68.4785004,99.9816589,,
1.6082283,-4.1915565,-2.5832286,1.2774115,-4.0207572,-2.7433584,0.375136,-4.161005,-3.7854691,15.8554182,-2.2202611,13.6346693,8.4345264,-3.4213059,5.0133491,4.4686432,-4.2561216,0.2124209,68.4205322,99.9813843,,
1.5388145,-4.1841774,-2.6452632,1.2262211,-4.0241752,-2.7979665,0.3221964,-4.1618896,-3.8392932,15.7156162,-2.2046354,13.5104933,8.360199,-3.4336441,4.9266834,4.4040537,-4.2629576,0.1409962,68.443161,99.9813995,,
1.4862053,-4.1843767,-2.698071,1.1691697,-4.0251913,-2.856034,0.273753,-4.163311,-3.8891575,15.6376953,-2.2172642,13.4199429,8.2792301,-3.4432893,4.8360682,4.3343992,-4.2664962,0.0678031,68.4323883,99.9810333,,
1.4455445,-4.1866093,-2.7409647,1.118958,-4.0244155,-2.9054704,0.2253885,-4.160851,-3.9350619,15.5636196,-2.2270679,13.3360672,8.2010384,-3.4510601,4.7501054,4.2739525,-4.2748294,-0.0009772,68.3861847,99.9807816,,
1.4014567,-4.1856456,-2.7840889,1.0664809,-4.0244813,-2.9580131,0.1733702,-4.1586003,-3.9848304,15.4961605,-2.2464976,13.2491741,8.1273441,-3.4681633,4.6593084,4.1968017,-4.27876,-0.0820579,68.3465729,99.9804535,,
1.3669145,-4.1924658,-2.8254514,1.0108888,-4.0246077,-3.0137312,0.1249769,-4.1596465,-4.0342698,15.45329,-2.2707968,13.1820049,8.0355415,-3.474299,4.5613699,4.1303015,-4.2874718,-0.157271,68.2911148,99.980011,,
1.3228335,-4.1928682,-2.8699346,0.9645154,-4.0275402,-3.0630374,0.0777811,-4.1608438,-4.0826621,15.3877745,-2.2866917,13.1005955,7.9585724,-3.4862237,4.472476,4.0621605,-4.2936335,-0.2315726,68.268631,99.9798203,,
1.2773283,-4.1880307,-2.9106021,0.9193963,-4.0289049,-3.1095207,0.0333571,-4.1597962,-4.126039,15.3017483,-2.2806425,13.0206194,7.8913703,-3.4994335,4.3920631,4.0008669,-4.2990837,-0.2983162,68.2592926,99.9795227,,
1.2381761,-4.1912923,-2.953016,0.8695129,-4.0251827,-3.1556818,-0.0118734,-4.1558208,-4.1672945,15.2369337,-2.2973673,12.9390774,7.813859,-3.5030694,4.310915,3.9381719,-4.3023634,-0.3642913,68.2092285,99.9793167,,
1.1984868,-4.1963687,-2.9977822,0.8188826,-4.0217333,-3.2028623,-0.0547642,-4.1529942,-4.2073588,15.1819057,-2.3200731,12.8613453,7.7413955,-3.5082443,4.2332773,3.8784232,-4.3045616,-0.4262382,68.1637497,99.9790955,,
