t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,RealPower,VT/Ti,PaCO2_e
1.0,28.57,0.419,11.971,486,393.6122754,318.1913073,0.81,71.4,13.7,25.3,31.3,7.46,2.1,17.04,3.27,15.55,4.47,20.84,0.07,122,23,111,32,0,,0,NONE,19.8,58,651,764,2715,113.1,1.89,0,51.5,0,1775,939,0,65.4,34.6,0.81,0,1.17,0.93,2.1,0.56,0.15,1.078,0,0,0,,22,92.2,0,0.36,34.34
4.0,21.66,0.43,9.314,407,311.3415725,251.8855527,0.81,73.0,14.3,25.0,31.0,5.9,1.7,16.98,3.33,15.58,4.51,20.84,0.07,122,24,112,32,0,,0,NONE,19.8,58,651,764,2147,89.5,1.49,0,40.7,0,1400,748,0,65.2,34.8,0.81,0,1.06,1.71,2.77,0.38,0.15,0.969,3,0,0,,17,93.9,0,0.41,34.6
6.0,20.83,0.418,8.708,423,284.17902,233.7606876,0.82,71.3,13.8,25.5,31.0,5.39,1.5,17.06,3.3,15.72,4.44,20.84,0.07,122,24,113,32,0,,0,NONE,19.8,58,651,764,1966,81.9,1.37,0,37.3,0,1191,776,0,60.6,39.4,0.82,0,1.12,1.76,2.88,0.39,0.14,0.94,2,0,0,,16,94.3,0,0.37,34.15
9.0,22.22,0.455,10.111,470,331.9462838,273.7107488,0.82,77.5,15.1,25.8,31.3,6.29,1.8,17.03,3.32,15.56,4.53,20.84,0.06,122,24,112,32,0,,0,NONE,19.8,58,651,764,2298,95.7,1.6,0,43.6,0,1376,922,0,59.9,40.1,0.82,0,1.15,1.55,2.7,0.43,0.16,1.005,3,0,0,,19,93.4,0,0.4,34.73
12.0,21.58,0.471,10.165,453,328.349555,271.984493,0.83,80.5,15.5,26.4,31.8,6.22,1.8,17.09,3.29,15.6,4.53,20.84,0.07,123,24,112,32,0,,0,NONE,19.8,58,651,764,2275,94.8,1.58,0,43.1,0,1333,942,0,58.6,41.4,0.83,0,1.08,1.7,2.78,0.39,0.17,1.007,3,0,0,,18,93.4,0,0.44,34.73
15.0,21.51,0.443,9.527,469,302.5877636,249.9217858,0.83,76.0,14.3,26.5,32.1,5.74,1.6,17.16,3.23,15.79,4.4,20.84,0.07,123,23,113,32,0,,0,NONE,19.8,58,651,764,2095,87.3,1.46,0,39.7,0,1245,851,0,59.4,40.6,0.83,0,1.12,1.67,2.79,0.4,0.16,0.979,3,0,0,,17,93.8,0,0.4,33.89
18.0,19.11,0.504,9.631,501,325.5368115,270.5948045,0.83,85.3,17.4,25.5,30.6,6.17,1.8,16.92,3.45,15.52,4.65,20.85,0.07,121,25,111,33,0,,0,NONE,19.8,58,651,764,2257,94.0,1.57,0,42.8,0,1300,957,0,57.6,42.4,0.83,0,1.17,1.97,3.14,0.37,0.16,0.984,3,0,0,,18,93.7,0,0.43,35.51
21.0,18.81,0.529,9.95,536,332.6453733,273.890114,0.82,89.9,17.9,26.0,31.5,6.31,1.8,16.99,3.38,15.54,4.64,20.87,0.07,122,24,111,33,0,,0,NONE,19.8,58,651,764,2302,95.9,1.6,0,43.6,0,1388,914,0,60.3,39.7,0.82,0,1.34,1.85,3.19,0.42,0.18,0.998,3,0,0,,19,93.5,0,0.39,35.44
24.0,19.67,0.46,9.049,487,291.1759508,243.1321628,0.84,78.8,15.2,26.3,31.6,5.52,1.6,17.13,3.3,15.8,4.46,20.87,0.07,123,24,113,32,0,,0,NONE,19.8,58,651,764,2020,84.2,1.4,1,38.3,0,1138,883,0,56.3,43.7,0.84,0,1.26,1.79,3.05,0.41,0.16,0.957,3,0,0,,16,94.1,0,0.37,34.28
27.0,20.62,0.459,9.464,454,294.2625001,246.2777471,0.84,79.2,14.7,27.3,32.6,5.58,1.6,17.25,3.2,15.74,4.51,20.87,0.07,124,23,113,32,0,,0,NONE,19.8,58,651,764,2043,85.1,1.42,1,38.7,0,1137,906,0,55.7,44.3,0.84,0,1.14,1.77,2.91,0.39,0.18,0.976,3,0,0,,16,93.8,0,0.4,34.6
30.0,21.74,0.429,9.326,423,288.4181413,241.9833181,0.84,74.1,13.7,27.1,32.3,5.47,1.6,17.27,3.19,15.98,4.32,20.87,0.07,124,23,115,31,0,,0,NONE,19.8,58,651,764,2003,83.5,1.39,1,38.0,0,1101,902,0,54.9,45.1,0.84,0,1.1,1.66,2.76,0.4,0.15,0.97,3,0,0,,16,93.9,0,0.39,33.38
33.0,20.76,0.446,9.26,406,281.2621444,237.7931446,0.85,77.3,14.1,27.8,32.8,5.33,1.5,17.33,3.16,15.93,4.36,20.87,0.07,124,23,114,31,0,,0,NONE,19.8,58,651,764,1956,81.5,1.36,1,37.1,0,1032,924,0,52.7,47.3,0.85,0,1.07,1.82,2.89,0.37,0.17,0.967,3,0,0,,16,94.0,0,0.42,33.63
35.0,21.28,0.43,9.149,423,274.4751733,233.2899453,0.85,74.7,13.5,27.9,32.8,5.2,1.5,17.37,3.14,15.94,4.32,20.87,0.07,125,23,114,31,0,,0,NONE,19.8,58,651,764,1911,79.6,1.33,1,36.2,0,979,932,0,51.2,48.8,0.85,0,1.13,1.69,2.82,0.4,0.16,0.961,2,0,0,,15,94.0,0,0.38,33.38
38.0,23.35,0.373,8.708,375,261.446202,221.1195212,0.85,64.8,11.7,27.1,32.0,4.96,1.4,17.37,3.14,16.13,4.24,20.87,0.08,125,22,116,30,0,,0,NONE,19.8,58,651,764,1819,75.8,1.26,1,34.5,0,957,861,0,52.6,47.4,0.85,0,1.01,1.56,2.57,0.39,0.13,0.94,3,0,0,,15,94.3,0,0.37,32.86
41.0,20.69,0.38,7.862,358,231.1517012,194.798787,0.84,66.3,11.6,27.7,32.9,4.38,1.3,17.45,3.05,16.07,4.25,20.87,0.07,125,22,115,30,0,,0,NONE,19.8,58,651,764,1607,66.9,1.12,1,30.5,0,862,744,0,53.7,46.3,0.84,0,0.96,1.94,2.9,0.33,0.15,0.896,3,0,0,,13,94.9,0,0.4,32.92
44.0,21.58,0.362,7.813,375,238.1662005,200.9878557,0.84,62.7,11.5,26.5,31.4,4.51,1.3,17.32,3.18,16.0,4.33,20.87,0.08,124,23,115,31,0,,0,NONE,19.8,58,651,764,1656,69.0,1.15,1,31.4,0,882,774,0,53.3,46.7,0.84,0,1.03,1.75,2.78,0.37,0.13,0.893,3,0,0,,13,94.9,0,0.35,33.44
47.0,21.2,0.389,8.247,393,254.8588305,213.9781194,0.84,67.2,12.5,26.5,31.6,4.83,1.4,17.28,3.21,15.99,4.31,20.87,0.09,124,23,115,31,0,,0,NONE,19.8,58,651,764,1770,73.8,1.23,1,33.6,0,969,801,0,54.7,45.3,0.84,0,1.11,1.72,2.83,0.39,0.13,0.916,3,0,0,,14,94.6,0,0.35,33.31
50.0,20.2,0.366,7.394,330,239.9543511,198.7601795,0.83,62.6,12.1,24.9,30.1,4.55,1.3,17.1,3.31,15.77,4.46,20.87,0.07,123,24,113,32,0,,0,NONE,19.8,58,651,764,1662,69.3,1.15,1,31.5,0,974,688,0,58.6,41.4,0.83,0,1.02,1.95,2.97,0.34,0.12,0.869,3,0,0,,13,95.2,0,0.36,34.28
53.0,18.69,0.424,7.925,392,264.0516609,218.3182244,0.83,72.1,14.4,25.1,30.3,5.01,1.4,17.0,3.4,15.82,4.4,20.87,0.08,122,24,113,32,0,,0,NONE,19.8,58,651,764,1829,76.2,1.27,1,34.7,0,1081,748,0,59.1,40.9,0.83,0,1.13,2.08,3.21,0.35,0.12,0.899,3,0,0,,15,94.8,0,0.38,33.89
58.0,12.47,0.726,9.056,751,320.9083882,271.1287869,0.84,121.7,26.6,25.5,30.2,6.08,1.7,16.76,3.66,15.43,4.75,20.89,0.06,120,26,111,34,0,,0,NONE,19.8,58,651,764,2232,93.0,1.55,1,42.3,0,1182,1050,0,52.9,47.1,0.84,0,2.0,2.81,4.81,0.42,0.18,0.957,5,0,0,,18,94.1,0,0.36,36.15
61.0,19.35,0.41,7.935,376,254.3887878,210.44812,0.83,70.4,13.5,25.9,31.3,4.82,1.4,17.17,3.29,15.84,4.45,20.89,0.1,123,24,114,32,0,,0,NONE,19.8,58,651,764,1762,73.4,1.22,1,33.4,0,1039,723,0,59.0,41.0,0.83,0,1.08,2.02,3.1,0.35,0.14,0.9,3,0,0,,14,94.8,0,0.38,34.21
63.0,21.74,0.416,9.043,375,278.6730391,233.1176481,0.84,72.0,13.2,27.0,32.3,5.28,1.5,17.31,3.17,15.98,4.32,20.89,0.07,124,23,115,31,0,,0,NONE,19.8,58,651,764,1934,80.6,1.34,1,36.7,0,1079,855,0,55.8,44.2,0.84,0,1.07,1.69,2.76,0.39,0.15,0.956,2,0,0,,16,94.1,0,0.39,33.38
66.0,21.05,0.405,8.526,390,273.8441465,227.638349,0.83,69.5,13.3,25.8,31.0,5.19,1.5,17.16,3.28,15.88,4.39,20.89,0.07,123,24,114,31,0,,0,NONE,19.8,58,651,764,1898,79.1,1.32,1,36.0,0,1093,805,0,57.6,42.4,0.83,0,1.03,1.82,2.85,0.36,0.13,0.931,3,0,0,,15,94.5,0,0.39,33.83
70.0,15.08,0.557,8.397,525,280.5295202,238.7724194,0.85,94.6,19.4,26.2,30.7,5.32,1.5,16.98,3.48,15.54,4.68,20.88,0.06,122,25,111,34,0,,0,NONE,19.8,58,651,764,1954,81.4,1.36,2,37.0,0,993,961,0,50.8,49.2,0.85,0,1.49,2.49,3.98,0.37,0.17,0.924,4,0,0,,16,94.5,0,0.37,35.7
