O2Hb1,HHb1,tHb1,O2Hb2,HHb2,tHb2,O2Hb3,HHb3,tHb3,O2Hb1-2,HHb1-2,tHb1-2,O2Hb2-2,HHb2-2,tHb2-2,O2Hb3-2,HHb3-2,tHb3-2,TSI%,TSI%,TSI%,TSI Fit Factor,TSI%,TSI%,Event,Event Time
-10.1980667,0.0270856,-10.1709805,-10.7064877,0.5033733,-10.2031326,-10.7296791,1.1984094,-9.5313702,0.8704096,-0.1341725,0.7359453,-4.4163904,-0.8288779,-5.2448726,-5.98771,-0.0040749,-5.9914999,57.9750481,57.9750481,57.9750481,99.605278,57.9750481,57.9750481,,
-10.2233448,0.032521,-10.1908236,-10.7086563,0.5048394,-10.2038355,-10.7349825,1.1996793,-9.5354042,0.806434,-0.1136661,0.6924762,-4.4189353,-0.8291531,-5.2476931,-5.98771,-0.0040749,-5.9914999,58.0207024,58.0207024,58.0207024,99.6074753,58.0207024,58.0207024,,
-10.2101116,0.0253235,-10.1847897,-10.7167921,0.5055085,-10.2113037,-10.7421513,1.2010456,-9.5412045,0.8563049,-0.143524,0.7124892,-4.4314699,-0.826773,-5.2578478,-5.9996119,0.0003927,-5.9989328,57.9535942,57.9535942,57.9535942,99.606102,57.9535942,57.9535942,,
-10.1979656,0.0159311,-10.1820345,-10.7258873,0.5073426,-10.2185612,-10.7447281,1.1997375,-9.5450907,0.8999149,-0.1741942,0.7254288,-4.4482341,-0.8201751,-5.2680135,-5.9973607,-0.0043218,-6.0013967,57.9036369,57.9036369,57.9036369,99.6051636,57.9036369,57.9036369,,
-10.1727352,0.0012692,-10.1714659,-10.7359266,0.5127798,-10.2231655,-10.7507296,1.2032481,-9.5475807,0.9767879,-0.2202965,0.7561995,-4.4562721,-0.8163731,-5.2722497,-5.996964,-0.0049008,-6.0015783,57.7895622,57.7895622,57.7895622,99.6040726,57.7895622,57.7895622,,
-10.1739836,0.0005694,-10.1734142,-10.7408352,0.51288,-10.2279739,-10.7558575,1.2037376,-9.5522203,0.9902856,-0.220083,0.7699107,-4.4668455,-0.8128499,-5.2793002,-6.0088329,-0.0004451,-6.0089917,57.7755127,57.7755127,57.7755127,99.6037369,57.7755127,57.7755127,,
-10.2047558,0.0128042,-10.1919498,-10.7453089,0.5133327,-10.2319937,-10.7660236,1.2077327,-9.5583916,0.91737,-0.1931582,0.7239197,-4.4668455,-0.8128499,-5.2793002,-6.0101519,5e-05,-6.0098152,57.8278923,57.8278923,57.8278923,99.6049042,57.8278923,57.8278923,,
-10.2095242,0.010092,-10.1994305,-10.7549992,0.5155705,-10.2394466,-10.7674007,1.2074662,-9.5600328,0.9129753,-0.1967367,0.7159467,-4.4817338,-0.8069898,-5.2883286,-6.0207014,0.0040107,-6.0164046,57.8277359,57.8277359,57.8277359,99.6044693,57.8277359,57.8277359,,
-10.2257118,0.0182358,-10.2074757,-10.7592964,0.5169954,-10.2423182,-10.7712269,1.2076311,-9.5636969,0.8805269,-0.1857951,0.6944399,-4.4775662,-0.8131164,-5.2902875,-6.0205612,0.0009479,-6.0193257,57.870018,57.870018,57.870018,99.6048813,57.870018,57.870018,,
-10.2188845,0.0200428,-10.1988411,-10.7521572,0.5128673,-10.2393084,-10.7815237,1.2121642,-9.5694599,0.8917428,-0.1722204,0.7192305,-4.4528532,-0.8254043,-5.2778621,-6.028616,0.0069812,-6.021348,57.8197441,57.8197441,57.8197441,99.6047745,57.8197441,57.8197441,,
-10.2324085,0.0230108,-10.2093983,-10.7583942,0.514196,-10.244216,-10.7844696,1.211408,-9.5731611,0.8710621,-0.1718834,0.6988868,-4.466126,-0.825926,-5.2916555,-6.0365286,0.0099517,-6.0262899,57.8489304,57.8489304,57.8489304,99.6052094,57.8489304,57.8489304,,
-10.244668,0.0266702,-10.2179966,-10.7593832,0.5146727,-10.2447309,-10.7894068,1.2118169,-9.5776911,0.8439161,-0.1587281,0.6848961,-4.458518,-0.8250898,-5.2832127,-6.0333524,0.0053198,-6.0277457,57.8684082,57.8684082,57.8684082,99.606369,57.8684082,57.8684082,,
-10.2471285,0.028596,-10.2185316,-10.7662029,0.5158665,-10.2503529,-10.7961884,1.2145425,-9.5817461,0.853985,-0.16349,0.6902032,-4.4624033,-0.827391,-5.2893987,-6.0351954,0.005152,-6.029757,57.8517227,57.8517227,57.8517227,99.605545,57.8517227,57.8517227,,
-10.2581768,0.0287819,-10.229394,-10.7769184,0.5179037,-10.2590322,-10.801652,1.2158701,-9.5858812,0.8307828,-0.1695071,0.6609837,-4.4742446,-0.8240072,-5.2978568,-6.0457463,0.0091126,-6.0363464,57.8555222,57.8555222,57.8555222,99.6053009,57.8555222,57.8555222,,
-10.2700825,0.0281285,-10.2419538,-10.7794437,0.5179341,-10.2615271,-10.8091917,1.2178102,-9.5914822,0.7960759,-0.1618925,0.6338915,-4.486249,-0.8243896,-5.3102446,-6.0576148,0.0135684,-6.0437593,57.851532,57.851532,57.851532,99.6066208,57.851532,57.851532,,
-10.2575245,0.0223355,-10.2351885,-10.7888527,0.5192816,-10.2695885,-10.8145847,1.2188712,-9.5958157,0.8417729,-0.1756457,0.6658352,-4.486249,-0.8243896,-5.3102446,-6.0589337,0.0140635,-6.0445833,57.7947502,57.7947502,57.7947502,99.6048737,57.7947502,57.7947502,,
-10.2561283,0.016911,-10.2392178,-10.7986641,0.5236676,-10.2750149,-10.8166018,1.218491,-9.5982113,0.8772249,-0.2043403,0.6725926,-4.5045824,-0.8114282,-5.3156157,-6.0589337,0.0140635,-6.0445833,57.7743034,57.7743034,57.7743034,99.6048584,57.7743034,57.7743034,,
-10.2631969,0.015052,-10.2481441,-10.807436,0.5255522,-10.2819014,-10.8202295,1.2194247,-9.6009045,0.864655,-0.2059402,0.6584228,-4.5126061,-0.8076319,-5.3198428,-6.0581403,0.0129055,-6.0449471,57.7710762,57.7710762,57.7710762,99.6047287,57.7710762,57.7710762,,
-10.2573452,0.0140452,-10.2432995,-10.8100491,0.5247473,-10.2853212,-10.8283625,1.2217002,-9.60676,0.8758705,-0.2090413,0.6665371,-4.5054064,-0.8162111,-5.3212228,-6.0655146,0.0122343,-6.0529943,57.7285995,57.7285995,57.7285995,99.6040115,57.7285995,57.7285995,,
-10.2790833,0.0287096,-10.2503757,-10.803278,0.5216421,-10.2816534,-10.8329716,1.2233691,-9.6097012,0.8394871,-0.1789627,0.6602324,-4.4955311,-0.8207363,-5.3158731,-6.0681524,0.0132244,-6.0546412,57.7914238,57.7914238,57.7914238,99.6050797,57.7914238,57.7914238,,
-10.2888927,0.0308845,-10.258008,-10.8108444,0.5256687,-10.2851954,-10.8372164,1.2236447,-9.6136723,0.8144735,-0.1655652,0.6486163,-4.4992437,-0.819275,-5.3181243,-6.0681524,0.0132244,-6.0546412,57.804512,57.804512,57.804512,99.6057053,57.804512,57.804512,,
-10.2762794,0.0275356,-10.248744,-10.8149548,0.526325,-10.2886486,-10.844306,1.2251027,-9.6193027,0.8562331,-0.1768244,0.6791168,-4.5085354,-0.815618,-5.3237581,-6.0800219,0.0176802,-6.0620542,57.7481613,57.7481613,57.7481613,99.6047211,57.7481613,57.7481613,,
-10.2647572,0.0228399,-10.2419167,-10.8201199,0.5275699,-10.2925692,-10.8479576,1.2265924,-9.6214657,0.8941549,-0.1991492,0.6947137,-4.5141187,-0.8134205,-5.3271446,-6.0813403,0.0181753,-6.0628781,57.6991463,57.6991463,57.6991463,99.6035767,57.6991463,57.6991463,,
-10.2803736,0.0297647,-10.2506084,-10.8253088,0.5288258,-10.2964993,-10.8511086,1.2268249,-9.624383,0.8539267,-0.1801336,0.6735011,-4.5141191,-0.8134206,-5.3271437,-6.0814676,0.0169334,-6.0642481,57.7387619,57.7387619,57.7387619,99.603775,57.7387619,57.7387619,,
-10.2813473,0.0278128,-10.2535343,-10.8265247,0.5281718,-10.2983704,-10.8592281,1.2290871,-9.6302395,0.8567622,-0.1843014,0.6721689,-4.5130954,-0.8189305,-5.3316307,-6.0905581,0.0173362,-6.0729361,57.7073593,57.7073593,57.7073593,99.604248,57.7073593,57.7073593,,
-10.3045588,0.0399962,-10.2645626,-10.8239689,0.5275996,-10.2963886,-10.8640165,1.229991,-9.6341276,0.8080549,-0.1527927,0.6549703,-4.4988818,-0.8258017,-5.3242879,-6.0905581,0.0173362,-6.0729361,57.7688904,57.7688904,57.7688904,99.6057587,57.7688904,57.7688904,,
-10.3094769,0.0337267,-10.2757511,-10.8346195,0.5288292,-10.305809,-10.8677959,1.2302613,-9.6376333,0.8089565,-0.1708097,0.6378549,-4.5260415,-0.8119199,-5.3375659,-6.0905581,0.0173362,-6.0729361,57.7520256,57.7520256,57.7520256,99.6055222,57.7520256,57.7520256,,
-10.2958612,0.0364938,-10.259367,-10.8404074,0.531722,-10.3087034,-10.8719425,1.2326604,-9.6393814,0.8556737,-0.1693254,0.6860564,-4.5193539,-0.8177443,-5.3367028,-6.0945139,0.0188215,-6.0754066,57.7136116,57.7136116,57.7136116,99.6033783,57.7136116,57.7136116,,
-10.2850618,0.0294771,-10.2555838,-10.8488503,0.5343455,-10.3145227,-10.8830204,1.2368174,-9.6463032,0.8954956,-0.1944431,0.7007605,-4.5305204,-0.8133491,-5.3434739,-6.1050611,0.0227808,-6.0819941,57.6321106,57.6321106,57.6321106,99.6027298,57.6321106,57.6321106,,
-10.2978115,0.0271126,-10.2706995,-10.8525772,0.5300508,-10.3225441,-10.8879671,1.2342957,-9.6537714,0.866214,-0.1981939,0.6677281,-4.5251818,-0.8211961,-5.3459826,-6.1137233,0.0225928,-6.0908442,57.6470642,57.6470642,57.6470642,99.6032562,57.6470642,57.6470642,,
-10.3128529,0.0374307,-10.275424,-10.8543129,0.5330875,-10.3212433,-10.8919067,1.2351756,-9.6568308,0.8347681,-0.1720189,0.6624572,-4.5281477,-0.8168367,-5.3445888,-6.1129293,0.0214348,-6.0912085,57.6900253,57.6900253,57.6900253,99.6041718,57.6900253,57.6900253,,
-10.3255568,0.0392329,-10.2863245,-10.8652668,0.5347812,-10.3305035,-10.8972797,1.2343124,-9.6630688,0.8135282,-0.164176,0.6490604,-4.5369272,-0.8159347,-5.3524671,-6.1182046,0.0234152,-6.0945024,57.7088394,57.7088394,57.7088394,99.6040344,57.7088394,57.7088394,,
-10.3176022,0.0237627,-10.2938404,-10.875514,0.5368942,-10.3386393,-10.9033918,1.235225,-9.6682663,0.8409384,-0.2044643,0.6361821,-4.5487361,-0.8125639,-5.3609047,-6.1261172,0.0263857,-6.0994449,57.6349907,57.6349907,57.6349907,99.6042557,57.6349907,57.6349907,,
-10.3375378,0.0378896,-10.2996483,-10.8747921,0.5360838,-10.338726,-10.907299,1.237108,-9.6702909,0.7915044,-0.1685263,0.6226861,-4.5413103,-0.8154866,-5.3564019,-6.1261172,0.0263857,-6.0994449,57.6940308,57.6940308,57.6940308,99.6044388,57.6940308,57.6940308,,
-10.3471956,0.0453475,-10.3018475,-10.8692484,0.5320808,-10.3371859,-10.9130106,1.2386563,-9.6744547,0.7778764,-0.1551722,0.6224123,-4.5357413,-0.8176785,-5.3530245,-6.128078,0.024972,-6.1028199,57.7122917,57.7122917,57.7122917,99.6048737,57.7122917,57.7122917,,
-10.3485651,0.039364,-10.3092012,-10.8806248,0.5348934,-10.3457508,-10.9177103,1.2387424,-9.6790686,0.7768878,-0.1704107,0.6061851,-4.5463634,-0.8160513,-5.36202,-6.1353002,0.0255334,-6.1094809,57.6874199,57.6874199,57.6874199,99.6046524,57.6874199,57.6874199,,
-10.3394785,0.0399027,-10.2995758,-10.8836002,0.5365846,-10.3470354,-10.9237013,1.2408724,-9.6829281,0.8112425,-0.1674929,0.6434577,-4.5428042,-0.8212825,-5.3636923,-6.1405749,0.0275138,-6.1127748,57.6483994,57.6483994,57.6483994,99.60380549999999,57.6483994,57.6483994,,
-10.3541584,0.0454619,-10.3086977,-10.8885937,0.5373327,-10.3512802,-10.9299221,1.2421286,-9.6878948,0.7788216,-0.1565614,0.6219682,-4.5428042,-0.8212825,-5.3636923,-6.1424189,0.027346,-6.1147866,57.6714172,57.6714172,57.6714172,99.6041718,57.6714172,57.6714172,,
-10.3652248,0.0486848,-10.3165379,-10.8922215,0.5377974,-10.3544436,-10.9341087,1.2426834,-9.6915255,0.7426201,-0.140073,0.6022551,-4.5428042,-0.8212825,-5.3636923,-6.1445189,0.0246944,-6.1195374,57.6888962,57.6888962,57.6888962,99.6045914,57.6888962,57.6888962,,
-10.3630943,0.0442951,-10.318799,-10.8925438,0.5367957,-10.3557663,-10.9408741,1.2447413,-9.6962337,0.7835475,-0.1635077,0.6197479,-4.5416179,-0.8230263,-5.3642492,-6.1510954,0.0271632,-6.1236458,57.6492615,57.6492615,57.6492615,99.6050568,57.6492615,57.6492615,,
-10.3853369,0.0551057,-10.3302288,-10.9005394,0.536366,-10.364193,-10.9477215,1.2460506,-9.7017708,0.7287944,-0.1297665,0.5987359,-4.5603776,-0.8194731,-5.3794556,-6.1576719,0.0296321,-6.1277533,57.6988144,57.6988144,57.6988144,99.604538,57.6988144,57.6988144,,
-10.3794994,0.049052,-10.3304482,-10.907526,0.5395482,-10.3679943,-10.947628,1.2446952,-9.7030325,0.7562481,-0.1534271,0.6025289,-4.568841,-0.811035,-5.3794804,-6.1576719,0.0296321,-6.1277533,57.6766548,57.6766548,57.6766548,99.6043472,57.6766548,57.6766548,,
-10.3532028,0.0369035,-10.3162994,-10.9163704,0.5432897,-10.3730984,-10.9533978,1.2451253,-9.708374,0.8432678,-0.1845197,0.6584561,-4.5744095,-0.808843,-5.3828573,-6.1576719,0.0296321,-6.1277533,57.5775146,57.5775146,57.5775146,99.6029968,57.5775146,57.5775146,,
-10.3824902,0.0412358,-10.3412533,-10.9279156,0.5441786,-10.3837557,-10.9619732,1.2460074,-9.7160645,0.7757448,-0.1720691,0.6033837,-4.5943899,-0.8054475,-5.3994436,-6.1680455,0.0305168,-6.1372409,57.6214981,57.6214981,57.6214981,99.6039658,57.6214981,57.6214981,,
-10.3870707,0.0374533,-10.349618,-10.9365273,0.545377,-10.3911686,-10.9688854,1.2481242,-9.7208624,0.7639638,-0.1781212,0.5855505,-4.6056056,-0.8029486,-5.4081597,-6.1704283,0.0339907,-6.1361494,57.596077,57.596077,57.596077,99.6038742,57.596077,57.596077,,
-10.3668232,0.030835,-10.335989,-10.9383173,0.5446047,-10.3937302,-10.9740562,1.2497609,-9.7243938,0.8428289,-0.2072428,0.635294,-4.5939512,-0.8100894,-5.4036455,-6.1818676,0.0378557,-6.1437254,57.5204239,57.5204239,57.5204239,99.6024017,57.5204239,57.5204239,,
-10.3679676,0.0312576,-10.3367109,-10.9364834,0.5399684,-10.3965349,-10.9802074,1.2491971,-9.7311106,0.8523242,-0.2045076,0.6475245,-4.5959611,-0.8131287,-5.4086943,-6.1788163,0.0319806,-6.1465492,57.5098877,57.5098877,57.5098877,99.6022873,57.5098877,57.5098877,,
-10.3740149,0.0359429,-10.3380718,-10.9414711,0.5431464,-10.398345,-10.9836493,1.24989,-9.7338591,0.8388938,-0.1881058,0.6504961,-4.5878649,-0.8150382,-5.4025087,-6.1792135,0.0325595,-6.1463671,57.5226517,57.5226517,57.5226517,99.6023636,57.5226517,57.5226517,,
-10.3941393,0.0478417,-10.3462963,-10.9481754,0.5478825,-10.4003105,-10.9864721,1.25227,-9.7343006,0.7933947,-0.1713048,0.6217979,-4.5926104,-0.8080631,-5.4002795,-6.186584,0.0361864,-6.1501102,57.5775757,57.5775757,57.5775757,99.6026382,57.5775757,57.5775757,,
-10.3950586,0.0395283,-10.3555307,-10.9526987,0.5450398,-10.4076767,-10.992712,1.2501137,-9.7427006,0.7909113,-0.1776694,0.6129498,-4.6008654,-0.8099217,-5.4103928,-6.1895871,0.0334443,-6.1558552,57.5494308,57.5494308,57.5494308,99.6030731,57.5494308,57.5494308,,
-10.4098272,0.0444027,-10.3654261,-10.9625225,0.5470773,-10.4154644,-10.99827,1.250757,-9.747613,0.7545119,-0.1642287,0.5899912,-4.6164103,-0.8050803,-5.4210963,-6.1918211,0.0338528,-6.1576805,57.5746574,57.5746574,57.5746574,99.6028748,57.5746574,57.5746574,,
-10.4171715,0.0455418,-10.3716307,-10.9657516,0.5503531,-10.4154167,-11.0020809,1.2530334,-9.7491465,0.7518306,-0.173641,0.5778977,-4.6126885,-0.8065454,-5.4188385,-6.197082,0.0358279,-6.1609674,57.5746651,57.5746651,57.5746651,99.6037827,57.5746651,57.5746651,,
-10.4076357,0.0420204,-10.3656149,-10.9691772,0.5485595,-10.4206352,-11.0090694,1.2528421,-9.7563286,0.7897683,-0.1793279,0.6101484,-4.6238546,-0.8021502,-5.4256101,-6.2019477,0.0372264,-6.1644344,57.5295486,57.5295486,57.5295486,99.6028137,57.5295486,57.5295486,,
-10.4141941,0.0474615,-10.3667316,-10.9667034,0.54541,-10.4213123,-11.012825,1.2538289,-9.7590961,0.7894163,-0.1687955,0.6203288,-4.6066747,-0.8133809,-5.4196606,-6.212729,0.0387047,-6.1737375,57.5434494,57.5434494,57.5434494,99.6026459,57.5434494,57.5434494,,
-10.4396124,0.0512379,-10.3883743,-10.9701672,0.5456451,-10.4245415,-11.0147924,1.2540927,-9.7608004,0.7256742,-0.161902,0.5634801,-4.6142006,-0.8123341,-5.4261403,-6.2123337,0.0381281,-6.1739187,57.5974197,57.5974197,57.5974197,99.604248,57.5974197,57.5974197,,
-10.4325314,0.0500646,-10.3824663,-10.9767084,0.5472478,-10.4294796,-11.0256653,1.2587084,-9.7670565,0.7514788,-0.1631086,0.588078,-4.6179228,-0.8108691,-5.4283972,-6.2143102,0.0410109,-6.1730127,57.5370369,57.5370369,57.5370369,99.6032104,57.5370369,57.5370369,,
-10.4194231,0.0400338,-10.3793888,-10.9823694,0.5494753,-10.4329119,-11.0288534,1.2593714,-9.7695837,0.8054844,-0.1924128,0.6127795,-4.6197791,-0.8101384,-5.429523,-6.2185149,0.0400204,-6.1782064,57.4750862,57.4750862,57.4750862,99.6028976,57.4750862,57.4750862,,
-10.4142561,0.0349588,-10.3792973,-10.9891758,0.5499886,-10.4392052,-11.0337095,1.2598772,-9.7739325,0.8181672,-0.2043777,0.6134974,-4.6364865,-0.8035625,-5.4396548,-6.2246962,0.0419126,-6.1824961,57.4377327,57.4377327,57.4377327,99.6021729,57.4377327,57.4377327,,
-10.4372768,0.0486423,-10.3886337,-10.9897861,0.5491875,-10.4406157,-11.0377636,1.2599074,-9.7779541,0.7543142,-0.1672764,0.5867458,-4.6247549,-0.8088183,-5.4331789,-6.2246962,0.0419126,-6.1824961,57.5077324,57.5077324,57.5077324,99.6027374,57.5077324,57.5077324,,
-10.4462147,0.053385,-10.3928308,-10.9991827,0.5506168,-10.4485846,-11.0451994,1.2626339,-9.7826633,0.7423789,-0.1597485,0.5823384,-4.6305547,-0.8122813,-5.442441,-6.235219,0.0458628,-6.1890688,57.509285,57.509285,57.509285,99.6017609,57.509285,57.509285,,
-10.4279776,0.0345564,-10.3934221,-11.0092106,0.5546485,-10.4545803,-11.0482674,1.2617458,-9.7866201,0.8101668,-0.2159869,0.5938879,-4.6583591,-0.801338,-5.4593019,-6.234673,0.0422184,-6.1921673,57.4202156,57.4202156,57.4202156,99.6019058,57.4202156,57.4202156,,
-10.4279318,0.0328092,-10.3951225,-11.0139313,0.5571994,-10.4567509,-11.0503788,1.2620542,-9.7884235,0.801067,-0.2126267,0.5881482,-4.6575394,-0.7965531,-5.4536982,-6.2338791,0.0410604,-6.1925316,57.4092178,57.4092178,57.4092178,99.6020203,57.4092178,57.4092178,,
-10.4624615,0.053336,-10.4091272,-11.0082769,0.5535013,-10.4547939,-11.0565319,1.2639488,-9.7926817,0.7213347,-0.1655008,0.5555419,-4.6447754,-0.8073226,-5.4517031,-6.2404556,0.0435293,-6.19664,57.5078125,57.5078125,57.5078125,99.6033249,57.5078125,57.5078125,,
-10.4516544,0.0542423,-10.3974133,-11.0040045,0.548942,-10.455081,-11.0621891,1.2647671,-9.7975235,0.7518741,-0.1570132,0.5945689,-4.6246228,-0.821,-5.4452286,-6.253315,0.0466368,-6.2063899,57.4714432,57.4714432,57.4714432,99.6022186,57.4714432,57.4714432,,
-10.432826,0.0421018,-10.3907251,-11.0151272,0.5516714,-10.4634733,-11.0673637,1.2660999,-9.8013649,0.8257721,-0.198864,0.6266161,-4.6394362,-0.8151693,-5.4542122,-6.26015,0.0509226,-6.2089396,57.3853455,57.3853455,57.3853455,99.600647,57.3853455,57.3853455,,
-10.4483795,0.04943,-10.3989487,-11.0187988,0.5541565,-10.4646606,-11.0694132,1.2659732,-9.8035402,0.7736567,-0.1723383,0.6010264,-4.6472921,-0.8076087,-5.4545069,-6.2516055,0.0455654,-6.2057533,57.4300537,57.4300537,57.4300537,99.6013947,57.4300537,57.4300537,,
-10.4635315,0.0507089,-10.4128218,-11.0257092,0.5555726,-10.4701548,-11.0722218,1.2664303,-9.805891,0.7495449,-0.1769579,0.5722949,-4.6561356,-0.8085972,-5.4643383,-6.2573709,0.0468697,-6.2102132,57.4545975,57.4545975,57.4545975,99.6019287,57.4545975,57.4545975,,
-10.4725113,0.0521544,-10.4203568,-11.0279331,0.5559282,-10.472023,-11.0779982,1.2682984,-9.8098011,0.7305977,-0.1658005,0.5645052,-4.6622977,-0.8055333,-5.4674368,-6.2574949,0.0456265,-6.2115812,57.4549637,57.4549637,57.4549637,99.6026382,57.4549637,57.4549637,,
-10.4550743,0.0449956,-10.410078,-11.0383453,0.5571509,-10.4812136,-11.0853977,1.2685628,-9.8169355,0.8022534,-0.1943405,0.6076208,-4.6745448,-0.7975207,-5.4716721,-6.2693324,0.0500704,-6.2189751,57.3822021,57.3822021,57.3822021,99.6006393,57.3822021,57.3822021,,
-10.4596157,0.0453739,-10.4142418,-11.0324497,0.5543102,-10.4781551,-11.0862179,1.2694106,-9.8169079,0.7821635,-0.1848416,0.5970298,-4.6542783,-0.8093278,-5.4632125,-6.2693324,0.0500704,-6.2189751,57.3872147,57.3872147,57.3872147,99.6015167,57.3872147,57.3872147,,
-10.464859,0.0535017,-10.4113598,-11.0398712,0.5569654,-10.4829245,-11.090229,1.27008,-9.8202496,0.7922519,-0.1729633,0.6189966,-4.6635609,-0.8056746,-5.4688411,-6.2693324,0.0500704,-6.2189751,57.4057922,57.4057922,57.4057922,99.6003952,57.4057922,57.4057922,,
-10.4553204,0.0449391,-10.4103823,-11.0486927,0.5585185,-10.4901905,-11.0953465,1.2696028,-9.8258448,0.8231342,-0.1916486,0.6311938,-4.6802678,-0.7990986,-5.4789729,-6.2714033,0.0474083,-6.2237082,57.3534431,57.3534431,57.3534431,99.5997162,57.3534431,57.3534431,,
-10.4700384,0.0493584,-10.420682,-11.0536528,0.5626563,-10.4910154,-11.0960741,1.2710197,-9.8251534,0.7882301,-0.1870817,0.6008562,-4.6787748,-0.7933027,-5.4716825,-6.2689357,0.0494914,-6.2191572,57.3873062,57.3873062,57.3873062,99.6006088,57.3873062,57.3873062,,
-10.4765682,0.0480397,-10.4285278,-11.055624,0.5614246,-10.4942188,-11.1047716,1.2723063,-9.8325663,0.7868892,-0.1917879,0.5948094,-4.6821246,-0.7983681,-5.4800987,-6.2788777,0.049784,-6.2288065,57.3701859,57.3701859,57.3701859,99.6014557,57.3701859,57.3701859,,
-10.4811258,0.0488627,-10.4322634,-11.0616322,0.5612704,-10.5003777,-11.1117229,1.2731199,-9.8387012,0.7707778,-0.1847983,0.5856874,-4.6799059,-0.8056254,-5.4851365,-6.2784805,0.049205,-6.2289886,57.3607178,57.3607178,57.3607178,99.6010895,57.3607178,57.3607178,,
-10.4954872,0.0544419,-10.4410458,-11.0596447,0.5600515,-10.4996128,-11.1141033,1.2740139,-9.840189,0.7396976,-0.1691608,0.5702448,-4.6743364,-0.8078175,-5.4817591,-6.2890029,0.0531551,-6.2355614,57.3943253,57.3943253,57.3943253,99.6020355,57.3943253,57.3943253,,
-10.5020399,0.0598906,-10.4421492,-11.0615921,0.5566426,-10.5049677,-11.1212416,1.2757976,-9.845542,0.7319384,-0.1610944,0.570552,-4.6743364,-0.8078175,-5.4817591,-6.2975278,0.0542145,-6.2430253,57.3968735,57.3968735,57.3968735,99.6010666,57.3968735,57.3968735,,
-10.5011835,0.0602919,-10.4408922,-11.0627499,0.558831,-10.5039368,-11.1248875,1.2769878,-9.8479986,0.7328836,-0.1624837,0.5701079,-4.6743364,-0.8078175,-5.4817591,-6.3008161,0.0575898,-6.2429395,57.3828201,57.3828201,57.3828201,99.6015167,57.3828201,57.3828201,,
-10.4889145,0.0531733,-10.4357405,-11.0723848,0.564009,-10.5083933,-11.1272726,1.2777041,-9.8496695,0.7747561,-0.1873076,0.5871565,-4.6854706,-0.8034353,-5.4885106,-6.2896576,0.0512598,-6.2381105,57.3317184,57.3317184,57.3317184,99.6007538,57.3317184,57.3317184,,
-10.4844208,0.0499267,-10.434494,-11.0825863,0.5663783,-10.5162258,-11.1320839,1.2776521,-9.8545322,0.7825154,-0.195374,0.5868493,-4.705863,-0.7954093,-5.5008769,-6.2968621,0.0518242,-6.2447505,57.3022842,57.3022842,57.3022842,99.5996933,57.3022842,57.3022842,,
-10.5115185,0.0570614,-10.4544573,-11.0835381,0.5651072,-10.5184498,-11.1373816,1.2779679,-9.8595142,0.7184922,-0.1613305,0.5568698,-4.6899347,-0.8048703,-5.4944105,-6.3099799,0.0567487,-6.2529445,57.3596191,57.3596191,57.3596191,99.6015015,57.3596191,57.3596191,,
-10.5229473,0.0612787,-10.4616699,-11.0849209,0.5673845,-10.5175552,-11.1397858,1.2788699,-9.8610153,0.6957623,-0.1612592,0.5342112,-4.6923075,-0.8013828,-5.4932947,-6.3047328,0.0547789,-6.2496667,57.3838615,57.3838615,57.3838615,99.6025696,57.3838615,57.3838615,,
-10.5110168,0.0571616,-10.4538546,-11.0882225,0.5676439,-10.5205965,-11.1416149,1.2789609,-9.8627529,0.7336379,-0.1669232,0.5664228,-4.7003074,-0.7975957,-5.4975085,-6.3139157,0.058226,-6.2554026,57.3446541,57.3446541,57.3446541,99.6014404,57.3446541,57.3446541,,
-10.5052433,0.0574773,-10.4477663,-11.0874844,0.5663118,-10.5211916,-11.1452293,1.2778682,-9.8674622,0.7594356,-0.1681273,0.5910163,-4.6929007,-0.8005109,-5.4930162,-6.3103437,0.0530151,-6.25704,57.3283463,57.3283463,57.3283463,99.6011429,57.3283463,57.3283463,,
-10.5397444,0.0696404,-10.4701033,-11.0913916,0.5660117,-10.5253973,-11.1525316,1.2800744,-9.8725567,0.6813663,-0.1434604,0.5376138,-4.6929007,-0.8005109,-5.4930162,-6.309947,0.0524361,-6.2572222,57.4016953,57.4016953,57.4016953,99.6025696,57.4016953,57.4016953,,
-10.5723448,0.0819645,-10.4903812,-11.1018181,0.569682,-10.5321531,-11.1567574,1.2814183,-9.8754387,0.5917984,-0.1051855,0.4863208,-4.7016382,-0.7996255,-5.5008698,-6.3151927,0.0544059,-6.2605,57.4824295,57.4824295,57.4824295,99.6032562,57.4824295,57.4824295,,
-10.5468855,0.0688265,-10.4780598,-11.1001682,0.5655612,-10.5346241,-11.159544,1.280491,-9.8791513,0.6760541,-0.1456598,0.5301021,-4.7054858,-0.8019415,-5.5070333,-6.3230639,0.0573606,-6.2654161,57.3943367,57.3943367,57.3943367,99.6020737,57.3943367,57.3943367,,
-10.5447531,0.0690476,-10.4757071,-11.109642,0.5698141,-10.5398455,-11.1640072,1.2823451,-9.8817635,0.6808096,-0.1359732,0.5445444,-4.7166243,-0.7975575,-5.5137877,-6.3230639,0.0573606,-6.2654161,57.3729477,57.3729477,57.3729477,99.6011581,57.3729477,57.3729477,,
