O2Hb1,HHb1,tHb1,O2Hb2,HHb2,tHb2,O2Hb3,HHb3,tHb3,O2Hb1-2,HHb1-2,tHb1-2,O2Hb2-2,HHb2-2,tHb2-2,O2Hb3-2,HHb3-2,tHb3-2,TSI%,TSI%,TSI%,TSI Fit Factor,TSI%,TSI%,Event,Event Time
-6.4697061,-1.5979425,-8.0676479,-6.9071035,-1.3078735,-8.2149992,-6.7156854,-0.7894534,-7.505239,4.2332983,-1.1338551,3.0991528,-1.3016293,-1.9332235,-3.2344475,-2.5703642,-1.4230407,-3.9931207,63.2875786,63.2875786,63.2875786,99.6138763,63.2875786,63.2875786,,
-6.4692407,-1.5954049,-8.0646448,-6.9089265,-1.3068117,-8.2157602,-6.7284989,-0.78505,-7.5136476,4.2581949,-1.1326028,3.1253006,-1.3098059,-1.9274418,-3.2368426,-2.5747347,-1.4226849,-3.9971344,63.2487793,63.2487793,63.2487793,99.6141205,63.2487793,63.2487793,,
-6.4945068,-1.5867898,-8.0812969,-6.9171853,-1.3068298,-8.2240381,-6.7344599,-0.7816426,-7.5162024,4.1918745,-1.1039242,3.0876594,-1.309646,-1.9339132,-3.243154,-2.5846496,-1.4172502,-4.0016146,63.2907028,63.2907028,63.2907028,99.613884,63.2907028,63.2907028,,
-6.4990149,-1.5879729,-8.0869884,-6.9242988,-1.3025744,-8.2268953,-6.7406707,-0.7796042,-7.5203753,4.1885958,-1.1163043,3.0720005,-1.3135092,-1.9323927,-3.2454967,-2.5858531,-1.418511,-4.0040789,63.2743607,63.2743607,63.2743607,99.6145477,63.2743607,63.2743607,,
-6.505301,-1.5819461,-8.0872469,-6.9334173,-1.2994124,-8.232851,-6.7439718,-0.779876,-7.5239487,4.194171,-1.1141876,3.0796919,-1.3173723,-1.9308722,-3.2478395,-2.5928149,-1.415897,-4.0084271,63.2945557,63.2945557,63.2945557,99.6136627,63.2945557,63.2945557,,
-6.5194359,-1.5777252,-8.0971613,-6.936625,-1.2965971,-8.2332439,-6.7541456,-0.774022,-7.5282683,4.1782784,-1.1114508,3.0665367,-1.3242128,-1.9249754,-3.2487836,-2.5969925,-1.4143288,-4.0110364,63.2871819,63.2871819,63.2871819,99.6148834,63.2871819,63.2871819,,
-6.5196486,-1.5829159,-8.1025639,-6.9421172,-1.2977099,-8.23985,-6.764142,-0.769798,-7.53404,4.1877627,-1.1253911,3.0620809,-1.3337109,-1.927646,-3.2609515,-2.6094928,-1.4096363,-4.0188441,63.2365646,63.2365646,63.2365646,99.6145782,63.2365646,63.2365646,,
-6.5354118,-1.5693977,-8.1048107,-6.9464355,-1.2935129,-8.2399712,-6.7681489,-0.7664839,-7.5347338,4.138772,-1.0843154,3.0541654,-1.3197542,-1.9273713,-3.2467208,-2.6148353,-1.4033492,-4.017899,63.2791748,63.2791748,63.2791748,99.6145401,63.2791748,63.2791748,,
-6.53613,-1.5674167,-8.1035461,-6.9572768,-1.2848577,-8.242157,-6.7753587,-0.7620326,-7.5374908,4.1443338,-1.0821795,3.0618634,-1.3407114,-1.9152778,-3.2555842,-2.6176131,-1.4023063,-4.0196338,63.2537422,63.2537422,63.2537422,99.614563,63.2537422,63.2537422,,
-6.5336943,-1.565027,-8.0987225,-6.9636145,-1.2839099,-8.2475462,-6.7826872,-0.7597416,-7.5425291,4.1674137,-1.0886072,3.0785155,-1.3402611,-1.9180186,-3.2578747,-2.6287246,-1.3981351,-4.0265741,63.2309036,63.2309036,63.2309036,99.6133499,63.2309036,63.2309036,,
-6.566359,-1.5528225,-8.1191816,-6.9727526,-1.2796266,-8.2524023,-6.7890015,-0.7569649,-7.5460663,4.0792894,-1.051877,3.0271211,-1.350538,-1.9133327,-3.2634659,-2.6287246,-1.3981351,-4.0265741,63.2966995,63.2966995,63.2966995,99.6145172,63.2966995,63.2966995,,
-6.5466108,-1.5621163,-8.1087284,-6.9766502,-1.2771436,-8.2538166,-6.7975554,-0.7517098,-7.549365,4.163085,-1.0891037,3.0736904,-1.3523247,-1.9107071,-3.2626266,-2.6412249,-1.3934422,-4.0343828,63.1996574,63.1996574,63.1996574,99.6137848,63.1996574,63.1996574,,
-6.5432587,-1.5587785,-8.1020374,-6.9785843,-1.2764649,-8.2550716,-6.8055496,-0.7482446,-7.553894,4.1894445,-1.0831441,3.106009,-1.346525,-1.9129894,-3.25911,-2.6453917,-1.3918779,-4.0369849,63.1720695,63.1720695,63.1720695,99.613121,63.1720695,63.1720695,,
-6.5829148,-1.5422766,-8.1251907,-6.9851179,-1.2727845,-8.257925,-6.8136673,-0.7440296,-7.5577965,4.0916514,-1.0459898,3.0453708,-1.3511337,-1.9124577,-3.263186,-2.6565032,-1.3877066,-4.0439253,63.2524529,63.2524529,63.2524529,99.6147995,63.2524529,63.2524529,,
-6.5836287,-1.5444437,-8.1280727,-6.9901896,-1.2707058,-8.2609186,-6.8207331,-0.7413176,-7.5621514,4.0939517,-1.0562438,3.0374167,-1.3602197,-1.9095223,-3.2693372,-2.6565032,-1.3877066,-4.0439253,63.2225037,63.2225037,63.2225037,99.615036,63.2225037,63.2225037,,
-6.5901923,-1.5471673,-8.1373606,-7.0026894,-1.2650068,-8.2677183,-6.8299513,-0.7376252,-7.5676765,4.0816221,-1.0621649,3.0191662,-1.3725498,-1.9059509,-3.2780957,-2.6689715,-1.3830255,-4.051713,63.1931992,63.1931992,63.1931992,99.6154404,63.1931992,63.1931992,,
-6.6114187,-1.5411884,-8.1526079,-7.0107498,-1.261228,-8.2720003,-6.8375726,-0.7331269,-7.5707998,4.0383725,-1.0535264,2.9845555,-1.381322,-1.8992941,-3.280211,-2.671746,-1.3819841,-4.0534458,63.2135506,63.2135506,63.2135506,99.616272,63.2135506,63.2135506,,
-6.6204085,-1.5325782,-8.1529865,-7.0168037,-1.257736,-8.2745609,-6.842917,-0.7305935,-7.5736108,4.0422926,-1.0455474,2.996454,-1.3871167,-1.8970133,-3.2837253,-2.6862235,-1.3744087,-4.0603476,63.2309494,63.2309494,63.2309494,99.6158905,63.2309494,63.2309494,,
-6.6232324,-1.5302486,-8.1534805,-7.0248923,-1.2547295,-8.279644,-6.8487158,-0.7270167,-7.5758333,4.047143,-1.0389593,3.0078926,-1.4006379,-1.8916914,-3.291925,-2.6882,-1.3715258,-4.0594411,63.2164116,63.2164116,63.2164116,99.6150742,63.2164116,63.2164116,,
-6.6360884,-1.5269314,-8.1630201,-7.0341086,-1.2503226,-8.2844543,-6.8559594,-0.7236519,-7.579711,4.0163646,-1.0349258,2.9811475,-1.4000423,-1.8925667,-3.2922046,-2.6961381,-1.368974,-4.0648274,63.2197037,63.2197037,63.2197037,99.6154785,63.2197037,63.2197037,,
-6.6356797,-1.5270824,-8.1627607,-7.0382829,-1.2490264,-8.2873306,-6.8621264,-0.7218639,-7.5840898,4.0276232,-1.0411779,2.9861538,-1.3972104,-1.8988082,-3.2956135,-2.6981359,-1.3720772,-4.0699282,63.1982346,63.1982346,63.1982346,99.6153107,63.1982346,63.1982346,,
-6.6296639,-1.5308768,-8.1605396,-7.0485001,-1.2431855,-8.291708,-6.8694077,-0.7165092,-7.5860167,4.057476,-1.0678871,2.9892974,-1.4257488,-1.881808,-3.3071523,-2.701694,-1.3668883,-4.0682974,63.1425171,63.1425171,63.1425171,99.6146622,63.1425171,63.1425171,,
-6.6598601,-1.5190114,-8.1788712,-7.0519624,-1.2432091,-8.2951937,-6.8811216,-0.7118793,-7.5931015,3.9978032,-1.0385315,2.9589808,-1.4195038,-1.8868296,-3.3059287,-2.7137678,-1.3627839,-4.0762672,63.1842766,63.1842766,63.1842766,99.6159668,63.1842766,63.1842766,,
-6.6622529,-1.5141244,-8.1763773,-7.0597053,-1.2401617,-8.2998886,-6.8842154,-0.7104858,-7.5948014,3.9856987,-1.017318,2.9680896,-1.4139994,-1.8928413,-3.3064361,-2.7143624,-1.3634169,-4.0774946,63.1893425,63.1893425,63.1893425,99.6148605,63.1893425,63.1893425,,
-6.7071199,-1.4966987,-8.2038193,-7.0634017,-1.2371477,-8.3005705,-6.8910651,-0.7063314,-7.597497,3.8662834,-0.9721826,2.8938098,-1.4236574,-1.88904,-3.3122928,-2.7159438,-1.3611106,-4.0767698,63.2844467,63.2844467,63.2844467,99.6172256,63.2844467,63.2844467,,
-6.7068853,-1.4952127,-8.2020979,-7.0674224,-1.2363446,-8.3037891,-6.8973565,-0.7057218,-7.603179,3.870873,-0.9686404,2.9019418,-1.4217257,-1.8898003,-3.3111215,-2.7246833,-1.3603985,-4.0847974,63.2713509,63.2713509,63.2713509,99.6169586,63.2713509,63.2713509,,
-6.7004037,-1.4983209,-8.1987247,-7.0758247,-1.232864,-8.3087111,-6.9045095,-0.7016946,-7.6063042,3.9008141,-0.981784,2.9187393,-1.4333153,-1.8852389,-3.3181491,-2.7330027,-1.3572755,-4.0899935,63.2214584,63.2214584,63.2214584,99.61607359999999,63.2214584,63.2214584,,
-6.6926918,-1.506459,-8.199152,-7.084672,-1.230075,-8.3147697,-6.9143686,-0.6953038,-7.6097732,3.9493623,-1.0154179,2.9336529,-1.441332,-1.8859288,-3.3268559,-2.7436872,-1.3506955,-4.0940976,63.1419373,63.1419373,63.1419373,99.6154022,63.1419373,63.1419373,,
-6.7001014,-1.5115874,-8.211688,-7.1001954,-1.2225819,-8.3227987,-6.922071,-0.6916569,-7.6138277,3.9484353,-1.038061,2.9100826,-1.4707092,-1.8718027,-3.3421082,-2.7436872,-1.3506955,-4.0940976,63.1115341,63.1115341,63.1115341,99.615921,63.1115341,63.1115341,,
-6.7269607,-1.4968079,-8.2237682,-7.1086187,-1.217726,-8.3263674,-6.9231658,-0.6908334,-7.6141,3.8816438,-1.0050471,2.8763053,-1.4815582,-1.866251,-3.3474052,-2.7464581,-1.3496553,-4.0958285,63.1924362,63.1924362,63.1924362,99.616188,63.1924362,63.1924362,,
-6.7231941,-1.4931943,-8.2163887,-7.1125259,-1.216015,-8.3285618,-6.9332681,-0.686399,-7.6197672,3.9040039,-1.007041,2.8966718,-1.4756182,-1.8666662,-3.3418803,-2.7575417,-1.3454944,-4.1027517,63.1566353,63.1566353,63.1566353,99.6153946,63.1566353,63.1566353,,
-6.7024398,-1.5081501,-8.2105904,-7.1262298,-1.2101014,-8.3363543,-6.9402962,-0.6829401,-7.6233368,3.9781392,-1.0542557,2.9235921,-1.500115,-1.8576658,-3.3573761,-2.7589271,-1.3449743,-4.1036167,63.0526962,63.0526962,63.0526962,99.6142731,63.0526962,63.0526962,,
-6.7411957,-1.4818285,-8.2230234,-7.1168303,-1.2137208,-8.3305731,-6.9515405,-0.6762709,-7.6279106,3.8931148,-0.984185,2.9086385,-1.4714639,-1.8727872,-3.3438468,-2.7745719,-1.3356614,-4.1099486,63.1414413,63.1414413,63.1414413,99.6158829,63.1414413,63.1414413,,
-6.7596941,-1.4765705,-8.2362652,-7.1229753,-1.2111311,-8.3341284,-6.9582586,-0.6732826,-7.6316404,3.8302665,-0.9672549,2.8627205,-1.4741223,-1.8730228,-3.3467407,-2.7795327,-1.3329393,-4.1121874,63.1623344,63.1623344,63.1623344,99.616745,63.1623344,63.1623344,,
-6.7335525,-1.4889405,-8.2224922,-7.1413641,-1.202347,-8.3437319,-6.9659872,-0.6701473,-7.6362352,3.9339378,-1.020182,2.9134645,-1.5047047,-1.8571411,-3.3614411,-2.7926176,-1.328887,-4.1212192,63.054985,63.054985,63.054985,99.6146622,63.054985,63.054985,,
-6.7331352,-1.4868066,-8.2199421,-7.1413064,-1.2029699,-8.3442974,-6.9707513,-0.6670745,-7.6379256,3.9320405,-1.0173939,2.914356,-1.5021824,-1.8587745,-3.3605523,-2.8031096,-1.3240882,-4.1269126,63.0382576,63.0382576,63.0382576,99.6142197,63.0382576,63.0382576,,
-6.7342024,-1.4856972,-8.2199001,-7.1478434,-1.1971242,-8.3449888,-6.9742861,-0.6656271,-7.6400132,3.9447758,-1.018965,2.9255195,-1.5085585,-1.8556242,-3.3637779,-2.7991395,-1.3298781,-4.1287336,63.0299263,63.0299263,63.0299263,99.6145782,63.0299263,63.0299263,,
-6.7324791,-1.4831882,-8.2156677,-7.1564941,-1.1935484,-8.3500643,-6.9807825,-0.6612003,-7.6420822,3.9572468,-1.0235698,2.9333854,-1.5092945,-1.8566163,-3.3655059,-2.8027127,-1.3246672,-4.1270947,63.0031815,63.0031815,63.0031815,99.613266,63.0031815,63.0031815,,
-6.7143135,-1.4938996,-8.2082148,-7.1638517,-1.1878109,-8.3516827,-6.9889779,-0.6566088,-7.6456881,4.0315852,-1.057283,2.9740109,-1.5225252,-1.8475635,-3.3696842,-2.8141649,-1.3199379,-4.1338181,62.9081306,62.9081306,62.9081306,99.6131058,62.9081306,62.9081306,,
-6.7251787,-1.4861698,-8.2113485,-7.1634521,-1.1883966,-8.3518715,-6.9918547,-0.6537694,-7.6457243,4.0050039,-1.0422485,2.9624639,-1.5104854,-1.8548658,-3.3649468,-2.8169286,-1.3189003,-4.1355443,62.9312744,62.9312744,62.9312744,99.6129837,62.9312744,62.9312744,,
-6.7311792,-1.484669,-8.215848,-7.1778655,-1.1811774,-8.3590641,-7.0031753,-0.6496958,-7.6529708,4.006887,-1.0450315,2.9615643,-1.5317235,-1.8465067,-3.3778255,-2.8252416,-1.3157799,-4.1407366,62.9057388,62.9057388,62.9057388,99.6129303,62.9057388,62.9057388,,
-6.7636709,-1.4743869,-8.2380581,-7.1824861,-1.1813366,-8.3638439,-7.0116019,-0.6461241,-7.6578264,3.935564,-1.0260016,2.9092717,-1.5472839,-1.8423048,-3.3891845,-2.833554,-1.3126593,-4.1459284,62.9588394,62.9588394,62.9588394,99.6142044,62.9588394,62.9588394,,
-6.7672248,-1.4723597,-8.2395859,-7.1870832,-1.1759185,-8.3630238,-7.0149431,-0.6424144,-7.6574564,3.9305508,-1.0220629,2.9081972,-1.5432895,-1.8419542,-3.3848395,-2.8321688,-1.3131794,-4.1450634,62.9500237,62.9500237,62.9500237,99.6146317,62.9500237,62.9500237,,
-6.7889266,-1.4569108,-8.2458372,-7.1904883,-1.1765577,-8.3670692,-7.0195403,-0.6407459,-7.6603861,3.880383,-0.9826189,2.8974736,-1.5394357,-1.8434712,-3.3825028,-2.8311787,-1.313123,-4.1440167,63.0126152,63.0126152,63.0126152,99.6140671,63.0126152,63.0126152,,
-6.8067007,-1.4517777,-8.2584782,-7.2016745,-1.1716354,-8.373332,-7.0330453,-0.6344473,-7.6675925,3.8532913,-0.9736622,2.8793375,-1.5496657,-1.8388039,-3.3880653,-2.8481953,-1.3033093,-4.1512198,63.0048943,63.0048943,63.0048943,99.6147003,63.0048943,63.0048943,,
-6.8083749,-1.4488716,-8.257246,-7.2083182,-1.1664369,-8.3747768,-7.0377679,-0.6308612,-7.6687288,3.8734608,-0.9758731,2.8972967,-1.555025,-1.8309267,-3.3855472,-2.8485906,-1.3027327,-4.1510386,62.9922371,62.9922371,62.9922371,99.6144867,62.9922371,62.9922371,,
-6.8142271,-1.4475687,-8.261797,-7.21029,-1.1630007,-8.373312,-7.0412712,-0.6300136,-7.6713843,3.8573594,-0.9762117,2.8808558,-1.555025,-1.8309267,-3.3855472,-2.8569026,-1.2996123,-4.15623,62.995079,62.995079,62.995079,99.6157074,62.995079,62.995079,,
-6.8230271,-1.4433181,-8.266346,-7.2194963,-1.1615218,-8.3810406,-7.0548348,-0.623405,-7.67834,3.8444653,-0.9641188,2.8800554,-1.5630136,-1.8316281,-3.394237,-2.8693547,-1.2949378,-4.1640077,62.9678345,62.9678345,62.9678345,99.6149521,62.9678345,62.9678345,,
-6.8181891,-1.4476783,-8.2658672,-7.230773,-1.1569988,-8.3877935,-7.0605645,-0.6206678,-7.6813316,3.8825479,-0.9823707,2.8998859,-1.5707211,-1.8285942,-3.398911,-2.8762641,-1.292344,-4.168323,62.925209,62.925209,62.925209,99.6141129,62.925209,62.925209,,
-6.8141074,-1.4481847,-8.2622929,-7.2364073,-1.1519439,-8.3883724,-7.0630102,-0.617294,-7.6804037,3.9134469,-0.9969226,2.9162331,-1.5827376,-1.8213012,-3.4036345,-2.8738987,-1.2898065,-4.1634207,62.8993645,62.8993645,62.8993645,99.6137314,62.8993645,62.8993645,,
-6.8329916,-1.4400673,-8.2730589,-7.2379618,-1.1509857,-8.3889685,-7.0735168,-0.6116568,-7.6852746,3.8667073,-0.9796635,2.8867519,-1.5683392,-1.8320954,-3.4000301,-2.8913007,-1.2824173,-4.1734328,62.9106026,62.9106026,62.9106026,99.6148071,62.9106026,62.9106026,,
-6.844203,-1.4336398,-8.2778416,-7.2464294,-1.145502,-8.3919544,-7.0799727,-0.6082345,-7.6883078,3.8252475,-0.9633068,2.861649,-1.5852599,-1.8196678,-3.4045234,-2.8940716,-1.2813771,-4.1751637,62.9206924,62.9206924,62.9206924,99.6149826,62.9206924,62.9206924,,
-6.8534775,-1.4259254,-8.2794027,-7.2502899,-1.1425164,-8.392828,-7.0875244,-0.6041691,-7.6917939,3.8097725,-0.9439908,2.8654904,-1.593563,-1.8157589,-3.4089179,-2.8968353,-1.2803397,-4.1768904,62.9259262,62.9259262,62.9259262,99.6151047,62.9259262,62.9259262,,
-6.8715959,-1.4270997,-8.2986956,-7.2605639,-1.1407945,-8.4013796,-7.0955706,-0.6011544,-7.6968231,3.7625892,-0.9569064,2.8053918,-1.6046693,-1.8139509,-3.4182162,-2.9090765,-1.2744598,-4.1832519,62.9263229,62.9263229,62.9263229,99.6158066,62.9263229,62.9263229,,
-6.8728881,-1.4297686,-8.3026562,-7.2806196,-1.1329856,-8.4136257,-7.1040573,-0.5974931,-7.7016511,3.7850475,-0.9693783,2.8153777,-1.6242193,-1.8101017,-3.4339166,-2.9134183,-1.2741144,-4.1872482,62.8895035,62.8895035,62.8895035,99.6145554,62.8895035,62.8895035,,
-6.8811469,-1.4240019,-8.3051491,-7.2761559,-1.1328554,-8.4090328,-7.1058388,-0.5954772,-7.7014151,3.7827439,-0.9591333,2.8233199,-1.615495,-1.8084084,-3.4234993,-2.9161818,-1.2730768,-4.1889749,62.9082336,62.9082336,62.9082336,99.615509,62.9082336,62.9082336,,
-6.8790903,-1.4224739,-8.3015633,-7.2840476,-1.1303555,-8.4144258,-7.1151896,-0.589394,-7.7046828,3.7983241,-0.9648863,2.8331466,-1.6277921,-1.80485,-3.4322381,-2.9248724,-1.266389,-4.1909761,62.8660278,62.8660278,62.8660278,99.614212,62.8660278,62.8660278,,
-6.8826003,-1.4223214,-8.3049212,-7.2927537,-1.1245143,-8.4172888,-7.1171618,-0.5895873,-7.7068496,3.7946732,-0.9698012,2.8245809,-1.6321008,-1.8005908,-3.4322877,-2.9221048,-1.2704251,-4.192246,62.8687973,62.8687973,62.8687973,99.6145554,62.8687973,62.8687973,,
-6.9111772,-1.4149148,-8.3260918,-7.3000565,-1.1191385,-8.4192162,-7.1243911,-0.5846532,-7.7091446,3.7309327,-0.9514834,2.7791576,-1.6447128,-1.7924225,-3.4367313,-2.9363513,-1.2616516,-4.1977186,62.9055367,62.9055367,62.9055367,99.6164398,62.9055367,62.9055367,,
-6.9314933,-1.4082711,-8.3397636,-7.309588,-1.1158159,-8.4254255,-7.1342497,-0.5807186,-7.7150679,3.6740944,-0.9398898,2.7339134,-1.6654537,-1.7868226,-3.4518726,-2.9395175,-1.2600348,-4.1992679,62.9228287,62.9228287,62.9228287,99.6169815,62.9228287,62.9228287,,
-6.9201951,-1.4125856,-8.3327799,-7.3135629,-1.1169201,-8.4305038,-7.1395645,-0.5789536,-7.7186174,3.7023818,-0.9472036,2.7548871,-1.6562407,-1.7962166,-3.4520535,-2.951755,-1.2571533,-4.2086244,62.8730659,62.8730659,62.8730659,99.6155777,62.8730659,62.8730659,,
-6.9268813,-1.4063988,-8.3332806,-7.3190765,-1.1112216,-8.4303188,-7.1475701,-0.5736705,-7.7213411,3.7091274,-0.9434316,2.7654042,-1.6553643,-1.7933573,-3.4483178,-2.951755,-1.2571533,-4.2086244,62.8644714,62.8644714,62.8644714,99.615921,62.8644714,62.8644714,,
-6.9585242,-1.3835616,-8.3420868,-7.3124399,-1.11297,-8.4254303,-7.1542978,-0.5700313,-7.7244287,3.6377342,-0.8898765,2.7475667,-1.6399491,-1.7994244,-3.4389694,-2.9570839,-1.2568657,-4.2136645,62.9523621,62.9523621,62.9523621,99.617157,62.9523621,62.9523621,,
-6.9502411,-1.3889081,-8.3391495,-7.3202491,-1.1084318,-8.4287014,-7.1586289,-0.5689344,-7.7276635,3.6724133,-0.9100064,2.7621152,-1.6537517,-1.7895057,-3.4428539,-2.9671559,-1.2496593,-4.2165303,62.909874,62.909874,62.909874,99.6169357,62.909874,62.909874,,
-6.9246702,-1.4046416,-8.3293114,-7.3368921,-1.0994643,-8.4363775,-7.1621909,-0.5654836,-7.7277741,3.7517753,-0.9581359,2.7933483,-1.6765935,-1.7766702,-3.4528599,-2.9671559,-1.2496593,-4.2165303,62.8031502,62.8031502,62.8031502,99.6152954,62.8031502,62.8031502,,
-6.9400225,-1.3998307,-8.3398533,-7.3461738,-1.0965041,-8.4426994,-7.1665049,-0.5630508,-7.7296553,3.7184684,-0.9468809,2.7712963,-1.6939358,-1.7698444,-3.4633763,-2.9671559,-1.2496593,-4.2165303,62.8248062,62.8248062,62.8248062,99.6151428,62.8248062,62.8248062,,
-6.966826,-1.3909343,-8.3577604,-7.3494787,-1.0951188,-8.4446201,-7.1755614,-0.5591183,-7.7347794,3.6612232,-0.9278303,2.7331014,-1.6807283,-1.778888,-3.4592128,-2.9726841,-1.2475841,-4.2199831,62.8614616,62.8614616,62.8614616,99.616745,62.8614616,62.8614616,,
-6.9673562,-1.3878787,-8.3552361,-7.3575201,-1.0899804,-8.4475231,-7.1782608,-0.5584592,-7.7368202,3.6711125,-0.9252192,2.7456021,-1.6940762,-1.7717119,-3.465384,-2.9809756,-1.2444714,-4.225162,62.8618355,62.8618355,62.8618355,99.6162796,62.8618355,62.8618355,,
-6.9790177,-1.3775672,-8.3565845,-7.3587255,-1.0903597,-8.4491062,-7.188807,-0.5529206,-7.7418275,3.6537442,-0.9031199,2.7503333,-1.6916943,-1.7752129,-3.4665031,-2.9906487,-1.2408398,-4.2312031,62.8660965,62.8660965,62.8660965,99.6160355,62.8660965,62.8660965,,
-6.9912691,-1.3759032,-8.3671722,-7.3634515,-1.0868645,-8.4503374,-7.1982026,-0.5461699,-7.7444725,3.6283219,-0.9000169,2.7280135,-1.7044185,-1.768923,-3.4729378,-2.9987643,-1.2334937,-4.2319727,62.8474655,62.8474655,62.8474655,99.6170425,62.8474655,62.8474655,,
-7.0122843,-1.3618513,-8.374136,-7.3675704,-1.0845525,-8.4521446,-7.2038279,-0.5445257,-7.7484541,3.5865083,-0.8761978,2.7100194,-1.6958625,-1.7690861,-3.4645448,-3.0011163,-1.2360504,-4.2368817,62.9029121,62.9029121,62.9029121,99.6173859,62.9029121,62.9029121,,
-6.9861221,-1.3739429,-8.3600655,-7.3865561,-1.0734625,-8.460041,-7.2090631,-0.5419164,-7.7510796,3.6712067,-0.9116629,2.7592525,-1.7191168,-1.753525,-3.4722381,-3.0102012,-1.2317797,-4.2416964,62.8035889,62.8035889,62.8035889,99.6155853,62.8035889,62.8035889,,
-6.9903116,-1.3763998,-8.3667116,-7.3841848,-1.0750892,-8.4592953,-7.2142653,-0.5391446,-7.753511,3.6567485,-0.9178239,2.7386336,-1.7195342,-1.7591286,-3.4782588,-3.0117676,-1.2324817,-4.2439642,62.7831612,62.7831612,62.7831612,99.6165695,62.7831612,62.7831612,,
-7.0199194,-1.3578885,-8.3778086,-7.3873534,-1.0746974,-8.4620724,-7.2212515,-0.5364628,-7.7578149,3.5743256,-0.8685572,2.7054772,-1.7150848,-1.7615206,-3.4762015,-3.0143366,-1.2302272,-4.2442789,62.8588982,62.8588982,62.8588982,99.6168365,62.8588982,62.8588982,,
-7.0236559,-1.3596543,-8.3833103,-7.395833,-1.0705025,-8.4663563,-7.2313299,-0.5304594,-7.761889,3.5910125,-0.8862401,2.7044814,-1.7150848,-1.7615206,-3.4762015,-3.0291312,-1.2220935,-4.2509403,62.8170891,62.8170891,62.8170891,99.6170273,62.8170891,62.8170891,,
-7.0347633,-1.3519783,-8.3867397,-7.3976564,-1.0702201,-8.4678974,-7.2396417,-0.5268155,-7.7665572,3.5824475,-0.8736509,2.7085059,-1.7170117,-1.7607622,-3.47737,-3.0401864,-1.2179432,-4.2578459,62.8251724,62.8251724,62.8251724,99.6171646,62.8251724,62.8251724,,
-7.0373611,-1.348159,-8.38552,-7.407804,-1.0659665,-8.4737911,-7.2434568,-0.5247301,-7.7682877,3.5910771,-0.8726479,2.7181382,-1.7343538,-1.7539368,-3.4878864,-3.0401864,-1.2179432,-4.2578459,62.823761,62.823761,62.823761,99.6160355,62.823761,62.823761,,
-7.054204,-1.351091,-8.4052954,-7.4211516,-1.0594133,-8.480587,-7.2497039,-0.5213903,-7.7711945,3.5349624,-0.8791197,2.6555512,-1.7478091,-1.7486408,-3.4960456,-3.0401864,-1.2179432,-4.2578459,62.8203964,62.8203964,62.8203964,99.6172943,62.8203964,62.8203964,,
-7.0750914,-1.3408042,-8.4158955,-7.4252052,-1.0579913,-8.4832172,-7.2553315,-0.5185722,-7.7740035,3.4757774,-0.8468164,2.62867,-1.7488117,-1.7533729,-3.501781,-3.0498605,-1.2143116,-4.2638865,62.8618164,62.8618164,62.8618164,99.6177368,62.8618164,62.8618164,,
-7.0586405,-1.3450199,-8.4036617,-7.4323683,-1.0546541,-8.4870443,-7.2640457,-0.5139567,-7.7781043,3.5424798,-0.8662241,2.6759646,-1.7658402,-1.7428259,-3.5082622,-3.0540063,-1.2127553,-4.2664762,62.7854004,62.7854004,62.7854004,99.6162949,62.7854004,62.7854004,,
-7.0595222,-1.3405478,-8.4000711,-7.4273863,-1.0555817,-8.4829903,-7.2717133,-0.5099022,-7.7817144,3.5518646,-0.8560736,2.6955001,-1.7535756,-1.7463713,-3.4995427,-3.0664122,-1.2080982,-4.2742248,62.7669258,62.7669258,62.7669258,99.6168365,62.7669258,62.7669258,,
-7.0615473,-1.3389422,-8.4004889,-7.4391532,-1.0497509,-8.488925,-7.2784209,-0.508206,-7.786727,3.5647445,-0.8681614,2.6962922,-1.7651088,-1.741832,-3.506537,-3.0677905,-1.2075807,-4.2750859,62.753349299999996,62.753349299999996,62.753349299999996,99.6164017,62.753349299999996,62.753349299999996,,
-7.0972557,-1.3227539,-8.4200096,-7.4430113,-1.0470197,-8.4900522,-7.2847738,-0.5031837,-7.7880578,3.4863677,-0.8350304,2.6510456,-1.7612642,-1.7433449,-3.5042052,-3.0758684,-1.2032635,-4.2788467,62.8274651,62.8274651,62.8274651,99.6176987,62.8274651,62.8274651,,
-7.0890532,-1.3266405,-8.4156942,-7.4459429,-1.0443068,-8.4902706,-7.2899961,-0.5007588,-7.7908564,3.4975708,-0.841262,2.6560178,-1.7651088,-1.741832,-3.506537,-3.0855277,-1.1966403,-4.2818832,62.7822571,62.7822571,62.7822571,99.6177444,62.7822571,62.7822571,,
-7.0807395,-1.336145,-8.4168844,-7.4578819,-1.0392692,-8.4971733,-7.2977066,-0.4972188,-7.7950249,3.5423787,-0.8797708,2.6623168,-1.7727976,-1.7388055,-3.5111995,-3.0869067,-1.1991199,-4.2857413,62.7126465,62.7126465,62.7126465,99.6173553,62.7126465,62.7126465,,
-7.0921412,-1.3293611,-8.4215021,-7.4698777,-1.0325686,-8.5024662,-7.3028884,-0.4929275,-7.7959151,3.5295353,-0.8677214,2.6615229,-1.7920195,-1.73124,-3.5228562,-3.0910518,-1.1975639,-4.288331,62.7239914,62.7239914,62.7239914,99.6168213,62.7239914,62.7239914,,
