O2Hb1,HHb1,tHb1,O2Hb2,HHb2,tHb2,O2Hb3,HHb3,tHb3,O2Hb1-2,HHb1-2,tHb1-2,O2Hb2-2,HHb2-2,tHb2-2,O2Hb3-2,HHb3-2,tHb3-2,TSI%,TSI Fit Factor,Event,Event Time
10.788846,3.2570713,14.0458269,14.4801664,1.6824099,16.1626759,13.9942951,1.3283032,15.3226833,-1.5310489,70.7366867,69.2054214,31.8450966,56.2537346,88.0996246,29.1118107,43.0833549,72.1952591,79.6709747,99.9439468,,
10.5849476,3.2167344,13.8015928,14.382494,1.6141037,15.9966984,13.8041334,1.2864573,15.0906773,-2.0652797,70.6616669,68.5961533,32.9845695,55.8880196,88.8733902,28.8779755,43.1086121,71.9866791,79.6583557,99.943718,,
10.4611912,3.1585469,13.6196499,14.2522154,1.556586,15.8089008,13.67274,1.2234081,14.8962326,-2.1934752,70.6765747,68.482872,33.1127586,55.8208809,88.934433,28.7976284,43.0998306,71.8975601,79.6638031,99.9438629,,
10.4063244,3.1125681,13.5188036,14.0749836,1.5248525,15.5999374,13.5313921,1.1718662,14.7033434,-1.9822489,70.9330673,68.9505844,31.9786224,56.1397629,88.1191864,28.7282257,43.0527992,71.781105,79.5940704,99.9436188,,
10.3605471,3.048156,13.408617,13.828372,1.5039107,15.3323841,13.3437634,1.1206977,14.4645462,-1.2591822,70.9084015,69.6489792,30.1856346,56.598938,86.7853699,28.5751038,42.9895706,71.5647583,79.4280701,99.9436951,,
10.2018051,2.9985876,13.200304,13.7275114,1.449676,15.1772871,13.172945,1.0840944,14.257123,-1.4730659,70.5230484,69.0497589,30.8265839,56.3655891,87.1929703,28.3503456,42.9833374,71.3337708,79.3678894,99.9441376,,
10.0398693,2.9886067,13.0283909,13.6086979,1.4102447,15.019043,13.0006609,1.0526638,14.0534105,-1.9995279,70.7146683,68.7149124,31.2129173,56.1518745,87.3655853,28.1003761,42.9579353,71.0583954,79.3705139,99.9437103,,
9.9487972,2.9614184,12.9101286,13.4173069,1.3930614,14.8104687,12.8232555,1.023627,13.8469648,-1.9647884,70.8192291,68.8542175,30.3094521,56.2843437,86.5945892,27.8530846,42.9087868,70.7619553,79.267868,99.943367,,
9.8153324,2.9382014,12.7534485,13.2734852,1.3663857,14.6399708,12.6542892,1.0010822,13.6554546,-2.1482863,70.671814,68.5233002,30.2968845,56.1679001,86.4655838,27.5985832,42.868187,70.4668579,79.2019424,99.9431992,,
9.7213593,2.9019456,12.6232176,13.0949497,1.3536444,14.4486942,12.4910469,0.9788634,13.4699936,-1.9709797,70.4122162,68.4410095,29.6592522,56.2371597,85.8972015,27.3608303,42.8273354,70.1882477,79.0825424,99.9433594,,
9.597559,2.8924561,12.4899292,12.9663334,1.3307347,14.2971668,12.3396358,0.9616791,13.3013992,-2.2495847,70.5369186,68.2871094,29.4732513,56.1926155,85.6666718,27.1212063,42.8087845,69.930069,79.0405426,99.9427719,,
9.4513559,2.8693249,12.3205957,12.8571987,1.2987611,14.1560612,12.1835375,0.9416865,13.1253071,-2.6967082,70.4055557,67.7086182,30.0449829,55.9184761,85.9642563,26.891964,42.7639809,69.6560287,78.9934845,99.9428406,,
9.309598,2.8515382,12.1610508,12.7277126,1.276695,14.0045071,12.024553300000001,0.9241521,12.9487886,-2.9873843,70.3242188,67.3366165,30.1968632,55.7852898,85.9829636,26.6334343,42.7513161,69.3848343,78.9430695,99.9429016,,
9.2212391,2.8093708,12.0305262,12.5325766,1.263458,13.7961349,11.8618412,0.8974416,12.759367,-2.6478283,70.1890717,67.5410156,29.1590328,56.0058212,85.1656418,26.4406986,42.725502,69.166275,78.8181915,99.9430084,,
9.0835657,2.7860525,11.8695345,12.3580103,1.2349244,13.5930357,11.6976547,0.8638698,12.5616083,-2.8684855,70.552681,67.6839676,28.7245216,56.1004257,84.8257446,26.2702904,42.710968,68.9813461,78.7880707,99.9424362,,
8.9201221,2.7537315,11.67377,12.2200594,1.187268,13.4074278,11.5045004,0.8275612,12.3321447,-3.2795029,70.7056122,67.4258881,28.9576149,55.981842,84.9402618,26.0457058,42.6920662,68.7378616,78.7362213,99.9422531,,
8.7602558,2.7111197,11.4712925,12.0445414,1.1506765,13.1953173,11.2973318,0.7895455,12.0869589,-3.4099288,70.5675354,67.1573868,29.0147972,55.8975945,84.9131927,25.7659054,42.65905,68.4250336,78.649086,99.9426956,,
8.6616707,2.6475003,11.3090878,11.7977896,1.1247941,12.9226837,11.082696,0.745468,11.8282461,-2.9024935,70.2288666,67.3261414,27.6936684,56.1613083,83.8557739,25.5187283,42.6353264,68.1541367,78.4732742,99.9428101,,
8.4900293,2.6221318,11.1120777,11.6047649,1.0908024,12.6956673,10.8727541,0.705947,11.5787821,-3.3212562,70.6545715,67.3330841,27.3100071,56.1808968,83.4916992,25.2636566,42.5755043,67.8392334,78.4295044,99.9426346,,
8.2727337,2.5973389,10.8699923,11.5258455,1.042958,12.568903,10.685359,0.6784537,11.3638935,-4.0783792,70.2831955,66.2045975,28.839901,55.6632614,84.5039597,24.9168682,42.5412674,67.4582138,78.423317,99.9436264,,
8.154603,2.5849035,10.7394238,11.3709545,1.0241538,12.3952084,10.5216074,0.6580056,11.1796942,-4.1280727,70.292984,66.1646881,28.3289452,55.6961365,84.0258789,24.6507626,42.4953804,67.146225,78.3622742,99.9431534,,
8.0960722,2.5329442,10.6289349,11.1923208,1.0149088,12.2073298,10.363184,0.6404589,11.0037251,-3.6728177,69.7523422,66.0792999,27.5385246,55.8079338,83.3472595,24.415617,42.4557343,66.8714294,78.1694183,99.9435501,,
7.9939222,2.5056419,10.4994831,11.0378704,0.9998739,12.0378456,10.2080593,0.6209534,10.8290949,-3.6295662,69.6174774,65.9876862,27.0699711,55.8362312,82.9069977,24.1964226,42.4191895,66.6156921,78.0722198,99.9436035,,
7.8974366,2.4872811,10.3846369,10.8705301,0.9894958,11.8601255,10.0640678,0.6025101,10.6666584,-3.5426698,69.6249619,66.082077,26.3035831,55.9579086,82.2622833,24.0066872,42.3857651,66.3925247,77.9976273,99.9431076,,
7.7156768,2.4984367,10.2140331,10.8066835,0.967274,11.7740583,9.9188671,0.5900437,10.5089922,-4.6741858,70.0369568,65.3625412,27.5111446,55.6017265,83.113678,23.7358055,42.3721504,66.1080322,78.0408707,99.9437256,,
7.6682243,2.4780116,10.1461544,10.6257563,0.9596046,11.5854607,9.781702,0.5757611,10.357542,-4.38133,70.2047882,65.8232422,26.1769905,55.8395882,82.0173721,23.571928,42.3399734,65.911972,77.9146957,99.9423981,,
