t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,RealPower,VT/Ti,PaCO2_e
1.0,30.3,0.465,14.091,429,444.2043871,363.4342467,0.82,79.2,14.9,26.9,32.9,7.29,2.1,17.03,3.2,15.59,4.65,20.73,0.06,121,23,110,33,0,,0,NONE,18.3,65,643,755,3070,127.9,2.13,0,50.4,0,1905,1165,0,62.1,37.9,0.82,0,1.11,0.87,1.98,0.56,0.2,1.149,0,0,0,,22,89.3,0,0.42,35.13
3.0,22.06,0.552,12.176,493,391.1831988,322.5239086,0.82,93.6,18.1,27.2,33.0,6.42,1.8,16.96,3.28,15.39,4.72,20.73,0.05,120,23,109,33,0,,0,NONE,18.3,65,643,755,2708,112.8,1.88,0,44.4,0,1622,1086,0,59.9,40.1,0.82,0,1.23,1.49,2.72,0.45,0.22,1.086,2,0,0,,19,90.7,0,0.45,35.57
7.0,16.04,0.844,13.54,731,465.414525,400.9003441,0.86,140.7,30.8,26.7,31.0,7.64,2.2,16.67,3.65,15.23,4.93,20.74,0.04,118,26,108,35,0,,0,NONE,18.3,65,643,755,3249,135.4,2.26,0,53.3,0,1537,1712,0,47.3,52.7,0.86,0,1.48,2.26,3.74,0.4,0.22,1.132,4,0,0,,23,89.7,0,0.57,36.91
10.0,21.98,0.61,13.407,523,432.6401654,369.5047651,0.85,103.0,20.8,27.4,32.1,7.1,2.0,16.89,3.41,15.37,4.81,20.7,0.05,120,24,109,34,0,,0,NONE,18.3,65,643,755,3015,125.6,2.09,0,49.5,0,1502,1513,0,49.8,50.2,0.85,0,1.16,1.57,2.73,0.42,0.22,1.127,3,0,0,,21,89.8,0,0.53,36.15
13.0,18.13,0.633,11.474,648,362.413581,316.4866627,0.87,107.3,21.6,28.2,32.2,5.95,1.7,16.95,3.41,15.36,4.86,20.7,0.05,120,24,109,34,0,,0,NONE,18.3,65,644,755,2537,105.7,1.76,0,41.6,0,1097,1440,0,43.3,56.7,0.87,0,1.23,2.08,3.31,0.37,0.23,1.06,3,0,0,,18,91.3,0,0.51,36.47
16.0,18.29,0.581,10.628,568,320.5865705,282.2576947,0.88,99.2,19.1,29.2,33.1,5.26,1.5,17.07,3.29,15.41,4.82,20.66,0.05,121,23,109,34,0,,0,NONE,18.3,65,644,755,2248,93.6,1.56,0,36.9,0,917,1330,0,40.8,59.2,0.88,0,1.11,2.17,3.28,0.34,0.24,1.026,3,0,0,,16,91.9,0,0.52,36.21
19.0,20.91,0.518,10.829,507,339.9819249,290.5307169,0.85,88.0,17.2,27.5,32.2,5.58,1.6,16.99,3.32,15.41,4.76,20.7,0.05,120,24,109,34,0,,0,NONE,18.2,65,644,755,2370,98.7,1.65,1,38.9,0,1176,1193,0,49.6,50.4,0.85,0,1.11,1.76,2.87,0.39,0.21,1.035,3,0,0,,16,91.8,0,0.47,35.83
23.0,17.39,0.788,13.704,724,449.4577915,389.5627966,0.87,132.8,27.7,27.8,32.1,7.37,2.1,16.85,3.52,15.32,4.93,20.74,0.05,119,25,108,35,0,,0,NONE,18.2,65,644,755,3141,130.9,2.18,1,51.5,0,1429,1713,0,45.5,54.5,0.87,0,1.24,2.21,3.45,0.36,0.24,1.137,4,0,0,,22,89.6,0,0.64,36.91
26.0,21.2,0.529,11.216,491,331.0458075,287.5874649,0.87,91.2,16.8,29.4,33.8,5.43,1.6,17.24,3.18,15.69,4.66,20.74,0.05,122,22,111,33,0,,0,NONE,18.2,65,643,755,2315,96.4,1.61,1,38.0,0,1037,1278,0,44.8,55.2,0.87,0,1.12,1.71,2.83,0.4,0.23,1.05,3,0,0,,16,91.5,0,0.47,35.19
29.0,19.17,0.572,10.965,512,345.1287414,294.2772134,0.85,97.3,19.0,27.9,32.7,5.66,1.6,17.01,3.32,15.66,4.65,20.73,0.05,120,24,111,33,0,,0,NONE,18.2,65,644,755,2404,100.2,1.67,1,39.4,0,1209,1195,0,50.3,49.7,0.85,0,1.38,1.75,3.13,0.44,0.21,1.04,3,0,0,,17,91.7,0,0.41,35.13
