t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,RealPower,VT/Ti,PaCO2_e
3.0,12.15,0.809,9.826,1084,288.9997511,290.3417269,1.0,139.6,29.1,31.1,30.9,4.49,1.3,17.26,3.6,15.92,4.94,20.77,0.07,125,26,115,36,0,,0,NONE,18.7,40,654,770,2083,86.8,1.45,0,32.4,0,0,2083,0,0.0,100.0,1.0,0,1.83,3.11,4.94,0.37,0.22,0.992,0,0,0,,13,93.6,0,0.44,37.64
9.0,10.79,1.205,13.004,863,447.3277522,451.6448127,1.01,200.7,50.8,27.4,27.1,6.95,2.0,16.66,4.22,15.42,5.36,20.77,0.07,120,30,111,39,0,,0,NONE,18.7,40,654,770,3228,134.5,2.24,0,50.2,0,0,3228,0,0.0,100.0,1.01,0,2.02,3.54,5.56,0.36,0.19,1.114,6,0,0,,21,91.5,0,0.6,40.37
15.0,10.56,0.764,8.07,1063,234.5108058,238.8462651,1.02,131.7,27.6,31.3,30.7,3.64,1.0,17.24,3.61,15.62,4.93,20.72,0.08,125,26,113,36,0,,0,NONE,18.7,40,654,770,1695,70.6,1.18,0,26.3,0,0,1695,0,0.0,100.0,1.02,0,2.05,3.63,5.68,0.36,0.21,0.907,6,0,0,,11,94.7,0,0.37,37.58
20.0,11.65,1.161,13.526,665,478.5519843,471.1425313,0.98,192.5,49.2,26.6,27.0,7.44,2.1,16.58,4.24,15.05,5.58,20.79,0.08,120,31,109,40,0,,0,NONE,18.7,40,654,770,3434,143.1,2.38,0,53.4,0,181,3252,0,5.3,94.7,0.98,0,1.53,3.62,5.15,0.3,0.21,1.131,5,0,0,,22,91.2,0,0.76,41.81
23.0,16.95,0.703,11.915,741,386.103712,371.1293798,0.96,118.9,26.7,27.8,28.9,6.0,1.7,16.91,3.8,15.41,5.18,20.75,0.08,122,27,111,37,0,,0,NONE,18.7,40,654,770,2756,114.8,1.91,1,42.8,0,365,2391,0,13.2,86.8,0.96,0,0.86,2.68,3.54,0.24,0.2,1.076,3,0,0,,18,92.2,0,0.82,39.2
28.0,12.5,0.826,10.325,940,339.7741008,327.1313362,0.96,139.2,31.9,27.8,28.9,5.28,1.5,16.85,3.86,15.45,5.16,20.75,0.08,122,28,112,37,0,,0,NONE,18.7,40,654,770,2426,101.1,1.68,1,37.7,0,308,2118,0,12.7,87.3,0.96,0,1.5,3.3,4.8,0.31,0.2,1.014,5,0,0,,16,93.3,0,0.55,39.07
33.0,12.47,1.057,13.185,1006,443.9627145,422.808368,0.95,177.9,41.2,27.7,29.1,6.9,2.0,16.83,3.9,15.43,5.22,20.81,0.07,122,28,112,38,0,,0,NONE,18.7,40,654,770,3163,131.8,2.2,1,49.2,0,514,2649,0,16.3,83.7,0.95,0,1.76,3.05,4.81,0.37,0.22,1.12,5,0,0,,20,91.4,0,0.6,39.46
39.0,9.19,1.284,11.798,1140,423.6309197,409.7397479,0.97,212.8,54.0,26.3,27.2,6.58,1.9,16.57,4.21,15.23,5.37,20.83,0.06,120,30,110,39,0,,0,NONE,18.7,40,654,770,3028,126.2,2.1,1,47.1,0,339,2689,0,11.2,88.8,0.97,0,3.17,3.36,6.53,0.49,0.19,1.072,6,0,0,,19,92.3,0,0.41,40.44
44.0,12.9,1.143,14.748,1062,483.7943275,476.5576392,0.99,192.9,45.0,28.6,29.1,7.52,2.1,16.88,3.94,15.54,5.19,20.78,0.08,122,28,112,38,0,,0,NONE,18.7,40,654,770,3472,144.7,2.41,1,54.0,0,177,3295,0,5.1,94.9,0.99,0,1.42,3.23,4.65,0.31,0.21,1.169,5,0,0,,22,90.4,0,0.8,39.27
48.0,15.15,1.086,16.455,1354,470.6991808,482.7590578,1.03,188.5,38.9,32.7,31.9,7.31,2.1,17.36,3.58,16.11,4.84,20.79,0.08,125,26,116,35,0,,0,NONE,18.7,40,654,770,3408,142.0,2.37,1,53.0,0,0,3408,0,0.0,100.0,1.03,0,1.5,2.46,3.96,0.38,0.24,1.216,4,0,0,,22,89.3,0,0.72,36.99
53.0,11.63,1.088,12.651,858,380.0983299,397.7569319,1.05,186.8,41.7,31.1,29.8,5.91,1.7,17.17,3.83,15.94,5.09,20.79,0.08,124,28,115,37,0,,0,NONE,18.7,40,654,770,2765,115.2,1.92,2,43.0,0,0,2765,0,0.0,100.0,1.05,0,1.32,3.84,5.16,0.26,0.22,1.102,5,0,0,,17,91.7,0,0.82,38.62
58.0,11.76,0.925,10.882,898,317.6728995,330.7824461,1.04,159.8,34.3,31.7,30.4,4.94,1.4,17.28,3.71,15.87,5.13,20.79,0.08,125,27,115,37,0,,0,NONE,18.7,40,654,770,2308,96.2,1.6,2,35.9,0,0,2308,0,0.0,100.0,1.04,0,1.68,3.42,5.1,0.33,0.23,1.037,5,0,0,,15,92.9,0,0.55,38.88
62.0,15.15,0.493,7.47,477,190.9013722,194.2844901,1.02,87.4,15.7,33.6,33.0,2.97,0.8,17.73,3.18,16.25,4.63,20.79,0.08,128,23,117,33,0,,0,NONE,18.7,40,654,770,1380,57.5,0.96,2,21.4,0,0,1380,0,0.0,100.0,1.02,0,1.33,2.63,3.96,0.34,0.21,0.873,4,0,0,,9,95.1,0,0.37,35.63
67.0,14.02,0.432,6.056,554,163.28811,158.1693,0.97,76.0,13.9,31.1,32.1,2.54,0.7,17.59,3.22,16.11,4.64,20.79,0.1,127,23,116,34,0,,0,NONE,18.7,40,654,770,1168,48.6,0.81,2,18.1,0,125,1043,0,10.7,89.3,0.97,0,1.35,2.93,4.28,0.32,0.19,0.782,5,0,0,,7,96.0,0,0.32,35.69
71.0,13.86,0.554,7.677,493,237.8883107,225.8613537,0.95,94.9,19.9,28.2,29.7,3.7,1.1,17.13,3.59,15.63,5.0,20.79,0.08,124,26,113,36,0,,0,NONE,18.7,40,654,770,1694,70.6,1.18,2,26.3,0,292,1401,0,17.3,82.7,0.95,0,1.41,2.92,4.33,0.33,0.19,0.885,4,0,0,,11,95.0,0,0.39,38.03
75.0,14.74,0.605,8.919,540,303.6913605,278.0620479,0.92,101.5,23.0,26.0,28.4,4.72,1.3,16.78,3.8,15.37,5.09,20.77,0.08,121,27,111,37,0,,0,NONE,18.8,40,654,770,2146,89.4,1.49,2,33.3,0,618,1528,0,28.8,71.2,0.92,0,1.44,2.63,4.07,0.35,0.17,0.95,4,0,0,,14,94.2,0,0.42,38.62
