O2Hb1,HHb1,tHb1,O2Hb2,HHb2,tHb2,O2Hb3,HHb3,tHb3,O2Hb1-2,HHb1-2,tHb1-2,O2Hb2-2,HHb2-2,tHb2-2,O2Hb3-2,HHb3-2,tHb3-2,TSI%,TSI Fit Factor,Event,Event Time
4.5789485,-2.4239867,2.1549773,3.8332257,-2.9620776,0.8711482,4.1691504,-2.5869212,1.5822207,11.3771439,-3.1005738,8.2765894,5.8645635,-4.5285063,1.3357865,5.24121,-3.3818326,1.8592714,74.6729813,99.6337509,,
4.5706415,-2.3974242,2.1732323,3.8386364,-2.9233279,0.9153083,4.1639242,-2.5567389,1.6071774,11.3247738,-3.0841289,8.2406635,5.8780804,-4.4937215,1.3840884,5.2105002,-3.3662353,1.8441594,74.6397781,99.6392593,,
4.5615029,-2.3824315,2.1790867,3.8258076,-2.8901649,0.9356427,4.143568,-2.5303352,1.6132247,11.3505726,-3.0987465,8.2518463,5.8602571,-4.4646463,1.3953407,5.1788869,-3.3556252,1.8231556,74.5633698,99.6433182,,
4.4890108,-2.3625906,2.1264358,3.783566,-2.8743172,0.9092487,4.088542,-2.5133946,1.5751392,11.229496,-3.0742891,8.1552258,5.8167329,-4.4495802,1.3668828,5.1115403,-3.3493526,1.7620821,74.5557022,99.6465912,,
4.4280148,-2.3594236,2.0686061,3.721297,-2.8660758,0.8552216,4.0285044,-2.5075383,1.5209577,11.1437273,-3.0875411,8.0562048,5.7465754,-4.452857,1.2934476,5.0367608,-3.3530686,1.6835867,74.5182419,99.647171,,
4.3653421,-2.3552194,2.0101376,3.6663318,-2.863178,0.8031541,3.9646697,-2.500103,1.4645582,11.0570068,-3.089958,7.9670691,5.6802607,-4.4645243,1.2154654,4.9588041,-3.3582256,1.6004728,74.473465,99.6477661,,
4.2884912,-2.3507447,1.9377619,3.605454,-2.8627877,0.7426662,3.9048562,-2.4987082,1.4061387,10.9529247,-3.0899441,7.8630004,5.6062713,-4.4733834,1.1326168,4.8790779,-3.3605816,1.5183911,74.4766846,99.6482391,,
4.2268095,-2.3523784,1.8744466,3.5299339,-2.8510849,0.6788493,3.8402162,-2.4938233,1.3463844,10.8798084,-3.1351194,7.7447114,5.5095544,-4.4715924,1.0376899,4.8118696,-3.3685749,1.4431899,74.4225845,99.6485977,,
4.1719794,-2.3528018,1.8191935,3.4644237,-2.844883,0.6195406,3.7757599,-2.4879417,1.2878091,10.8034668,-3.1477561,7.6557322,5.4247546,-4.4756637,0.9488179,4.7353296,-3.3752186,1.3600061,74.3591995,99.6483307,,
4.107873,-2.3473945,1.760494,3.408668,-2.8377781,0.5708901,3.7200496,-2.4801645,1.239876,10.7139606,-3.1685967,7.5453849,5.3537054,-4.4769583,0.8764746,4.664463,-3.3712368,1.293121,74.3328247,99.6491089,,
4.0368547,-2.3190966,1.7177746,3.3692818,-2.8165505,0.5527317,3.6823437,-2.4610434,1.2212911,10.6088228,-3.1342309,7.4746156,5.3257875,-4.4644666,0.8610482,4.6256661,-3.3600762,1.2654847,74.3690109,99.6511307,,
3.9989247,-2.2934773,1.7054632,3.340255,-2.7912688,0.5489862,3.6417737,-2.4376657,1.2040987,10.5791569,-3.0999808,7.4791994,5.3054371,-4.4345541,0.8706096,4.5849819,-3.3461113,1.2387652,74.333374,99.6533508,,
3.9575489,-2.2761741,1.6813902,3.3001683,-2.7703636,0.5298044,3.595787,-2.419405,1.1763729,10.5600262,-3.0995297,7.4605179,5.2808347,-4.4155111,0.8650517,4.5420694,-3.3392475,1.2027175,74.2885437,99.6549072,,
3.8941376,-2.2634761,1.6306772,3.2464409,-2.7504544,0.4959866,3.5416291,-2.4031656,1.1384541,10.4823132,-3.0959914,7.3863435,5.229692,-4.4031,0.8263194,4.4936113,-3.3366585,1.1568476,74.2537766,99.6572723,,
3.8109775,-2.2507102,1.5602834,3.18538,-2.7393248,0.4460548,3.479712,-2.3932533,1.0864494,10.4112587,-3.0883641,7.3229189,5.1741271,-4.3898554,0.7839991,4.4311123,-3.3320529,1.0989552,74.2539444,99.6591797,,
3.7435486,-2.2450881,1.4984772,3.1219258,-2.7380538,0.3838721,3.4073672,-2.3890529,1.0183048,10.3295574,-3.074254,7.2553263,5.1310015,-4.4005389,0.7301899,4.3612561,-3.3310323,1.0301194,74.2149429,99.6592255,,
3.6649041,-2.2447016,1.4202194,3.045732,-2.7383037,0.3074283,3.3338165,-2.3889151,0.9448922,10.2293673,-3.0741973,7.1551919,5.0491285,-4.4110632,0.6377929,4.2856307,-3.342078,0.9434479,74.1893158,99.6588364,,
3.5865536,-2.2506773,1.3358929,2.9649272,-2.7314725,0.2334544,3.2659326,-2.3882813,0.8776414,10.1350489,-3.119179,7.0158935,4.9437857,-4.4068017,0.5367113,4.2077293,-3.3475101,0.8601149,74.15513609999999,99.6598129,,
3.5126591,-2.2489042,1.2637719,2.9024999,-2.7346778,0.1678219,3.1926832,-2.3865867,0.8060864,10.0344687,-3.1319165,6.9025774,4.8833809,-4.4258242,0.4572831,4.1360388,-3.3536198,0.7823154,74.1217651,99.6603317,,
3.4417262,-2.2512136,1.1905297,2.8259368,-2.7297959,0.0961407,3.1237597,-2.3838303,0.7399194,9.9292889,-3.1377566,6.7915564,4.7818594,-4.4267693,0.3548158,4.0556664,-3.359118,0.6964442,74.0777512,99.6601791,,
3.3623211,-2.2532339,1.1091044,2.7521322,-2.7295976,0.0225347,3.052263,-2.382072,0.6701813,9.8194942,-3.1548531,6.6646652,4.711657,-4.4367533,0.2746292,3.98283,-3.3631668,0.6195589,74.0448456,99.6603241,,
3.2904301,-2.2520905,1.0383569,2.6822591,-2.7261724,-0.0439135,2.9851668,-2.3800809,0.6050755,9.7175436,-3.1695688,6.5479994,4.6309114,-4.4451909,0.1854455,3.909698,-3.3686402,0.5409535,74.0171509,99.6605988,,
3.2193923,-2.2504272,0.9689826,2.6148505,-2.7215312,-0.106681,2.9177797,-2.3747156,0.5430536,9.6311092,-3.1795578,6.4515777,4.5414405,-4.4434848,0.0976804,3.8320422,-3.3713794,0.4605584,73.9773636,99.6610565,,
3.1539438,-2.2467456,0.9072161,2.5568898,-2.7173073,-0.1604173,2.8576186,-2.3686814,0.4889265,9.5666485,-3.1987948,6.3678808,4.4724617,-4.4407201,0.031466,3.7692852,-3.3733094,0.3958719,73.9460449,99.6616211,,
3.0987887,-2.2441726,0.8546345,2.4986248,-2.7101834,-0.2115587,2.7955866,-2.3603642,0.4352119,9.4869471,-3.195646,6.2913265,4.4264679,-4.4463277,-0.0201357,3.7106788,-3.3710027,0.3395727,73.8862915,99.6620331,,
3.0307646,-2.2379107,0.7928717,2.4380748,-2.7068288,-0.2687542,2.733216,-2.3543489,0.3788565,9.4285278,-3.1873004,6.2412539,4.3712606,-4.4439416,-0.0729573,3.6452088,-3.3666825,0.2784221,73.8612823,99.6619568,,
2.9673886,-2.2367349,0.7306719,2.3754997,-2.701226,-0.3257264,2.672091,-2.3486235,0.3234564,9.4037266,-3.2054203,6.1983328,4.3145075,-4.4448318,-0.1306015,3.5789387,-3.3630881,0.2157466,73.8197479,99.6623306,,
2.893117,-2.2285619,0.6645731,2.3065071,-2.6918831,-0.3853762,2.6083028,-2.3427551,0.2655366,9.2941341,-3.1991222,6.0950394,4.241447,-4.4413242,-0.200154,3.5202613,-3.3664577,0.1536993,73.8062286,99.6628113,,
2.8262296,-2.2256665,0.6005815,2.2431645,-2.6883829,-0.4452179,2.5395961,-2.3383486,0.2012365,9.2141132,-3.1996918,6.0144486,4.1730909,-4.441812,-0.2689979,3.4585052,-3.371278,0.0871237,73.7646942,99.6634445,,
2.7490695,-2.2204144,0.5286734,2.1781631,-2.6844878,-0.5063245,2.4741807,-2.3332484,0.1409211,9.1176844,-3.2033038,5.9144068,4.1071529,-4.4485497,-0.341674,3.3852875,-3.3713219,0.013862,73.7471466,99.6640625,,
2.6783953,-2.2160997,0.4623141,2.1137695,-2.6826262,-0.5688568,2.4084756,-2.3291192,0.0793456,9.0055599,-3.1973226,5.8082643,4.0401669,-4.4564171,-0.4165284,3.3177941,-3.3755383,-0.0578479,73.720993,99.6639328,,
2.615581,-2.2140226,0.4015773,2.042177,-2.6739969,-0.6318198,2.346024,-2.3226466,0.0233662,8.9375095,-3.2150929,5.7224436,3.9491439,-4.4539785,-0.505112,3.2449009,-3.3777289,-0.1329314,73.6758804,99.6633148,,
2.5486951,-2.2148318,0.3338822,1.9777495,-2.6676135,-0.6898642,2.2809646,-2.3176904,-0.0367371,8.8595638,-3.240818,5.618773,3.8674121,-4.4510674,-0.5839335,3.1693063,-3.3757854,-0.2065824,73.6292496,99.6646271,,
2.4763455,-2.2074561,0.2689084,1.9137455,-2.6638865,-0.7501409,2.2146363,-2.3119383,-0.0973138,8.7518797,-3.2453885,5.5065203,3.7968209,-4.4560232,-0.6594813,3.1072004,-3.3813965,-0.2742988,73.6066055,99.6646576,,
2.4231205,-2.2076049,0.2155348,1.8493115,-2.6602123,-0.8109007,2.1536269,-2.309525,-0.1559097,8.6951628,-3.2478988,5.4472919,3.7311122,-4.4596701,-0.7288362,3.0411222,-3.3870666,-0.3460476,73.5589981,99.6638794,,
2.3505917,-2.2033081,0.147303,1.791363,-2.6627555,-0.8713927,2.0860851,-2.3047514,-0.218678,8.6028957,-3.2387455,5.3641787,3.6652927,-4.4686151,-0.8036011,2.9695635,-3.3865523,-0.4170919,73.5296021,99.6639633,,
2.26931,-2.1912141,0.0781155,1.724375,-2.6589043,-0.9345293,2.0243804,-2.3028102,-0.2784418,8.4704294,-3.2110817,5.259376,3.6000085,-4.4754438,-0.8757144,2.9109013,-3.3907752,-0.479977,73.5535889,99.6637344,,
2.2106421,-2.2000651,0.010597,1.6611016,-2.6501164,-0.9890145,1.9664652,-2.2981312,-0.3316779,8.4075537,-3.253727,5.1538568,3.5119705,-4.470901,-0.9592108,2.8464568,-3.3943894,-0.5480357,73.4883575,99.6656494,,
2.1514461,-2.193804,-0.0423383,1.6033909,-2.6475513,-1.0441601,1.9025466,-2.2912135,-0.3886791,8.3598728,-3.2646244,5.0952778,3.4442945,-4.4684238,-1.0244088,2.7765281,-3.3918176,-0.6153923,73.4447327,99.6651154,,
2.0915623,-2.1967945,-0.1052125,1.5392741,-2.6437726,-1.1044986,1.8421049,-2.2875783,-0.4454854,8.3029003,-3.2798066,5.0231228,3.379451,-4.4700022,-1.0908314,2.7162166,-3.3912423,-0.6751279,73.3955231,99.66517640000001,,
2.0343709,-2.1953924,-0.1610019,1.4768201,-2.6409192,-1.1640989,1.7806295,-2.2825334,-0.5019161,8.2273436,-3.2856534,4.9417205,3.3081462,-4.4730353,-1.165169,2.654319,-3.3941948,-0.739979,73.3472443,99.6643372,,
1.9691582,-2.1872902,-0.2181121,1.4198735,-2.6363051,-1.2164319,1.7228553,-2.277602,-0.5547594,8.1529856,-3.2752419,4.8777733,3.254319,-4.4740276,-1.2199895,2.5937805,-3.3950493,-0.8013718,73.3351212,99.6645126,,
