t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,RealPower,VT/Ti,PaCO2_e,SV e,CO e,CI e
269.0,19.87,1.365,27.119,1316,1149.3601399,1051.6939767,0.92,213.6,64.4,22.4,24.5,18.57,5.3,15.65,4.72,14.24,5.99,20.66,0.05,112,34,102,43,30,0.48,79,WARMUP,18.0,52,651,764,8121,338.4,5.64,15,131.2,0,2355,5766,0,29.0,71.0,0.92,0,1.32,1.7,3.02,0.44,0.18,1.433,3,0,0,,55,79.4,30,1.03,44.15,,,
272.0,20.0,1.216,24.32,1268,973.081848,895.0844381,0.92,194.0,54.6,23.6,25.6,15.72,4.5,15.95,4.49,14.4,5.88,20.69,0.06,114,32,103,42,30,0.48,78,WARMUP,18.0,52,651,764,6883,286.8,4.78,15,111.2,0,1883,5000,0,27.4,72.6,0.92,0,1.29,1.71,3.0,0.43,0.2,1.386,3,0,0,,46,81.5,30,0.94,43.44,,,
274.0,23.9,1.044,24.956,1093,959.3007104,881.2225919,0.92,168.2,45.0,24.3,26.4,15.5,4.4,16.11,4.31,14.56,5.78,20.66,0.06,116,31,104,41,30,0.48,79,WARMUP,18.0,52,651,764,6783,282.6,4.71,15,109.6,0,1884,4899,0,27.8,72.2,0.92,0,1.08,1.43,2.51,0.43,0.21,1.397,2,0,0,,46,81.0,30,0.97,42.8,,,
277.0,20.07,1.191,23.9,1078,976.0290401,894.9920523,0.92,189.0,54.4,23.0,25.1,15.77,4.5,15.87,4.57,14.32,5.98,20.7,0.06,114,33,103,43,30,0.48,81,WARMUP,18.0,52,651,764,6899,287.5,4.79,15,111.5,0,1955,4944,0,28.3,71.7,0.92,0,1.17,1.82,2.99,0.39,0.2,1.378,3,0,0,,47,81.8,30,1.02,44.09,,,
280.0,22.99,1.073,24.667,1045,964.819092,872.09414,0.9,172.6,46.2,23.9,26.4,15.59,4.5,16.09,4.31,14.43,5.88,20.7,0.05,115,31,103,42,30,0.48,81,WARMUP,18.0,52,651,764,6800,283.3,4.72,15,109.9,0,2230,4569,0,32.8,67.2,0.9,0,1.13,1.48,2.61,0.43,0.22,1.392,3,0,0,,46,81.2,30,0.95,43.44,,,
283.0,20.55,1.2,24.658,1188,1003.4066419,914.6445222,0.91,190.7,54.3,23.1,25.4,16.21,4.6,15.89,4.52,14.37,5.93,20.7,0.06,114,32,103,43,30,0.48,79,WARMUP,18.0,52,651,764,7084,295.2,4.92,16,114.4,0,2139,4945,0,30.2,69.8,0.91,0,1.26,1.66,2.92,0.43,0.2,1.392,3,0,0,,48,81.3,30,0.95,43.76,,,
286.0,21.51,1.24,26.667,1173,1081.2366928,998.3709555,0.92,197.0,56.5,23.3,25.2,17.47,5.0,15.89,4.56,14.32,5.98,20.69,0.05,114,33,103,43,30,0.48,80,WARMUP,18.0,52,651,764,7654,318.9,5.32,16,123.6,0,2002,5652,0,26.2,73.8,0.92,0,1.16,1.63,2.79,0.42,0.2,1.426,3,0,0,,52,79.7,30,1.07,44.09,,,
288.0,20.13,1.326,26.698,1236,1077.4848682,994.2147388,0.92,211.1,60.1,23.5,25.4,17.41,5.0,15.92,4.53,14.33,5.97,20.7,0.05,114,32,103,43,30,0.48,79,WARMUP,18.0,52,651,764,7626,317.7,5.3,16,123.2,0,2011,5615,0,26.4,73.6,0.92,0,1.22,1.76,2.98,0.41,0.21,1.426,2,0,0,,51,79.7,30,1.09,44.02,,,
292.0,18.24,1.465,26.717,1490,1028.470723,979.8957614,0.95,235.6,65.7,24.7,26.0,16.62,4.7,16.08,4.48,14.67,5.8,20.67,0.07,115,32,105,42,30,0.48,79,WARMUP,18.0,52,651,764,7328,305.3,5.09,17,118.4,0,1181,6147,0,16.1,83.9,0.95,0,1.46,1.83,3.29,0.44,0.2,1.427,4,0,0,,49,79.7,30,1.0,42.92,,,
294.0,22.81,1.212,27.65,1124,1051.2040414,996.4346103,0.95,195.9,53.3,24.8,26.1,16.98,4.9,16.16,4.4,14.68,5.86,20.69,0.06,116,32,105,42,30,0.48,80,WARMUP,18.0,52,651,764,7482,311.7,5.2,17,120.9,0,1330,6151,0,17.8,82.2,0.95,0,1.07,1.56,2.63,0.41,0.21,1.442,2,0,0,,50,79.0,30,1.13,43.31,,,
297.0,21.13,1.214,25.648,1251,978.5351573,940.293528,0.96,196.0,54.3,24.7,25.7,15.81,4.5,16.14,4.47,14.69,5.87,20.7,0.06,116,32,105,42,30,0.48,81,WARMUP,18.0,52,651,764,6985,291.0,4.85,17,112.8,0,932,6053,0,13.3,86.7,0.96,0,1.19,1.65,2.84,0.42,0.2,1.409,3,0,0,,47,80.5,30,1.02,43.38,,,
300.0,18.93,1.49,28.202,1474,1035.1632185,1027.7222323,0.99,242.7,66.1,26.0,26.2,16.72,4.8,16.29,4.44,14.93,5.76,20.7,0.05,117,32,107,41,30,0.48,81,WARMUP,18.0,52,651,764,7441,310.1,5.17,17,120.2,0,183,7259,0,2.5,97.5,0.99,0,1.38,1.79,3.17,0.44,0.21,1.45,3,0,0,,49,78.6,30,1.08,42.67,,,
304.0,15.96,1.366,21.798,1443,842.0132832,848.7249266,1.01,218.6,64.7,24.6,24.4,13.6,3.9,16.0,4.74,14.62,6.06,20.66,0.05,115,34,105,43,30,0.48,81,WARMUP,18.0,52,651,764,6073,253.0,4.22,17,98.1,0,0,6073,0,0.0,100.0,1.01,0,1.52,2.24,3.76,0.4,0.19,1.338,4,0,0,,40,83.4,30,0.9,44.6,,,
307.0,20.69,1.187,24.559,1126,952.9757818,920.7961503,0.97,190.3,54.4,24.3,25.1,15.4,4.4,16.03,4.58,14.55,5.99,20.67,0.07,115,33,104,43,30,0.48,81,WARMUP,18.0,52,651,764,6810,283.8,4.73,18,110.0,0,785,6026,0,11.5,88.5,0.97,0,1.26,1.64,2.9,0.43,0.2,1.39,3,0,0,,45,81.3,30,0.94,44.15,,,
310.0,19.48,1.354,26.377,1252,1058.0092343,994.3074064,0.94,214.5,63.2,23.6,25.2,17.09,4.9,15.84,4.67,14.39,6.05,20.61,0.13,114,33,103,43,30,0.48,80,WARMUP,18.0,52,651,764,7517,313.2,5.22,18,121.4,0,1545,5972,0,20.5,79.5,0.94,0,1.29,1.79,3.08,0.42,0.2,1.421,3,0,0,,51,79.9,30,1.05,44.54,,,
315.0,13.25,1.85,24.503,1805,971.4305501,937.268006,0.96,295.5,86.1,24.3,25.2,15.69,4.5,15.97,4.65,14.63,5.91,20.71,0.05,115,33,105,42,30,0.48,79,WARMUP,18.0,52,651,764,6940,289.2,4.82,18,112.1,0,833,6107,0,12.0,88.0,0.96,0,1.94,2.59,4.53,0.43,0.2,1.389,5,0,0,,46,81.4,30,0.95,43.63,,,
321.0,9.65,1.768,17.055,1858,761.4720635,720.4144082,0.95,272.2,90.6,21.5,22.7,12.3,3.5,15.4,5.12,13.74,6.52,20.71,0.04,110,37,99,47,30,0.48,78,WARMUP,18.0,53,651,764,5418,225.7,3.76,19,87.5,0,997,4421,0,18.4,81.6,0.95,0,3.28,2.94,6.22,0.53,0.19,1.232,6,0,0,,36,87.0,30,0.54,47.57,,,
324.0,20.0,0.998,19.96,872,875.0808466,764.2993662,0.87,154.8,46.7,21.2,24.3,14.14,4.0,15.51,4.68,13.7,6.27,20.65,0.07,111,34,98,45,30,0.48,79,WARMUP,18.0,53,651,764,6125,255.2,4.25,19,99.0,0,2646,3479,0,43.2,56.8,0.87,0,1.0,2.0,3.0,0.33,0.2,1.3,3,0,0,,42,84.8,30,1.0,45.96,,,
327.0,18.29,1.383,25.299,1426,1158.4622736,1038.0863786,0.9,211.0,69.0,20.7,23.1,18.72,5.3,15.26,4.99,13.9,6.16,20.65,0.05,109,36,100,44,30,0.48,81,WARMUP,18.0,53,651,764,8150,339.6,5.66,19,131.7,0,2890,5260,0,35.5,64.5,0.9,0,1.38,1.9,3.28,0.42,0.16,1.403,3,0,0,,55,80.8,30,1.0,45.25,,,
330.0,22.9,1.412,32.336,1298,1252.070475,1167.2764368,0.93,224.0,63.9,24.5,26.3,20.23,5.8,15.86,4.53,14.35,5.9,20.46,0.18,114,32,103,42,30,0.48,81,WARMUP,18.0,53,651,764,8881,370.0,6.17,20,143.5,0,2053,6828,0,23.1,76.9,0.93,0,1.21,1.41,2.62,0.46,0.21,1.51,3,0,0,,60,75.4,30,1.17,43.57,,,
332.0,23.17,1.303,30.185,1266,1165.1236776,1080.0434041,0.93,210.1,56.9,24.5,26.4,18.82,5.4,16.12,4.37,14.69,5.73,20.7,0.06,116,31,105,41,30,0.48,81,WARMUP,18.0,53,651,764,8254,343.9,5.73,20,133.3,0,2057,6197,0,24.9,75.1,0.93,0,1.17,1.42,2.59,0.45,0.21,1.48,2,0,0,,56,77.1,30,1.11,42.47,,,
335.0,23.08,1.28,29.538,1187,1113.0576353,1064.6721453,0.96,207.3,56.3,25.1,26.2,17.98,5.1,16.2,4.4,14.75,5.79,20.69,0.06,116,32,106,42,30,0.48,82,WARMUP,18.0,53,651,764,7937,330.7,5.51,20,128.2,0,1178,6760,0,14.8,85.2,0.96,0,1.08,1.52,2.6,0.42,0.21,1.47,3,0,0,,53,77.5,30,1.19,42.86,,,
337.0,23.81,1.163,27.69,1126,1046.9629676,998.9758898,0.95,188.2,51.2,24.9,26.1,16.91,4.8,16.18,4.4,14.78,5.77,20.69,0.06,116,32,106,41,30,0.48,81,WARMUP,18.0,53,651,764,7462,310.9,5.18,20,120.6,0,1167,6295,0,15.6,84.4,0.95,0,1.23,1.29,2.52,0.49,0.2,1.442,2,0,0,,50,78.9,30,0.95,42.73,,,
340.0,22.9,1.227,28.099,1170,1017.4927399,982.5194107,0.97,200.4,52.5,26.0,27.0,16.44,4.7,16.33,4.28,14.66,5.87,20.66,0.07,117,31,105,42,30,0.48,82,WARMUP,18.0,53,651,764,7271,302.9,5.05,20,117.5,0,853,6418,0,11.7,88.3,0.97,0,1.05,1.57,2.62,0.4,0.24,1.449,3,0,0,,49,78.6,30,1.17,43.38,,,
343.0,23.62,1.181,27.898,1187,1096.2878207,1047.811846,0.96,189.0,54.1,23.9,25.0,17.71,5.1,16.0,4.58,14.69,5.83,20.69,0.06,115,33,105,42,30,0.48,80,WARMUP,18.0,53,651,764,7816,325.7,5.43,21,126.3,0,1180,6637,0,15.1,84.9,0.96,0,1.09,1.45,2.54,0.43,0.18,1.446,3,0,0,,52,78.8,30,1.08,43.12,,,
345.0,24.79,1.235,30.62,1140,1149.036124,1103.224862,0.96,200.2,54.3,25.1,26.2,18.56,5.3,16.21,4.4,14.85,5.74,20.69,0.06,116,32,106,41,30,0.48,82,WARMUP,18.0,53,651,764,8200,341.7,5.69,21,132.5,0,1116,7085,0,13.6,86.4,0.96,0,1.03,1.39,2.42,0.43,0.2,1.486,2,0,0,,55,76.7,30,1.2,42.54,,,
348.0,22.56,1.305,29.436,1204,1110.9108841,1079.7401469,0.97,211.2,58.4,25.1,25.8,17.95,5.1,16.18,4.48,14.72,5.88,20.7,0.06,116,32,106,42,30,0.48,80,WARMUP,18.0,53,651,764,7949,331.2,5.52,21,128.4,0,761,7188,0,9.6,90.4,0.97,0,1.19,1.47,2.66,0.45,0.21,1.469,3,0,0,,53,77.6,30,1.1,43.44,,,
351.0,20.34,1.503,30.569,1361,1145.9947496,1138.0521484,0.99,243.4,68.1,25.4,25.6,18.51,5.3,16.19,4.53,14.83,5.87,20.7,0.05,116,32,106,42,30,0.48,80,WARMUP,18.0,53,651,764,8239,343.3,5.72,21,133.1,0,195,8044,0,2.4,97.6,0.99,0,1.22,1.73,2.95,0.41,0.2,1.485,3,0,0,,55,76.8,30,1.23,43.38,,,
356.0,13.45,1.819,24.471,1901,890.2835886,918.14977,1.03,296.0,83.6,26.4,25.6,14.38,4.1,16.27,4.6,15.01,5.84,20.68,0.08,117,33,108,42,30,0.48,80,WARMUP,18.0,53,651,764,6454,268.9,4.48,22,104.3,0,0,6454,0,0.0,100.0,1.03,0,2.0,2.46,4.46,0.45,0.2,1.389,5,0,0,,43,81.4,30,0.91,43.18,,,
358.0,21.82,1.068,23.302,953,862.8283995,847.2184979,0.98,172.8,47.7,25.2,25.7,13.94,4.0,16.18,4.47,14.62,5.95,20.62,0.09,116,32,105,43,30,0.48,79,WARMUP,18.0,53,651,764,6188,257.8,4.3,22,100.0,0,382,5806,0,6.2,93.8,0.98,0,1.46,1.29,2.75,0.53,0.2,1.367,2,0,0,,41,82.3,30,0.73,43.89,,,
360.0,27.15,1.041,28.262,981,1054.1166087,991.2866268,0.94,168.6,45.2,25.0,26.6,17.03,4.9,16.2,4.34,14.67,5.85,20.63,0.12,116,31,105,42,30,0.48,82,WARMUP,18.0,53,651,764,7490,312.1,5.2,22,121.0,0,1524,5966,0,20.3,79.7,0.94,0,0.92,1.29,2.21,0.42,0.21,1.451,2,0,0,,50,78.5,30,1.13,43.25,,,
363.0,24.69,1.096,27.062,1077,1028.5420498,968.4882893,0.94,176.9,48.2,24.6,26.2,16.62,4.7,16.14,4.4,14.62,5.87,20.66,0.09,116,32,105,42,30,0.48,81,EXERCISE,18.0,53,651,764,7310,304.6,5.08,22,118.1,0,1457,5854,0,19.9,80.1,0.94,0,1.08,1.35,2.43,0.44,0.21,1.432,3,0,0,,49,79.4,30,1.01,43.38,,,
365.0,21.43,1.237,26.507,1253,1054.9442984,1012.2290364,0.96,197.3,57.6,23.7,24.7,17.04,4.9,15.95,4.66,14.64,5.94,20.7,0.06,114,33,105,43,31,0.5,81,EXERCISE,18.0,53,651,764,7528,313.7,5.23,23,121.6,0,1040,6488,0,13.8,86.2,0.96,0,1.3,1.5,2.8,0.46,0.18,1.423,2,0,0,,50,79.8,31,0.95,43.83,,,
368.0,24.0,1.124,26.976,1093,983.3040024,945.1253137,0.96,183.3,48.3,25.7,26.8,15.89,4.5,16.31,4.3,14.83,5.78,20.66,0.08,117,31,106,41,32,0.52,82,EXERCISE,18.0,53,651,764,7019,292.5,4.87,23,113.4,0,930,6089,0,13.3,86.7,0.96,0,1.18,1.32,2.5,0.47,0.22,1.431,3,0,0,,47,79.5,31,0.95,42.8,,,
370.0,23.44,1.143,26.789,1076,1003.9277007,967.7472616,0.96,185.2,50.5,25.1,26.0,16.22,4.6,16.2,4.42,14.68,5.88,20.68,0.07,116,32,105,42,33,0.53,82,EXERCISE,18.0,53,651,764,7171,298.8,4.98,23,115.8,0,882,6289,0,12.3,87.7,0.96,0,1.02,1.54,2.56,0.4,0.21,1.428,2,0,0,,48,79.6,32,1.12,43.44,,,
373.0,23.81,1.194,28.429,1203,1065.2226427,1025.9194491,0.96,193.6,52.7,25.1,26.1,17.21,4.9,16.21,4.41,14.81,5.8,20.69,0.07,116,32,106,42,33,0.53,81,EXERCISE,18.0,53,651,764,7607,317.0,5.28,23,122.9,0,958,6649,0,12.6,87.4,0.96,0,1.14,1.38,2.52,0.45,0.2,1.454,3,0,0,,51,78.4,33,1.05,42.92,,,
376.0,22.3,1.346,30.022,1282,1113.5487187,1106.7420719,0.99,217.8,60.8,25.6,25.7,17.99,5.1,16.18,4.52,14.87,5.8,20.64,0.08,116,32,107,42,35,0.57,80,EXERCISE,18.0,53,651,764,8007,333.6,5.56,24,129.4,0,167,7840,0,2.1,97.9,0.99,0,1.16,1.53,2.69,0.43,0.19,1.477,3,0,0,,53,77.2,34,1.16,42.92,,,
379.0,20.0,1.391,27.82,1362,1051.9007679,1049.5791301,1.0,224.8,64.0,25.1,25.2,16.99,4.9,16.16,4.6,14.83,5.88,20.71,0.06,116,33,106,42,36,0.58,79,EXERCISE,18.0,53,651,764,7570,315.4,5.26,24,122.3,0,57,7513,0,0.8,99.2,1.0,0,1.35,1.65,3.0,0.45,0.19,1.444,3,0,0,,50,78.8,35,1.03,43.44,,,
382.0,18.52,1.426,26.407,1549,940.4580531,966.9109309,1.03,233.7,63.7,26.7,26.0,15.19,4.3,16.39,4.47,14.96,5.86,20.7,0.06,118,32,107,42,37,0.6,80,EXERCISE,18.0,53,651,764,6813,283.9,4.73,24,110.1,0,0,6813,0,0.0,100.0,1.03,0,1.32,1.92,3.24,0.41,0.21,1.422,3,0,0,,45,79.9,36,1.08,43.31,,,
385.0,21.13,1.311,27.697,1234,977.5578664,998.9863347,1.02,215.3,57.7,26.8,26.2,15.79,4.5,16.42,4.4,14.87,5.89,20.69,0.06,118,32,107,42,38,0.61,79,EXERCISE,18.0,53,651,764,7072,294.7,4.91,24,114.3,0,0,7072,0,0.0,100.0,1.02,0,1.15,1.69,2.84,0.4,0.22,1.442,3,0,0,,47,78.9,37,1.14,43.51,,,
387.0,22.56,1.183,26.684,1219,989.2403327,1000.2121569,1.01,191.5,54.2,25.4,25.1,15.98,4.6,16.19,4.58,14.81,5.93,20.66,0.07,116,33,106,43,38,0.61,80,EXERCISE,18.0,53,651,764,7140,297.5,4.96,25,115.3,0,0,7140,0,0.0,100.0,1.01,0,1.14,1.52,2.66,0.43,0.19,1.426,2,0,0,,47,79.7,38,1.04,43.76,,,
391.0,17.75,1.517,26.929,1539,944.5446067,1033.0026987,1.09,244.2,71.1,27.2,24.9,15.26,4.4,16.1,4.69,14.83,5.91,20.4,0.07,115,34,106,42,40,0.65,80,EXERCISE,18.0,53,651,764,6941,289.2,4.82,25,112.1,0,0,6941,0,0.0,100.0,1.09,0,1.59,1.79,3.38,0.47,0.18,1.43,4,0,0,,45,79.5,39,0.95,43.63,,,
395.0,15.79,1.828,28.863,1726,1082.2231669,1120.1293784,1.04,295.3,86.3,25.6,24.8,17.48,5.0,16.15,4.72,14.84,5.95,20.7,0.05,116,34,106,43,41,0.66,80,EXERCISE,18.0,53,651,764,7852,327.2,5.45,25,126.9,0,0,7852,0,0.0,100.0,1.04,0,1.6,2.2,3.8,0.42,0.19,1.46,4,0,0,,52,78.1,40,1.14,43.89,,,
397.0,22.73,1.166,26.5,1267,913.8146472,930.6009903,1.02,192.2,50.1,27.3,26.8,14.76,4.2,16.48,4.3,15.09,5.74,20.65,0.07,118,31,108,41,42,0.68,82,EXERCISE,18.0,53,651,764,6606,275.3,4.59,25,106.7,0,0,6606,0,0.0,100.0,1.02,0,1.28,1.36,2.64,0.48,0.22,1.423,2,0,0,,44,79.9,41,0.91,42.54,,,
401.0,17.8,1.225,21.81,1141,798.3891098,791.9979514,0.99,199.2,54.4,25.8,26.0,12.9,3.7,16.26,4.44,14.53,6.08,20.66,0.07,117,32,104,44,43,0.69,79,EXERCISE,18.0,53,651,764,5738,239.1,3.98,26,92.7,0,157,5582,0,2.7,97.3,0.99,0,1.13,2.24,3.37,0.34,0.23,1.339,4,0,0,,38,83.4,42,1.08,44.73,,,
404.0,16.0,1.852,29.632,1851,1139.9757576,1146.8529485,1.01,297.5,87.2,25.0,24.9,18.42,5.3,16.06,4.71,14.81,5.94,20.7,0.05,115,34,106,43,44,0.71,80,EXERCISE,18.0,53,651,764,8219,342.4,5.71,26,132.8,0,0,8219,0,0.0,100.0,1.01,0,1.66,2.09,3.75,0.44,0.19,1.472,3,0,0,,54,77.5,44,1.12,43.83,,,
407.0,20.13,1.218,24.523,1141,933.8839531,915.7965385,0.98,196.4,55.6,24.8,25.2,15.09,4.3,16.12,4.56,14.62,5.99,20.69,0.07,116,33,105,43,45,0.73,79,EXERCISE,18.0,53,651,764,6695,279.0,4.65,26,108.2,0,443,6253,0,6.6,93.4,0.98,0,1.18,1.8,2.98,0.4,0.2,1.39,3,0,0,,45,81.4,45,1.03,44.15,,,
410.0,20.98,1.32,27.692,1409,1027.5450989,1033.8720143,1.01,212.1,60.9,25.5,25.4,16.6,4.7,16.07,4.61,14.64,5.97,20.54,0.12,115,33,105,43,46,0.74,84,EXERCISE,18.0,53,651,764,7408,308.7,5.14,26,119.7,0,0,7408,0,0.0,100.0,1.01,0,1.29,1.57,2.86,0.45,0.2,1.442,3,0,0,,49,78.9,46,1.02,44.02,,,
413.0,24.39,1.113,27.146,1030,1012.3349906,975.3230411,0.96,180.7,48.8,25.1,26.1,16.35,4.7,16.24,4.38,14.67,5.89,20.69,0.06,116,31,105,42,47,0.76,81,EXERCISE,18.0,53,651,764,7230,301.3,5.02,27,116.8,0,902,6328,0,12.5,87.5,0.96,0,1.03,1.43,2.46,0.42,0.21,1.434,3,0,0,,48,79.4,47,1.08,43.51,,,
416.0,18.63,1.664,31.006,1740,1145.3749279,1162.6659667,1.02,269.4,76.1,25.9,25.5,18.5,5.3,16.19,4.57,14.97,5.8,20.65,0.06,116,33,107,42,48,0.78,82,EXERCISE,18.0,53,651,764,8274,344.8,5.75,27,133.7,0,0,8274,0,0.0,100.0,1.02,0,1.55,1.67,3.22,0.48,0.19,1.491,3,0,0,,55,76.4,48,1.07,42.92,,,
418.0,26.79,0.891,23.866,935,868.481118,854.019331,0.98,145.1,39.0,25.3,25.8,14.03,4.0,16.29,4.38,14.99,5.67,20.65,0.07,117,31,107,41,49,0.79,81,EXERCISE,18.0,53,651,764,6230,259.6,4.33,27,100.6,0,354,5876,0,5.7,94.3,0.98,0,0.88,1.36,2.24,0.39,0.18,1.378,2,0,0,,41,81.9,48,1.01,42.09,,,
420.0,25.86,1.192,30.828,1076,1167.8658904,1123.4012935,0.96,192.7,53.0,24.8,25.8,18.87,5.4,16.17,4.45,14.66,5.91,20.69,0.06,116,32,105,42,49,0.79,80,EXERCISE,18.0,53,651,764,8338,347.4,5.79,27,134.7,0,1083,7255,0,13.0,87.0,0.96,0,0.98,1.34,2.32,0.42,0.21,1.489,2,0,0,,56,76.6,49,1.22,43.63,,,
423.0,23.81,1.129,26.881,1170,1002.9042156,963.7782107,0.96,183.3,49.4,25.1,26.2,16.2,4.6,16.24,4.38,14.68,5.89,20.69,0.06,116,31,105,42,50,0.81,80,EXERCISE,18.0,53,651,764,7159,298.3,4.97,27,115.7,0,953,6206,0,13.3,86.7,0.96,0,1.06,1.46,2.52,0.42,0.22,1.429,3,0,0,,48,79.6,50,1.07,43.51,,,
425.0,26.2,1.136,29.764,1170,1056.7973582,1027.5424945,0.97,186.2,48.0,26.4,27.2,17.07,4.9,16.39,4.23,14.82,5.78,20.64,0.07,118,30,106,41,51,0.82,81,EXERCISE,18.0,53,651,764,7563,315.1,5.25,28,122.2,0,715,6848,0,9.4,90.6,0.97,0,1.02,1.27,2.29,0.45,0.23,1.474,2,0,0,,50,77.4,51,1.11,42.8,,,
427.0,25.97,1.162,30.182,1172,1096.0890733,1065.727702,0.97,189.8,50.2,25.9,26.6,17.71,5.1,16.33,4.32,14.86,5.78,20.68,0.07,117,31,107,41,52,0.84,79,EXERCISE,18.0,53,651,764,7844,326.8,5.45,28,126.7,0,742,7102,0,9.5,90.5,0.97,0,1.08,1.23,2.31,0.47,0.22,1.48,2,0,0,,52,77.1,52,1.08,42.8,,,
430.0,24.1,1.261,30.386,1125,1136.2880312,1110.8990518,0.98,203.9,56.5,25.3,25.8,18.36,5.2,16.17,4.48,14.75,5.88,20.65,0.08,116,32,106,42,53,0.86,78,EXERCISE,18.0,53,651,764,8141,339.2,5.65,28,131.5,0,621,7520,0,7.6,92.4,0.98,0,1.1,1.39,2.49,0.44,0.2,1.483,3,0,0,,54,76.9,52,1.15,43.44,,,
432.0,29.41,1.066,31.353,902,1159.2419312,1097.9395583,0.95,173.1,46.0,25.3,26.7,18.73,5.4,16.24,4.32,14.74,5.75,20.64,0.1,116,31,106,41,53,0.86,78,EXERCISE,18.0,53,651,764,8249,343.7,5.73,28,133.3,0,1489,6761,0,18.0,82.0,0.95,0,0.83,1.21,2.04,0.41,0.21,1.496,2,0,0,,55,76.2,53,1.28,42.6,,,
434.0,29.56,0.857,25.33,1013,870.2472671,807.8588188,0.93,142.4,33.5,26.7,28.8,14.06,4.0,16.62,3.91,15.0,5.5,20.69,0.07,119,28,108,39,54,0.87,82,EXERCISE,18.0,53,651,764,6167,257.0,4.28,28,99.6,0,1509,4658,0,24.5,75.5,0.93,0,1.03,1.0,2.03,0.51,0.23,1.404,2,0,0,,42,80.7,54,0.83,40.99,,,
436.0,27.15,1.215,32.986,1137,1243.7633681,1183.017682,0.95,196.8,53.3,25.0,26.3,20.09,5.7,16.2,4.39,14.75,5.79,20.69,0.07,116,31,106,42,55,0.89,84,EXERCISE,18.0,53,651,764,8859,369.1,6.15,29,143.1,0,1477,7382,0,16.7,83.3,0.95,0,1.0,1.21,2.21,0.45,0.21,1.518,2,0,0,,59,74.9,54,1.22,42.86,,,
439.0,23.81,1.116,26.571,1090,988.1861307,961.0328297,0.97,180.0,49.7,25.2,25.9,15.96,4.6,16.13,4.45,14.63,5.89,20.58,0.1,116,32,105,42,56,0.9,83,EXERCISE,18.0,53,651,764,7072,294.7,4.91,29,114.2,0,663,6409,0,9.4,90.6,0.97,0,0.95,1.57,2.52,0.38,0.2,1.424,3,0,0,,47,79.8,55,1.17,43.51,,,
441.0,25.97,1.354,35.169,1262,1354.812491,1288.1570721,0.95,216.1,62.0,24.6,25.9,21.89,6.3,15.96,4.58,14.51,5.91,20.55,0.17,114,33,104,42,56,0.9,82,EXERCISE,18.0,53,651,764,9649,402.0,6.7,29,155.9,0,1620,8029,0,16.8,83.2,0.95,0,1.0,1.31,2.31,0.43,0.2,1.546,2,0,0,,65,73.3,56,1.35,43.63,,,
444.0,24.29,1.261,30.632,1234,1186.3773271,1126.3411203,0.95,202.1,57.2,24.4,25.7,19.17,5.5,16.03,4.54,14.53,5.9,20.64,0.11,115,33,104,42,57,0.92,82,EXERCISE,18.0,53,651,764,8447,352.0,5.87,29,136.5,0,1459,6988,0,17.3,82.7,0.95,0,1.1,1.37,2.47,0.45,0.2,1.486,3,0,0,,57,76.7,57,1.15,43.57,,,
446.0,23.9,1.411,33.729,1405,1270.2174365,1214.4865125,0.96,228.7,62.0,25.2,26.4,20.52,5.9,16.21,4.39,14.75,5.83,20.7,0.06,116,32,106,42,58,0.94,83,EXERCISE,18.0,53,651,764,9057,377.4,6.29,30,146.3,0,1356,7701,0,15.0,85.0,0.96,0,1.14,1.37,2.51,0.45,0.22,1.528,2,0,0,,61,74.4,58,1.24,43.12,,,
448.0,25.0,1.316,32.9,1231,1175.0944639,1178.7786205,1.0,213.3,58.2,26.5,26.4,18.98,5.4,16.21,4.42,14.74,5.87,20.51,0.11,116,32,106,42,59,0.95,81,EXERCISE,18.0,53,651,764,8467,352.8,5.88,30,136.8,0,0,8467,0,0.0,100.0,1.0,0,1.01,1.39,2.4,0.42,0.22,1.517,2,0,0,,56,75.0,59,1.3,43.38,,,
451.0,24.9,1.234,30.722,1201,1074.5623977,1106.5645146,1.03,199.1,55.1,27.0,26.2,17.36,5.0,16.13,4.47,14.65,5.89,20.37,0.13,116,32,105,42,60,0.97,81,EXERCISE,18.0,53,651,764,7788,324.5,5.41,30,125.8,0,0,7788,0,0.0,100.0,1.03,0,1.05,1.36,2.41,0.44,0.21,1.487,3,0,0,,51,76.6,59,1.18,43.51,,,
454.0,21.13,1.404,29.662,1422,1031.9505641,1118.466013,1.08,224.1,65.4,27.3,25.2,16.67,4.8,15.96,4.66,14.59,5.97,20.22,0.12,114,33,105,43,61,0.99,80,EXERCISE,18.0,53,651,764,7567,315.3,5.25,30,122.2,0,0,7567,0,0.0,100.0,1.08,0,1.23,1.61,2.84,0.43,0.19,1.472,3,0,0,,49,77.4,60,1.14,44.02,,,
