t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,RealPower,VT/Ti,PaCO2_e,SV e,CO e,CI e
457.0,20.48,1.433,29.345,1438,1160.536927,1125.1684549,0.97,227.7,68.0,24.1,24.8,18.75,5.4,15.89,4.75,14.5,6.06,20.62,0.13,114,34,104,43,61,0.99,81,EXERCISE,18.0,53,651,764,8300,345.8,5.76,31,134.1,0,863,7437,0,10.4,89.6,0.97,0,1.23,1.7,2.93,0.42,0.19,1.468,3,0,0,,55,77.7,61,1.17,44.6,,,
460.0,17.75,1.274,22.615,1186,990.6739781,925.0343166,0.93,196.7,64.0,21.6,23.1,16.0,4.6,15.44,5.02,13.94,6.32,20.64,0.1,111,36,100,45,63,1.02,80,EXERCISE,18.0,53,651,764,7029,292.9,4.88,31,113.6,0,1589,5439,0,22.6,77.4,0.93,0,1.05,2.33,3.38,0.31,0.17,1.354,3,0,0,,47,82.8,63,1.21,46.28,,,
463.0,18.93,1.475,27.918,1536,1203.8554473,1110.3848657,0.92,230.0,71.5,22.1,23.9,19.45,5.6,15.59,4.85,14.12,6.18,20.7,0.06,112,35,101,44,64,1.03,81,EXERCISE,18.0,53,651,764,8520,355.0,5.92,31,137.6,0,2258,6262,0,26.5,73.5,0.92,0,1.43,1.74,3.17,0.45,0.19,1.446,3,0,0,,57,78.8,64,1.03,45.38,,,
467.0,14.89,2.153,32.055,2119,1287.0675384,1253.3058144,0.97,342.4,102.4,24.1,24.7,20.79,5.9,15.9,4.76,14.53,6.05,20.71,0.05,114,34,104,43,65,1.05,79,EXERCISE,18.0,53,651,764,9213,383.9,6.4,32,148.8,0,825,8389,0,9.0,91.0,0.97,0,1.9,2.13,4.03,0.47,0.2,1.506,4,0,0,,61,75.6,65,1.13,44.54,,,
470.0,22.64,1.294,29.298,1266,1173.9699689,1112.1369644,0.95,206.0,59.9,23.6,24.9,18.97,5.4,15.92,4.63,14.3,6.08,20.69,0.06,114,33,103,44,66,1.07,80,EXERCISE,18.0,53,651,764,8355,348.1,5.8,32,135.0,0,1502,6853,0,18.0,82.0,0.95,0,1.08,1.57,2.65,0.41,0.2,1.467,3,0,0,,56,77.7,65,1.2,44.73,,,
472.0,22.73,1.331,30.25,1345,1238.2794582,1165.6330464,0.94,209.8,63.2,23.1,24.6,20.0,5.7,15.76,4.75,14.35,6.07,20.63,0.11,113,34,103,44,67,1.08,81,EXERCISE,18.0,53,651,764,8801,366.7,6.11,32,142.2,0,1762,7038,0,20.0,80.0,0.94,0,1.18,1.46,2.64,0.45,0.19,1.481,2,0,0,,59,77.0,67,1.13,44.67,,,
475.0,21.13,1.296,27.38,1281,1135.5059437,1046.4698272,0.92,204.5,60.4,22.8,24.8,18.34,5.2,15.78,4.66,14.16,6.15,20.69,0.06,113,33,102,44,68,1.1,79,EXERCISE,18.0,53,651,764,8035,334.8,5.58,32,129.8,0,2150,5884,0,26.8,73.2,0.92,0,1.19,1.65,2.84,0.42,0.21,1.437,3,0,0,,54,79.2,67,1.09,45.18,,,
478.0,20.0,1.462,29.24,1469,1245.3608514,1152.7233592,0.93,228.4,70.4,22.4,24.2,20.12,5.7,15.62,4.82,14.18,6.15,20.67,0.07,112,35,102,44,69,1.11,81,EXERCISE,18.0,53,651,764,8820,367.5,6.12,33,142.5,0,2239,6581,0,25.4,74.6,0.93,0,1.25,1.75,3.0,0.42,0.19,1.466,3,0,0,,59,77.8,69,1.17,45.18,,,
481.0,22.56,1.439,32.459,1468,1339.3948204,1244.9839972,0.93,227.3,67.3,23.1,24.8,21.64,6.2,15.8,4.68,14.39,5.99,20.69,0.06,113,34,103,43,70,1.13,79,EXERCISE,18.0,53,651,764,9494,395.6,6.59,33,153.4,0,2284,7210,0,24.1,75.9,0.93,0,1.21,1.45,2.66,0.45,0.19,1.511,3,0,0,,64,75.3,69,1.19,44.15,,,
484.0,23.44,1.329,31.148,1327,1260.0004232,1178.0771154,0.93,211.0,61.3,23.4,25.0,20.36,5.8,15.88,4.61,14.39,6.01,20.68,0.06,114,33,103,43,70,1.13,79,EXERCISE,18.0,53,651,764,8942,372.6,6.21,33,144.5,0,1984,6958,0,22.2,77.8,0.93,0,1.16,1.4,2.56,0.45,0.2,1.493,3,0,0,,60,76.3,70,1.15,44.28,,,
486.0,24.19,1.383,33.46,1357,1284.7428067,1243.8960905,0.97,219.6,64.1,24.7,25.5,20.76,5.9,15.88,4.63,14.38,6.04,20.47,0.16,114,33,103,43,72,1.16,80,EXERCISE,18.0,53,651,764,9185,382.7,6.38,34,148.4,0,997,8189,0,10.9,89.1,0.97,0,1.12,1.36,2.48,0.45,0.2,1.525,2,0,0,,61,74.6,71,1.23,44.47,,,
488.0,25.32,1.353,34.253,1386,1353.3503053,1278.5374613,0.94,216.6,61.6,24.0,25.4,21.86,6.2,16.01,4.55,14.54,5.94,20.71,0.06,115,33,104,43,72,1.16,79,EXERCISE,18.0,53,651,764,9626,401.1,6.68,34,155.5,0,1816,7810,0,18.9,81.1,0.94,0,1.07,1.3,2.37,0.45,0.2,1.535,2,0,0,,65,74.0,72,1.26,43.83,,,
491.0,22.06,1.459,32.184,1447,1289.7411016,1244.8199771,0.97,232.0,68.8,23.8,24.6,20.84,6.0,15.9,4.72,14.52,6.03,20.69,0.06,114,34,104,43,73,1.18,80,EXERCISE,18.0,53,651,764,9215,384.0,6.4,34,148.9,0,1095,8120,0,11.9,88.1,0.97,0,1.06,1.66,2.72,0.39,0.19,1.508,3,0,0,,62,75.5,73,1.38,44.41,,,
494.0,19.05,1.613,30.724,1608,1270.1919427,1231.0724836,0.97,254.3,78.6,23.1,23.9,20.52,5.9,15.77,4.87,14.32,6.19,20.71,0.05,113,35,103,44,74,1.2,81,EXERCISE,18.0,53,651,764,9083,378.5,6.31,34,146.7,0,955,8129,0,10.5,89.5,0.97,0,1.3,1.85,3.15,0.41,0.19,1.487,3,0,0,,61,76.6,74,1.24,45.44,,,
498.0,15.96,1.474,23.521,1485,981.9775878,930.8704139,0.95,231.7,71.1,22.8,24.1,15.86,4.5,15.72,4.82,13.77,6.41,20.69,0.06,113,35,99,46,75,1.21,79,EXERCISE,18.0,53,651,764,6989,291.2,4.85,35,112.9,0,1241,5748,0,17.8,82.2,0.95,0,1.28,2.48,3.76,0.34,0.21,1.371,4,0,0,,47,82.1,75,1.15,46.86,,,
501.0,18.24,1.604,29.252,1592,1340.2881704,1223.8318084,0.91,245.0,81.9,20.9,22.9,21.65,6.2,15.27,5.11,13.7,6.45,20.69,0.07,110,37,98,46,76,1.23,78,EXERCISE,18.0,53,651,764,9466,394.4,6.57,35,152.9,0,2807,6659,0,29.7,70.3,0.91,0,1.27,2.02,3.29,0.39,0.18,1.466,3,0,0,,64,77.8,76,1.26,47.12,,,
504.0,18.93,1.505,28.486,1701,1245.6423287,1144.6929486,0.92,233.5,73.7,21.8,23.7,20.12,5.7,15.51,4.9,14.02,6.26,20.69,0.06,111,35,101,45,77,1.24,80,EXERCISE,18.0,53,651,764,8809,367.0,6.12,35,142.3,0,2436,6372,0,27.7,72.3,0.92,0,1.35,1.82,3.17,0.43,0.19,1.455,3,0,0,,59,78.3,77,1.11,45.89,,,
507.0,23.17,1.412,32.71,1433,1392.2481814,1290.4891991,0.93,220.9,67.9,22.3,24.1,22.49,6.4,15.64,4.81,14.28,6.08,20.69,0.06,112,34,102,44,78,1.26,83,EXERCISE,18.0,53,651,764,9863,411.0,6.85,36,159.3,0,2460,7403,0,24.9,75.1,0.93,0,1.13,1.46,2.59,0.44,0.18,1.515,3,0,0,,66,75.1,78,1.25,44.73,,,
510.0,17.96,1.619,29.084,1593,1263.5035343,1182.4299346,0.94,251.6,80.2,22.0,23.5,20.41,5.8,15.54,4.95,14.0,6.31,20.7,0.06,111,36,100,45,79,1.28,82,EXERCISE,18.0,53,651,764,8969,373.7,6.23,36,144.9,0,1964,7005,0,21.9,78.1,0.94,0,1.3,2.04,3.34,0.39,0.19,1.464,3,0,0,,60,77.9,79,1.25,46.22,,,
513.0,21.82,1.333,29.084,1453,1230.0907475,1134.0807392,0.92,208.9,63.5,22.4,24.3,19.87,5.7,15.67,4.76,14.1,6.22,20.68,0.07,112,34,101,45,80,1.29,80,EXERCISE,18.0,53,651,764,8705,362.7,6.04,36,140.6,0,2319,6386,0,26.6,73.4,0.92,0,1.21,1.54,2.75,0.44,0.2,1.464,3,0,0,,59,77.9,80,1.1,45.63,,,
517.0,17.6,1.837,32.323,1825,1366.6919961,1305.0633863,0.95,285.8,91.3,22.7,23.8,22.08,6.3,15.56,4.97,14.14,6.26,20.6,0.11,112,36,101,45,81,1.31,81,EXERCISE,18.0,53,651,764,9743,405.9,6.77,37,157.4,0,1499,8243,0,15.4,84.6,0.95,0,1.33,2.08,3.41,0.39,0.19,1.51,4,0,0,,65,75.4,81,1.38,45.89,,,
519.0,22.81,1.441,32.875,1436,1347.4450295,1259.5793332,0.93,227.0,67.9,23.2,24.8,21.77,6.2,15.75,4.71,14.16,6.2,20.62,0.1,113,34,102,44,83,1.34,81,EXERCISE,18.0,53,651,764,9562,398.4,6.64,37,154.5,0,2128,7434,0,22.3,77.7,0.93,0,1.17,1.46,2.63,0.44,0.21,1.517,2,0,0,,64,75.0,82,1.23,45.51,,,
522.0,19.54,1.516,29.629,1560,1296.9019951,1217.6096822,0.94,234.8,75.9,21.8,23.2,20.95,6.0,15.49,5.01,14.04,6.32,20.69,0.06,111,36,101,45,83,1.34,80,EXERCISE,18.0,53,651,764,9212,383.8,6.4,37,148.8,0,1922,7290,0,20.9,79.1,0.94,0,1.26,1.81,3.07,0.41,0.18,1.472,3,0,0,,62,77.5,83,1.2,46.28,,,
525.0,19.35,1.519,29.4,1560,1230.8323843,1188.9002379,0.97,236.3,75.0,22.8,23.6,19.88,5.7,15.56,4.94,13.98,6.36,20.56,0.07,112,35,100,46,84,1.36,79,EXERCISE,18.0,53,651,764,8796,366.5,6.11,38,142.1,0,1023,7773,0,11.6,88.4,0.97,0,1.24,1.86,3.1,0.4,0.19,1.468,3,0,0,,59,77.6,84,1.22,46.54,,,
529.0,18.87,1.71,32.264,1716,1407.1491343,1318.7685347,0.94,265.2,85.5,22.0,23.5,22.73,6.5,15.51,5.0,13.97,6.4,20.69,0.08,111,36,100,46,85,1.37,80,EXERCISE,18.0,53,651,764,9991,416.3,6.94,38,161.4,0,2142,7850,0,21.4,78.6,0.94,0,1.28,1.9,3.18,0.4,0.19,1.509,4,0,0,,67,75.5,85,1.34,46.8,,,
532.0,19.74,1.571,31.007,1654,1332.3957731,1255.3226379,0.94,244.6,77.5,22.2,23.6,21.52,6.1,15.57,4.93,13.93,6.37,20.68,0.06,112,35,100,46,87,1.41,80,EXERCISE,18.0,53,651,764,9471,394.6,6.58,38,153.0,0,1870,7601,0,19.7,80.3,0.94,0,1.26,1.78,3.04,0.41,0.2,1.491,3,0,0,,64,76.4,87,1.25,46.6,,,
535.0,18.02,1.655,29.82,1752,1295.1944701,1235.0702048,0.95,255.9,83.5,22.0,23.1,20.92,6.0,15.46,5.05,13.8,6.41,20.64,0.06,111,36,99,46,88,1.42,79,EXERCISE,18.0,53,651,764,9230,384.6,6.41,39,149.1,0,1462,7768,0,15.8,84.2,0.95,0,1.44,1.89,3.33,0.43,0.19,1.475,3,0,0,,62,77.3,87,1.15,46.86,,,
538.0,20.27,1.485,30.101,1485,1367.0014499,1263.1589699,0.92,227.5,75.9,21.0,22.7,22.08,6.3,15.32,5.11,13.7,6.41,20.7,0.06,110,37,98,46,89,1.44,79,EXERCISE,18.0,53,651,764,9678,403.2,6.72,39,156.3,0,2509,7169,0,25.9,74.1,0.92,0,1.31,1.65,2.96,0.44,0.17,1.479,3,0,0,,65,77.1,88,1.13,46.86,,,
541.0,18.63,1.709,31.845,1703,1419.529073,1334.9111495,0.94,262.0,87.6,21.5,22.9,22.93,6.6,15.33,5.13,13.7,6.48,20.63,0.08,110,37,98,46,90,1.45,79,EXERCISE,18.0,53,651,764,10087,420.3,7.0,39,162.9,0,2052,8034,0,20.3,79.7,0.94,0,1.39,1.83,3.22,0.43,0.18,1.503,3,0,0,,68,75.8,90,1.23,47.31,,,
545.0,16.57,1.564,25.923,1591,1085.9150507,1016.8784696,0.94,245.3,75.1,22.8,24.4,17.54,5.0,15.68,4.8,14.08,6.22,20.66,0.08,112,34,101,45,91,1.47,79,EXERCISE,18.0,53,651,764,7709,321.2,5.35,40,124.5,0,1673,6036,0,21.7,78.3,0.94,0,1.26,2.36,3.62,0.35,0.2,1.414,4,0,0,,52,80.3,90,1.24,45.63,,,
547.0,21.74,1.565,34.022,1605,1577.8416586,1411.5884725,0.89,238.5,79.1,20.6,23.0,25.49,7.3,15.24,5.05,13.69,6.45,20.7,0.06,109,36,98,46,92,1.49,80,EXERCISE,18.0,53,651,764,11097,462.4,7.71,40,179.3,0,3991,7106,0,36.0,64.0,0.89,0,1.14,1.62,2.76,0.41,0.19,1.532,2,0,0,,75,74.1,92,1.37,47.12,,,
550.0,19.74,1.611,31.796,1652,1444.7050391,1318.8510371,0.91,246.8,81.4,21.1,23.1,23.34,6.7,15.32,5.05,13.83,6.39,20.69,0.06,110,36,99,46,93,1.5,79,EXERCISE,18.0,53,651,764,10203,425.1,7.09,40,164.8,0,3033,7169,0,29.7,70.3,0.91,0,1.25,1.79,3.04,0.41,0.18,1.502,3,0,0,,69,75.8,92,1.29,46.73,,,
554.0,19.48,1.707,33.253,1593,1446.9276967,1413.0497633,0.98,258.4,89.7,22.0,22.6,23.38,6.7,15.14,5.25,13.65,6.56,20.35,0.14,109,38,98,47,94,1.52,78,EXERCISE,18.0,53,651,764,10364,431.8,7.2,41,167.4,0,828,9536,0,8.0,92.0,0.98,0,1.25,1.83,3.08,0.41,0.17,1.522,4,0,0,,69,74.7,94,1.37,47.83,,,
556.0,22.47,1.779,39.978,1871,1640.4475189,1578.19424,0.96,280.9,85.6,23.4,24.3,26.5,7.6,15.79,4.81,14.15,6.21,20.69,0.06,113,34,101,45,95,1.53,80,EXERCISE,18.0,53,651,764,11713,488.0,8.13,41,189.2,0,1517,10196,0,13.0,87.0,0.96,0,1.19,1.48,2.67,0.45,0.2,1.602,2,0,0,,78,69.6,95,1.49,45.57,,,
559.0,21.51,1.569,33.742,1526,1348.0783338,1356.1473373,1.01,247.2,77.0,23.9,23.8,21.78,6.2,15.76,4.91,14.1,6.37,20.57,0.07,113,35,101,46,95,1.53,81,EXERCISE,18.0,53,651,764,9719,405.0,6.75,42,157.0,0,0,9719,0,0.0,100.0,1.01,0,1.08,1.71,2.79,0.39,0.2,1.528,3,0,0,,64,74.3,95,1.45,46.6,,,
563.0,16.53,1.629,26.926,1734,1125.5830571,1101.2870098,0.98,254.3,81.5,22.9,23.4,18.18,5.2,15.61,5.0,14.13,6.27,20.62,0.08,112,36,101,45,97,1.57,80,EXERCISE,18.0,53,651,764,8066,336.1,5.6,42,130.3,0,594,7472,0,7.4,92.6,0.98,0,1.4,2.23,3.63,0.39,0.18,1.43,4,0,0,,54,79.5,97,1.16,45.96,,,
565.0,21.74,1.715,37.283,1621,1701.6019284,1579.7657012,0.93,261.5,88.5,21.0,22.6,27.49,7.9,15.25,5.16,13.39,6.54,20.66,0.06,109,37,96,47,98,1.58,78,EXERCISE,18.0,53,651,764,12059,502.4,8.37,42,194.8,0,2947,9112,0,24.4,75.6,0.93,0,1.16,1.6,2.76,0.42,0.18,1.572,2,0,0,,81,71.7,98,1.48,47.7,,,
569.0,15.87,2.181,34.619,2282,1494.3365113,1453.1360599,0.97,338.8,111.5,22.4,23.1,24.14,6.9,15.53,5.11,13.81,6.5,20.7,0.06,111,37,99,47,99,1.6,77,EXERCISE,18.0,53,651,764,10694,445.6,7.43,43,172.8,0,1006,9688,0,9.4,90.6,0.97,0,1.59,2.19,3.78,0.42,0.2,1.539,4,0,0,,71,73.7,99,1.37,47.44,,,
572.0,20.2,1.543,31.172,1559,1364.5768312,1315.8750608,0.96,237.0,80.1,21.8,22.6,22.04,6.3,15.36,5.19,13.62,6.6,20.59,0.11,110,37,98,47,100,1.62,78,EXERCISE,18.0,53,651,764,9748,406.2,6.77,43,157.5,0,1187,8560,0,12.2,87.8,0.96,0,1.19,1.78,2.97,0.4,0.18,1.494,3,0,0,,65,76.3,100,1.3,48.09,,,
575.0,20.07,1.579,31.686,1672,1431.2075074,1337.9119102,0.93,242.8,81.2,21.2,22.6,23.12,6.6,15.38,5.14,13.82,6.56,20.74,0.06,110,37,99,47,101,1.63,80,EXERCISE,18.0,53,651,764,10157,423.2,7.05,43,164.1,0,2260,7897,0,22.2,77.8,0.93,0,1.41,1.58,2.99,0.47,0.18,1.501,3,0,0,,68,75.9,101,1.12,47.83,,,
578.0,24.1,1.438,34.651,1463,1499.715241,1394.282495,0.93,223.7,70.8,22.0,23.6,24.23,6.9,15.56,4.92,13.88,6.42,20.69,0.08,112,35,100,46,102,1.65,80,EXERCISE,18.0,53,651,764,10631,443.0,7.38,44,171.7,0,2551,8080,0,24.0,76.0,0.93,0,1.07,1.42,2.49,0.43,0.2,1.54,3,0,0,,72,73.7,102,1.34,46.93,,,
580.0,22.64,1.728,39.125,1667,1697.2509368,1615.1234144,0.95,268.2,86.9,22.1,23.2,27.42,7.8,15.52,5.03,14.01,6.42,20.69,0.06,111,36,100,46,103,1.66,80,EXERCISE,18.0,53,651,764,12090,503.8,8.4,44,195.3,0,1997,10093,0,16.5,83.5,0.95,0,1.1,1.55,2.65,0.42,0.19,1.592,2,0,0,,81,70.3,103,1.57,46.92,,,
583.0,21.35,1.63,34.804,1718,1427.2331285,1414.1719733,0.99,254.5,82.0,23.3,23.6,23.06,6.6,15.61,5.03,14.17,6.37,20.54,0.14,112,36,102,46,103,1.66,80,EXERCISE,18.0,53,651,764,10255,427.3,7.12,44,165.7,0,320,9935,0,3.1,96.9,0.99,0,1.3,1.51,2.81,0.46,0.18,1.542,3,0,0,,68,73.5,103,1.25,46.6,,,
586.0,23.08,1.479,34.131,1529,1432.9366787,1393.1543101,0.97,231.4,73.7,22.7,23.3,23.15,6.6,15.65,4.98,14.14,6.44,20.67,0.07,112,36,101,46,105,1.7,79,EXERCISE,18.0,53,651,764,10254,427.3,7.12,45,165.7,0,972,9283,0,9.5,90.5,0.97,0,1.18,1.42,2.6,0.45,0.19,1.533,3,0,0,,68,74.1,104,1.25,47.05,,,
588.0,22.9,1.647,37.718,1636,1563.9486813,1547.1674598,0.99,257.1,82.8,23.1,23.3,25.27,7.2,15.61,5.03,14.04,6.5,20.59,0.09,112,36,101,47,106,1.71,80,EXERCISE,18.0,53,651,764,11234,468.1,7.8,45,181.5,0,411,10822,0,3.7,96.3,0.99,0,1.02,1.6,2.62,0.39,0.2,1.577,2,0,0,,75,71.3,105,1.61,47.44,,,
591.0,20.62,1.746,36.0,1714,1560.9995228,1517.3330543,0.97,270.3,89.8,22.1,22.8,25.22,7.2,15.48,5.14,13.86,6.57,20.67,0.07,111,37,99,47,106,1.71,80,EXERCISE,18.0,53,651,764,11170,465.4,7.76,45,180.5,0,1066,10104,0,9.5,90.5,0.97,0,1.18,1.73,2.91,0.41,0.19,1.556,3,0,0,,75,72.6,106,1.48,47.89,,,
594.0,19.8,1.743,34.515,1812,1534.9459324,1493.4696307,0.97,267.5,92.0,21.6,22.2,24.8,7.1,15.35,5.28,13.9,6.58,20.67,0.07,110,38,100,47,107,1.73,79,EXERCISE,18.0,53,651,764,10986,457.7,7.63,46,177.5,0,1013,9973,0,9.2,90.8,0.97,0,1.36,1.67,3.03,0.45,0.17,1.538,3,0,0,,73,73.8,107,1.28,47.96,,,
597.0,21.58,1.791,38.655,1810,1625.9377653,1612.4756827,0.99,279.5,91.0,22.8,23.0,26.27,7.5,15.61,5.08,14.19,6.45,20.66,0.06,112,36,102,46,108,1.74,78,EXERCISE,18.0,53,651,764,11685,486.9,8.11,46,188.8,0,330,11355,0,2.8,97.2,0.99,0,1.34,1.44,2.78,0.48,0.19,1.587,3,0,0,,78,70.6,108,1.34,47.12,,,
600.0,21.05,1.758,37.011,1839,1508.7924095,1514.6072663,1.0,277.4,88.0,23.6,23.5,24.37,7.0,15.78,5.01,14.26,6.43,20.69,0.08,113,36,102,46,109,1.76,79,EXERCISE,18.0,53,651,764,10873,453.0,7.55,47,175.6,0,0,10873,0,0.0,100.0,1.0,0,1.18,1.67,2.85,0.41,0.2,1.568,3,0,0,,72,71.9,109,1.49,46.99,,,
603.0,22.06,1.699,37.478,1713,1501.4026255,1512.8999943,1.01,269.3,83.4,23.9,23.8,24.26,6.9,15.85,4.91,14.25,6.39,20.68,0.05,114,35,102,46,110,1.78,78,EXERCISE,18.0,53,651,764,10828,451.2,7.52,47,174.9,0,0,10828,0,0.0,100.0,1.01,0,1.22,1.5,2.72,0.45,0.21,1.574,3,0,0,,72,71.5,110,1.39,46.73,,,
606.0,20.76,1.73,35.917,1761,1495.8633068,1494.8184502,1.0,271.4,87.7,23.0,23.1,24.17,6.9,15.69,5.07,14.18,6.5,20.7,0.06,112,36,102,47,111,1.79,79,EXERCISE,18.0,53,651,764,10769,448.7,7.48,47,174.0,0,26,10743,0,0.2,99.8,1.0,0,1.24,1.65,2.89,0.43,0.19,1.555,3,0,0,,71,72.7,111,1.4,47.44,,,
608.0,21.9,1.851,40.533,1838,1690.0100734,1699.594462,1.01,289.6,94.9,23.1,22.9,27.3,7.8,15.65,5.13,13.98,6.51,20.67,0.08,112,37,100,47,112,1.81,80,EXERCISE,18.0,53,651,764,12183,507.6,8.46,48,196.8,0,0,12183,0,0.0,100.0,1.01,0,1.11,1.63,2.74,0.41,0.19,1.608,2,0,0,,81,69.2,112,1.67,47.51,,,
611.0,21.13,1.67,35.282,1857,1475.0034605,1482.5772193,1.01,261.4,85.3,22.9,22.8,23.83,6.8,15.65,5.11,14.13,6.48,20.69,0.05,112,37,101,46,113,1.83,79,EXERCISE,18.0,53,651,764,10632,443.0,7.38,48,171.8,0,0,10632,0,0.0,100.0,1.01,0,1.38,1.46,2.84,0.49,0.18,1.548,3,0,0,,70,73.2,113,1.21,47.31,,,
614.0,21.43,1.838,39.386,1777,1627.7037107,1653.5295641,1.02,285.8,96.0,23.3,22.9,26.3,7.5,15.55,5.22,13.87,6.53,20.54,0.17,111,37,99,47,114,1.84,80,EXERCISE,18.0,53,651,764,11760,490.0,8.17,48,190.0,0,0,11760,0,0.0,100.0,1.02,0,1.16,1.64,2.8,0.41,0.18,1.595,3,0,0,,78,70.1,114,1.58,47.63,,,
617.0,18.75,1.788,33.525,1792,1442.5567479,1449.2655185,1.0,275.1,95.0,22.3,22.2,23.3,6.7,15.39,5.31,13.74,6.68,20.57,0.11,110,38,99,48,115,1.86,80,EXERCISE,18.0,53,651,764,10397,433.2,7.22,49,168.0,0,0,10397,0,0.0,100.0,1.0,0,1.12,2.08,3.2,0.35,0.18,1.525,3,0,0,,69,74.5,115,1.6,48.6,,,
620.0,22.73,1.875,42.614,1839,1863.5698016,1836.7551891,0.99,290.1,98.4,22.0,22.3,30.11,8.6,15.47,5.25,14.14,6.56,20.72,0.06,111,38,101,47,116,1.87,79,EXERCISE,18.0,53,651,764,13375,557.3,9.29,49,216.1,0,657,12718,0,4.9,95.1,0.99,0,1.15,1.49,2.64,0.44,0.18,1.63,3,0,0,,89,67.6,116,1.63,47.83,,,
622.0,28.04,1.419,39.785,1432,1602.8646138,1581.8036448,0.99,224.4,68.9,23.6,23.9,25.89,7.4,15.81,4.86,14.01,6.45,20.65,0.07,113,35,100,46,117,1.89,79,EXERCISE,18.0,53,651,764,11507,479.5,7.99,49,185.9,0,516,10991,0,4.5,95.5,0.99,0,0.94,1.2,2.14,0.44,0.21,1.6,2,0,0,,77,69.8,116,1.51,47.12,,,
624.0,24.9,1.681,41.851,1806,1636.4635625,1671.1339584,1.02,268.0,81.8,24.5,24.0,26.44,7.6,15.94,4.87,14.55,6.33,20.67,0.06,114,35,104,45,117,1.89,80,EXERCISE,18.0,53,651,764,11837,493.2,8.22,50,191.2,0,0,11837,0,0.0,100.0,1.02,0,1.02,1.39,2.41,0.42,0.21,1.622,2,0,0,,78,68.2,117,1.65,46.34,,,
627.0,21.9,1.716,37.577,1684,1533.2505685,1561.4872103,1.02,270.1,87.2,23.5,23.1,24.77,7.1,15.74,5.08,14.22,6.55,20.67,0.08,113,36,102,47,118,1.91,79,EXERCISE,18.0,53,651,764,11084,461.8,7.7,50,179.1,0,0,11084,0,0.0,100.0,1.02,0,1.1,1.64,2.74,0.4,0.2,1.575,3,0,0,,73,71.4,118,1.56,47.76,,,
630.0,20.91,1.77,37.003,1778,1579.0398012,1597.2872626,1.01,274.2,93.2,22.5,22.3,25.51,7.3,15.49,5.27,14.06,6.63,20.64,0.07,111,38,101,48,119,1.92,79,EXERCISE,18.0,53,651,764,11398,474.9,7.92,51,184.1,0,0,11398,0,0.0,100.0,1.01,0,1.22,1.65,2.87,0.43,0.18,1.568,3,0,0,,75,71.9,119,1.45,48.28,,,
633.0,21.28,1.892,40.255,1809,1724.0723896,1755.3051048,1.02,291.1,101.0,22.5,22.1,27.85,8.0,15.39,5.34,13.98,6.67,20.56,0.09,110,38,100,48,120,1.94,79,EXERCISE,18.0,53,651,764,12463,519.3,8.65,51,201.3,0,0,12463,0,0.0,100.0,1.02,0,1.17,1.65,2.82,0.41,0.17,1.605,3,0,0,,82,69.4,120,1.62,48.54,,,
636.0,20.55,1.948,40.027,2122,1647.8996827,1692.4508377,1.03,305.0,100.5,23.4,22.8,26.62,7.6,15.66,5.16,14.24,6.53,20.64,0.07,112,37,102,47,121,1.95,78,EXERCISE,18.0,53,651,764,11935,497.3,8.29,51,192.8,0,0,11935,0,0.0,100.0,1.03,0,1.24,1.68,2.92,0.42,0.19,1.602,3,0,0,,79,69.6,121,1.57,47.63,,,
639.0,19.93,1.842,36.718,1840,1570.9645527,1601.6631211,1.02,285.5,98.0,22.5,22.1,25.38,7.3,15.5,5.32,14.04,6.69,20.67,0.07,111,38,101,48,122,1.97,78,EXERCISE,18.0,53,651,764,11360,473.3,7.89,52,183.5,0,0,11360,0,0.0,100.0,1.02,0,1.27,1.74,3.01,0.42,0.18,1.565,3,0,0,,75,72.1,122,1.45,48.67,,,
641.0,21.28,1.945,41.383,2043,1735.9232694,1780.6844944,1.03,303.5,101.9,23.0,22.4,28.04,8.0,15.6,5.24,14.17,6.62,20.68,0.06,112,38,102,47,123,1.99,80,EXERCISE,18.0,53,651,764,12570,523.7,8.73,52,203.1,0,0,12570,0,0.0,100.0,1.03,0,1.26,1.56,2.82,0.45,0.18,1.617,2,0,0,,83,68.5,123,1.54,48.21,,,
644.0,26.55,1.61,42.743,1744,1646.7380864,1700.9140221,1.03,257.3,78.4,24.8,24.0,26.6,7.6,15.98,4.87,14.51,6.34,20.65,0.08,115,35,104,45,124,2.0,79,EXERCISE,18.0,53,651,764,11942,497.6,8.29,52,192.9,0,0,11942,0,0.0,100.0,1.03,0,1.02,1.24,2.26,0.45,0.2,1.631,3,0,0,,79,67.5,123,1.58,46.41,,,
