TSI%,TSI Fit Factor,O2Hb1,HHb1,tHb1,HbDiff1,O2Hb2,HHb2,tHb2,HbDiff2,O2Hb3,HHb3,tHb3,HbDiff3,O2Hb2-2,HHb2-2,tHb2-2,HbDiff2-2,Event,Event Time
67.7630157,99.8595886,-2.4441762,-0.5580496,-3.0022259,-1.8861418,-2.3295479,-0.6221622,-2.9517102,-1.7073555,-3.0228341,0.6780375,-2.3447964,-3.7007713,10.0386772,4.712616,14.7513914,5.3260093,,
67.7102356,99.85923,-2.4706891,-0.5529544,-3.0236435,-1.91775,-2.3529577,-0.6186799,-2.9716375,-1.7342476,-3.0549197,0.6895688,-2.3653507,-3.7443881,9.9998512,4.709723,14.7096739,5.2900763,,
67.6532745,99.8588409,-2.4880157,-0.5511891,-3.0392048,-1.9368417,-2.3773494,-0.6134418,-2.9907911,-1.7638769,-3.0810971,0.6992749,-2.3818221,-3.780272,9.9684639,4.7029748,14.6715374,5.2654371,,
67.5920563,99.8581619,-2.5238614,-0.5494419,-3.0733035,-1.9744349,-2.4082184,-0.6117235,-3.019942,-1.7964643,-3.1171985,0.7125244,-2.4046741,-3.8296227,9.9139156,4.7003531,14.6143675,5.21351,,
67.5273056,99.8575516,-2.5506988,-0.5448514,-3.0955501,-2.0058622,-2.434339,-0.6085964,-3.0429356,-1.8257122,-3.1524074,0.7253689,-2.4270387,-3.8776765,9.8675184,4.6963806,14.5639982,5.1710844,,
67.4629898,99.8574142,-2.5656605,-0.5452319,-3.1108928,-2.0204434,-2.4556484,-0.6039246,-3.0595732,-1.8516932,-3.1779046,0.7349323,-2.4429724,-3.9127369,9.8596554,4.6709728,14.5307283,5.1886301,,
67.3898849,99.8569641,-2.5882142,-0.5445752,-3.1327891,-2.0436537,-2.4790626,-0.6020544,-3.0811169,-1.876977,-3.2108185,0.7467135,-2.4641051,-3.9574318,9.8279238,4.6665678,14.4945908,5.1613016,,
67.3401947,99.8560715,-2.6221914,-0.5386802,-3.1608715,-2.0835259,-2.5078871,-0.6001024,-3.1079893,-1.9077536,-3.2457948,0.759523,-2.4862714,-4.0052176,9.7658253,4.673419,14.4393435,5.0923529,,
67.2498932,99.8557281,-2.6473913,-0.5443862,-3.1917779,-2.1030202,-2.5401444,-0.5963863,-3.1365306,-1.9437268,-3.2796478,0.77218,-2.5074675,-4.0517273,9.7308903,4.6491785,14.380167,5.0816579,,
67.1546936,99.8550873,-2.671607,-0.5451915,-3.2167983,-2.12643,-2.5679085,-0.5947055,-3.1626139,-1.9731716,-3.3185139,0.7863559,-2.5321577,-4.1047697,9.7015772,4.6378179,14.3394947,5.0637064,,
67.0900421,99.854393,-2.6984489,-0.5427487,-3.2411971,-2.1557145,-2.5935724000000002,-0.5932668,-3.1868389,-2.0002739,-3.352195,0.7984574,-2.5537381,-4.1505527,9.6594906,4.6311808,14.2907734,5.0282564,,
67.0650787,99.8543243,-2.7282991,-0.5371026,-3.2654023,-2.1912112,-2.6189058,-0.5870682,-3.2059739,-2.0318058,-3.377795,0.8077769,-2.5700181,-4.1854715,9.6047449,4.6309061,14.2357512,4.9737849,,
67.0180817,99.8539276,-2.7597122,-0.5329028,-3.2926152,-2.226824,-2.6450131,-0.5836968,-3.2287102,-2.0612845,-3.4094162,0.8194221,-2.589994,-4.2287378,9.5479488,4.6319532,14.1800003,4.9159412,,
66.9809875,99.8534927,-2.7927256,-0.5286173,-3.3213429,-2.2641225,-2.6701796,-0.581159,-3.251339,-2.0889888,-3.4388661,0.8303267,-2.6085391,-4.2690926,9.4900284,4.6311784,14.1213026,4.8587961,,
66.9043732,99.853157,-2.8071742,-0.5289682,-3.3361423,-2.2782202,-2.6955819,-0.5755682,-3.2711501,-2.1199818,-3.4677987,0.8410589,-2.62674,-4.3087573,9.4768572,4.617239,14.0941925,4.8595624,,
66.8368988,99.8525391,-2.830976,-0.5276956,-3.3586719,-2.3032947,-2.7212071,-0.5732349,-3.2944419,-2.1479402,-3.4998169,0.8527152,-2.6471019,-4.3524323,9.4424429,4.6100206,14.0525618,4.8323679,,
66.8220596,99.8522644,-2.8599925,-0.5174839,-3.3774765,-2.3425226,-2.7381256,-0.5702519,-3.3083775,-2.1678414,-3.5254788,0.8620572,-2.6634214,-4.387435,9.3959017,4.6188917,14.0148945,4.7769566,,
66.7821503,99.8521271,-2.8867624,-0.5141049,-3.4008675,-2.3726716,-2.7639,-0.5647075,-3.3286076,-2.1991603,-3.5525596,0.8716919,-2.6808677,-4.4241514,9.3487158,4.6147671,13.9635801,4.7338934,,
66.734436,99.8518753,-2.9167302,-0.512257,-3.428987,-2.4044869,-2.7906344,-0.5609106,-3.3515449,-2.2296913,-3.5820599,0.8824314,-2.6996286,-4.4643917,9.3109264,4.6038489,13.9148741,4.7070222,,
66.6909943,99.8514633,-2.9340396,-0.5097784,-3.4438183,-2.4242752,-2.8128183,-0.5560875,-3.3689055,-2.2566981,-3.6044564,0.8909693,-2.7134874,-4.495326,9.2931366,4.5932732,13.886508,4.6998091,,
66.6650391,99.8514404,-2.9590752,-0.5040729,-3.4631481,-2.4550157,-2.8323464,-0.5513153,-3.383662,-2.2809987,-3.6281314,0.8995881,-2.7285435,-4.5276203,9.2428951,4.6024313,13.8454256,4.6404109,,
66.6299896,99.8514633,-2.9806342,-0.5011547,-3.4817894,-2.4794936,-2.853951,-0.5458484,-3.3997989,-2.3080697,-3.6510735,0.9076306,-2.7434433,-4.5586042,9.2037926,4.5969877,13.8008776,4.6067491,,
66.5929413,99.8514252,-3.0054691,-0.4971605,-3.5026295,-2.5083222,-2.87357,-0.5419763,-3.4155464,-2.3315611,-3.6764827,0.9170302,-2.7594523,-4.5934134,9.1669407,4.5918069,13.7588453,4.575078,,
66.5632095,99.8509293,-3.0325091,-0.4911484,-3.5236576,-2.5413742,-2.8991656,-0.5369433,-3.4361088,-2.3621898,-3.7022481,0.9265968,-2.775651,-4.6287451,9.126421,4.5902247,13.7167463,4.5361414,,
66.4972916,99.8506851,-3.0579641,-0.4913911,-3.5493553,-2.566587,-2.9285533,-0.5315967,-3.4601498,-2.3969235,-3.7333302,0.9379924,-2.7953379,-4.6712232,9.0841084,4.5826716,13.6668777,4.50138,,
