t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,RealPower,VT/Ti,PaCO2_e
2.0,16.39,0.613,10.049,611,317.2081103,283.084136,0.89,104.8,21.1,28.1,31.4,5.99,1.7,17.1,3.44,15.7,4.73,20.79,0.07,123,25,113,34,0,,0,NONE,21.0,40,656,768,2230,92.9,1.55,0,42.1,0,819,1411,0,36.7,63.3,0.89,0,1.37,2.29,3.66,0.37,0.2,1.002,0,0,0,,18,93.5,0,0.45,36.19
7.0,13.04,0.608,7.93,639,268.2719858,238.349382,0.89,102.6,22.3,26.2,29.4,5.07,1.4,16.88,3.67,15.49,4.86,20.83,0.07,122,26,112,35,0,,0,NONE,21.0,40,656,768,1884,78.5,1.31,0,35.6,0,717,1167,0,38.1,61.9,0.89,0,1.82,2.78,4.6,0.4,0.17,0.899,5,0,0,,15,94.8,0,0.33,37.04
12.0,12.71,0.566,7.195,611,249.1302011,219.8575918,0.88,94.9,21.1,25.3,28.7,4.71,1.3,16.77,3.73,15.5,4.83,20.81,0.07,121,27,112,35,0,,0,NONE,21.0,40,656,768,1747,72.8,1.21,0,33.0,0,701,1047,0,40.1,59.9,0.88,0,1.89,2.83,4.72,0.4,0.15,0.857,5,0,0,,14,95.3,0,0.3,36.84
16.0,13.19,0.566,7.464,609,264.5829114,228.067747,0.86,94.8,21.1,24.7,28.7,5.0,1.4,16.75,3.73,15.34,4.9,20.87,0.07,121,27,111,35,0,,0,NONE,21.0,40,656,768,1847,77.0,1.28,0,34.9,0,870,977,0,47.1,52.9,0.86,0,1.82,2.73,4.55,0.4,0.16,0.873,4,0,0,,15,95.1,0,0.31,37.29
21.0,16.09,0.397,6.386,622,172.4466335,148.1083137,0.86,70.4,11.3,30.5,35.5,3.26,0.9,17.73,2.85,16.28,4.2,20.87,0.07,128,21,117,30,0,,0,NONE,21.0,40,656,768,1203,50.1,0.84,0,22.7,0,580,624,0,48.2,51.8,0.86,0,1.72,2.01,3.73,0.46,0.2,0.805,5,0,0,,10,95.8,0,0.23,32.75
25.0,11.67,0.208,2.428,129,77.9034826,64.8871472,0.83,35.7,6.8,20.7,24.8,1.47,0.4,17.16,3.27,15.55,4.63,20.87,0.07,124,24,112,33,0,,0,NONE,21.0,40,656,768,540,22.5,0.38,0,10.2,0,308,232,0,57.0,43.0,0.83,0,1.62,3.52,5.14,0.32,0.0,0.385,4,0,0,,4,98.4,0,0.13,35.54
29.0,14.53,0.662,9.617,598,382.4191946,307.8697485,0.81,107.8,25.9,22.5,27.9,7.22,2.1,16.28,3.91,14.84,5.09,20.85,0.08,117,28,107,37,0,,0,NONE,21.0,40,656,768,2635,109.8,1.83,0,49.8,0,1753,882,0,66.5,33.5,0.81,0,1.48,2.65,4.13,0.36,0.16,0.983,4,0,0,,21,93.7,0,0.45,38.53
33.0,15.54,0.631,9.808,628,377.3998158,305.0586437,0.81,103.6,24.0,23.1,28.6,7.13,2.0,16.42,3.8,15.01,5.0,20.84,0.08,118,27,108,36,0,,0,NONE,21.0,40,656,768,2603,108.4,1.81,1,49.2,0,1703,900,0,65.4,34.6,0.81,0,1.41,2.45,3.86,0.37,0.17,0.992,4,0,0,,21,93.6,0,0.45,37.94
37.0,16.76,0.597,10.006,614,372.7908562,306.3472012,0.82,98.9,22.3,23.7,28.8,7.04,2.0,16.57,3.74,15.34,4.77,20.86,0.07,119,27,111,34,0,,0,NONE,21.0,40,656,768,2579,107.5,1.79,1,48.7,0,1569,1010,0,60.8,39.2,0.82,0,1.42,2.16,3.58,0.4,0.14,1.0,4,0,0,,21,93.5,0,0.42,36.45
40.0,18.69,0.536,10.019,549,359.343397,299.328788,0.83,89.6,19.6,24.2,29.1,6.79,1.9,16.72,3.66,15.5,4.69,20.86,0.08,121,26,112,34,0,,0,NONE,21.0,40,656,768,2492,103.8,1.73,1,47.1,0,1421,1072,0,57.0,43.0,0.83,0,1.3,1.91,3.21,0.4,0.14,1.001,3,0,0,,20,93.5,0,0.41,35.93
