t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,RealPower,VT/Ti,PaCO2_e
2.0,14.46,0.825,11.928,917,351.5189564,338.8404937,0.96,142.1,28.5,31.1,32.2,5.75,1.6,17.22,3.45,15.83,4.78,20.74,0.04,124,25,114,34,0,,0,NONE,18.1,55,655,765,2511,104.6,1.74,0,41.1,0,309,2202,0,12.3,87.7,0.96,0,1.58,2.57,4.15,0.38,0.23,1.077,0,0,0,,17,90.9,0,0.52,36.39
6.0,19.05,0.551,10.495,453,324.9976477,299.7209756,0.92,94.1,19.3,28.2,30.6,5.32,1.5,17.08,3.5,15.77,4.8,20.74,0.07,123,25,113,34,0,,0,NONE,18.1,55,655,765,2300,95.8,1.6,0,37.6,0,611,1689,0,26.5,73.5,0.92,0,1.12,2.03,3.15,0.36,0.18,1.021,4,0,0,,16,92.0,0,0.49,36.52
9.0,18.18,0.483,8.782,484,245.4583184,227.0463184,0.92,84.2,15.3,30.6,33.1,4.02,1.1,17.43,3.17,16.1,4.5,20.74,0.06,125,23,116,32,0,,0,NONE,18.1,55,655,765,1738,72.4,1.21,0,28.4,0,445,1293,0,25.6,74.4,0.92,0,1.23,2.07,3.3,0.37,0.2,0.944,3,0,0,,12,93.3,0,0.39,34.58
12.0,17.14,0.554,9.497,549,283.3064433,261.3204056,0.92,95.3,18.6,29.3,31.8,4.64,1.3,17.2,3.36,15.78,4.76,20.73,0.05,124,24,113,34,0,,0,NONE,18.1,55,655,765,2005,83.5,1.39,0,32.8,0,531,1474,0,26.5,73.5,0.92,0,1.32,2.18,3.5,0.38,0.21,0.978,3,0,0,,14,92.8,0,0.42,36.26
17.0,14.22,0.801,11.389,766,352.8310986,330.0137319,0.94,136.7,28.3,29.5,31.5,5.77,1.6,17.07,3.53,15.62,4.91,20.74,0.05,123,25,112,35,0,,0,NONE,18.1,55,655,765,2504,104.3,1.74,0,41.0,0,553,1952,0,22.1,77.9,0.94,0,1.51,2.71,4.22,0.36,0.23,1.056,5,0,0,,17,91.3,0,0.53,37.23
23.0,9.82,1.785,17.529,1619,501.7518615,518.6871418,1.03,308.9,64.2,33.6,32.5,8.21,2.3,17.31,3.6,16.34,4.55,20.77,0.04,124,26,117,33,0,,0,NONE,18.1,55,655,765,3639,151.6,2.53,1,59.6,0,0,3639,0,0.0,100.0,1.03,0,2.42,3.69,6.11,0.4,0.22,1.244,6,0,0,,24,86.7,0,0.74,34.9
34.0,6.62,1.166,7.713,941,224.1562184,232.9955148,1.04,201.0,42.8,32.3,31.1,3.67,1.0,17.24,3.67,15.91,4.95,20.76,0.04,124,26,114,36,0,,0,NONE,18.1,55,655,765,1628,67.8,1.13,1,26.6,0,0,1628,0,0.0,100.0,1.04,0,1.91,7.16,9.07,0.21,0.24,0.887,11,0,0,,11,94.1,0,0.61,37.48
38.0,17.34,0.478,8.289,407,246.1502326,230.2671981,0.94,82.4,16.2,28.7,30.7,4.03,1.2,17.24,3.39,15.92,4.66,20.76,0.05,124,24,114,33,0,,0,NONE,18.1,55,655,765,1747,72.8,1.21,1,28.6,0,385,1362,0,22.0,78.0,0.94,0,1.19,2.27,3.46,0.34,0.17,0.919,4,0,0,,12,93.7,0,0.4,35.61
43.0,12.9,0.565,7.29,643,239.0105811,219.1760099,0.92,95.3,20.7,26.7,29.1,3.91,1.1,16.87,3.66,15.67,4.78,20.74,0.05,121,26,113,34,0,,0,NONE,18.1,55,655,765,1689,70.4,1.17,1,27.7,0,479,1211,0,28.3,71.7,0.92,0,1.8,2.85,4.65,0.39,0.15,0.863,5,0,0,,12,94.5,0,0.31,36.39
47.0,13.19,0.504,6.646,506,204.923099,183.7340167,0.9,86.1,17.0,27.9,31.1,3.35,1.0,17.08,3.37,15.92,4.53,20.71,0.05,123,24,114,33,0,,0,NONE,18.1,55,655,765,1442,60.1,1.0,1,23.6,0,509,933,0,35.3,64.7,0.9,0,2.16,2.39,4.55,0.47,0.16,0.823,4,0,0,,10,94.9,0,0.23,34.77
