O2Hb1,HHb1,tHb1,O2Hb2,HHb2,tHb2,O2Hb3,HHb3,tHb3,O2Hb1-2,HHb1-2,tHb1-2,O2Hb2-2,HHb2-2,tHb2-2,O2Hb3-2,HHb3-2,tHb3-2,TSI%,TSI Fit Factor,Event,Event Time
18.6319466,-1.0528313,17.5791149,18.4240379,-1.2248614,17.1990757,17.8030529,-1.4334246,16.3697433,31.0198975,0.7580546,31.7783546,22.6150398,-1.2059516,21.4096909,18.0576057,-2.102612,15.9544859,75.7305679,99.8081131,,
18.5632496,-1.0486884,17.5145607,18.353447,-1.2145808,17.1387672,17.7335453,-1.4260404,16.307621,31.0841465,0.7745661,31.8591099,22.640604,-1.1813649,21.4598427,18.0644264,-2.0853877,15.9785328,75.6959839,99.8086929,,
18.4658203,-1.0551188,17.4107056,18.2497044,-1.218648,17.0309563,17.6367054,-1.4345077,16.2023125,31.1169014,0.7835891,31.9008884,22.6493778,-1.1672313,21.4827518,18.056736,-2.0765598,15.9796696,75.6744614,99.8084564,,
18.3582859,-1.0635304,17.2947578,18.1478081,-1.2277986,16.9199104,17.5175343,-1.4426105,16.0750427,31.1197605,0.7995119,31.9196739,22.64645,-1.157508,21.4895458,18.0249214,-2.0743914,15.9500246,75.6286392,99.8094711,,
18.2536011,-1.0621475,17.1914539,18.042347,-1.2310455,16.8111992,17.4057941,-1.4458666,15.9600449,31.0527344,0.8239139,31.8770485,22.6079845,-1.1550472,21.4535408,17.9703083,-2.0733676,15.8964291,75.5964203,99.809288,,
18.1298904,-1.0637677,17.0661201,17.93466,-1.2406915,16.6938667,17.2877617,-1.4531198,15.8347578,31.0058899,0.8489402,31.8552303,22.5755806,-1.1533577,21.4228287,17.9136009,-2.0691783,15.843915,75.5792618,99.8096771,,
18.0294952,-1.0638105,16.9656868,17.8275242,-1.2343498,16.5930748,17.1779118,-1.4468553,15.7311726,30.9624977,0.8487892,31.8116913,22.5181389,-1.1418409,21.3769035,17.8575211,-2.0658073,15.7912064,75.5172577,99.8099518,,
17.9532814,-1.0666648,16.8866158,17.7300224,-1.2269951,16.5029297,17.0695267,-1.4348004,15.6348419,30.9338188,0.8472384,31.7814541,22.4504929,-1.1287498,21.3223457,17.7835274,-2.0582066,15.7248135,75.4121704,99.8098297,,
17.8664875,-1.047157,16.8193321,17.6487141,-1.2145879,16.4340248,16.9826851,-1.4234345,15.5593672,30.8911438,0.8528029,31.7443485,22.3865204,-1.1263635,21.2607594,17.6971626,-2.0519862,15.6446714,75.3924255,99.8098907,,
17.7878342,-1.0327307,16.755106,17.5503368,-1.1949584,16.355278,16.8921261,-1.4114881,15.4807529,30.8601933,0.8680586,31.7286491,22.3220921,-1.1151732,21.2075253,17.6317444,-2.0493114,15.5819273,75.3479004,99.8095245,,
17.7219486,-1.0208161,16.7011337,17.4795227,-1.1771033,16.3023186,16.8078136,-1.3919047,15.4160261,30.8712006,0.882023,31.7536259,22.3076172,-1.1019675,21.2062531,17.5948181,-2.0392489,15.5550613,75.2736969,99.8103867,,
17.6483192,-1.0058386,16.6424828,17.4039879,-1.1593342,16.2445526,16.7387009,-1.3806385,15.3581791,30.9060173,0.891297,31.7977142,22.2952232,-1.0837486,21.2120743,17.5703926,-2.0254681,15.5444155,75.2555237,99.8107224,,
17.5700493,-0.9979094,16.5721397,17.3312588,-1.1483648,16.1827965,16.6586723,-1.3654678,15.2933197,30.9015102,0.9079363,31.8098488,22.303442,-1.0716132,21.2324333,17.5571346,-2.015801,15.5408268,75.2030182,99.8112488,,
17.4938316,-0.9852766,16.5085564,17.2622795,-1.1390607,16.1231174,16.5812721,-1.3512527,15.2301359,30.8888054,0.9265354,31.8157463,22.3013115,-1.0657899,21.2361259,17.5326653,-2.0043766,15.5277786,75.1638412,99.8113251,,
17.4076118,-0.9652217,16.4423923,17.1789799,-1.1214077,16.0574703,16.4984627,-1.3320513,15.1665287,30.8712215,0.9489335,31.8205605,22.2730598,-1.0511776,21.2224865,17.5124722,-2.0016963,15.5102692,75.1291199,99.8110504,,
17.3294754,-0.9539989,16.3754807,17.1019344,-1.107671,15.9941635,16.4235992,-1.3196979,15.1040173,30.8468742,0.9577977,31.8050747,22.2529392,-1.0431311,21.210413,17.46838,-1.988395,15.4794798,75.0973053,99.8112717,,
17.2687531,-0.9448589,16.3239002,17.020401,-1.0906471,15.9296541,16.3401928,-1.3041764,15.0361309,30.8489723,0.9480329,31.7974091,22.2035065,-1.0323493,21.1717644,17.421339,-1.9829506,15.4378796,75.0239105,99.8110809,,
17.1927986,-0.9299289,16.2628727,16.938755,-1.0760306,15.8626251,16.2540894,-1.2862904,14.9679136,30.8170128,0.9546658,31.7720833,22.1602745,-1.0252545,21.1356239,17.3670101,-1.9789846,15.3875179,74.9674835,99.8106613,,
17.0929623,-0.9204137,16.1725502,16.8537521,-1.0632994,15.7903519,16.1749458,-1.2789252,14.8961334,30.7658424,0.9593225,31.7255669,22.1195049,-1.0190575,21.1010475,17.3173409,-1.969578,15.3472576,74.9615326,99.8117981,,
17.0080776,-0.9057388,16.1023407,16.7688999,-1.0455229,15.7232771,16.0920639,-1.2638171,14.8283615,30.7029018,0.9812396,31.6845455,22.0748425,-1.007126,21.0683174,17.2671509,-1.961776,15.3048687,74.9252472,99.812149,,
16.9232845,-0.8845022,16.038784,16.6902504,-1.0316374,15.6585131,16.0090599,-1.2450156,14.7641582,30.6557884,0.9933899,31.6495819,22.0407524,-1.0026534,21.0387058,17.219265,-1.952426,15.2663317,74.8920212,99.8115921,,
16.8392105,-0.8677532,15.9714584,16.6142349,-1.0136217,15.6005144,15.9206982,-1.2288001,14.6920109,30.6153831,0.9990973,31.6148834,21.9910164,-0.993924,20.997694,17.1708031,-1.9470303,15.2232666,74.8486633,99.812973,,
16.7612553,-0.8651839,15.8960724,16.5258293,-1.0017231,15.5240078,15.8382158,-1.2158141,14.6225157,30.5986233,0.9902269,31.5892582,21.9411163,-0.9822359,20.9594803,17.115839,-1.9344714,15.1808605,74.7871857,99.8127136,,
16.6695099,-0.861315,15.8081989,16.4365044,-0.9909378,15.445467,15.7540073,-1.204988,14.5491314,30.5448799,0.998829,31.5441132,21.9049721,-0.9719542,20.9336205,17.070385,-1.92364,15.1462421,74.7456665,99.8130341,,
16.6027088,-0.8454236,15.7572889,16.3668556,-0.9752135,15.3915424,15.6758118,-1.1863019,14.489624,30.5175571,1.0087762,31.5267372,21.8646412,-0.960879,20.9043694,17.020504,-1.913552,15.1064434,74.690094,99.8130798,,
16.5164604,-0.8154331,15.7010326,16.2845192,-0.9566625,15.3277588,15.5952072,-1.166324,14.428998,30.4647579,1.0259932,31.4911556,21.8204308,-0.9627876,20.8582439,16.9655666,-1.9081287,15.0569324,74.6758118,99.8120346,,
16.4486866,-0.8122815,15.6364088,16.2041798,-0.9407841,15.2632952,15.5041409,-1.1468987,14.3573561,30.4371185,1.0131069,31.4506283,21.7499504,-0.9500934,20.8004589,16.9013023,-1.9010432,14.999754,74.5761795,99.8127136,,
16.3643208,-0.7991,15.5652237,16.1209869,-0.9287469,15.1921387,15.4151688,-1.1314377,14.283844,30.3770657,1.020995,31.3984585,21.6931114,-0.9466869,20.7470284,16.8338223,-1.8939505,14.9393663,74.5268097,99.8126373,,
16.281786,-0.7919405,15.48985,16.0236473,-0.9121929,15.1113539,15.3278332,-1.1192374,14.2087097,30.3264771,1.0184667,31.3453465,21.6249008,-0.9398347,20.6856689,16.7708225,-1.8885021,14.8818159,74.4743347,99.8124313,,
16.1973305,-0.7807937,15.4165421,15.9394627,-0.8994263,15.039937,15.2413101,-1.1029079,14.1385174,30.2540951,1.0278738,31.2823734,21.5625267,-0.9307888,20.6323376,16.7007942,-1.8798565,14.8204346,74.4219208,99.8123322,,
16.1081734,-0.7606928,15.3474865,15.8572903,-0.8838115,14.9733791,15.1525316,-1.0871978,14.0654469,30.1938324,1.0328686,31.2271023,21.5034637,-0.9265434,20.5775204,16.6418324,-1.8752772,14.7660494,74.3907776,99.812645,,
16.0219555,-0.7544628,15.2674971,15.7693462,-0.8717569,14.8974895,15.0613384,-1.0731068,13.9883451,30.1339664,1.0407072,31.1750851,21.4357395,-0.9148315,20.5215111,16.5731316,-1.8659163,14.706708,74.3297806,99.812973,,
15.9285021,-0.7462636,15.1822453,15.6781101,-0.8592933,14.8187151,14.9742842,-1.0603877,13.9140091,30.0801964,1.0363642,31.1169624,21.3803101,-0.9104635,20.4704456,16.5094624,-1.8566246,14.6523333,74.2894363,99.813118,,
15.8450985,-0.737285,15.1078205,15.5889454,-0.8461059,14.7427397,14.8833666,-1.0464848,13.8369932,30.0357971,1.0315959,31.0678005,21.3205833,-0.9023646,20.4188194,16.4409504,-1.8473208,14.5931225,74.2317963,99.8131561,,
