t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,RealPower,VT/Ti,PaCO2_e
2.0,19.93,0.515,10.266,532,318.5967973,262.6514855,0.82,88.3,16.4,27.8,33.8,5.99,1.7,17.15,3.18,15.79,4.36,20.75,0.1,123,23,113,31,0,,0,REST,20.0,46,653,763,2205,91.9,1.53,0,41.5,0,1322,884,0,59.9,40.1,0.82,0,1.27,1.74,3.01,0.42,0.19,1.011,0,0,0,,18,93.3,0,0.41,33.59
5.0,19.67,0.489,9.62,469,306.6775129,249.8368843,0.81,83.4,15.8,26.9,33.0,5.76,1.6,17.06,3.23,15.7,4.41,20.75,0.1,122,23,112,32,0,,0,REST,20.0,46,653,763,2118,88.3,1.47,0,39.8,0,1340,778,0,63.3,36.7,0.81,0,1.15,1.9,3.05,0.38,0.17,0.983,3,0,0,,17,93.7,0,0.43,33.92
9.0,15.04,0.769,11.564,454,431.1945566,353.3824882,0.82,126.3,29.1,24.4,29.7,8.11,2.3,16.42,3.78,15.09,4.87,20.75,0.1,118,27,108,35,0,,0,REST,20.0,46,653,763,2981,124.2,2.07,0,56.0,0,1836,1145,0,61.6,38.4,0.82,0,1.18,2.81,3.99,0.3,0.17,1.063,4,0,0,,24,92.5,0,0.65,36.88
12.0,21.58,0.428,9.237,470,277.0200232,228.6514118,0.83,73.9,13.2,27.9,33.8,5.21,1.5,17.27,3.08,15.96,4.21,20.75,0.1,124,22,114,30,0,,0,REST,20.0,46,653,763,1918,79.9,1.33,0,36.1,0,1143,775,0,59.6,40.4,0.83,0,1.21,1.57,2.78,0.44,0.16,0.966,3,0,0,,15,94.0,0,0.35,32.63
15.0,17.39,0.647,11.252,501,400.0844476,332.561384,0.83,107.3,23.7,25.1,30.2,7.52,2.1,16.58,3.66,15.21,4.79,20.72,0.1,119,26,109,34,0,,0,REST,20.0,46,653,763,2774,115.6,1.93,0,52.1,0,1598,1176,0,57.6,42.4,0.83,0,1.25,2.2,3.45,0.36,0.17,1.051,3,0,0,,22,92.7,0,0.52,36.37
19.0,18.02,0.715,12.883,513,430.4868472,359.9722193,0.84,120.4,24.8,27.0,32.3,8.09,2.3,16.84,3.47,15.42,4.65,20.73,0.1,121,25,110,33,0,,0,REST,20.0,46,653,763,2988,124.5,2.07,0,56.2,0,1670,1317,0,55.9,44.1,0.84,0,1.14,2.19,3.33,0.34,0.2,1.11,4,0,0,,24,91.6,0,0.63,35.46
22.0,17.19,0.663,11.398,516,393.8078131,327.0952624,0.83,110.8,23.6,25.9,31.2,7.4,2.1,16.71,3.56,15.44,4.57,20.73,0.1,120,25,111,33,0,,0,REST,20.0,46,653,763,2730,113.7,1.9,1,51.3,0,1578,1151,0,57.8,42.2,0.83,0,1.2,2.29,3.49,0.34,0.17,1.057,3,0,0,,22,92.6,0,0.55,34.95
26.0,16.57,0.596,9.878,516,319.0032457,266.7775733,0.84,101.2,20.0,27.3,32.7,6.0,1.7,16.98,3.36,15.62,4.47,20.74,0.1,122,24,112,32,0,,0,REST,20.0,46,653,763,2214,92.3,1.54,1,41.6,0,1237,977,0,55.9,44.1,0.84,0,1.22,2.4,3.62,0.34,0.18,0.995,4,0,0,,18,93.6,0,0.49,34.3
29.0,18.58,0.599,11.127,534,361.0468882,302.0247112,0.84,101.6,20.2,27.2,32.5,6.79,1.9,16.96,3.37,15.54,4.57,20.74,0.1,121,24,111,33,0,,0,REST,20.0,46,653,763,2506,104.4,1.74,1,47.1,0,1398,1108,0,55.8,44.2,0.84,0,1.36,1.87,3.23,0.42,0.19,1.046,3,0,0,,20,92.8,0,0.44,34.95
32.0,18.13,0.617,11.184,548,362.4392465,301.9710238,0.83,104.7,20.7,27.4,32.8,6.81,1.9,16.97,3.35,15.61,4.54,20.74,0.1,121,24,112,33,0,,0,REST,20.0,46,653,763,2514,104.7,1.75,1,47.3,0,1431,1082,0,56.9,43.1,0.83,0,1.3,2.01,3.31,0.39,0.2,1.049,3,0,0,,20,92.7,0,0.47,34.75
