O2Hb1,HHb1,tHb1,O2Hb2,HHb2,tHb2,O2Hb3,HHb3,tHb3,O2Hb1-2,HHb1-2,tHb1-2,O2Hb2-2,HHb2-2,tHb2-2,O2Hb3-2,HHb3-2,tHb3-2,TSI%,TSI Fit Factor,Event,Event Time
0.0932684,-0.2480299,-0.1547816,0.0901036,-0.2728052,-0.1827015,0.117254,-0.2571386,-0.1398846,0.2109286,-0.095122,0.1160895,0.060573,-0.1799423,-0.119101,0.066754,-0.1636556,-0.0968608,70.3254929,99.7761002,,
0.1036629,-0.2463584,-0.1427155,0.0945623,-0.2679517,-0.1733894,0.1263048,-0.2544784,-0.1281736,0.2314532,-0.0961019,0.1356341,0.0742514,-0.1739021,-0.0993823,0.0883744,-0.1622894,-0.0738742,70.323288,99.7759094,,
0.0953533,-0.2435831,-0.1482498,0.086769,-0.2661321,-0.1793631,0.1152141,-0.2534006,-0.1381865,0.2263501,-0.0901567,0.1364763,0.0701863,-0.1749557,-0.104501,0.0783479,-0.1614442,-0.0830555,70.316864,99.7761765,,
0.0917981,-0.2430615,-0.1512835,0.0786045,-0.262002,-0.1833975,0.1092447,-0.2511136,-0.1418689,0.2272459,-0.0960712,0.1314576,0.0584986,-0.1677659,-0.1089989,0.0717695,-0.1594836,-0.0876733,70.3036575,99.7762451,,
0.0869255,-0.2434262,-0.1565206,0.0707354,-0.2598582,-0.1891228,0.0991025,-0.2493737,-0.1502712,0.2202516,-0.0965342,0.1240004,0.0471593,-0.1651707,-0.1177431,0.0623305,-0.1594717,-0.0971003,70.2836609,99.7765045,,
0.0761415,-0.2420012,-0.1658797,0.0578799,-0.2611984,-0.2033185,0.0826048,-0.249362,-0.1667572,0.2132071,-0.0985014,0.1149886,0.0351732,-0.1686663,-0.1332248,0.0427346,-0.1607028,-0.1179273,70.2703171,99.7761536,,
0.0723375,-0.245818,-0.1735005,0.0387225,-0.2580443,-0.2193218,0.0674288,-0.2508264,-0.1833976,0.230315,-0.114406,0.1161919,0.0102052,-0.1660813,-0.1556079,0.0215182,-0.1626325,-0.1410733,70.2408752,99.7759247,,
0.0505569,-0.2432828,-0.1927459,0.0203418,-0.2595055,-0.2391636,0.0439525,-0.250102,-0.2061494,0.1874731,-0.1021252,0.0856308,-0.0116761,-0.1690878,-0.1804959,-0.0084653,-0.1624384,-0.1708627,70.2302399,99.7758636,,
0.0234452,-0.2413386,-0.2179133,-0.0031165,-0.2594389,-0.2625555,0.0187513,-0.2507874,-0.2320361,0.1590052,-0.1048109,0.0544771,-0.0363308,-0.1719996,-0.2080626,-0.0376662,-0.1648892,-0.2025143,70.2274094,99.7760925,,
0.009216,-0.2392301,-0.230034,-0.0079913,-0.2645983,-0.2725897,0.0047024,-0.252372,-0.2476697,0.1353319,-0.0960694,0.0395453,-0.035753,-0.1829513,-0.2184365,-0.0561755,-0.1684345,-0.2245688,70.2313232,99.7763214,,
0.0444475,-0.2383697,-0.1939422,0.0227034,-0.2587413,-0.2360379,0.0502692,-0.2486088,-0.1983397,0.1693335,-0.0969498,0.0726666,-0.0130223,-0.1761833,-0.1889377,-0.0043969,-0.1645602,-0.1689161,70.259407,99.77565,,
0.0813352,-0.2377181,-0.1564029,0.0524774,-0.256689,-0.2042115,0.0818941,-0.2437462,-0.161852,0.2141838,-0.0953088,0.1191579,0.0258432,-0.1740721,-0.1479607,0.0431208,-0.1612705,-0.1181088,70.2528152,99.7748871,,
0.0667844,-0.2326383,-0.1658738,0.0480701,-0.2548246,-0.2067544,0.0725999,-0.2410069,-0.168407,0.1872041,-0.0833158,0.1041712,0.0241768,-0.170597,-0.1461519,0.0385216,-0.1606712,-0.1221087,70.2593918,99.775589,,
0.062337,-0.2308054,-0.1684884,0.0405615,-0.2520499,-0.2114884,0.0640881,-0.2397022,-0.1756141,0.1937312,-0.0867412,0.1072728,0.0134115,-0.1698152,-0.1561356,0.0255372,-0.1585284,-0.1329503,70.2491837,99.7757034,,
0.0594361,-0.2306183,-0.1712022,0.0341716,-0.2509263,-0.2167546,0.0595176,-0.2396383,-0.1801207,0.2071757,-0.0957666,0.111692,0.0119939,-0.1727663,-0.1605043,0.0200772,-0.1597444,-0.1396262,70.2445908,99.7754974,,
0.0515367,-0.231238,-0.1797213,0.0208897,-0.2506403,-0.2297506,0.044487,-0.2387974,-0.1943104,0.1959653,-0.0977184,0.0985298,-0.0004524,-0.1735516,-0.1737359,0.0021081,-0.1602862,-0.1581371,70.221756,99.7752304,,
0.0324486,-0.2276427,-0.1952141,0.0052803,-0.2490312,-0.243751,0.0271004,-0.2378623,-0.2107619,0.1707576,-0.09443,0.0766105,-0.0223626,-0.1714617,-0.1935565,-0.0165706,-0.1620613,-0.1785908,70.2212982,99.7754669,,
0.012204,-0.2260703,-0.2138863,-0.0131097,-0.248908,-0.2620176,0.0073355,-0.2376917,-0.2303562,0.1488139,-0.0974945,0.0516023,-0.042579,-0.1728524,-0.2151636,-0.0378592,-0.1646019,-0.2024199,70.2152405,99.7754974,,
-0.0067145,-0.2267606,-0.2334951,-0.0338302,-0.2482141,-0.2820444,-0.0151006,-0.2388641,-0.2539647,0.112502,-0.0916858,0.021099,-0.0637091,-0.1739009,-0.2373423,-0.0638501,-0.1671427,-0.2309515,70.2006836,99.7758179,,
-0.009202,-0.2278034,-0.2370254,-0.0345061,-0.2528179,-0.287324,-0.0219783,-0.2403861,-0.2623644,0.1129344,-0.0938616,0.0193556,-0.0627248,-0.1834347,-0.2458918,-0.0792983,-0.1690188,-0.2482758,70.1931915,99.7757034,,
0.0326135,-0.2316382,-0.1990447,-0.0033468,-0.2486523,-0.2519991,0.0193987,-0.236413,-0.2170143,0.1744001,-0.1044043,0.0702786,-0.0366022,-0.1766466,-0.2129809,-0.0289815,-0.1661181,-0.1950584,70.1903381,99.7750549,,
0.0430869,-0.2247767,-0.1817098,0.0124486,-0.2433706,-0.2309219,0.0436676,-0.2334695,-0.1898018,0.1866378,-0.0947745,0.0921461,-0.0099809,-0.171606,-0.1813188,0.0028807,-0.1614218,-0.1585001,70.2308426,99.7749252,,
0.0267421,-0.2205096,-0.1937874,0.0024125,-0.2413049,-0.2388925,0.0293584,-0.2318945,-0.2025361,0.1694004,-0.0924274,0.0772558,-0.0168508,-0.1725485,-0.1891314,-0.0074587,-0.1623777,-0.1697954,70.231987,99.775528,,
0.0216344,-0.2252224,-0.203608,-0.0083496,-0.2393165,-0.247666,0.0198754,-0.2310781,-0.2112027,0.1600085,-0.0970597,0.0632316,-0.0291095,-0.1705671,-0.1994087,-0.0204324,-0.1602318,-0.1806231,70.2056427,99.7758255,,
-0.0008789,-0.2159249,-0.2168238,-0.01398,-0.2410429,-0.2550229,0.0087119,-0.228372,-0.2196601,0.1140081,-0.0785508,0.0357401,-0.034673,-0.1754619,-0.2098671,-0.0316643,-0.1606421,-0.1922653,70.2312622,99.7758255,,
-0.0126986,-0.2160884,-0.228807,-0.0260074,-0.2404624,-0.2664698,-0.0072274,-0.2274815,-0.2347089,0.102782,-0.0820196,0.0210452,-0.0483113,-0.1754782,-0.2235217,-0.0492223,-0.1617466,-0.2109277,70.2134018,99.7761307,,
-0.028604,-0.216807,-0.245431,-0.0428089,-0.2397552,-0.2825641,-0.0224105,-0.2288596,-0.2512701,0.0859638,-0.0864191,-0.0001725,-0.0659721,-0.1755962,-0.2413007,-0.0723487,-0.1623331,-0.2346406,70.2095413,99.7762833,,
-0.0451259,-0.2166092,-0.2617551,-0.0633326,-0.2397162,-0.3030488,-0.0436172,-0.2291608,-0.272778,0.0798507,-0.0942925,-0.014159,-0.0910418,-0.1758191,-0.2665934,-0.0947364,-0.1655343,-0.2602294,70.1931534,99.7759933,,
-0.0549402,-0.2212428,-0.276203,-0.0788975,-0.2433182,-0.3222156,-0.0658696,-0.2308307,-0.2967004,0.0649312,-0.095375,-0.0301611,-0.1110533,-0.179497,-0.2902828,-0.1206922,-0.1680737,-0.2887245,70.1569977,99.7759476,,
