O2Hb1,HHb1,tHb1,O2Hb2,HHb2,tHb2,O2Hb3,HHb3,tHb3,O2Hb1-2,HHb1-2,tHb1-2,O2Hb2-2,HHb2-2,tHb2-2,O2Hb3-2,HHb3-2,tHb3-2,TSI%,TSI Fit Factor,Event,Event Time
0.5097393,-2.0547452,-1.5450259,1.1944706,-1.1893408,0.0051297,1.572451,-0.5933285,0.9791226,22.3615856,16.5007648,38.8627014,15.4553146,11.8184986,27.2742157,11.6867456,9.3312998,21.0180378,69.195755,99.8191452,,
0.3944319,-2.0656447,-1.6712328,1.081875,-1.2003653,-0.1184904,1.4514329,-0.6045428,0.8468903,22.2554359,16.4859257,38.7417068,15.3563328,11.8042011,27.1609344,11.5672789,9.3158655,20.8831348,69.1378403,99.8196259,,
0.2829663,-2.0769358,-1.7939894,0.9739758,-1.212068,-0.2380922,1.3307097,-0.6165621,0.7141475,22.1434498,16.4777012,38.6214981,15.266016,11.7891302,27.0555458,11.445715,9.3006468,20.7463531,69.0765381,99.8204651,,
0.2115649,-2.0820467,-1.8705021,0.904556,-1.2173319,-0.3127759,1.2510068,-0.6263455,0.6246615,22.0690975,16.4733562,38.5428009,15.1917667,11.7842989,26.9764652,11.3476763,9.2828398,20.6305084,69.0444794,99.821579,,
0.2007005,-2.0845556,-1.8838749,0.885354,-1.2182139,-0.3328601,1.216684,-0.631753,0.584931,22.0619717,16.4641609,38.5264893,15.1563311,11.7765169,26.9332485,11.2769594,9.2655888,20.5425377,69.0054169,99.8226776,,
0.1956733,-2.083514,-1.8878609,0.884019,-1.2189649,-0.334946,1.2032186,-0.6326512,0.5705674,22.0509377,16.4519768,38.5032616,15.1403399,11.7634726,26.9042149,11.2349901,9.2499561,20.4849377,68.9920883,99.8236237,,
0.1702329,-2.0884521,-1.9182394,0.8577064,-1.2188516,-0.3611451,1.1700122,-0.6360394,0.5339729,22.0210533,16.4238586,38.4452591,15.1069851,11.7497473,26.8571281,11.1860991,9.230052,20.4161453,68.9635239,99.824791,,
0.1247007,-2.0837574,-1.9590766,0.8271104,-1.2244303,-0.3973201,1.1249688,-0.641812,0.4831567,21.9611855,16.4267616,38.388298,15.0822906,11.7276297,26.810318,11.1297274,9.2067528,20.3364716,68.9717865,99.825737,,
0.0793056,-2.0930474,-2.013762,0.7762884,-1.2231454,-0.446857,1.0773067,-0.6479964,0.4293103,21.9221859,16.3946838,38.3172226,15.0216618,11.7221222,26.7441807,11.066637,9.1879139,20.2545433,68.9423981,99.8267593,,
0.0343401,-2.0980372,-2.0637171,0.7279633,-1.2244552,-0.496492,1.023257,-0.6523751,0.3708819,21.8706837,16.3679752,38.239006,14.964407,11.708766,26.6735725,11.0071888,9.1638966,20.1710777,68.9045563,99.8274612,,
-0.0330655,-2.0990517,-2.1321373,0.6636345,-1.2247887,-0.5611542,0.9573587,-0.6538373,0.3035212,21.7921581,16.3527565,38.1452637,14.9009905,11.6944113,26.5958004,10.9414139,9.1493702,20.0907784,68.8760681,99.827774,,
-0.1133233,-2.1001492,-2.2134924,0.595249,-1.2281427,-0.6328937,0.8870071,-0.6539134,0.2330936,21.7044964,16.3424091,38.0472565,14.8368816,11.6827021,26.5199795,10.8786516,9.1405668,20.0192127,68.85267640000001,99.8279419,,
-0.1935987,-2.1030009,-2.2966194,0.5235826,-1.2315843,-0.7080017,0.8191843,-0.6570957,0.1620886,21.5959702,16.3324471,37.9287643,14.7678757,11.6681156,26.4363861,10.8123531,9.1282425,19.9405918,68.8400345,99.8279419,,
-0.2697579,-2.1074061,-2.3771839,0.4475875,-1.2321528,-0.7845653,0.7480786,-0.6566551,0.0914235,21.5223923,16.3125553,37.8352928,14.6934261,11.6602869,26.3541145,10.7444754,9.1239529,19.8684216,68.7996063,99.8276596,,
-0.3368043,-2.1115537,-2.4483781,0.3777146,-1.2330291,-0.8553146,0.6834744,-0.6554295,0.028045,21.4612732,16.2939663,37.7555885,14.6269245,11.6481409,26.2754612,10.6815538,9.1191607,19.8007088,68.7567291,99.827034,,
-0.3992725,-2.1135788,-2.5128713,0.314681,-1.2311507,-0.9164698,0.6176733,-0.6512835,-0.0336102,21.3935814,16.2807751,37.6747055,14.5552921,11.6393299,26.1950169,10.617074,9.1123867,19.729454,68.7005386,99.8271637,,
