t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,RealPower,VT/Ti,PaCO2_e
1.0,20.13,1.463,29.456,1909,941.0198979,863.1693302,0.92,248.5,52.7,29.8,32.5,10.07,2.9,16.99,3.6,15.46,5.02,20.77,0.07,122,26,111,36,0,,0,NONE,19.8,66,651,763,6652,277.2,4.62,0,71.2,0,1878,4774,0,28.2,71.8,0.92,0,1.6,1.38,2.98,0.54,0.27,1.469,0,0,0,,23,87.1,0,0.91,37.85
4.0,22.06,2.154,47.515,715,1985.0506595,1784.4174139,0.9,338.6,100.1,23.2,25.8,21.24,6.1,15.72,4.65,14.51,5.73,20.65,0.12,113,33,104,41,0,,0,NONE,19.8,66,651,763,13975,582.3,9.7,0,149.5,0,4821,9154,0,34.5,65.5,0.9,0,1.1,1.62,2.72,0.4,0.18,1.677,3,0,0,,49,79.2,0,1.96,42.42
7.0,17.54,1.596,28.0,1679,999.6381606,905.0139706,0.91,263.2,64.1,26.8,29.6,10.7,3.1,16.49,4.02,15.07,5.34,20.71,0.12,118,29,108,38,0,,0,NONE,19.8,66,651,763,7048,293.6,4.89,1,75.4,0,2277,4771,0,32.3,67.7,0.91,0,1.47,1.95,3.42,0.43,0.24,1.447,3,0,0,,25,87.8,0,1.09,39.91
11.0,18.46,1.732,31.975,1653,1130.436941,1046.2912421,0.93,286.9,69.7,27.1,29.3,12.1,3.5,16.56,4.02,15.34,5.19,20.76,0.08,119,29,110,37,0,,0,NONE,19.8,66,651,763,8006,333.6,5.56,1,85.7,0,2034,5972,0,25.4,74.6,0.93,0,1.7,1.55,3.25,0.52,0.22,1.505,4,0,0,,28,86.0,0,1.02,38.94
13.0,21.58,1.689,36.453,1374,1245.599236,1185.6747337,0.95,281.6,67.4,28.1,29.5,13.33,3.8,16.67,3.99,15.47,5.16,20.75,0.07,119,29,111,37,0,,0,NONE,19.8,66,651,763,8873,369.7,6.16,1,95.0,0,1457,7416,0,16.4,83.6,0.95,0,1.33,1.45,2.78,0.48,0.22,1.562,2,0,0,,31,84.1,0,1.27,38.75
17.0,16.35,1.264,20.665,1266,713.3728087,670.2341623,0.94,210.6,50.3,27.4,29.1,7.63,2.2,16.66,3.98,15.23,5.32,20.77,0.07,119,28,109,38,0,,0,NONE,19.8,66,651,763,5068,211.2,3.52,1,54.2,0,1046,4022,0,20.6,79.4,0.94,0,1.42,2.25,3.67,0.39,0.23,1.315,4,0,0,,18,91.0,0,0.89,39.78
19.0,25.1,1.182,29.674,960,1077.9929288,970.3423643,0.9,194.7,47.3,25.9,28.8,11.54,3.3,16.47,4.0,15.0,5.4,20.76,0.06,118,29,107,39,0,,0,NONE,19.8,66,651,763,7591,316.3,5.27,2,81.2,0,2587,5004,0,34.1,65.9,0.9,0,1.22,1.17,2.39,0.51,0.23,1.472,2,0,0,,27,87.0,0,0.97,40.3
23.0,14.96,2.321,34.728,1973,1271.5906761,1192.1823502,0.94,381.2,97.2,26.5,28.3,13.61,3.9,16.42,4.19,15.17,5.31,20.78,0.05,118,30,109,38,0,,0,NONE,19.8,66,651,763,9030,376.2,6.27,2,96.6,0,1925,7105,0,21.3,78.7,0.94,0,1.74,2.27,4.01,0.43,0.21,1.541,4,0,0,,31,84.8,0,1.33,39.71
26.0,24.69,0.875,21.605,1346,583.1941953,550.5266801,0.94,153.6,27.4,34.1,36.1,6.24,1.8,17.55,3.13,16.11,4.53,20.77,0.06,126,22,115,32,0,,0,NONE,19.8,66,651,763,4147,172.8,2.88,2,44.4,0,793,3354,0,19.1,80.9,0.94,0,1.56,0.87,2.43,0.64,0.27,1.335,3,0,0,,14,90.6,0,0.56,34.69
30.0,13.25,2.889,38.265,1882,1325.7524304,1292.8857397,0.98,480.6,119.1,28.2,28.9,14.19,4.1,16.64,4.12,15.47,5.21,20.79,0.05,119,30,111,37,0,,0,NONE,19.8,66,651,763,9493,395.6,6.59,3,101.6,0,803,8690,0,8.5,91.5,0.98,0,1.69,2.84,4.53,0.37,0.22,1.583,4,0,0,,33,83.3,0,1.71,39.07
