t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,RealPower,VT/Ti,PaCO2_e
2.0,8.2,1.445,11.844,896,520.241365,440.7255303,0.85,227.5,65.2,21.7,25.6,7.92,2.3,15.74,4.51,14.27,5.58,20.82,0.07,114,33,103,40,0,,0,REST,18.0,55,653,770,3620,150.8,2.51,0,55.1,0,1888,1732,0,52.2,47.8,0.85,0,0.89,6.43,7.32,0.12,0.17,1.074,0,0,0,,18,93.8,0,1.62,41.81
9.0,6.17,1.809,11.167,1684,506.7062903,408.987976,0.81,283.5,80.0,21.2,26.2,7.71,2.2,15.67,4.42,14.34,5.31,20.87,0.05,113,32,104,38,0,,0,REST,18.0,55,653,770,3493,145.6,2.43,0,53.2,0,2299,1194,0,65.8,34.2,0.81,0,6.18,3.54,9.72,0.64,0.16,1.048,7,0,0,,18,94.1,0,0.29,40.05
19.0,6.5,2.084,13.547,1856,560.5816212,487.1488263,0.87,334.6,90.5,23.4,26.9,8.53,2.4,16.06,4.34,14.98,5.12,20.86,0.05,116,31,108,37,0,,0,REST,18.0,55,653,770,3920,163.3,2.72,1,59.7,0,1752,2167,0,44.7,55.3,0.87,0,4.37,4.86,9.23,0.47,0.16,1.132,10,0,0,,20,92.9,0,0.48,38.81
27.0,7.32,1.647,12.051,1184,513.1496211,448.1389918,0.87,261.9,74.1,22.5,25.7,7.81,2.2,15.9,4.5,14.72,5.36,20.85,0.06,115,33,106,39,0,,0,REST,18.0,55,653,770,3592,149.7,2.49,1,54.7,0,1553,2039,0,43.2,56.8,0.87,0,3.43,4.77,8.2,0.42,0.15,1.081,8,0,0,,18,93.7,0,0.48,40.37
35.0,7.8,1.165,9.09,1464,341.933549,304.5887493,0.89,191.9,47.3,25.0,28.0,5.2,1.5,16.47,4.06,15.05,5.16,20.86,0.06,119,29,109,37,0,,0,REST,18.0,55,653,770,2403,100.1,1.67,1,36.6,0,896,1507,0,37.3,62.7,0.89,0,3.78,3.91,7.69,0.49,0.19,0.959,8,0,0,,12,95.2,0,0.31,39.07
43.0,7.24,2.155,15.597,1476,631.3264961,570.6801364,0.9,347.5,95.2,23.9,26.4,9.61,2.7,16.13,4.42,15.07,5.21,20.86,0.05,117,32,109,38,0,,0,REST,18.0,55,653,770,4449,185.4,3.09,2,67.7,0,1459,2991,0,32.8,67.2,0.9,0,4.0,4.29,8.29,0.48,0.16,1.193,8,0,0,,22,91.8,0,0.54,39.4
54.0,5.71,2.621,14.977,2502,507.8322432,508.3577044,1.0,440.9,107.5,28.7,28.7,7.73,2.2,16.82,4.1,15.87,4.89,20.87,0.05,122,30,115,35,0,,0,REST,18.0,55,653,770,3657,152.4,2.54,2,55.7,0,0,3657,0,0.0,100.0,1.0,0,5.49,5.01,10.5,0.52,0.18,1.175,11,0,0,,18,92.1,0,0.48,37.31
63.0,6.27,2.128,13.342,1821,431.2213319,450.7969717,1.05,360.6,87.1,29.9,28.6,6.56,1.9,16.95,4.09,15.9,4.94,20.84,0.06,123,30,115,36,0,,0,REST,18.0,55,653,770,3136,130.7,2.18,2,47.7,0,0,3136,0,0.0,100.0,1.05,0,4.45,5.12,9.57,0.46,0.18,1.125,9,0,0,,15,93.0,0,0.48,37.64
72.0,6.67,3.343,22.287,3528,515.2954137,627.4269487,1.22,600.9,114.0,42.3,34.8,7.84,2.2,17.97,3.41,17.16,4.21,20.86,0.05,130,25,124,30,0,,0,REST,18.0,55,653,770,3888,162.0,2.7,3,59.2,0,0,3888,0,0.0,100.0,1.22,0,3.84,5.16,9.0,0.43,0.23,1.348,9,0,0,,18,88.3,0,0.87,32.89
81.0,6.76,1.452,9.822,1450,266.6438597,309.85922,1.16,254.1,55.4,35.1,30.2,4.06,1.2,17.5,3.82,16.71,4.58,20.85,0.05,127,28,121,33,0,,0,REST,18.0,55,653,770,1988,82.8,1.38,3,30.3,0,0,1988,0,0.0,100.0,1.16,0,5.05,3.82,8.87,0.57,0.17,0.992,9,0,0,,9,94.8,0,0.29,35.3
88.0,8.65,1.383,11.957,1394,334.45683,376.7177878,1.13,241.1,52.7,33.9,30.1,5.09,1.5,17.43,3.81,16.55,4.61,20.86,0.05,126,28,120,33,0,,0,REST,18.0,55,652,770,2475,103.1,1.72,3,37.7,0,0,2475,0,0.0,100.0,1.13,0,3.59,3.35,6.94,0.52,0.17,1.078,7,0,0,,12,93.7,0,0.39,35.49
97.0,8.63,1.023,8.832,1128,254.0911715,266.7893097,1.05,177.9,37.5,32.4,30.8,3.87,1.1,17.39,3.67,16.06,4.63,20.86,0.06,126,27,116,33,0,,0,REST,18.0,55,652,770,1850,77.1,1.28,3,28.2,0,0,1850,0,0.0,100.0,1.05,0,3.51,3.44,6.95,0.51,0.19,0.946,9,0,0,,9,95.4,0,0.29,35.63
105.0,5.96,1.731,10.314,1445,347.7688689,338.6040816,0.97,291.8,68.7,28.5,29.2,5.29,1.5,16.86,3.97,15.88,4.78,20.86,0.05,122,29,115,35,0,,0,REST,18.0,55,652,770,2489,103.7,1.73,4,37.9,0,224,2266,0,9.0,91.0,0.97,0,6.34,3.73,10.07,0.63,0.18,1.013,8,0,0,,12,94.6,0,0.27,36.6
113.0,7.99,1.195,9.547,1265,306.6735235,295.7212423,0.96,203.8,44.9,29.3,30.4,4.67,1.3,17.05,3.76,15.94,4.68,20.86,0.06,123,27,115,34,0,,0,REST,18.0,55,652,770,2191,91.3,1.52,4,33.3,0,267,1924,0,12.2,87.8,0.96,0,3.76,3.75,7.51,0.5,0.19,0.98,8,0,0,,11,95.0,0,0.32,35.95
120.0,7.37,1.116,8.226,1053,269.6115534,255.2157159,0.95,189.4,42.0,28.6,30.2,4.1,1.2,16.97,3.76,15.95,4.65,20.84,0.06,123,27,115,34,118,1.8,0,WARMUP,18.0,55,652,770,1918,79.9,1.33,4,29.2,0,350,1569,0,18.2,81.8,0.95,0,3.4,4.74,8.14,0.42,0.18,0.915,7,0,0,,9,95.7,0,0.33,35.76
128.0,8.22,0.59,4.849,769,191.7997539,162.1151032,0.85,96.0,23.9,22.3,26.4,2.92,0.8,16.27,4.05,14.7,5.31,20.84,0.06,118,29,106,38,118,1.8,75,WARMUP,18.0,55,652,770,1334,55.6,0.93,4,20.3,0,705,629,0,52.8,47.2,0.85,0,1.88,5.42,7.3,0.26,0.15,0.686,8,0,0,,7,97.4,118,0.31,40.05
135.0,8.43,2.078,17.511,1999,833.3471025,668.2121111,0.8,320.1,95.7,20.3,25.3,12.68,3.6,15.4,4.61,13.91,5.62,20.85,0.05,111,33,101,41,118,1.8,77,WARMUP,18.0,55,652,770,5739,239.1,3.99,4,87.3,0,3881,1858,0,67.6,32.4,0.8,0,3.2,3.92,7.12,0.45,0.17,1.243,7,0,0,,29,90.8,118,0.65,42.06
139.0,14.6,0.746,10.891,839,543.4780235,390.9895233,0.72,113.4,32.5,18.2,25.2,8.27,2.4,15.2,4.36,13.6,5.56,20.81,0.07,110,31,98,40,118,1.8,78,WARMUP,18.0,55,652,770,3671,153.0,2.55,5,55.9,0,3516,156,0,95.8,4.2,0.72,0,2.45,1.66,4.11,0.6,0.15,1.037,4,0,0,,19,94.3,118,0.3,41.68
147.0,7.65,3.163,24.207,2538,1376.2174036,1004.6176377,0.73,456.6,158.3,17.2,23.6,20.95,6.0,14.44,5.0,12.68,6.09,20.84,0.05,104,36,92,44,118,1.8,76,WARMUP,18.0,55,652,770,9320,388.3,6.47,5,141.9,0,8589,731,0,92.2,7.8,0.73,0,3.03,4.81,7.84,0.39,0.18,1.384,8,0,0,,48,87.3,118,1.04,45.12
153.0,8.68,2.347,20.379,2889,1145.516281,821.0286,0.72,340.7,114.3,17.3,24.1,17.44,5.0,14.52,4.87,12.98,5.88,20.83,0.06,105,35,94,43,118,1.8,77,WARMUP,18.0,55,652,770,7734,322.2,5.37,6,117.7,0,7477,257,0,96.7,3.3,0.72,0,3.72,3.19,6.91,0.54,0.17,1.309,6,0,0,,40,89.3,118,0.63,43.76
158.0,12.42,1.857,23.068,1754,1416.7420212,982.1271639,0.69,259.0,95.7,15.7,22.6,21.56,6.2,13.95,5.15,12.38,6.21,20.81,0.07,101,37,90,45,118,1.8,78,WARMUP,18.0,55,652,770,9512,396.3,6.61,6,144.8,0,9512,0,0,100.0,0.0,0.69,0,2.23,2.6,4.83,0.46,0.15,1.363,5,0,0,,50,87.9,118,0.83,45.9
164.0,10.56,2.66,28.099,2879,1651.4703115,1193.5852645,0.72,377.7,136.5,16.6,22.9,25.14,7.2,14.2,5.13,12.47,6.12,20.81,0.06,103,37,90,44,118,1.8,80,WARMUP,18.0,55,652,770,11165,465.2,7.75,7,169.9,0,10565,600,0,94.6,5.4,0.72,0,2.92,2.76,5.68,0.51,0.15,1.449,6,0,0,,58,85.2,118,0.91,45.32
169.0,12.96,1.89,24.492,2051,1457.2424511,1054.6558974,0.72,266.8,98.3,16.2,22.4,22.18,6.3,14.12,5.2,12.38,6.3,20.81,0.06,102,38,90,46,118,1.8,79,WARMUP,18.0,55,652,770,9854,410.6,6.84,8,150.0,0,9292,563,0,94.3,5.7,0.72,0,2.25,2.38,4.63,0.49,0.15,1.389,5,0,0,,51,87.1,118,0.84,46.49
174.0,10.22,2.625,26.831,2619,1665.2571886,1224.4696824,0.74,360.1,145.4,15.7,21.3,25.35,7.2,13.72,5.54,12.16,6.48,20.72,0.09,99,40,88,47,118,1.8,79,WARMUP,18.0,55,652,770,11292,470.5,7.84,8,171.9,0,10201,1091,0,90.3,9.7,0.74,0,3.35,2.52,5.87,0.57,0.13,1.429,5,0,0,,59,85.9,118,0.78,47.66
178.0,18.29,1.122,20.524,1328,1246.3479691,882.470926,0.71,156.3,58.5,15.4,21.8,18.97,5.4,13.93,5.21,12.33,6.28,20.74,0.08,101,38,89,45,118,1.8,79,WARMUP,18.0,55,652,770,8397,349.9,5.83,9,127.8,0,8367,30,0,99.6,0.4,0.71,0,1.52,1.76,3.28,0.46,0.12,1.312,4,0,0,,44,89.2,118,0.74,46.36
182.0,13.95,2.759,38.498,2664,2330.0233794,1708.0333486,0.73,385.9,147.8,16.1,22.0,35.46,10.1,13.99,5.36,12.43,6.29,20.81,0.06,101,39,90,45,118,1.8,79,WARMUP,18.0,55,652,770,15791,658.0,10.97,9,240.3,0,14387,1404,0,91.1,8.9,0.73,0,2.21,2.09,4.3,0.51,0.14,1.585,4,0,0,,82,79.7,118,1.25,46.42
186.0,13.25,2.565,33.974,2557,1947.0467459,1493.2960651,0.77,367.6,136.4,17.0,22.1,29.64,8.5,14.33,5.32,12.73,6.32,20.84,0.07,104,38,92,46,118,1.8,79,WARMUP,18.0,55,652,770,13300,554.2,9.24,10,202.4,0,10579,2721,0,79.5,20.5,0.77,0,2.23,2.3,4.53,0.49,0.15,1.531,4,0,0,,69,82.1,118,1.15,46.62
191.0,12.61,2.47,31.134,2685,1743.097688,1397.6153556,0.8,354.5,134.1,17.4,21.6,26.53,7.6,14.35,5.43,12.6,6.5,20.76,0.07,104,39,91,47,118,1.8,80,WARMUP,18.0,55,652,770,12003,500.1,8.34,11,182.7,0,8119,3884,0,67.6,32.4,0.8,0,2.44,2.32,4.76,0.51,0.15,1.493,5,0,0,,61,83.6,118,1.01,47.79
196.0,12.79,2.738,35.028,2731,2011.3080036,1598.3834574,0.79,391.8,150.8,17.0,21.4,30.61,8.7,14.31,5.51,12.78,6.53,20.87,0.06,103,40,92,47,118,1.8,81,WARMUP,18.0,55,651,770,13827,576.1,9.6,11,210.5,0,9689,4139,0,70.1,29.9,0.79,0,2.42,2.27,4.69,0.52,0.14,1.544,5,0,0,,71,81.6,118,1.13,47.98
201.0,12.2,2.916,35.561,2964,1980.6354399,1614.538194,0.82,421.3,159.8,17.5,21.5,30.15,8.6,14.45,5.48,12.82,6.53,20.84,0.06,104,40,93,47,118,1.8,80,WARMUP,18.0,55,651,770,13681,570.0,9.5,12,208.2,0,8630,5050,0,63.1,36.9,0.82,0,2.56,2.36,4.92,0.52,0.15,1.551,5,0,0,,70,81.3,118,1.14,47.98
205.0,14.67,2.447,35.897,2308,2030.4567275,1667.9329055,0.82,349.9,137.2,17.2,20.9,30.9,8.8,14.3,5.61,12.84,6.68,20.8,0.06,103,41,93,48,118,1.8,79,WARMUP,18.0,55,651,770,14045,585.2,9.75,13,213.8,0,8559,5487,0,60.9,39.1,0.82,0,2.11,1.98,4.09,0.52,0.14,1.555,4,0,0,,72,81.1,118,1.16,48.96
210.0,10.87,3.674,39.935,3354,2204.8031222,1867.7052264,0.85,529.4,207.7,17.8,21.0,33.56,9.6,14.41,5.65,12.91,6.68,20.79,0.07,104,41,93,48,118,1.8,79,WARMUP,18.0,55,651,770,15341,639.2,10.65,14,233.5,0,8005,7336,0,52.2,47.8,0.85,0,2.67,2.85,5.52,0.48,0.15,1.601,5,0,0,,78,79.0,118,1.38,48.96
215.0,12.63,2.319,29.293,3199,1493.1219932,1312.9004718,0.88,345.5,125.7,19.0,21.6,22.73,6.5,14.9,5.42,13.45,6.39,20.83,0.07,108,39,97,46,118,1.8,78,WARMUP,18.0,55,651,770,10465,436.0,7.27,15,159.3,0,4311,6154,0,41.2,58.8,0.88,0,2.61,2.14,4.75,0.55,0.14,1.467,5,0,0,,53,84.6,118,0.89,47.07
219.0,17.39,2.102,36.557,2069,1867.4027172,1620.2478784,0.87,313.0,112.9,18.9,21.8,28.42,8.1,14.89,5.37,13.26,6.55,20.82,0.08,108,39,96,47,118,1.8,78,WARMUP,18.0,55,651,770,13054,543.9,9.07,15,198.7,0,5897,7157,0,45.2,54.8,0.87,0,1.71,1.74,3.45,0.5,0.16,1.563,4,0,0,,66,80.8,118,1.23,48.12
