O2Hb1,HHb1,tHb1,O2Hb2,HHb2,tHb2,O2Hb3,HHb3,tHb3,O2Hb1-2,HHb1-2,tHb1-2,O2Hb2-2,HHb2-2,tHb2-2,O2Hb3-2,HHb3-2,tHb3-2,TSI%,TSI Fit Factor,Event,Event Time
-2.029536,-1.056438,-3.0860338,-1.3961169,-0.9278935,-2.3240104,-0.9951021,-0.6577969,-1.6524251,-2.0481999,-2.8300502,-4.8780661,-1.5388317,-1.9723622,-3.5109947,-1.1649057,-1.1661794,-2.3309724,72.3759766,99.8336411,,
-2.0421748,-1.0628525,-3.1050868,-1.4180286,-0.9209153,-2.3389437,-1.0129853,-0.6526,-1.6651113,-2.0747466,-2.8590465,-4.9336081,-1.5788338,-1.9652293,-3.5438645,-1.1844757,-1.1668565,-2.3512197,72.3253021,99.8342438,,
-2.0295992,-1.0547206,-3.0843797,-1.4136358,-0.9117728,-2.3254087,-1.0060222,-0.6438555,-1.6494036,-2.0853932,-2.8774211,-4.9626298,-1.5958316,-1.9746603,-3.5702939,-1.1984272,-1.1671312,-2.3654463,72.311615,99.8337555,,
-2.0053792,-1.0294397,-3.0348792,-1.3888726,-0.8940546,-2.282927,-0.9882309,-0.6216756,-1.6094322,-2.0873766,-2.8895812,-4.9767733,-1.6017334,-1.9881098,-3.5896447,-1.2047282,-1.1648046,-2.3694205,72.3002472,99.833168,,
-1.9797436,-1.0034378,-2.9832416,-1.3620389,-0.8733233,-2.2353621,-0.9607272,-0.5995984,-1.5598514,-2.1161554,-2.9001839,-5.0161543,-1.6262369,-1.9962919,-3.6223297,-1.1934583,-1.1640331,-2.3573785,72.3075104,99.8326492,,
-1.9464343,-0.9902128,-2.9367075,-1.3419214,-0.8559518,-2.1978731,-0.944571,-0.5798103,-1.5239069,-2.1364887,-2.9231982,-5.0595021,-1.6347673,-2.0132217,-3.6477909,-1.1981838,-1.1622881,-2.3603597,72.2568359,99.8323212,,
-1.9454372,-0.9737154,-2.9192128,-1.3427945,-0.8396891,-2.1824839,-0.9389857,-0.5661118,-1.5046232,-2.185987,-2.92975,-5.1155519,-1.6566124,-2.0253212,-3.6817353,-1.2083169,-1.1629899,-2.3711944,72.2617798,99.832077,,
-1.9302566,-0.9708912,-2.9012079,-1.3415461,-0.8308502,-2.1723962,-0.9432718,-0.5541483,-1.4969456,-2.1604743,-2.9670904,-5.1273799,-1.6782252,-2.0352578,-3.7132847,-1.2215655,-1.1660049,-2.3874574,72.1980133,99.831871,,
-1.9473393,-0.9605811,-2.9079807,-1.3436236,-0.8264571,-2.1700807,-0.9504715,-0.5489945,-1.4989917,-2.2075374,-2.9885216,-5.1958742,-1.7000366,-2.0473456,-3.747184,-1.2406721,-1.1707891,-2.4113483000000002,72.2178574,99.8324966,,
-1.9757389,-0.9592764,-2.9350755,-1.3705703,-0.8225051,-2.1930754,-0.9757128,-0.545338,-1.5205767,-2.2601094,-3.0055761,-5.265501,-1.728482,-2.0570016,-3.7852859,-1.2635967,-1.1786032,-2.4420872,72.2012253,99.8327255,,
