HR,HRR
93.0,0.2384584058346599
93.0,0.2384584058346599
93.0,0.2384584058346599
92.0,0.2294990929621265
91.0,0.22053978008959307
89.0,0.20262115434452627
90.0,0.21158046721705967
91.0,0.22053978008959307
90.0,0.21158046721705967
89.0,0.20262115434452627
89.0,0.20262115434452627
90.0,0.21158046721705967
92.0,0.2294990929621265
94.0,0.2474177187071933
94.0,0.2474177187071933
92.0,0.2294990929621265
90.0,0.21158046721705967
89.0,0.20262115434452627
89.0,0.20262115434452627
91.0,0.22053978008959307
93.0,0.2384584058346599
94.0,0.2474177187071933
94.0,0.2474177187071933
94.0,0.2474177187071933
94.0,0.2474177187071933
95.0,0.25637703157972674
97.0,0.27429565732479355
97.0,0.27429565732479355
96.0,0.2653363444522601
94.5,0.25189737514346
93.0,0.2384584058346599
94.0,0.2474177187071933
97.0,0.27429565732479355
97.5,0.27877531376106024
98.0,0.283254970197327
96.0,0.2653363444522601
95.0,0.25637703157972674
93.0,0.2384584058346599
92.0,0.2294990929621265
93.0,0.2384584058346599
95.0,0.25637703157972674
98.0,0.283254970197327
95.0,0.25637703157972674
93.0,0.2384584058346599
91.0,0.22053978008959307
89.0,0.20262115434452627
89.0,0.20262115434452627
90.0,0.21158046721705967
90.0,0.21158046721705967
91.0,0.22053978008959307
92.0,0.2294990929621265
94.0,0.2474177187071933
93.0,0.2384584058346599
90.0,0.21158046721705967
89.0,0.20262115434452627
88.0,0.19366184147199283
89.0,0.20262115434452627
91.0,0.22053978008959307
93.0,0.2384584058346599
94.0,0.2474177187071933
93.0,0.2384584058346599
92.0,0.2294990929621265
93.0,0.2384584058346599
95.0,0.25637703157972674
98.0,0.283254970197327
99.0,0.29221428306986036
97.0,0.27429565732479355
94.0,0.2474177187071933
93.0,0.2384584058346599
94.0,0.2474177187071933
95.0,0.25637703157972674
97.0,0.27429565732479355
97.0,0.27429565732479355
97.0,0.27429565732479355
97.0,0.27429565732479355
98.0,0.283254970197327
99.0,0.29221428306986036
97.0,0.27429565732479355
96.0,0.2653363444522601
