t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,RealPower,VT/Ti,PaCO2_e
10.0,11.54,1.603,18.496,1806,670.8941733,599.4717969,0.89,266.6,63.5,26.4,29.5,10.5,3.0,16.63,3.96,15.62,4.88,20.9,0.06,119,28,112,35,0,,0,REST,17.6,66,651,764,4717,196.6,3.28,0,73.8,0,1714,3003,0,36.3,63.7,0.89,0,2.24,2.96,5.2,0.43,0.19,1.267,0,0,0,,31,87.9,0,0.72,36.99
20.0,8.4,1.972,16.556,1949,556.7544011,548.1598774,0.98,332.5,79.95,28.7,29.1,8.71,2.5,16.87,4.06,15.92,4.93,20.9,0.07,121,29,114,35,0,,0,REST,17.6,66,651,764,3995,166.5,2.77,0,62.5,0,210,3785,0,5.3,94.7,0.98,0,3.04,4.11,7.14,0.43,0.19,1.219,10,0,0,,26,89.2,0,0.65,37.31
30.0,9.95,1.462,14.547,1569,465.5039882,473.5030933,1.02,248.9,58.3,29.8,29.3,7.28,2.1,17.02,3.99,16.07,4.93,20.89,0.07,122,29,115,35,0,,0,REST,17.6,66,651,764,3364,140.2,2.34,1,52.6,0,0,3364,0,0.0,100.0,1.02,0,2.65,3.38,6.03,0.44,0.19,1.163,10,0,0,,22,90.5,0,0.55,37.31
40.0,8.68,2.059,17.866,2072,519.1907237,567.8119931,1.09,356.9,80.1,33.2,30.4,8.13,2.3,17.33,3.89,16.52,4.72,20.9,0.06,124,28,118,34,0,,0,REST,17.6,66,651,764,3815,159.0,2.65,1,59.7,0,0,3815,0,0.0,100.0,1.09,0,3.15,3.76,6.91,0.46,0.19,1.252,10,0,0,,24,88.3,0,0.65,35.95
50.0,6.17,2.626,16.193,2464,408.0342578,505.847746,1.24,465.2,100.3,38.6,31.2,6.39,1.8,17.72,3.82,16.94,4.69,20.9,0.06,127,27,121,34,0,,0,REST,17.6,66,651,764,3093,128.9,2.15,1,48.4,0,0,3093,0,0.0,100.0,1.24,0,3.24,6.49,9.73,0.33,0.21,1.209,10,0,0,,19,89.4,0,0.81,35.76
60.0,8.55,2.816,24.068,2626,574.8026177,733.7044209,1.28,503.2,105.0,40.8,32.0,9.0,2.6,17.87,3.73,17.22,4.48,20.91,0.06,128,27,123,32,0,,0,REST,17.6,66,651,764,4390,182.9,3.05,2,68.7,0,0,4390,0,0.0,100.0,1.28,0,3.07,3.95,7.02,0.44,0.2,1.381,10,0,0,,27,84.3,0,0.92,34.4
70.0,8.71,1.732,15.078,1810,336.783284,451.7161547,1.34,312.1,63.55,43.0,32.0,5.27,1.5,18.02,3.67,17.27,4.53,20.9,0.06,129,26,124,32,0,,0,REST,17.6,66,651,764,2607,108.6,1.81,2,40.8,0,0,2607,0,0.0,100.0,1.34,0,2.66,4.23,6.89,0.39,0.2,1.178,10,0,0,,16,90.2,0,0.65,34.73
80.0,10.98,1.428,15.678,1356,378.4402676,475.0371753,1.26,254.75,53.0,39.4,31.4,5.92,1.7,17.84,3.71,17.01,4.66,20.9,0.06,128,27,122,33,0,,0,REST,17.6,66,651,764,2878,119.9,2.0,3,45.0,0,0,2878,0,0.0,100.0,1.26,0,2.08,3.38,5.46,0.38,0.2,1.195,10,0,0,,18,89.8,0,0.69,35.54
90.0,11.03,1.263,13.93,1333,331.606742,405.2215819,1.22,226.1,45.1,39.7,32.5,5.19,1.5,17.9,3.57,17.03,4.59,20.9,0.07,128,26,122,33,0,,0,REST,17.6,66,651,764,2504,104.3,1.74,3,39.2,0,0,2504,0,0.0,100.0,1.22,0,2.36,3.08,5.44,0.43,0.22,1.144,10,0,0,,15,90.9,0,0.54,35.12
100.0,11.46,1.216,13.937,1182,338.2250818,410.7274019,1.21,216.55,44.1,38.8,32.0,5.29,1.5,17.81,3.63,16.96,4.59,20.86,0.08,128,26,122,33,0,,0,REST,17.6,66,651,764,2550,106.3,1.77,3,39.9,0,0,2550,0,0.0,100.0,1.21,0,2.11,3.12,5.24,0.4,0.2,1.144,10,0,0,,16,90.9,0,0.58,35.12
110.0,10.18,1.248,12.697,1287,318.5743695,376.9896857,1.18,221.3,45.45,37.6,31.8,4.99,1.4,17.74,3.64,16.86,4.62,20.88,0.07,127,26,121,33,0,,0,REST,17.6,66,651,764,2386,99.4,1.66,4,37.3,0,0,2386,0,0.0,100.0,1.18,0,2.22,3.68,5.9,0.38,0.2,1.104,10,0,0,,15,91.7,0,0.56,35.28
