t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,RealPower,VT/Ti,PaCO2_e,SV e,CO e,CI e
552.0,22.9,1.591,36.435,1634,1789.4635232,1374.2770249,0.77,240.6,74.6,19.5,25.3,22.23,6.4,15.12,4.69,13.2,6.14,20.82,0.09,107,33,93,43,126,1.57,86,EXERCISE,18.5,66,643,755,12226,509.4,8.49,55,151.9,0,9682,2545,0,79.2,20.8,0.77,0,1.06,1.56,2.62,0.4,0.21,1.562,2,0,0,,51,81.7,125,1.5,44.62,,,
556.0,18.29,1.747,31.957,1807,1774.5724802,1318.7992817,0.74,251.8,89.3,17.3,23.3,22.04,6.3,14.41,5.11,12.46,6.48,20.82,0.08,102,36,88,46,127,1.58,86,EXERCISE,18.5,66,643,755,12055,502.3,8.37,55,149.8,0,10567,1488,0,87.7,12.3,0.74,0,1.41,1.87,3.28,0.43,0.19,1.505,4,0,0,,51,84.0,126,1.24,46.79,,,
559.0,20.55,2.008,41.26,2223,2124.0718036,1570.4843825,0.74,298.9,95.0,18.7,25.4,26.39,7.5,14.89,4.73,13.01,6.16,20.82,0.09,105,33,92,44,129,1.6,87,EXERCISE,18.5,66,643,755,14416,600.7,10.01,56,179.1,0,12824,1593,0,89.0,11.0,0.74,0,1.36,1.56,2.92,0.47,0.22,1.616,3,0,0,,61,79.3,128,1.48,44.75,,,
562.0,19.54,1.997,39.029,2209,1988.7543689,1498.7081076,0.75,297.9,95.5,18.9,25.1,24.71,7.1,14.92,4.78,13.08,6.17,20.81,0.1,106,34,93,44,130,1.61,87,EXERCISE,18.5,66,643,755,13543,564.3,9.4,56,168.2,0,11389,2154,0,84.1,15.9,0.75,0,1.4,1.67,3.07,0.46,0.21,1.591,3,0,0,,57,80.4,129,1.43,44.81,,,
565.0,20.27,1.996,40.459,2022,2127.7330761,1600.9180873,0.75,293.2,98.5,18.3,24.4,26.43,7.6,14.69,4.93,12.88,6.27,20.77,0.11,104,35,91,44,132,1.64,87,EXERCISE,18.5,66,643,755,14485,603.6,10.06,57,179.9,0,12240,2245,0,84.5,15.5,0.75,0,1.38,1.58,2.96,0.47,0.2,1.607,3,0,0,,61,79.7,131,1.45,45.45,,,
568.0,19.93,2.09,41.661,2344,2144.8539327,1633.7435593,0.76,310.7,101.6,18.8,24.6,26.64,7.6,14.87,4.86,13.09,6.21,20.83,0.08,105,34,93,44,133,1.65,86,EXERCISE,18.5,66,643,755,14633,609.7,10.16,57,181.8,0,11901,2732,0,81.3,18.7,0.76,0,1.42,1.59,3.01,0.47,0.2,1.62,3,0,0,,62,79.1,133,1.47,45.07,,,
571.0,20.48,2.2,45.051,2381,2226.724141,1740.3580962,0.78,331.3,105.6,19.6,25.1,27.66,7.9,15.06,4.8,13.25,6.17,20.81,0.09,107,34,94,44,135,1.68,87,EXERCISE,18.5,66,643,755,15262,635.9,10.6,58,189.6,0,11377,3885,0,74.5,25.5,0.78,0,1.25,1.68,2.93,0.43,0.21,1.654,3,0,0,,64,77.4,134,1.76,44.81,,,
574.0,15.71,2.76,43.351,2907,2173.5143575,1728.8040373,0.8,413.7,136.4,19.4,24.4,27.0,7.7,14.99,4.94,13.27,6.25,20.84,0.08,106,35,94,44,137,1.7,88,EXERCISE,18.5,66,643,755,14945,622.7,10.38,58,185.7,0,10436,4509,0,69.8,30.2,0.8,0,1.86,1.96,3.82,0.49,0.2,1.637,3,0,0,,63,78.3,136,1.48,45.32,,,
577.0,22.99,2.018,46.391,1999,2250.2510002,1769.8460505,0.79,304.5,96.5,19.9,25.3,27.95,8.0,15.09,4.78,13.31,6.18,20.74,0.13,107,34,94,44,138,1.71,86,EXERCISE,18.5,66,643,755,15441,643.4,10.72,59,191.8,0,11251,4190,0,72.9,27.1,0.79,0,1.15,1.46,2.61,0.44,0.21,1.666,3,0,0,,65,76.7,138,1.75,44.87,,,
580.0,20.76,2.125,44.118,2334,2115.0693524,1676.5632943,0.79,322.1,100.8,20.2,25.4,26.27,7.5,15.16,4.74,13.38,6.13,20.75,0.11,107,34,95,43,139,1.73,86,EXERCISE,18.5,66,643,755,14534,605.6,10.09,59,180.5,0,10284,4250,0,70.8,29.2,0.79,0,1.45,1.44,2.89,0.5,0.21,1.645,3,0,0,,61,77.9,139,1.47,44.56,,,
582.0,23.62,2.004,47.339,2253,2209.2243666,1774.6320424,0.8,307.7,93.6,20.7,25.7,27.44,7.8,15.35,4.67,13.71,6.01,20.81,0.1,109,33,97,43,140,1.74,87,EXERCISE,18.5,66,643,755,15218,634.1,10.57,60,189.0,0,10217,5001,0,67.1,32.9,0.8,0,1.14,1.4,2.54,0.45,0.21,1.675,2,0,0,,64,76.3,140,1.76,43.79,100.3,20.2,9.9
585.0,22.56,2.113,47.662,2199,2214.4548799,1795.9301789,0.81,323.9,99.4,20.8,25.7,27.51,7.9,15.33,4.7,13.65,6.08,20.77,0.11,109,33,97,43,142,1.76,86,EXERCISE,18.5,66,643,755,15281,636.7,10.61,60,189.8,0,9857,5424,0,64.5,35.5,0.81,0,1.18,1.48,2.66,0.44,0.21,1.678,3,0,0,,64,76.1,142,1.79,44.24,100.4,20.2,9.9
590.0,12.9,3.368,43.458,3976,2005.3546642,1753.0756956,0.87,516.4,169.0,21.2,24.3,24.91,7.1,15.33,5.02,13.93,6.08,20.81,0.1,109,36,99,43,144,1.79,86,EXERCISE,18.5,66,643,755,14039,585.0,9.75,61,174.4,0,6028,8011,0,42.9,57.1,0.87,0,2.43,2.22,4.65,0.52,0.18,1.638,5,0,0,,58,78.2,144,1.39,44.23,95.2,19.1,9.4
592.0,22.47,2.04,45.843,1539,2316.5541566,1851.3488489,0.8,303.5,102.9,19.1,23.9,28.78,8.2,14.88,5.04,12.88,6.58,20.78,0.12,105,36,91,47,145,1.8,87,EXERCISE,18.5,66,643,755,15942,664.3,11.07,61,198.0,0,10927,5016,0,68.5,31.5,0.8,0,0.92,1.75,2.67,0.34,0.21,1.661,2,0,0,,67,77.0,145,2.22,47.42,102.8,20.7,10.2
596.0,18.13,2.079,37.686,2490,1904.9928411,1481.3725855,0.78,311.1,101.3,19.1,24.6,23.66,6.8,14.96,4.87,13.08,6.29,20.84,0.08,106,34,93,45,147,1.83,86,EXERCISE,18.5,66,643,755,13045,543.5,9.06,62,162.0,0,9901,3144,0,75.9,24.1,0.78,0,1.66,1.65,3.31,0.5,0.21,1.576,4,0,0,,55,81.1,147,1.25,45.58,,,
598.0,24.39,1.786,43.561,1942,2181.623067,1664.1786433,0.76,268.2,84.8,19.2,25.1,27.1,7.7,15.02,4.75,13.23,6.18,20.82,0.09,106,34,94,44,148,1.84,88,EXERCISE,18.5,66,643,755,14888,620.3,10.34,62,184.9,0,12052,2836,0,80.9,19.1,0.76,0,1.16,1.3,2.46,0.47,0.21,1.639,2,0,0,,63,78.2,148,1.54,44.88,,,
601.0,20.76,1.996,41.439,2128,2126.5484502,1644.9921975,0.77,296.6,98.2,18.8,24.3,26.42,7.5,14.86,4.92,12.96,6.29,20.82,0.08,105,35,92,45,150,1.86,86,EXERCISE,18.5,66,643,755,14548,606.2,10.1,63,180.7,0,11244,3304,0,77.3,22.7,0.77,0,1.27,1.62,2.89,0.44,0.2,1.617,3,0,0,,61,79.2,149,1.57,45.58,,,
604.0,21.9,1.981,43.38,2123,2193.55206,1679.549216,0.77,296.7,95.3,19.1,24.9,27.25,7.8,14.98,4.81,13.04,6.29,20.84,0.09,106,34,92,45,151,1.88,86,EXERCISE,18.5,66,643,755,14979,624.1,10.4,63,186.1,0,11980,3000,0,80.0,20.0,0.77,0,1.18,1.56,2.74,0.43,0.22,1.637,3,0,0,,63,78.3,151,1.68,45.58,,,
607.0,17.29,2.31,39.942,2615,2067.0361579,1614.6772772,0.78,342.1,115.7,18.7,24.0,25.68,7.3,14.81,5.01,13.07,6.38,20.83,0.08,105,35,93,45,153,1.9,86,EXERCISE,18.5,66,643,755,14166,590.3,9.84,64,176.0,0,10581,3585,0,74.7,25.3,0.78,0,1.73,1.74,3.47,0.5,0.2,1.601,3,0,0,,59,80.0,153,1.34,46.15,,,
610.0,21.51,2.088,44.903,2335,2196.2994822,1726.3657653,0.79,314.3,100.6,19.8,25.1,27.28,7.8,15.05,4.82,13.19,6.27,20.75,0.13,107,34,93,44,154,1.91,86,EXERCISE,18.5,66,643,755,15069,627.9,10.46,64,187.2,0,11004,4065,0,73.0,27.0,0.79,0,1.22,1.57,2.79,0.44,0.22,1.652,3,0,0,,63,77.5,154,1.71,45.45,,,
614.0,16.95,2.942,49.864,3020,2532.5770392,2051.3014409,0.81,437.0,150.5,19.2,23.7,31.46,9.0,14.85,5.12,13.18,6.34,20.8,0.1,105,36,93,45,156,1.94,87,EXERCISE,18.5,66,643,755,17472,728.0,12.13,65,217.0,0,11332,6140,0,64.9,35.1,0.81,0,1.61,1.93,3.54,0.45,0.19,1.698,4,0,0,,73,75.0,155,1.83,45.89,,,
615.0,34.48,1.964,67.724,2020,3058.4817961,2419.1165366,0.79,304.9,87.5,21.4,27.0,37.99,10.9,15.52,4.46,13.92,5.88,20.79,0.1,110,32,99,42,157,1.95,87,EXERCISE,18.5,66,643,755,21008,875.3,14.59,65,261.0,0,14989,6020,0,71.3,28.7,0.79,0,0.85,0.89,1.74,0.49,0.23,1.831,1,0,0,,88,66.1,157,2.31,42.96,,,
618.0,19.42,2.812,54.602,2937,2478.8418352,2112.8164412,0.85,435.2,134.9,21.5,25.2,30.79,8.8,15.48,4.8,13.93,6.08,20.84,0.08,110,34,99,43,158,1.96,87,EXERCISE,18.5,66,643,755,17268,719.5,11.99,66,214.5,0,8702,8566,0,50.4,49.6,0.85,0,1.49,1.6,3.09,0.48,0.21,1.737,3,0,0,,71,72.6,158,1.89,44.24,,,
621.0,22.9,2.114,48.412,2388,2100.8033486,1803.2899689,0.86,331.4,97.9,22.3,26.0,26.1,7.5,15.68,4.63,14.0,6.06,20.81,0.09,111,33,99,43,160,1.99,86,EXERCISE,18.5,66,643,755,14655,610.6,10.18,67,182.0,0,7083,7571,0,48.3,51.7,0.86,0,1.16,1.46,2.62,0.44,0.22,1.685,3,0,0,,60,75.7,159,1.82,44.11,,,
624.0,21.2,2.221,47.088,2371,2209.3053022,1868.1858735,0.85,339.7,109.2,20.6,24.4,27.44,7.8,15.29,4.92,13.72,6.23,20.83,0.08,108,35,97,44,161,2.0,86,EXERCISE,18.5,66,643,755,15367,640.3,10.67,67,190.9,0,8098,7269,0,52.7,47.3,0.85,0,1.36,1.47,2.83,0.48,0.2,1.673,3,0,0,,64,76.4,161,1.63,45.19,,,
626.0,23.35,2.181,50.918,2253,2365.7879493,1965.069755,0.83,334.7,104.8,20.8,25.1,29.39,8.4,15.35,4.81,13.63,6.22,20.81,0.1,109,34,97,44,162,2.01,86,EXERCISE,18.5,66,643,755,16399,683.3,11.39,68,203.7,0,9480,6919,0,57.8,42.2,0.83,0,1.11,1.46,2.57,0.43,0.21,1.707,2,0,0,,68,74.5,162,1.96,45.13,,,
629.0,21.58,2.243,48.41,2604,2257.8710848,1883.7469433,0.83,344.1,108.2,20.8,24.9,28.05,8.0,15.34,4.82,13.75,6.13,20.83,0.08,109,34,97,43,164,2.04,87,EXERCISE,18.5,66,643,755,15664,652.7,10.88,68,194.6,0,8858,6806,0,56.6,43.4,0.83,0,1.39,1.39,2.78,0.5,0.2,1.685,3,0,0,,65,75.7,163,1.61,44.56,,,
632.0,21.66,2.181,47.242,2403,2189.7964595,1829.2451449,0.84,335.3,104.7,20.9,25.0,27.2,7.8,15.37,4.8,13.66,6.21,20.83,0.08,109,34,97,44,165,2.05,86,EXERCISE,18.5,66,643,755,15195,633.1,10.55,69,188.8,0,8539,6656,0,56.2,43.8,0.84,0,1.29,1.48,2.77,0.47,0.21,1.674,3,0,0,,63,76.3,165,1.69,45.07,,,
635.0,21.51,2.436,52.387,2575,2441.8255043,2066.5757281,0.85,373.2,119.1,20.8,24.6,30.33,8.7,15.32,4.89,13.71,6.18,20.82,0.08,108,35,97,44,167,2.07,85,EXERCISE,18.5,66,643,755,16987,707.8,11.8,69,211.0,0,8909,8077,0,52.4,47.6,0.85,0,1.28,1.51,2.79,0.46,0.2,1.719,3,0,0,,70,73.7,166,1.9,44.87,,,
637.0,23.81,2.348,55.905,2332,2632.118146,2200.7350727,0.84,358.7,114.8,20.6,24.6,32.7,9.3,15.28,4.89,13.7,6.18,20.82,0.09,108,35,97,44,168,2.09,85,EXERCISE,18.5,66,643,755,18268,761.2,12.69,70,226.9,0,10218,8050,0,55.9,44.1,0.84,0,1.18,1.34,2.52,0.47,0.2,1.747,2,0,0,,76,72.0,167,1.99,44.87,,,
641.0,15.0,4.137,62.055,4090,2792.6549285,2507.1929564,0.9,638.8,207.9,21.8,24.3,34.69,9.9,15.44,5.03,13.89,6.19,20.81,0.1,109,36,98,44,170,2.11,87,EXERCISE,18.5,66,643,755,19655,819.0,13.65,70,244.2,0,6857,12798,0,34.9,65.1,0.9,0,1.76,2.24,4.0,0.44,0.19,1.793,4,0,0,,80,68.9,169,2.35,44.93,,,
644.0,19.93,1.802,35.92,2365,1658.3572487,1391.6634578,0.84,276.8,87.1,20.8,24.8,20.6,5.9,15.36,4.83,13.48,6.34,20.8,0.11,109,34,95,45,171,2.12,86,EXERCISE,18.5,66,643,755,11518,479.9,8.0,71,143.1,0,6322,5196,0,54.9,45.1,0.84,0,1.57,1.44,3.01,0.52,0.22,1.555,3,0,0,,48,82.0,171,1.15,45.89,,,
647.0,25.97,2.014,52.312,2124,2465.2600054,2017.2758456,0.82,308.0,96.5,20.5,25.0,30.62,8.7,15.29,4.79,13.59,6.25,20.82,0.09,108,34,96,44,172,2.14,87,EXERCISE,18.5,66,643,755,17040,710.0,11.83,72,211.7,0,10568,6472,0,62.0,38.0,0.82,0,0.99,1.32,2.31,0.43,0.22,1.719,3,0,0,,71,73.8,172,2.03,45.32,,,
649.0,22.73,2.181,49.568,2374,2363.4950867,1935.6824594,0.82,332.1,105.8,20.3,24.8,29.36,8.4,15.23,4.85,13.48,6.27,20.82,0.09,108,34,95,44,174,2.16,86,EXERCISE,18.5,66,643,755,16340,680.8,11.35,72,203.0,0,10094,6245,0,61.8,38.2,0.82,0,1.17,1.47,2.64,0.44,0.21,1.695,2,0,0,,68,75.2,174,1.86,45.45,,,
652.0,21.05,2.358,49.642,2501,2469.3520703,2018.2347499,0.82,353.4,119.0,19.5,23.9,30.68,8.8,14.99,5.05,13.38,6.31,20.82,0.09,106,36,95,45,175,2.17,87,EXERCISE,18.5,66,643,755,17065,711.0,11.85,72,212.0,0,10640,6425,0,62.4,37.6,0.82,0,1.3,1.55,2.85,0.46,0.19,1.696,3,0,0,,71,75.1,175,1.81,45.7,,,
655.0,22.99,2.275,52.299,2404,2488.985083,2040.6266079,0.82,346.4,110.5,20.4,24.8,30.92,8.8,15.23,4.86,13.52,6.26,20.81,0.1,108,34,96,44,176,2.19,86,EXERCISE,18.5,66,643,755,17210,717.1,11.95,73,213.8,0,10581,6629,0,61.5,38.5,0.82,0,1.15,1.46,2.61,0.44,0.21,1.718,3,0,0,,72,73.8,176,1.98,45.38,,,
658.0,21.2,2.544,53.936,2755,2510.6057482,2099.198592,0.84,390.5,123.0,20.9,25.0,31.19,8.9,15.35,4.83,13.67,6.23,20.83,0.09,109,34,97,44,178,2.21,85,EXERCISE,18.5,66,643,755,17425,726.0,12.1,74,216.5,0,9745,7679,0,55.9,44.1,0.84,0,1.3,1.53,2.83,0.46,0.22,1.732,3,0,0,,72,73.0,178,1.96,45.19,,,
660.0,23.72,2.068,49.043,2405,2275.5342854,1910.9962834,0.84,317.5,100.1,20.8,24.8,28.27,8.1,15.35,4.84,13.74,6.19,20.82,0.09,109,34,97,44,180,2.24,87,EXERCISE,18.5,66,643,755,15806,658.6,10.98,74,196.4,0,8642,7164,0,54.7,45.3,0.84,0,1.22,1.31,2.53,0.48,0.2,1.691,2,0,0,,65,75.4,179,1.7,44.94,,,
663.0,20.76,2.508,52.069,2447,2635.7319582,2203.5285462,0.84,372.7,131.4,19.2,23.0,32.74,9.4,14.86,5.24,13.38,6.41,20.82,0.08,105,37,95,45,181,2.25,90,EXERCISE,18.5,66,643,755,18293,762.2,12.7,75,227.2,0,10238,8055,0,56.0,44.0,0.84,0,1.39,1.5,2.89,0.48,0.17,1.717,3,0,0,,76,73.9,180,1.8,46.34,,,
665.0,24.59,2.316,56.951,2448,2708.9560658,2264.0670972,0.84,352.5,114.1,20.4,24.4,33.65,9.6,15.22,4.93,13.7,6.19,20.82,0.08,108,35,97,44,182,2.26,88,EXERCISE,18.5,66,643,755,18800,783.3,13.06,75,233.5,0,10537,8262,0,56.1,43.9,0.84,0,1.16,1.28,2.44,0.48,0.19,1.755,2,0,0,,78,71.5,181,2.0,44.94,,,
668.0,20.41,2.605,53.163,2664,2490.0002303,2115.1902395,0.85,398.3,128.7,20.8,24.5,30.93,8.8,15.29,4.94,13.59,6.27,20.82,0.09,108,35,96,44,183,2.27,86,EXERCISE,18.5,66,643,755,17334,722.3,12.04,76,215.3,0,8905,8429,0,51.4,48.6,0.85,0,1.25,1.69,2.94,0.43,0.2,1.726,3,0,0,,72,73.4,183,2.08,45.45,,,
671.0,20.48,2.182,44.683,2440,2191.5495771,1799.5144694,0.82,328.7,109.1,19.7,24.0,27.22,7.8,15.06,5.0,13.38,6.39,20.82,0.09,107,35,95,45,185,2.3,85,EXERCISE,18.5,66,643,755,15158,631.6,10.53,76,188.3,0,9254,5904,0,61.1,38.9,0.82,0,1.47,1.46,2.93,0.5,0.2,1.65,3,0,0,,63,77.6,184,1.48,46.21,,,
674.0,23.53,2.221,52.259,2473,2486.2826152,2051.5713897,0.83,338.3,108.3,20.4,24.7,30.89,8.8,15.23,4.88,13.48,6.31,20.82,0.09,108,35,95,45,186,2.31,86,EXERCISE,18.5,66,643,755,17213,717.2,11.95,77,213.8,0,10271,6941,0,59.7,40.3,0.83,0,1.1,1.45,2.55,0.43,0.21,1.718,3,0,0,,71,73.8,185,2.02,45.7,,,
677.0,22.06,2.327,51.331,2378,2528.1732878,2085.6355481,0.82,349.4,117.6,19.7,23.9,31.41,9.0,15.02,5.05,13.35,6.44,20.8,0.1,106,36,95,46,188,2.34,86,EXERCISE,18.5,66,643,755,17502,729.2,12.15,77,217.4,0,10456,7046,0,59.7,40.3,0.82,0,1.24,1.48,2.72,0.46,0.2,1.71,3,0,0,,73,74.3,188,1.88,46.53,,,
679.0,23.35,2.186,51.035,2488,2451.8724943,2020.4872703,0.82,331.8,107.7,20.1,24.4,30.46,8.7,15.18,4.93,13.56,6.29,20.82,0.1,107,35,96,45,189,2.35,86,EXERCISE,18.5,66,643,755,16970,707.1,11.78,78,210.8,0,10190,6780,0,60.0,40.0,0.82,0,1.28,1.29,2.57,0.5,0.2,1.708,2,0,0,,71,74.4,189,1.71,45.58,,,
681.0,26.91,2.318,62.368,2313,2871.3634676,2389.6579347,0.83,356.6,110.6,21.1,25.3,35.67,10.2,15.38,4.77,13.7,6.22,20.8,0.1,109,34,97,44,190,2.36,86,EXERCISE,18.5,66,643,755,19911,829.6,13.83,78,247.3,0,11400,8511,0,57.3,42.7,0.83,0,0.97,1.26,2.23,0.43,0.22,1.795,2,0,0,,83,68.7,189,2.39,45.13,,,
684.0,26.2,2.114,55.389,2371,2482.2927293,2092.6332795,0.84,328.0,99.7,21.6,25.6,30.84,8.8,15.52,4.72,13.9,6.1,20.8,0.11,110,33,98,43,191,2.37,86,EXERCISE,18.5,66,643,755,17255,719.0,11.98,79,214.4,0,9245,8011,0,53.6,46.4,0.84,0,1.11,1.18,2.29,0.48,0.21,1.743,3,0,0,,71,72.2,191,1.9,44.36,,,
688.0,14.22,3.514,49.962,3572,2482.3565951,2204.7428347,0.89,523.4,192.2,19.7,22.2,30.84,8.8,14.89,5.47,13.57,6.49,20.81,0.09,105,39,96,46,193,2.4,85,EXERCISE,18.5,66,643,755,17433,726.4,12.11,80,216.6,0,6654,10779,0,38.2,61.8,0.89,0,1.73,2.49,4.22,0.41,0.15,1.699,4,0,0,,71,75.0,193,2.03,46.85,,,
690.0,25.75,2.076,53.459,2428,2438.4876708,2102.3956716,0.86,319.9,101.4,21.2,24.6,30.29,8.7,15.41,4.88,13.7,6.31,20.81,0.09,109,35,97,45,195,2.42,87,EXERCISE,18.5,66,643,755,17025,709.4,11.82,80,211.5,0,8008,9016,0,47.0,53.0,0.86,0,1.08,1.25,2.33,0.46,0.21,1.728,2,0,0,,70,73.2,194,1.92,45.7,,,
692.0,28.04,2.192,61.458,2360,2726.1454014,2334.4549852,0.86,341.4,103.7,21.8,25.5,33.87,9.7,15.57,4.73,13.95,6.17,20.82,0.1,110,33,99,44,195,2.42,86,EXERCISE,18.5,66,643,755,19008,792.0,13.2,81,236.1,0,9321,9687,0,49.0,51.0,0.86,0,1.0,1.14,2.14,0.47,0.22,1.789,2,0,0,,78,69.2,195,2.19,44.81,,,
694.0,31.58,2.027,64.011,2024,2793.2765095,2379.1891985,0.85,316.1,94.9,22.1,26.0,34.7,9.9,15.59,4.68,13.92,6.17,20.75,0.15,110,33,99,44,196,2.43,85,EXERCISE,18.5,66,643,755,19456,810.7,13.51,81,241.7,0,9844,9612,0,50.6,49.4,0.85,0,0.88,1.02,1.9,0.46,0.23,1.806,2,0,0,,80,67.9,196,2.3,44.81,,,
696.0,26.43,2.142,56.617,2336,2581.8121892,2217.3761621,0.86,330.4,104.2,21.2,24.7,32.07,9.2,15.42,4.86,13.75,6.25,20.82,0.09,109,34,97,44,197,2.45,86,EXERCISE,18.5,66,643,755,18012,750.5,12.51,81,223.7,0,8677,9334,0,48.2,51.8,0.86,0,1.08,1.19,2.27,0.48,0.21,1.753,2,0,0,,74,71.6,197,1.98,45.32,,,
699.0,23.44,2.527,59.227,2473,2826.1235278,2428.6204477,0.86,383.7,128.6,20.4,23.7,35.11,10.0,15.18,5.09,13.6,6.38,20.83,0.09,108,36,96,45,198,2.46,87,EXERCISE,18.5,66,643,755,19718,821.6,13.69,82,244.9,0,9466,10253,0,48.0,52.0,0.86,0,1.12,1.44,2.56,0.44,0.19,1.773,3,0,0,,81,70.3,198,2.26,46.15,,,
701.0,27.52,2.221,61.128,2407,2768.9132429,2351.8984284,0.85,344.3,106.4,21.4,25.2,34.4,9.8,15.5,4.79,13.86,6.27,20.85,0.1,110,34,98,44,200,2.48,86,EXERCISE,18.5,66,643,755,19276,803.2,13.39,83,239.4,0,9908,9368,0,51.4,48.6,0.85,0,1.01,1.17,2.18,0.46,0.22,1.786,2,0,0,,80,69.4,200,2.2,45.45,,,
704.0,21.28,2.575,54.787,2680,2596.836512,2265.070114,0.87,391.3,132.1,20.5,23.5,32.26,9.2,15.2,5.13,13.61,6.39,20.82,0.09,108,36,96,45,201,2.5,88,EXERCISE,18.5,66,643,755,18172,757.2,12.62,83,225.7,0,7923,10248,0,43.6,56.4,0.87,0,1.18,1.64,2.82,0.42,0.19,1.739,3,0,0,,75,72.5,200,2.18,46.21,,,
707.0,23.62,2.425,57.283,2692,2645.3094043,2285.9138723,0.86,372.0,120.4,21.0,24.3,32.86,9.4,15.34,4.96,13.76,6.33,20.81,0.1,109,35,97,45,203,2.52,88,EXERCISE,18.5,66,643,755,18477,769.9,12.83,84,229.5,0,8568,9909,0,46.4,53.6,0.86,0,1.24,1.3,2.54,0.49,0.2,1.758,3,0,0,,76,71.3,202,1.96,45.83,,,
709.0,24.19,2.622,63.435,2763,2820.7684364,2485.4854068,0.88,407.3,127.6,21.9,24.8,35.04,10.0,15.53,4.87,13.98,6.24,20.82,0.09,110,34,99,44,204,2.53,88,EXERCISE,18.5,66,643,755,19778,824.1,13.74,84,245.7,0,8024,11755,0,40.6,59.4,0.88,0,1.22,1.26,2.48,0.49,0.21,1.802,2,0,0,,81,68.2,204,2.15,45.26,,,
712.0,23.9,2.791,66.717,2732,3073.8307549,2723.7843656,0.89,427.5,141.7,21.2,23.9,38.18,10.9,15.32,5.08,13.86,6.31,20.8,0.1,108,36,98,45,205,2.55,89,EXERCISE,18.5,66,643,755,21577,899.0,14.98,85,268.0,0,8386,13191,0,38.9,61.1,0.89,0,1.23,1.28,2.51,0.49,0.19,1.824,3,0,0,,88,66.6,205,2.27,45.7,,,
714.0,23.26,2.328,54.14,2746,2428.3531539,2130.2751095,0.88,361.6,114.0,21.6,24.7,30.17,8.6,15.53,4.9,13.99,6.29,20.86,0.1,110,35,99,45,206,2.56,87,EXERCISE,18.5,66,643,755,17012,708.8,11.81,85,211.3,0,7127,9885,0,41.9,58.1,0.88,0,1.35,1.23,2.58,0.52,0.21,1.734,2,0,0,,70,72.9,206,1.72,45.57,,,
716.0,27.91,2.481,69.237,2639,2881.37193,2611.3126599,0.91,391.9,116.8,23.4,25.8,35.79,10.2,15.8,4.71,14.27,6.11,20.77,0.11,112,33,101,43,208,2.58,86,EXERCISE,18.5,66,643,755,20318,846.6,14.11,86,252.4,0,6499,13819,0,32.0,68.0,0.91,0,1.01,1.14,2.15,0.47,0.22,1.84,2,0,0,,83,65.3,207,2.46,44.43,,,
718.0,27.65,2.276,62.931,2355,2661.1915757,2409.2916852,0.91,358.4,108.5,22.9,25.3,33.06,9.4,15.75,4.77,14.1,6.25,20.8,0.1,111,34,100,44,208,2.58,86,EXERCISE,18.5,66,643,755,18762,781.7,13.03,86,233.1,0,6061,12700,0,32.3,67.7,0.91,0,0.95,1.22,2.17,0.44,0.22,1.799,2,0,0,,77,68.5,208,2.4,45.32,,,
721.0,25.64,2.393,61.359,2608,2668.2360894,2413.5341927,0.9,373.9,116.9,22.3,24.7,33.15,9.5,15.62,4.89,14.11,6.24,20.82,0.09,111,35,100,44,209,2.6,88,EXERCISE,18.5,66,643,755,18808,783.7,13.06,87,233.6,0,6127,12680,0,32.6,67.4,0.9,0,1.15,1.19,2.34,0.49,0.21,1.788,3,0,0,,77,69.2,209,2.08,45.26,,,
724.0,18.46,4.082,75.36,4073,3091.1402216,2981.1009593,0.96,647.7,200.1,24.0,24.8,38.4,11.0,15.87,4.9,14.46,6.09,20.83,0.08,112,35,102,43,211,2.62,88,EXERCISE,18.5,66,643,755,22082,920.1,15.33,88,274.3,0,2683,19399,0,12.1,87.9,0.96,0,1.43,1.82,3.25,0.44,0.2,1.877,3,0,0,,89,62.2,211,2.85,44.3,,,
726.0,27.91,2.005,55.953,2304,2274.1784004,2099.1759785,0.92,319.7,93.5,23.7,25.7,28.25,8.1,15.95,4.66,14.27,6.21,20.82,0.09,113,33,101,44,212,2.63,89,EXERCISE,18.5,66,643,755,16097,670.7,11.18,88,200.0,0,4228,11869,0,26.3,73.7,0.92,0,1.04,1.11,2.15,0.48,0.23,1.748,2,0,0,,65,72.0,212,1.93,45.07,,,
729.0,23.62,2.331,55.063,2527,2515.4438153,2246.4610501,0.89,357.7,118.5,21.2,23.8,31.25,8.9,15.35,5.08,13.81,6.44,20.79,0.11,109,36,98,46,214,2.66,87,EXERCISE,18.5,66,643,755,17685,736.9,12.28,89,219.7,0,6454,11231,0,36.5,63.5,0.89,0,1.23,1.31,2.54,0.48,0.2,1.741,3,0,0,,72,72.4,213,1.9,46.53,,,
