t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,RealPower,VT/Ti,PaCO2_e
1.0,20.83,0.911,18.979,891,559.1945234,492.4522588,0.88,157.8,29.0,31.3,35.6,6.32,1.8,17.32,3.18,15.86,4.49,20.78,0.06,124,23,114,32,0,,0,NONE,18.2,44,650,764,3920,163.4,2.72,0,44.3,0,1597,2323,0,40.7,59.3,0.88,0,1.5,1.38,2.88,0.52,0.26,1.278,0,0,0,,15,90.6,0,0.61,34.47
4.0,24.1,0.737,17.759,823,475.8619969,413.5263712,0.87,130.1,21.1,33.8,38.9,5.38,1.5,17.65,2.86,15.98,4.39,20.79,0.06,127,21,115,31,0,,0,NONE,18.2,44,650,764,3327,138.6,2.31,0,37.6,0,1488,1840,0,44.7,55.3,0.87,0,1.23,1.26,2.49,0.49,0.3,1.249,3,0,0,,12,91.2,0,0.6,33.83
7.0,19.23,0.934,17.962,1039,500.0034602,452.6609436,0.91,163.5,28.8,33.2,36.7,5.65,1.6,17.51,3.08,16.03,4.44,20.79,0.05,126,22,115,32,0,,0,NONE,18.2,44,650,764,3525,146.9,2.45,0,39.9,0,1139,2386,0,32.3,67.7,0.91,0,1.11,2.01,3.12,0.36,0.28,1.254,3,0,0,,13,91.1,0,0.84,34.15
11.0,15.42,1.612,24.864,1414,731.3444654,698.3072964,0.95,278.6,55.3,32.5,34.1,8.27,2.4,17.28,3.43,16.14,4.51,20.79,0.05,124,25,116,32,0,,0,NONE,18.2,44,650,764,5213,217.2,3.62,0,58.9,0,804,4410,0,15.4,84.6,0.95,0,1.31,2.58,3.89,0.34,0.25,1.396,4,0,0,,19,87.7,0,1.23,34.6
15.0,13.7,0.874,11.973,856,342.5579998,321.6531452,0.94,151.9,28.7,32.2,34.2,3.87,1.1,17.38,3.28,15.98,4.59,20.78,0.05,125,24,115,33,0,,0,NONE,18.2,44,650,764,2433,101.4,1.69,1,27.5,0,507,1926,0,20.8,79.2,0.94,0,1.87,2.51,4.38,0.43,0.25,1.078,4,0,0,,9,94.1,0,0.47,35.12
20.0,12.66,0.872,11.038,1129,309.5171343,281.4548887,0.91,152.5,27.2,32.8,36.1,3.5,1.0,17.49,3.12,15.95,4.54,20.8,0.05,125,22,114,33,0,,0,NONE,18.3,44,650,764,2184,91.0,1.52,1,24.7,0,676,1508,0,30.9,69.1,0.91,0,2.37,2.37,4.74,0.5,0.28,1.043,5,0,0,,8,94.5,0,0.37,34.79
25.0,12.37,0.6,7.423,615,216.9176675,186.0195272,0.86,104.2,18.4,30.2,35.2,2.45,0.7,17.37,3.07,15.83,4.41,20.78,0.05,125,22,114,32,0,,0,NONE,18.3,44,650,764,1513,63.0,1.05,1,17.1,0,735,777,0,48.6,51.4,0.86,0,2.31,2.54,4.85,0.48,0.24,0.871,5,0,0,,6,96.3,0,0.26,33.96
30.0,10.89,1.022,11.129,960,393.7666198,321.9389389,0.82,170.6,36.1,26.3,32.2,4.45,1.3,16.69,3.53,14.99,4.99,20.79,0.05,120,25,107,36,0,,0,NONE,18.3,44,650,764,2721,113.4,1.89,1,30.8,0,1694,1027,0,62.3,37.7,0.82,0,2.55,2.96,5.51,0.46,0.26,1.046,5,0,0,,10,94.5,0,0.4,37.7
35.0,13.7,0.793,10.863,795,367.5400256,294.773545,0.8,133.9,26.3,26.9,33.6,4.16,1.2,16.89,3.32,15.12,4.76,20.79,0.05,121,24,108,34,0,,0,NONE,18.3,44,649,764,2531,105.5,1.76,1,28.6,0,1710,821,0,67.6,32.4,0.8,0,1.76,2.62,4.38,0.4,0.26,1.036,5,0,0,,10,94.6,0,0.45,36.21
39.0,14.18,0.873,12.383,747,448.1417831,350.7042857,0.78,145.1,30.2,25.4,32.5,5.07,1.4,16.62,3.46,14.94,4.88,20.78,0.05,119,25,107,35,0,,0,NONE,18.3,44,649,764,3072,128.0,2.13,1,34.7,0,2280,792,0,74.2,25.8,0.78,0,1.8,2.43,4.23,0.43,0.25,1.093,4,0,0,,12,93.9,0,0.48,36.99
