t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,RealPower,VT/Ti,PaCO2_e
2.0,19.42,0.522,10.136,514,294.2569347,248.9656125,0.85,90.5,15.8,29.8,35.3,5.23,1.5,17.34,3.03,16.25,4.0,20.72,0.07,124,22,117,29,0,,0,REST,18.0,44,650,764,2047,85.3,1.42,0,36.4,0,1075,972,0,52.5,47.5,0.85,0,1.03,2.06,3.09,0.33,0.17,1.006,0,0,0,,15,92.7,0,0.51,31.31
5.0,21.35,0.541,11.552,470,352.0011858,296.595597,0.84,92.9,17.1,28.6,33.9,6.26,1.8,17.17,3.16,15.84,4.3,20.72,0.07,123,23,114,31,0,,0,REST,18.0,44,650,764,2447,101.9,1.7,0,43.5,0,1314,1132,0,53.7,46.3,0.84,0,1.09,1.72,2.81,0.39,0.19,1.063,3,0,0,,18,91.6,0,0.5,33.25
8.0,24.29,0.521,12.656,544,348.1722465,313.1393743,0.9,89.7,16.3,31.5,35.0,6.19,1.8,17.22,3.13,15.94,4.23,20.46,0.15,123,22,114,30,0,,0,REST,18.0,44,650,764,2451,102.1,1.7,0,43.6,0,842,1610,0,34.3,65.7,0.9,0,1.02,1.45,2.47,0.41,0.18,1.102,3,0,0,,18,90.8,0,0.51,32.8
11.0,17.19,0.673,11.57,676,271.517744,247.3615821,0.91,119.1,18.6,38.2,41.9,4.83,1.4,17.7,2.76,15.95,4.32,20.47,0.19,127,20,114,31,0,,0,REST,18.0,44,650,764,1917,79.9,1.33,0,34.1,0,582,1335,0,30.4,69.6,0.91,0,0.7,2.79,3.49,0.2,0.3,1.063,3,0,0,,14,91.6,0,0.96,33.38
17.0,10.49,1.05,11.014,508,331.0109481,300.3370935,0.91,178.2,35.2,31.1,34.2,5.88,1.7,16.97,3.35,15.27,4.72,20.52,0.07,122,24,109,34,0,,0,REST,18.0,44,650,764,2335,97.3,1.62,0,41.5,0,738,1596,0,31.6,68.4,0.91,0,0.79,4.93,5.72,0.14,0.26,1.042,6,0,0,,17,92.0,0,1.33,35.96
20.0,20.98,0.459,9.629,776,212.0578497,205.2953348,0.97,82.1,12.1,38.5,39.8,3.77,1.1,17.89,2.64,16.55,3.81,20.52,0.07,128,19,119,27,0,,0,REST,18.0,44,649,764,1516,63.2,1.05,0,27.0,0,165,1351,0,10.9,89.1,0.97,0,1.1,1.76,2.86,0.38,0.22,0.984,3,0,0,,11,93.0,0,0.42,30.08
23.0,16.48,1.202,19.813,430,644.6861905,589.6413196,0.91,200.4,43.9,28.9,31.6,11.46,3.3,16.67,3.65,15.64,4.53,20.52,0.07,120,26,112,32,0,,0,REST,18.0,44,650,764,4555,189.8,3.16,1,81.0,0,1327,3227,0,29.1,70.9,0.91,0,0.75,2.89,3.64,0.21,0.19,1.297,3,0,0,,34,85.7,0,1.6,34.73
28.0,12.66,0.776,9.823,757,232.870891,219.3352032,0.94,138.6,21.4,38.4,40.7,4.14,1.2,17.86,2.76,15.85,4.38,20.68,0.07,128,20,114,31,0,,0,REST,18.0,44,650,764,1655,69.0,1.15,1,29.4,0,328,1327,0,19.8,80.2,0.94,0,0.85,3.89,4.74,0.18,0.32,0.992,5,0,0,,12,92.9,0,0.91,33.76
31.0,22.99,0.52,11.954,364,390.8378464,332.8866953,0.85,87.7,17.9,26.5,31.1,6.95,2.0,16.87,3.44,16.07,4.15,20.68,0.09,121,25,115,30,0,,0,REST,18.0,44,650,764,2722,113.4,1.89,1,48.4,0,1378,1345,0,50.6,49.4,0.85,0,0.54,2.07,2.61,0.21,0.1,1.078,3,0,0,,21,91.4,0,0.96,32.28
33.0,22.47,0.513,11.528,368,380.9152251,307.4241472,0.81,86.5,17.5,26.1,32.4,6.77,1.9,16.86,3.41,15.85,4.27,20.68,0.2,121,24,114,31,0,,0,REST,18.0,44,650,764,2626,109.4,1.82,1,46.7,0,1729,897,0,65.8,34.2,0.81,0,0.7,1.97,2.67,0.26,0.12,1.062,2,0,0,,20,91.7,0,0.73,33.05
