t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,RealPower,VT/Ti,PaCO2_e
6.0,8.12,1.569,12.739,1601,455.2601994,406.0868429,0.89,260.1,61.4,26.7,30.0,6.69,1.9,16.58,3.91,15.41,4.87,20.8,0.06,118,28,110,35,0,,0,NONE,21.8,51,647,761,3200,133.3,2.22,0,47.0,0,1180,2020,0,36.9,63.1,0.89,0,3.91,3.48,7.39,0.53,0.2,1.105,0,0,0,,15,93.6,0,0.4,36.79
15.0,9.63,1.182,11.384,1164,422.9746827,357.4985916,0.85,194.6,45.7,25.3,30.0,6.22,1.8,16.46,3.87,15.13,4.96,20.81,0.07,118,28,108,35,0,,0,NONE,21.8,51,647,761,2942,122.6,2.04,0,43.2,0,1554,1388,0,52.8,47.2,0.85,0,3.31,2.92,6.23,0.53,0.2,1.056,9,0,0,,14,94.3,0,0.36,37.37
21.0,6.0,1.566,9.396,1539,384.7871368,310.5088699,0.81,251.8,63.5,23.3,28.9,5.65,1.6,16.08,4.05,14.97,4.94,20.83,0.06,115,29,107,35,0,,0,NONE,21.8,51,647,761,2653,110.5,1.84,0,39.0,0,1748,905,0,65.9,34.1,0.81,0,7.08,2.92,10.0,0.71,0.18,0.973,6,0,0,,13,95.3,0,0.22,37.24
26.0,15.15,1.191,18.045,986,630.2870909,523.4866643,0.83,199.1,42.6,26.9,32.4,9.26,2.6,16.72,3.58,15.49,4.61,20.79,0.07,119,26,111,33,0,,0,NONE,21.8,51,647,761,4369,182.0,3.03,1,64.2,0,2527,1842,0,57.8,42.2,0.83,0,1.77,2.19,3.96,0.45,0.21,1.256,5,0,0,,21,90.9,0,0.67,35.12
30.0,10.53,0.604,6.358,631,220.2879434,177.4324522,0.81,101.3,20.8,25.5,31.7,3.24,0.9,16.77,3.44,15.58,4.42,20.79,0.07,120,25,111,32,0,,0,NONE,21.8,51,647,761,1518,63.3,1.05,1,22.3,0,1008,510,0,66.4,33.6,0.81,0,3.23,2.47,5.7,0.57,0.16,0.803,4,0,0,,7,96.8,0,0.19,33.9
35.0,12.37,0.863,10.676,874,395.4934847,319.2419814,0.81,142.5,31.8,24.8,30.7,5.81,1.7,16.51,3.68,15.33,4.67,20.81,0.07,118,26,109,33,0,,0,NONE,21.8,51,647,761,2727,113.6,1.89,1,40.1,0,1794,932,0,65.8,34.2,0.81,0,2.58,2.27,4.85,0.53,0.18,1.028,5,0,0,,13,94.6,0,0.33,35.51
40.0,13.19,0.949,12.514,891,445.9280528,368.0025119,0.83,158.1,34.4,26.0,31.5,6.55,1.9,16.66,3.62,15.51,4.61,20.81,0.07,119,26,111,33,0,,0,NONE,21.8,51,647,761,3087,128.6,2.14,1,45.4,0,1841,1246,0,59.6,40.4,0.83,0,2.14,2.41,4.55,0.47,0.19,1.097,5,0,0,,15,93.7,0,0.44,35.12
47.0,8.01,1.159,9.284,1196,318.9434477,276.9285589,0.87,194.5,42.6,27.4,31.5,4.69,1.3,16.78,3.68,15.71,4.55,20.82,0.07,120,26,112,32,0,,0,NONE,21.8,51,647,761,2230,92.9,1.55,1,32.8,0,1003,1227,0,45.0,55.0,0.87,0,2.8,4.69,7.49,0.37,0.18,0.968,7,0,0,,11,95.3,0,0.41,34.74
53.0,9.9,0.795,7.871,847,268.3802229,228.8719268,0.85,133.6,28.5,26.7,31.4,3.94,1.1,16.81,3.58,15.51,4.66,20.8,0.07,120,26,111,33,0,,0,NONE,21.8,51,647,761,1870,77.9,1.3,1,27.5,0,939,930,0,50.2,49.8,0.85,0,2.29,3.77,6.06,0.38,0.19,0.896,6,0,0,,9,96.0,0,0.35,35.44
59.0,10.73,1.445,15.51,1220,555.6452765,480.266441,0.86,239.9,55.1,26.6,30.7,8.17,2.3,16.6,3.81,15.41,4.78,20.81,0.07,119,27,110,34,0,,0,NONE,21.8,51,647,761,3881,161.7,2.7,2,57.0,0,1797,2084,0,46.3,53.7,0.86,0,2.55,3.04,5.59,0.46,0.2,1.191,6,0,0,,19,92.2,0,0.57,36.21
