t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,RealPower,VT/Ti,PaCO2_e
2.0,20.76,0.806,16.734,897,380.3473602,370.5285289,0.97,146.1,22.3,40.2,41.2,5.95,1.7,18.13,2.77,16.72,4.15,20.89,0.06,128,20,118,29,0,,0,NONE,18.3,46,638,753,2723,113.5,1.89,0,42.6,0,240,2483,0,8.8,91.2,0.97,0,1.78,1.11,2.89,0.62,0.3,1.224,0,0,0,,14,90.5,0,0.45,31.87
4.0,21.9,1.433,31.38,449,771.1614205,745.9277112,0.97,256.6,42.5,38.7,40.0,12.07,3.4,17.91,2.97,16.22,4.58,20.89,0.06,126,21,115,32,0,,0,NONE,18.3,46,639,753,5512,229.7,3.83,0,86.3,0,616,4897,0,11.2,88.8,0.97,0,1.19,1.55,2.74,0.43,0.35,1.497,2,0,0,,28,82.2,0,1.2,34.6
8.0,18.87,1.272,24.0,1198,465.1441381,462.0828413,0.99,235.5,30.7,48.8,49.1,7.28,2.1,18.51,2.41,16.92,4.05,20.88,0.06,131,17,119,29,0,,0,NONE,18.3,46,639,753,3344,139.3,2.32,0,52.3,0,75,3269,0,2.2,97.8,0.99,0,1.4,1.78,3.18,0.44,0.4,1.38,4,0,0,,17,86.4,0,0.91,31.23
10.0,22.22,1.182,26.267,545,578.3348679,575.7870846,1.0,214.9,32.5,42.7,42.9,9.05,2.6,18.18,2.75,17.4,3.55,20.87,0.07,128,19,123,25,0,,0,NONE,18.3,46,639,753,4160,173.3,2.89,0,65.1,0,63,4097,0,1.5,98.5,1.0,0,1.31,1.39,2.7,0.49,0.25,1.419,2,0,0,,21,85.1,0,0.9,28.05
13.0,21.28,1.416,30.128,748,604.9979984,606.6003541,1.0,260.6,35.7,47.3,47.2,9.47,2.7,18.4,2.52,17.38,3.59,20.86,0.06,130,18,123,25,0,,0,NONE,18.3,46,639,753,4359,181.6,3.03,1,68.2,0,0,4359,0,0.0,100.0,1.0,0,1.4,1.42,2.82,0.5,0.32,1.479,3,0,0,,22,82.9,0,1.01,28.31
16.0,21.58,1.512,32.633,652,647.4490619,650.4866967,1.0,279.0,37.9,48.1,47.8,10.13,2.9,18.45,2.51,17.5,3.51,20.88,0.07,130,18,124,25,0,,0,NONE,18.3,46,638,753,4666,194.4,3.24,1,73.0,0,0,4666,0,0.0,100.0,1.0,0,1.27,1.51,2.78,0.46,0.32,1.514,3,0,0,,23,81.5,0,1.19,27.8
19.0,21.74,1.371,29.804,784,590.1183911,604.7312557,1.02,252.5,35.1,47.9,46.8,9.24,2.6,18.42,2.56,17.58,3.39,20.85,0.08,130,18,124,24,0,,0,NONE,18.3,46,639,753,4272,178.0,2.97,1,66.9,0,0,4272,0,0.0,100.0,1.02,0,1.01,1.75,2.76,0.37,0.28,1.474,3,0,0,,21,83.1,0,1.36,27.04
21.0,23.17,1.14,26.409,758,419.5376525,435.9338386,1.04,215.6,23.8,59.1,56.9,6.57,1.9,18.91,2.09,18.24,2.92,20.87,0.07,134,15,129,21,0,,0,NONE,18.3,46,639,753,3047,126.9,2.12,1,47.7,0,0,3047,0,0.0,100.0,1.04,0,1.25,1.34,2.59,0.48,0.33,1.422,2,0,0,,15,85.0,0,0.91,24.05
24.0,24.1,1.373,33.084,707,625.9966977,647.3551342,1.03,254.7,33.8,50.2,48.5,9.8,2.8,18.55,2.46,17.72,3.43,20.88,0.07,131,17,125,24,0,,0,NONE,18.3,46,639,753,4541,189.2,3.15,1,71.1,0,0,4541,0,0.0,100.0,1.03,0,1.11,1.38,2.49,0.45,0.31,1.52,3,0,0,,23,81.2,0,1.24,27.29
27.0,21.51,1.675,36.022,730,720.4804392,744.6832887,1.03,308.5,43.5,47.9,46.4,11.28,3.2,18.42,2.6,17.69,3.47,20.88,0.07,130,18,125,24,0,,0,NONE,18.3,46,639,753,5226,217.7,3.63,1,81.8,0,0,5226,0,0.0,100.0,1.03,0,1.31,1.48,2.79,0.47,0.29,1.557,3,0,0,,26,79.5,0,1.28,27.54
